TMAX,TMIN,PRCP,DATE,STATION
  368,  214,    0,1968-10-20,ZI000067977
  317,  203,   66,1968-10-21,ZI000067977
  272,  186,    5,1968-10-22,ZI000067977
  301,  178,    0,1968-10-23,ZI000067977
  362,  161,    0,1968-10-24,ZI000067977
  394,  191,    0,1968-10-25,ZI000067977
  386,  187,    0,1968-10-26,ZI000067977
  402,  219,    0,1968-10-27,ZI000067977
  315,  224,   48,1968-10-28,ZI000067977
  301,  182,    0,1968-10-29,ZI000067977
  312,  197,    0,1968-10-30,ZI000067977
  351,  193,    0,1968-10-31,ZI000067977
  325,  202,    0,1968-11-01,ZI000067977
  315,  202,    0,1968-11-02,ZI000067977
  313,  207,    0,1968-11-03,ZI000067977
  332,  203,    0,1968-11-04,ZI000067977
  346,  194,    0,1968-11-05,ZI000067977
  381,  191,    0,1968-11-06,ZI000067977
  390,  186,    0,1968-11-07,ZI000067977
  394,  205,    0,1968-11-08,ZI000067977
  389,  231,    0,1968-11-09,ZI000067977
  289,  220,  127,1968-11-10,ZI000067977
  152,  137,  198,1968-11-11,ZI000067977
  144,  118,  107,1968-11-12,ZI000067977
  174,  121,    0,1968-11-13,ZI000067977
  260,  146,    0,1968-11-14,ZI000067977
  329,  166,    0,1968-11-15,ZI000067977
  180,  171,  363,1968-11-16,ZI000067977
  159,  138,  145,1968-11-17,ZI000067977
  237,  139,    0,1968-11-18,ZI000067977
  308,  140,    0,1968-11-19,ZI000067977
  302,  191,    0,1968-11-20,ZI000067977
  322,  181,    0,1968-11-21,ZI000067977
  346,  167,    0,1968-11-22,ZI000067977
  361,  183,    0,1968-11-23,ZI000067977
  339,  234,   10,1968-11-24,ZI000067977
  262,  197,    5,1968-11-25,ZI000067977
  301,  197,    0,1968-11-26,ZI000067977
  336,  193,    0,1968-11-27,ZI000067977
  344,  184,    0,1968-11-28,ZI000067977
  357,  176,    0,1968-11-29,ZI000067977
  333,  183,    0,1968-11-30,ZI000067977
  339,  179,    0,1968-12-01,ZI000067977
  364,  166,    0,1968-12-02,ZI000067977
  359,  220,    8,1968-12-03,ZI000067977
  286,  233,  203,1968-12-04,ZI000067977
  297,  215,    3,1968-12-05,ZI000067977
  289,  219,  132,1968-12-06,ZI000067977
  269,  203,   18,1968-12-07,ZI000067977
  306,  216,   51,1968-12-08,ZI000067977
  256,  201,    0,1968-12-09,ZI000067977
  309,  207,  292,1968-12-10,ZI000067977
  266,  168,    0,1968-12-11,ZI000067977
  281,  187,    0,1968-12-12,ZI000067977
  333,  169,    0,1968-12-13,ZI000067977
  318,  193,    0,1968-12-14,ZI000067977
  306,  215,    0,1968-12-15,ZI000067977
  334,  182,    0,1968-12-16,ZI000067977
  344,  180,    0,1968-12-17,ZI000067977
  355,  165,    0,1968-12-18,ZI000067977
  345,  178,    0,1968-12-19,ZI000067977
  340,  199,    0,1968-12-20,ZI000067977
  361,  163,    0,1968-12-21,ZI000067977
  354,  191,    0,1968-12-22,ZI000067977
  358,  204,    0,1968-12-23,ZI000067977
  383,  196,    0,1968-12-24,ZI000067977
  372,  251,    0,1968-12-25,ZI000067977
  366,  231,    0,1968-12-26,ZI000067977
  294,  238,   25,1968-12-27,ZI000067977
  317,  216,    0,1968-12-28,ZI000067977
  341,  204,    8,1968-12-29,ZI000067977
  306,  218,  467,1968-12-30,ZI000067977
  236,  191,   25,1968-12-31,ZI000067977
  282,  176,    0,1969-01-01,ZI000067977
  308,  163,    0,1969-01-02,ZI000067977
  325,  169,    0,1969-01-03,ZI000067977
  311,  214,    0,1969-01-04,ZI000067977
  313,  225,  262,1969-01-05,ZI000067977
  302,  213,    5,1969-01-06,ZI000067977
  278,  206,   46,1969-01-07,ZI000067977
  300,  216,  198,1969-01-08,ZI000067977
  339,  209,   18,1969-01-09,ZI000067977
  276,  211,   15,1969-01-10,ZI000067977
  304,  216,    0,1969-01-11,ZI000067977
  329,  188,    0,1969-01-12,ZI000067977
  354,  168,    0,1969-01-13,ZI000067977
  369,  172,    0,1969-01-14,ZI000067977
  334,  194,    0,1969-01-15,ZI000067977
  331,  217,    0,1969-01-16,ZI000067977
  339,  214,    0,1969-01-17,ZI000067977
  326,  217,    5,1969-01-18,ZI000067977
  366,  212,    0,1969-01-19,ZI000067977
  352,  195,    0,1969-01-20,ZI000067977
  379,  198,    0,1969-01-21,ZI000067977
  308,  217,  300,1969-01-22,ZI000067977
  234,  188,   25,1969-01-23,ZI000067977
  333,  200,    0,1969-01-24,ZI000067977
  356,  211,    0,1969-01-25,ZI000067977
  371,  217,    0,1969-01-26,ZI000067977
  364,  224,   13,1969-01-27,ZI000067977
  357,  225,    0,1969-01-28,ZI000067977
  344,  210,    0,1969-01-29,ZI000067977
  353,  199,    0,1969-01-30,ZI000067977
  366,  198,    0,1969-01-31,ZI000067977
  347,  233,    0,1969-02-01,ZI000067977
  337,  221,   97,1969-02-02,ZI000067977
  369,  222,    0,1969-02-03,ZI000067977
  372,  224,    0,1969-02-04,ZI000067977
  367,  222,   13,1969-02-05,ZI000067977
  328,  226,    0,1969-02-06,ZI000067977
  364,  206,    0,1969-02-07,ZI000067977
  378,  186,    0,1969-02-08,ZI000067977
  343,  217,    3,1969-02-09,ZI000067977
  344,  213,    0,1969-02-10,ZI000067977
  392,  194,    0,1969-02-11,ZI000067977
  289,  229,    0,1969-02-12,ZI000067977
  337,  214,    0,1969-02-13,ZI000067977
  356,  202,    0,1969-02-14,ZI000067977
  337,  227,    0,1969-02-15,ZI000067977
  341,  197,    0,1969-02-16,ZI000067977
  346,  211,    0,1969-02-17,ZI000067977
  345,  199,    0,1969-02-18,ZI000067977
  369,  194,    0,1969-02-19,ZI000067977
  383,  203,    0,1969-02-20,ZI000067977
  367,  231,    0,1969-02-21,ZI000067977
  314,  227,    0,1969-02-22,ZI000067977
  361,  229,   46,1969-02-23,ZI000067977
  367,  206,    0,1969-02-24,ZI000067977
  382,  195,    0,1969-02-25,ZI000067977
  371,  199,    0,1969-02-26,ZI000067977
  369,  210,    0,1969-02-27,ZI000067977
  383,  207,    0,1969-02-28,ZI000067977
  382,  207,    0,1969-03-01,ZI000067977
  383,  191,    8,1969-03-02,ZI000067977
  310,  213,    0,1969-03-03,ZI000067977
  333,  217,    3,1969-03-04,ZI000067977
  308,  192,    0,1969-03-05,ZI000067977
  328,  186,    0,1969-03-06,ZI000067977
  358,  173,    0,1969-03-07,ZI000067977
  367,  183,    0,1969-03-08,ZI000067977
  373,  200,    3,1969-03-09,ZI000067977
  369,  222,  599,1969-03-10,ZI000067977
  268,  217,   25,1969-03-11,ZI000067977
  244,  193,    3,1969-03-12,ZI000067977
  288,  205,    0,1969-03-13,ZI000067977
  312,  214,   41,1969-03-14,ZI000067977
  285,  206,  315,1969-03-15,ZI000067977
  281,  213,  579,1969-03-16,ZI000067977
  239,  211,  269,1969-03-17,ZI000067977
  248,  205,   23,1969-03-18,ZI000067977
  256,  211,   51,1969-03-19,ZI000067977
  305,  207,   99,1969-03-20,ZI000067977
  294,  212,    3,1969-03-21,ZI000067977
  263,  202,   81,1969-03-22,ZI000067977
  249,  166,    0,1969-03-23,ZI000067977
  267,  178,    0,1969-03-24,ZI000067977
  289,  145,    0,1969-03-25,ZI000067977
  296,  149,    0,1969-03-26,ZI000067977
  281,  156,    0,1969-03-27,ZI000067977
  273,  200,    0,1969-03-28,ZI000067977
  294,  184,    0,1969-03-29,ZI000067977
  299,  180,    0,1969-03-30,ZI000067977
  310,  201,    0,1969-03-31,ZI000067977
  327,  191,    0,1969-04-01,ZI000067977
  311,  211,  147,1969-04-02,ZI000067977
  261,  209,    0,1969-04-03,ZI000067977
  259,  191,    0,1969-04-04,ZI000067977
  316,  165,    8,1969-04-05,ZI000067977
  281,  205,   46,1969-04-06,ZI000067977
  264,  191,    0,1969-04-07,ZI000067977
  283,  199,    0,1969-04-08,ZI000067977
  271,  185,    0,1969-04-09,ZI000067977
  290,  172,    0,1969-04-10,ZI000067977
  311,  183,    0,1969-04-11,ZI000067977
  292,  173,    0,1969-04-12,ZI000067977
  295,  181,    0,1969-04-13,ZI000067977
  314,  143,    0,1969-04-14,ZI000067977
  306,  144,  145,1969-04-15,ZI000067977
  269,  199,    0,1969-04-16,ZI000067977
  299,  147,    0,1969-04-17,ZI000067977
  294,  138,    0,1969-04-18,ZI000067977
  299,  140,    0,1969-04-19,ZI000067977
  311,  128,    0,1969-04-20,ZI000067977
  331,  134,    0,1969-04-21,ZI000067977
  339,  140,    0,1969-04-22,ZI000067977
  317,  148,    0,1969-04-23,ZI000067977
  251,  206,   15,1969-04-24,ZI000067977
  248,  163,    0,1969-04-25,ZI000067977
  246,  173,   33,1969-04-26,ZI000067977
  261,  176,    5,1969-04-27,ZI000067977
  263,  144,    0,1969-04-28,ZI000067977
  284,  141,    0,1969-04-29,ZI000067977
  314,  119,    0,1969-04-30,ZI000067977
  289,  141,    0,1969-05-01,ZI000067977
  303,  124,    0,1969-05-02,ZI000067977
  261,  136,    0,1969-05-03,ZI000067977
  306,  128,    0,1969-05-04,ZI000067977
  311,  140,    0,1969-05-05,ZI000067977
  328,  134,    0,1969-05-06,ZI000067977
  226,  158,    0,1969-05-07,ZI000067977
  238,  159,    0,1969-05-08,ZI000067977
  255,  107,    0,1969-05-09,ZI000067977
  244,  101,    0,1969-05-10,ZI000067977
  249,  131,    0,1969-05-11,ZI000067977
  227,  159,    3,1969-05-12,ZI000067977
  242,  121,    0,1969-05-13,ZI000067977
  261,   89,    0,1969-05-14,ZI000067977
  267,   71,    0,1969-05-15,ZI000067977
  247,  101,    0,1969-05-16,ZI000067977
  266,   91,    0,1969-05-17,ZI000067977
  278,   96,    0,1969-05-18,ZI000067977
  289,   88,    0,1969-05-19,ZI000067977
  294,   96,    0,1969-05-20,ZI000067977
  272,  119,    0,1969-05-21,ZI000067977
  288,  100,    0,1969-05-22,ZI000067977
  286,  118,    0,1969-05-23,ZI000067977
  272,  122,    0,1969-05-24,ZI000067977
  259,   99,    0,1969-05-25,ZI000067977
  251,   81,    0,1969-05-26,ZI000067977
  272,   83,    0,1969-05-27,ZI000067977
  272,   84,    0,1969-05-28,ZI000067977
  275,   77,    0,1969-05-29,ZI000067977
  271,   93,    0,1969-05-30,ZI000067977
  289,  120,    0,1969-05-31,ZI000067977
  289,  100,    0,1969-06-01,ZI000067977
  297,   88,    0,1969-06-02,ZI000067977
  291,   83,    0,1969-06-03,ZI000067977
  300,   86,    0,1969-06-04,ZI000067977
  308,   63,    0,1969-06-05,ZI000067977
  219,  149,    0,1969-06-06,ZI000067977
  208,  142,    0,1969-06-07,ZI000067977
  232,   69,    0,1969-06-08,ZI000067977
  275,   63,    0,1969-06-09,ZI000067977
  311,   96,    0,1969-06-10,ZI000067977
  261,  123,    0,1969-06-11,ZI000067977
  294,   91,    0,1969-06-12,ZI000067977
  277,   88,    0,1969-06-13,ZI000067977
  228,  108,    0,1969-06-14,ZI000067977
  288,   83,    0,1969-06-15,ZI000067977
  306,   85,    0,1969-06-16,ZI000067977
  242,  106,    0,1969-06-17,ZI000067977
  228,   29,    0,1969-06-18,ZI000067977
  260,   19,    0,1969-06-19,ZI000067977
  236,   72,    0,1969-06-20,ZI000067977
  229,  117,    0,1969-06-21,ZI000067977
  230,   54,    0,1969-06-22,ZI000067977
  247,   69,    0,1969-06-23,ZI000067977
  256,   74,    0,1969-06-24,ZI000067977
  259,   97,    0,1969-06-25,ZI000067977
  273,  111,    0,1969-06-26,ZI000067977
  272,  128,    0,1969-06-27,ZI000067977
  283,  155,    0,1969-06-28,ZI000067977
  308,  106,    0,1969-06-29,ZI000067977
  298,  103,    0,1969-06-30,ZI000067977
  292,   94,    0,1969-07-01,ZI000067977
  256,   91,    0,1969-07-02,ZI000067977
  281,   90,    0,1969-07-03,ZI000067977
  283,   82,    0,1969-07-04,ZI000067977
  290,   82,    0,1969-07-05,ZI000067977
  268,   83,    0,1969-07-06,ZI000067977
  268,   82,    0,1969-07-07,ZI000067977
  266,   69,    0,1969-07-08,ZI000067977
  239,  141,    3,1969-07-09,ZI000067977
  233,  131,    0,1969-07-10,ZI000067977
  263,   56,    0,1969-07-11,ZI000067977
  272,   57,    0,1969-07-12,ZI000067977
  268,   61,    0,1969-07-13,ZI000067977
  257,  116,    0,1969-07-14,ZI000067977
  272,  111,    0,1969-07-15,ZI000067977
  283,   80,    0,1969-07-16,ZI000067977
  292,   72,    0,1969-07-17,ZI000067977
  289,   69,    0,1969-07-18,ZI000067977
  313,   66,    3,1969-07-19,ZI000067977
  181,  113,    5,1969-07-20,ZI000067977
  216,  111,    0,1969-07-21,ZI000067977
  227,   91,    0,1969-07-22,ZI000067977
  235,   49,    0,1969-07-23,ZI000067977
  240,   32,    0,1969-07-24,ZI000067977
  235,   67,    0,1969-07-25,ZI000067977
  228,   99,    0,1969-07-26,ZI000067977
  224,   95,    0,1969-07-27,ZI000067977
  233,   65,    0,1969-07-28,ZI000067977
  228,   79,    0,1969-07-29,ZI000067977
  262,  130,    0,1969-07-30,ZI000067977
  287,   99,    0,1969-07-31,ZI000067977
  289,   97,    0,1969-08-01,ZI000067977
  285,  101,    0,1969-08-02,ZI000067977
  296,   81,    0,1969-08-03,ZI000067977
  317,   96,    0,1969-08-04,ZI000067977
  217,   78,    0,1969-08-05,ZI000067977
  242,  142,    0,1969-08-06,ZI000067977
  278,  129,    0,1969-08-07,ZI000067977
  297,  103,    0,1969-08-08,ZI000067977
  296,  111,    0,1969-08-09,ZI000067977
  201,  155,    0,1969-08-10,ZI000067977
  222,  133,    0,1969-08-11,ZI000067977
  236,  126,    0,1969-08-12,ZI000067977
  244,  147,    0,1969-08-13,ZI000067977
  244,   94,    0,1969-08-14,ZI000067977
  259,  166,    0,1969-08-15,ZI000067977
  259,  121,    0,1969-08-16,ZI000067977
  261,  107,    0,1969-08-17,ZI000067977
  281,  145,    0,1969-08-18,ZI000067977
  300,  109,    0,1969-08-19,ZI000067977
  306,  111,    0,1969-08-20,ZI000067977
  272,  113,    0,1969-08-21,ZI000067977
  254,  156,    0,1969-08-22,ZI000067977
  278,   99,    0,1969-08-23,ZI000067977
  269,  106,    0,1969-08-24,ZI000067977
  281,   71,    0,1969-08-25,ZI000067977
  263,   94,    0,1969-08-26,ZI000067977
  262,  131,    0,1969-08-27,ZI000067977
  290,  122,    0,1969-08-28,ZI000067977
  294,  128,    0,1969-08-29,ZI000067977
  310,  128,    0,1969-08-30,ZI000067977
  333,  121,    0,1969-08-31,ZI000067977
  322,  151,    0,1969-09-01,ZI000067977
  273,  166,    0,1969-09-02,ZI000067977
  308,  103,    0,1969-09-03,ZI000067977
  353,  114,    0,1969-09-04,ZI000067977
  275,  145,    0,1969-09-05,ZI000067977
  247,   74,    0,1969-09-06,ZI000067977
  327,   64,    0,1969-09-07,ZI000067977
  316,   94,    0,1969-09-08,ZI000067977
  347,  104,    0,1969-09-09,ZI000067977
  355,   87,    0,1969-09-10,ZI000067977
  276,  161,    0,1969-09-11,ZI000067977
  339,  120,    0,1969-09-12,ZI000067977
  287,  166,   46,1969-09-13,ZI000067977
  186,  147,   18,1969-09-14,ZI000067977
  264,  149,    0,1969-09-15,ZI000067977
  289,   91,    0,1969-09-16,ZI000067977
  307,  101,    0,1969-09-17,ZI000067977
  288,  119,    0,1969-09-18,ZI000067977
  286,  144,    0,1969-09-19,ZI000067977
  310,  127,    0,1969-09-20,ZI000067977
  324,  128,    0,1969-09-21,ZI000067977
  304,  137,    0,1969-09-22,ZI000067977
  308,  151,    0,1969-09-23,ZI000067977
  322,  140,    0,1969-09-24,ZI000067977
  343,  133,    0,1969-09-25,ZI000067977
  344,  118,    0,1969-09-26,ZI000067977
  339,  158,    0,1969-09-27,ZI000067977
  328,  142,    0,1969-09-28,ZI000067977
  319,  206,    0,1969-09-29,ZI000067977
  307,  214,   53,1969-09-30,ZI000067977
  286,  189,    0,1969-10-01,ZI000067977
  338,  188,    0,1969-10-02,ZI000067977
  261,  211,  132,1969-10-03,ZI000067977
  199,  172,   23,1969-10-04,ZI000067977
  244,  177,    5,1969-10-05,ZI000067977
  305,  194,    0,1969-10-06,ZI000067977
  339,  169,    0,1969-10-07,ZI000067977
  369,  171,    0,1969-10-08,ZI000067977
  392,  223,    0,1969-10-09,ZI000067977
  333,  207,    0,1969-10-10,ZI000067977
  362,  195,    0,1969-10-11,ZI000067977
  402,  203,    0,1969-10-12,ZI000067977
  360,  211,    0,1969-10-13,ZI000067977
  361,  209,    0,1969-10-14,ZI000067977
  381,  200,    0,1969-10-15,ZI000067977
  401,  206,    0,1969-10-16,ZI000067977
  399,  214,  150,1969-10-17,ZI000067977
  216,  197,   36,1969-10-18,ZI000067977
  187,  164,   15,1969-10-19,ZI000067977
  256,  167,    5,1969-10-20,ZI000067977
  279,  178,    0,1969-10-21,ZI000067977
  306,  179,    0,1969-10-22,ZI000067977
  321,  183,   15,1969-10-23,ZI000067977
  328,  196,    0,1969-10-24,ZI000067977
  226,  191,    5,1969-10-25,ZI000067977
  263,  167,    0,1969-10-26,ZI000067977
  330,  168,    0,1969-10-27,ZI000067977
  373,  177,    0,1969-10-28,ZI000067977
  362,  217,   41,1969-10-29,ZI000067977
  352,  210,  262,1969-10-30,ZI000067977
  217,  177,    0,1969-10-31,ZI000067977
  242,  179,    5,1969-11-01,ZI000067977
  251,  164,   18,1969-11-02,ZI000067977
  285,  175,    0,1969-11-03,ZI000067977
  333,  188,    0,1969-11-04,ZI000067977
  303,  205,    0,1969-11-05,ZI000067977
  280,  197,    0,1969-11-06,ZI000067977
  336,  162,    0,1969-11-07,ZI000067977
  359,  174,    0,1969-11-08,ZI000067977
  377,  219,    0,1969-11-09,ZI000067977
  375,  205,    0,1969-11-10,ZI000067977
  269,  227,   81,1969-11-11,ZI000067977
  211,  139,    0,1969-11-12,ZI000067977
  268,  144,    0,1969-11-13,ZI000067977
  292,  123,    0,1969-11-14,ZI000067977
  324,  120,    0,1969-11-15,ZI000067977
  350,  138,    0,1969-11-16,ZI000067977
  365,  173,    0,1969-11-17,ZI000067977
  398,  180,    0,1969-11-18,ZI000067977
  378,  197,    0,1969-11-19,ZI000067977
  397,  202,    0,1969-11-20,ZI000067977
  366,  230,    0,1969-11-21,ZI000067977
  376,  228,    0,1969-11-22,ZI000067977
  404,  208,    0,1969-11-23,ZI000067977
  406,  225,    0,1969-11-24,ZI000067977
  406,  203,    0,1969-11-25,ZI000067977
  413,  255,    0,1969-11-26,ZI000067977
  350,  233,  216,1969-11-27,ZI000067977
  358,  222,   94,1969-11-28,ZI000067977
  217,  217,  970,1969-11-29,ZI000067977
  227,  188,   18,1969-11-30,ZI000067977
  288,  188,    0,1969-12-01,ZI000067977
  331,  188,    0,1969-12-02,ZI000067977
  323,  206,    8,1969-12-03,ZI000067977
  258,  203,   20,1969-12-04,ZI000067977
  273,  194,    3,1969-12-05,ZI000067977
  286,  212,   18,1969-12-06,ZI000067977
  355,  209,   23,1969-12-07,ZI000067977
  338,  209,  251,1969-12-08,ZI000067977
  224,  193,  119,1969-12-09,ZI000067977
  200,  168,   46,1969-12-10,ZI000067977
  258,  174,    0,1969-12-11,ZI000067977
  291,  156,    0,1969-12-12,ZI000067977
  321,  155,    0,1969-12-13,ZI000067977
  322,  189,    0,1969-12-14,ZI000067977
  312,  207,    3,1969-12-15,ZI000067977
  286,  202,    0,1969-12-16,ZI000067977
  307,  200,    0,1969-12-17,ZI000067977
  298,  188,    0,1969-12-18,ZI000067977
  322,  193,    0,1969-12-19,ZI000067977
  322,  201,    0,1969-12-20,ZI000067977
  314,  190,    0,1969-12-21,ZI000067977
  329,  213,   76,1969-12-22,ZI000067977
  208,  183,  119,1969-12-23,ZI000067977
  250,  179,   28,1969-12-24,ZI000067977
  295,  186,    0,1969-12-25,ZI000067977
  256,  190,    0,1969-12-26,ZI000067977
  258,  197,    5,1969-12-27,ZI000067977
  287,  209,    0,1969-12-28,ZI000067977
  296,  208,    0,1969-12-29,ZI000067977
  317,  173,    0,1969-12-30,ZI000067977
  338,  167,    0,1969-12-31,ZI000067977
  344,  187,    0,1970-01-01,ZI000067977
  357,  176,    0,1970-01-02,ZI000067977
  328,  222,    0,1970-01-03,ZI000067977
  339,  212,    0,1970-01-04,ZI000067977
  367,  192,  485,1970-01-05,ZI000067977
  311,  209,    0,1970-01-06,ZI000067977
  304,  219,    0,1970-01-07,ZI000067977
  283,  178,    0,1970-01-08,ZI000067977
  316,  167,    0,1970-01-09,ZI000067977
  312,  181,    0,1970-01-10,ZI000067977
