TMAX,TMIN,PRCP,SNWD,DATE,STATION
  282,  228,,,2001-05-31,AGM00060437
  265,  190,,,2001-06-01,AGM00060437
  284,  210,,,2001-06-02,AGM00060437
  290,  192,,,2001-06-03,AGM00060437
  322,  232,,,2001-06-05,AGM00060437
  283,  245,,,2001-06-06,AGM00060437
  298,  194,,,2001-06-07,AGM00060437
,  238,,,2001-06-08,AGM00060437
  231,  125,,,2001-06-12,AGM00060437
  225,  130,,,2001-06-13,AGM00060437
  340,,,,2001-06-15,AGM00060437
  267,  210,,,2001-06-16,AGM00060437
  246,  168,    0,,2001-06-17,AGM00060437
  225,  160,    0,,2001-06-18,AGM00060437
  263,  124,,,2001-06-19,AGM00060437
  266,  186,,,2001-06-20,AGM00060437
  295,  202,,,2001-06-21,AGM00060437
  325,  240,,,2001-06-22,AGM00060437
  335,  243,,,2001-06-23,AGM00060437
  358,  260,,,2001-06-24,AGM00060437
  362,  276,,,2001-06-25,AGM00060437
  353,  222,,,2001-06-26,AGM00060437
  295,  232,,,2001-06-27,AGM00060437
  252,  170,,,2001-06-28,AGM00060437
  255,  172,,,2001-06-29,AGM00060437
  281,,,,2001-06-30,AGM00060437
  312,  230,,,2001-07-02,AGM00060437
  308,  230,,,2001-07-03,AGM00060437
  320,  196,,,2001-07-04,AGM00060437
  324,  204,,,2001-07-05,AGM00060437
,  176,,,2001-07-06,AGM00060437
  273,  166,,,2001-07-07,AGM00060437
  290,  205,,,2001-07-08,AGM00060437
  268,  206,,,2001-07-09,AGM00060437
,  204,,,2001-07-10,AGM00060437
  308,  210,,,2001-07-11,AGM00060437
  356,  247,,,2001-07-12,AGM00060437
  330,  255,,,2001-07-13,AGM00060437
  315,  230,,,2001-07-14,AGM00060437
  284,  215,,,2001-07-15,AGM00060437
  275,  202,,,2001-07-16,AGM00060437
  298,  182,,,2001-07-17,AGM00060437
  305,  215,,,2001-07-18,AGM00060437
  240,  190,,,2001-07-19,AGM00060437
  246,  153,,,2001-07-20,AGM00060437
  338,  180,,,2001-07-21,AGM00060437
  354,  257,,,2001-07-22,AGM00060437
  326,,,,2001-07-24,AGM00060437
  280,  195,,,2001-07-25,AGM00060437
  306,  192,,,2001-07-26,AGM00060437
  333,  230,,,2001-07-28,AGM00060437
  362,  240,,,2001-07-29,AGM00060437
  355,  267,,,2001-07-30,AGM00060437
  380,  280,    5,,2001-07-31,AGM00060437
  390,  290,    0,,2001-08-01,AGM00060437
  330,  225,,,2001-08-02,AGM00060437
  337,  227,,,2001-08-03,AGM00060437
  318,  228,,,2001-08-04,AGM00060437
,  184,,,2001-08-05,AGM00060437
,  202,,,2001-08-06,AGM00060437
  308,  197,,,2001-08-07,AGM00060437
  345,  248,,,2001-08-08,AGM00060437
,  257,,,2001-08-09,AGM00060437
  316,,,,2001-08-11,AGM00060437
  318,,,,2001-08-12,AGM00060437
  250,  205,,,2001-08-13,AGM00060437
  347,  253,,,2001-08-15,AGM00060437
  298,  192,,,2001-08-16,AGM00060437
  245,  185,   10,,2001-08-17,AGM00060437
  310,  200,    3,,2001-08-18,AGM00060437
  297,  210,,,2001-08-20,AGM00060437
  308,,,,2001-08-21,AGM00060437
,  230,,,2001-08-22,AGM00060437
  310,  235,,,2001-08-23,AGM00060437
  316,  236,,,2001-08-24,AGM00060437
  327,  250,,,2001-08-25,AGM00060437
  330,  242,,,2001-08-26,AGM00060437
  335,  230,,,2001-08-27,AGM00060437
,  263,,,2001-08-28,AGM00060437
  302,  220,,,2001-08-29,AGM00060437
,  215,,,2001-08-30,AGM00060437
  270,,,,2001-08-31,AGM00060437
  268,  185,,,2001-09-02,AGM00060437
  304,  192,,,2001-09-03,AGM00060437
  322,,,,2001-09-04,AGM00060437
  297,  218,,,2001-09-05,AGM00060437
  267,  190,,,2001-09-06,AGM00060437
  220,  170,,,2001-09-07,AGM00060437
  264,  152,,,2001-09-08,AGM00060437
  274,  195,,,2001-09-09,AGM00060437
  276,  192,,,2001-09-10,AGM00060437
  270,,,,2001-09-11,AGM00060437
  252,  175,,,2001-09-12,AGM00060437
  270,  178,,,2001-09-13,AGM00060437
  285,  212,,,2001-09-14,AGM00060437
  290,  192,    5,,2001-09-15,AGM00060437
  270,  220,    0,,2001-09-16,AGM00060437
  252,  165,,,2001-09-17,AGM00060437
  224,  153,,,2001-09-18,AGM00060437
  254,  166,,,2001-09-19,AGM00060437
  233,  165,   79,,2001-09-20,AGM00060437
  263,  185,   20,,2001-09-21,AGM00060437
,  210,    0,,2001-09-22,AGM00060437
  212,  140,   79,,2001-09-23,AGM00060437
  215,  140,    0,,2001-09-24,AGM00060437
  210,  142,,,2001-09-25,AGM00060437
  245,  150,,,2001-09-26,AGM00060437
  242,  150,   89,,2001-09-27,AGM00060437
  260,  190,    8,,2001-09-28,AGM00060437
  227,,   89,,2001-09-29,AGM00060437
  217,,    0,,2001-09-30,AGM00060437
  234,  155,,,2001-10-01,AGM00060437
  263,  180,,,2001-10-02,AGM00060437
,  232,,,2001-10-04,AGM00060437
  300,,,,2001-10-05,AGM00060437
  282,  180,,,2001-10-06,AGM00060437
  207,  160,    5,,2001-10-07,AGM00060437
  243,  130,    0,,2001-10-08,AGM00060437
  196,,,,2001-10-09,AGM00060437
  221,  130,,,2001-10-10,AGM00060437
,  205,,,2001-10-11,AGM00060437
  297,  238,,,2001-10-12,AGM00060437
  285,,,,2001-10-13,AGM00060437
  230,  158,,,2001-10-14,AGM00060437
  215,,,,2001-10-15,AGM00060437
  225,  146,,,2001-10-16,AGM00060437
  248,  173,,,2001-10-17,AGM00060437
  238,,,,2001-10-18,AGM00060437
  274,  192,,,2001-10-19,AGM00060437
  255,,,,2001-10-20,AGM00060437
  212,  145,,,2001-10-21,AGM00060437
  278,  160,,,2001-10-22,AGM00060437
  245,,,,2001-10-23,AGM00060437
  220,  147,,,2001-10-24,AGM00060437
  235,  164,,,2001-10-26,AGM00060437
  232,  155,,,2001-10-27,AGM00060437
  237,,,,2001-10-28,AGM00060437
  230,  160,,,2001-10-29,AGM00060437
  228,  165,,,2001-10-30,AGM00060437
  217,,,,2001-10-31,AGM00060437
  198,,,,2001-11-01,AGM00060437
  154,  100,,,2001-11-02,AGM00060437
  186,  110,,,2001-11-03,AGM00060437
  110,,,,2001-11-09,AGM00060437
   82,   52,,,2001-11-10,AGM00060437
   62,   27,  180,,2001-11-11,AGM00060437
   36,,   79,,2001-11-12,AGM00060437
   76,   30,   30,,2001-11-13,AGM00060437
   72,,   10,,2001-11-14,AGM00060437
   65,   17,   41,,2001-11-15,AGM00060437
  151,   45,    0,,2001-11-16,AGM00060437
  168,  104,,,2001-11-17,AGM00060437
  118,   66,,,2001-11-18,AGM00060437
   95,   80,,,2001-11-19,AGM00060437
   93,   45,,,2001-11-20,AGM00060437
  100,   62,   20,,2001-11-21,AGM00060437
  136,   78,   51,,2001-11-22,AGM00060437
  125,   98,    0,,2001-11-23,AGM00060437
  110,   56,,,2001-11-24,AGM00060437
  115,   60,,,2001-11-25,AGM00060437
  105,   50,,,2001-11-26,AGM00060437
   95,   57,,,2001-11-27,AGM00060437
   76,,,,2001-11-28,AGM00060437
,   30,,,2001-11-29,AGM00060437
,   45,,,2001-11-30,AGM00060437
  130,   71,,,2001-12-01,AGM00060437
  142,,,,2001-12-02,AGM00060437
  138,   84,,,2001-12-03,AGM00060437
  125,   80,,,2001-12-04,AGM00060437
  150,   87,,,2001-12-05,AGM00060437
  157,   95,,,2001-12-06,AGM00060437
  125,,,,2001-12-07,AGM00060437
   65,,,,2001-12-09,AGM00060437
   94,   40,,,2001-12-10,AGM00060437
  108,   45,,,2001-12-11,AGM00060437
   58,   40,   41,,2001-12-12,AGM00060437
   75,   30,   20,,2001-12-13,AGM00060437
   70,   37,    0,,2001-12-14,AGM00060437
  101,   65,   51,,2001-12-15,AGM00060437
   32,   25,  231,,2001-12-16,AGM00060437
   60,   24,   41,,2001-12-17,AGM00060437
   33,   18,    0,,2001-12-18,AGM00060437
   30,,,,2001-12-19,AGM00060437
   35,   13,,,2001-12-20,AGM00060437
   55,   26,,,2001-12-21,AGM00060437
  104,   48,,,2001-12-22,AGM00060437
  116,   70,,,2001-12-23,AGM00060437
   65,,  119,,2001-12-24,AGM00060437
   45,   15,   20,,2001-12-25,AGM00060437
   53,   16,   20,,2001-12-26,AGM00060437
   58,   35,   10,,2001-12-27,AGM00060437
   79,   15,   10,,2001-12-28,AGM00060437
  124,   53,    0,,2001-12-29,AGM00060437
  144,   82,,,2001-12-30,AGM00060437
  100,   80,,,2002-01-02,AGM00060437
  136,   70,,,2002-01-03,AGM00060437
   81,,  130,,2002-01-04,AGM00060437
   72,   46,   51,,2002-01-05,AGM00060437
   68,   33,   41,,2002-01-06,AGM00060437
   48,   10,    0,,2002-01-07,AGM00060437
   67,   10,,,2002-01-08,AGM00060437
   95,   28,,,2002-01-09,AGM00060437
  115,   52,,,2002-01-10,AGM00060437
   95,   50,,,2002-01-11,AGM00060437
   78,   40,,,2002-01-12,AGM00060437
  100,   40,,,2002-01-13,AGM00060437
   61,,,,2002-01-14,AGM00060437
   88,,,,2002-01-15,AGM00060437
   54,,   41,,2002-01-16,AGM00060437
   49,   20,  180,,2002-01-17,AGM00060437
   75,   25,   10,,2002-01-18,AGM00060437
   80,,    0,,2002-01-19,AGM00060437
   95,   40,,,2002-01-20,AGM00060437
  124,   56,,,2002-01-21,AGM00060437
,   67,,,2002-01-22,AGM00060437
  150,,,,2002-01-23,AGM00060437
,,,,2002-01-24,AGM00060437
  100,,,,2002-01-26,AGM00060437
  147,   70,,,2002-01-27,AGM00060437
  164,   93,,,2002-01-28,AGM00060437
  182,  100,,,2002-01-29,AGM00060437
  124,,,,2002-01-31,AGM00060437
  136,   55,,,2002-02-01,AGM00060437
  183,   90,,,2002-02-02,AGM00060437
  174,  110,,,2002-02-03,AGM00060437
   95,   65,,,2002-02-04,AGM00060437
  121,,,,2002-02-05,AGM00060437
,,    5,,2002-02-06,AGM00060437
   50,,   41,   10,2002-02-07,AGM00060437
   64,   35,  119,,2002-02-08,AGM00060437
  120,   38,    8,,2002-02-09,AGM00060437
  147,   85,    0,,2002-02-10,AGM00060437
  152,  100,,,2002-02-11,AGM00060437
  190,   93,,,2002-02-12,AGM00060437
  195,  127,,,2002-02-13,AGM00060437
  158,,,,2002-02-14,AGM00060437
   90,,,,2002-02-15,AGM00060437
  112,   30,,,2002-02-16,AGM00060437
  136,   63,,,2002-02-17,AGM00060437
   84,,    5,,2002-02-18,AGM00060437
,,    5,,2002-02-19,AGM00060437
   84,,    0,,2002-02-20,AGM00060437
   66,,,,2002-02-21,AGM00060437
   57,   32,,,2002-02-22,AGM00060437
  135,,,,2002-02-24,AGM00060437
  142,,,,2002-02-25,AGM00060437
  170,,,,2002-02-26,AGM00060437
  187,  120,,,2002-02-27,AGM00060437
  162,  130,,,2002-02-28,AGM00060437
  180,  120,,,2002-03-01,AGM00060437
  130,,,,2002-03-02,AGM00060437
  182,   62,,,2002-03-03,AGM00060437
,,,,2002-03-04,AGM00060437
   50,,   41,,2002-03-05,AGM00060437
   70,   43,   20,,2002-03-06,AGM00060437
   60,   40,   51,,2002-03-07,AGM00060437
   85,   30,  119,,2002-03-08,AGM00060437
   65,   42,    5,,2002-03-09,AGM00060437
  116,   50,  150,,2002-03-10,AGM00060437
  172,   87,    0,,2002-03-11,AGM00060437
,  115,,,2002-03-12,AGM00060437
  195,,,,2002-03-13,AGM00060437
  132,   70,,,2002-03-14,AGM00060437
  123,   60,,,2002-03-15,AGM00060437
  175,   95,,,2002-03-16,AGM00060437
   91,   60,   79,,2002-03-17,AGM00060437
  132,   50,    5,,2002-03-18,AGM00060437
,   80,    0,,2002-03-19,AGM00060437
  182,   95,,,2002-03-20,AGM00060437
  197,  140,,,2002-03-21,AGM00060437
  205,  144,,,2002-03-22,AGM00060437
  193,  127,,,2002-03-23,AGM00060437
  164,   75,,,2002-03-24,AGM00060437
  170,   64,,,2002-03-25,AGM00060437
  135,   55,,,2002-03-26,AGM00060437
  158,   77,,,2002-03-27,AGM00060437
  145,   85,,,2002-03-28,AGM00060437
  123,,   10,,2002-03-29,AGM00060437
  107,   62,  150,,2002-03-30,AGM00060437
  153,   60,    0,,2002-03-31,AGM00060437
  185,   80,,,2002-04-01,AGM00060437
  123,,,,2002-04-02,AGM00060437
   87,,   20,,2002-04-03,AGM00060437
   55,   40,    0,,2002-04-04,AGM00060437
  114,   30,   10,,2002-04-05,AGM00060437
  177,   88,    0,,2002-04-06,AGM00060437
  190,   85,    8,,2002-04-07,AGM00060437
  146,   86,    0,,2002-04-08,AGM00060437
  195,   98,,,2002-04-09,AGM00060437
  182,,,,2002-04-10,AGM00060437
  130,,,,2002-04-11,AGM00060437
   96,   40,,,2002-04-12,AGM00060437
   92,   50,   20,,2002-04-13,AGM00060437
   96,   63,    0,,2002-04-14,AGM00060437
  123,   55,  130,,2002-04-15,AGM00060437
,   50,    0,,2002-04-16,AGM00060437
,   58,    0,,2002-04-17,AGM00060437
  157,   84,,,2002-04-18,AGM00060437
  135,   90,,,2002-04-19,AGM00060437
  150,,,,2002-04-21,AGM00060437
  105,   52,,,2002-04-22,AGM00060437
  150,   68,,,2002-04-23,AGM00060437
  160,   95,,,2002-04-24,AGM00060437
,   93,,,2002-04-25,AGM00060437
  246,  161,,,2002-04-28,AGM00060437
  227,  150,,,2002-04-29,AGM00060437
,  154,,,2002-04-30,AGM00060437
,  192,,,2002-05-01,AGM00060437
  117,,,,2002-05-03,AGM00060437
  143,   50,    8,,2002-05-04,AGM00060437
  180,   68,    0,,2002-05-05,AGM00060437
  194,  115,,,2002-05-06,AGM00060437
,,   41,,2002-05-07,AGM00060437
  155,   77,   79,,2002-05-08,AGM00060437
,   78,    0,,2002-05-09,AGM00060437
,   86,,,2002-05-10,AGM00060437
,,   30,,2002-05-11,AGM00060437
,   76,    0,,2002-05-12,AGM00060437
  252,  130,,,2002-05-13,AGM00060437
  265,  170,,,2002-05-14,AGM00060437
  300,  196,,,2002-05-15,AGM00060437
  308,  230,,,2002-05-16,AGM00060437
  318,,,,2002-05-17,AGM00060437
  185,  122,,,2002-05-18,AGM00060437
  195,  107,,,2002-05-19,AGM00060437
  290,  140,,,2002-05-20,AGM00060437
  250,  150,,,2002-05-21,AGM00060437
  290,  210,,,2002-05-22,AGM00060437
  195,   90,,,2002-05-24,AGM00060437
  246,  145,,,2002-05-25,AGM00060437
  235,,,,2002-05-28,AGM00060437
  275,,,,2002-05-29,AGM00060437
  294,  207,,,2002-05-30,AGM00060437
  307,  205,   20,,2002-06-01,AGM00060437
  237,,,,2002-06-04,AGM00060437
  213,,,,2002-06-05,AGM00060437
  187,  120,,,2002-06-06,AGM00060437
  180,  115,,,2002-06-07,AGM00060437
  166,,,,2002-06-08,AGM00060437
  246,  117,,,2002-06-10,AGM00060437
  277,  195,   13,,2002-06-11,AGM00060437
  287,  202,    0,,2002-06-12,AGM00060437
  305,  213,,,2002-06-13,AGM00060437
  322,  230,,,2002-06-14,AGM00060437
  332,  235,,,2002-06-16,AGM00060437
  336,  268,,,2002-06-17,AGM00060437
,  250,,,2002-06-18,AGM00060437
  316,  236,,,2002-06-19,AGM00060437
  330,  250,,,2002-06-20,AGM00060437
  351,  264,,,2002-06-21,AGM00060437
  320,  225,,,2002-06-22,AGM00060437
  323,  260,,,2002-06-23,AGM00060437
  300,  210,,,2002-06-24,AGM00060437
  320,  225,,,2002-06-25,AGM00060437
  362,  285,,,2002-06-27,AGM00060437
  345,  260,,,2002-06-28,AGM00060437
  303,  225,,,2002-06-29,AGM00060437
  290,  182,    8,,2002-06-30,AGM00060437
  186,  160,    0,,2002-07-01,AGM00060437
  237,  150,,,2002-07-02,AGM00060437
  282,  188,,,2002-07-03,AGM00060437
  320,  240,,,2002-07-05,AGM00060437
,  180,,,2002-07-09,AGM00060437
,  205,,,2002-07-10,AGM00060437
  274,  184,,,2002-07-12,AGM00060437
  264,  182,,,2002-07-13,AGM00060437
  186,,,,2002-07-14,AGM00060437
,  155,,,2002-07-16,AGM00060437
  272,  193,,,2002-07-17,AGM00060437
  300,  160,    5,,2002-07-23,AGM00060437
,,,,2002-07-25,AGM00060437
,  200,,,2002-07-26,AGM00060437
  287,  218,,,2002-07-28,AGM00060437
  302,  210,,,2002-08-03,AGM00060437
  288,  215,    8,,2002-08-07,AGM00060437
  255,,,,2002-08-10,AGM00060437
  197,,,,2002-08-11,AGM00060437
  325,,,,2002-08-13,AGM00060437
  330,  252,,,2002-08-14,AGM00060437
  278,  190,,,2002-08-15,AGM00060437
  255,  175,,,2002-08-16,AGM00060437
  315,  218,,,2002-08-18,AGM00060437
  302,,,,2002-08-19,AGM00060437
  288,,,,2002-08-20,AGM00060437
  277,  180,,,2002-08-21,AGM00060437
  272,,,,2002-08-22,AGM00060437
  302,  200,,,2002-08-23,AGM00060437
  245,  163,   41,,2002-08-24,AGM00060437
  263,  168,    0,,2002-08-25,AGM00060437
  242,  174,   10,,2002-08-26,AGM00060437
  245,  145,    0,,2002-08-27,AGM00060437
  255,  152,,,2002-08-28,AGM00060437
  252,  160,,,2002-08-29,AGM00060437
  267,  190,,,2002-08-30,AGM00060437
  256,  182,,,2002-08-31,AGM00060437
  254,  178,,,2002-09-01,AGM00060437
  298,  192,,,2002-09-02,AGM00060437
  300,,,,2002-09-03,AGM00060437
  237,  178,,,2002-09-04,AGM00060437
  242,  137,,,2002-09-06,AGM00060437
  262,  160,,,2002-09-07,AGM00060437
  292,  184,,,2002-09-08,AGM00060437
  263,  170,,,2002-09-10,AGM00060437
  265,  182,,,2002-09-11,AGM00060437
  257,  175,,,2002-09-12,AGM00060437
  288,  195,,,2002-09-13,AGM00060437
  255,,,,2002-09-14,AGM00060437
  263,  163,,,2002-09-15,AGM00060437
  288,  194,,,2002-09-16,AGM00060437
  300,  217,,,2002-09-17,AGM00060437
  270,  166,    0,,2002-09-18,AGM00060437
  296,  193,   20,,2002-09-19,AGM00060437
  313,  223,    0,,2002-09-20,AGM00060437
  248,  173,,,2002-09-21,AGM00060437
  196,  148,,,2002-09-22,AGM00060437
  186,  136,    0,,2002-09-23,AGM00060437
  163,  124,   10,,2002-09-24,AGM00060437
  215,  120,   51,,2002-09-25,AGM00060437
  202,  140,    0,,2002-09-26,AGM00060437
  197,  129,,,2002-09-27,AGM00060437
  200,  113,,,2002-09-28,AGM00060437
  215,  126,,,2002-09-29,AGM00060437
  220,  126,,,2002-09-30,AGM00060437
  245,  145,,,2002-10-01,AGM00060437
  242,  175,,,2002-10-02,AGM00060437
  223,,   10,,2002-10-03,AGM00060437
  205,  136,    0,,2002-10-04,AGM00060437
  210,  135,,,2002-10-05,AGM00060437
  218,  132,,,2002-10-06,AGM00060437
  212,  120,,,2002-10-07,AGM00060437
  242,  145,,,2002-10-08,AGM00060437
  198,  131,   10,,2002-10-09,AGM00060437
   98,,   41,,2002-10-10,AGM00060437
  129,   70,  119,,2002-10-11,AGM00060437
  156,   87,    0,,2002-10-12,AGM00060437
  190,  112,,,2002-10-13,AGM00060437
  242,  147,,,2002-10-14,AGM00060437
  260,  175,,,2002-10-15,AGM00060437
  270,  182,,,2002-10-16,AGM00060437
  212,,,,2002-10-17,AGM00060437
  217,  116,,,2002-10-18,AGM00060437
  250,  168,,,2002-10-19,AGM00060437
  295,  202,,,2002-10-20,AGM00060437
  280,  213,,,2002-10-21,AGM00060437
  186,  140,,,2002-10-22,AGM00060437
  182,  110,,,2002-10-23,AGM00060437
  184,  102,,,2002-10-24,AGM00060437
  210,  110,,,2002-10-25,AGM00060437
  253,  177,,,2002-10-27,AGM00060437
  244,  172,,,2002-10-28,AGM00060437
  248,  165,,,2002-10-29,AGM00060437
  242,  170,,,2002-10-30,AGM00060437
  170,,,,2002-10-31,AGM00060437
,  100,   79,,2002-11-01,AGM00060437
  145,   91,  191,,2002-11-02,AGM00060437
  155,  100,    0,,2002-11-03,AGM00060437
  142,  120,    3,,2002-11-04,AGM00060437
  100,   80,  109,,2002-11-05,AGM00060437
  115,   71,   79,,2002-11-06,AGM00060437
   80,,   20,,2002-11-07,AGM00060437
   85,   60,  361,,2002-11-08,AGM00060437
  114,   70,   10,,2002-11-09,AGM00060437
  165,  103,    0,,2002-11-10,AGM00060437
  182,  122,,,2002-11-11,AGM00060437
  190,  142,,,2002-11-12,AGM00060437
  188,,,,2002-11-13,AGM00060437
  203,  128,,,2002-11-14,AGM00060437
  155,,,,2002-11-15,AGM00060437
  115,   67,,,2002-11-16,AGM00060437
   98,,,,2002-11-17,AGM00060437
   92,   52,   10,,2002-11-18,AGM00060437
  125,   55,    0,,2002-11-19,AGM00060437
   82,,,,2002-11-20,AGM00060437
  145,   50,,,2002-11-21,AGM00060437
  130,,,,2002-11-22,AGM00060437
  165,  115,,,2002-11-23,AGM00060437
  145,,,,2002-11-24,AGM00060437
  114,,,,2002-11-25,AGM00060437
  110,,,,2002-11-27,AGM00060437
  137,  103,,,2002-11-28,AGM00060437
   95,,   30,,2002-11-29,AGM00060437
   75,,   30,,2002-11-30,AGM00060437
   88,   50,    5,,2002-12-01,AGM00060437
   92,   77,  130,,2002-12-02,AGM00060437
,,   61,,2002-12-03,AGM00060437
,   55,  191,,2002-12-04,AGM00060437
   67,,   79,,2002-12-05,AGM00060437
,   12,  211,,2002-12-06,AGM00060437
,   16,  340,,2002-12-07,AGM00060437
   70,   34,    5,,2002-12-08,AGM00060437
  106,   48,,,2002-12-10,AGM00060437
  107,   75,,,2002-12-11,AGM00060437
  111,   70,    5,,2002-12-12,AGM00060437
,   68,    0,,2002-12-13,AGM00060437
  153,  107,,,2002-12-14,AGM00060437
  150,   80,,,2002-12-16,AGM00060437
  174,  107,,,2002-12-17,AGM00060437
,,,,2002-12-19,AGM00060437
,,   51,,2002-12-20,AGM00060437
   90,   75,  351,,2002-12-21,AGM00060437
  147,   84,,,2002-12-23,AGM00060437
  115,   80,,,2002-12-25,AGM00060437
  127,   85,,,2002-12-26,AGM00060437
  145,,,,2002-12-27,AGM00060437
   85,   60,    0,,2002-12-28,AGM00060437
   85,,,,2002-12-29,AGM00060437
  127,   64,,,2002-12-30,AGM00060437
  100,   65,,,2002-12-31,AGM00060437
  112,   45,,,2003-01-01,AGM00060437
  150,   95,,,2003-01-03,AGM00060437
  136,  100,,,2003-01-04,AGM00060437
   85,   60,    0,,2003-01-05,AGM00060437
,,   30,,2003-01-06,AGM00060437
   72,   32,   61,,2003-01-07,AGM00060437
   50,    5,  170,,2003-01-09,AGM00060437
,   20,   51,,2003-01-16,AGM00060437
   44,   30,    3,,2003-01-26,AGM00060437
   29,,   20,   10,2003-01-30,AGM00060437
,,   79,  201,2003-01-31,AGM00060437
  -10,  -30,  279,  201,2003-02-01,AGM00060437
   28,  -28,   71,  119,2003-02-02,AGM00060437
   78,   15,    0,   61,2003-02-03,AGM00060437
  100,,    0,   41,2003-02-04,AGM00060437
   58,   35,   61,,2003-02-05,AGM00060437
   63,   23,    0,,2003-02-06,AGM00060437
,   10,   10,,2003-02-07,AGM00060437
   76,,    0,,2003-02-08,AGM00060437
   65,   40,   10,,2003-02-09,AGM00060437
   50,,    0,,2003-02-10,AGM00060437
   97,   30,,,2003-02-12,AGM00060437
,,   30,,2003-02-13,AGM00060437
,   15,  119,,2003-02-14,AGM00060437
   60,   20,   10,,2003-02-15,AGM00060437
,,    0,,2003-02-16,AGM00060437
,,  119,  119,2003-02-17,AGM00060437
   14,  -20,  269,   61,2003-02-18,AGM00060437
   95,    4,    0,   51,2003-02-19,AGM00060437
   88,,,,2003-02-21,AGM00060437
  110,   74,,,2003-02-25,AGM00060437
  102,,,,2003-02-26,AGM00060437
,,,,2003-02-27,AGM00060437
,   30,  569,,2003-02-28,AGM00060437
  118,   42,  160,,2003-03-01,AGM00060437
  131,   82,    0,,2003-03-02,AGM00060437
  128,   70,,,2003-03-03,AGM00060437
  146,   90,,,2003-03-04,AGM00060437
,   95,,,2003-03-05,AGM00060437
  142,,,,2003-03-06,AGM00060437
  126,,,,2003-03-07,AGM00060437
,   76,,,2003-03-08,AGM00060437
  137,   85,,,2003-03-10,AGM00060437
  173,   80,    0,,2003-03-11,AGM00060437
  191,  105,,,2003-03-12,AGM00060437
  200,  125,    0,,2003-03-13,AGM00060437
  125,,,,2003-03-14,AGM00060437
   98,   70,,,2003-03-15,AGM00060437
   75,   40,,,2003-03-16,AGM00060437
   66,   15,    0,,2003-03-17,AGM00060437
   75,,,,2003-03-18,AGM00060437
,   40,   20,,2003-03-19,AGM00060437
   83,   26,   20,,2003-03-20,AGM00060437
,,    0,,2003-03-21,AGM00060437
,,,,2003-03-23,AGM00060437
  138,   50,,,2003-03-24,AGM00060437
  166,   66,    0,,2003-03-25,AGM00060437
