TMAX,TMIN,PRCP,DATE,STATION
  250,  100,    0,1962-07-01,ZI000067964
  233,   89,    0,1962-07-02,ZI000067964
  206,   83,    0,1962-07-03,ZI000067964
  222,   67,,1962-07-04,ZI000067964
  217,   72,    0,1962-07-05,ZI000067964
  233,   78,    0,1962-07-06,ZI000067964
  239,   94,    0,1962-07-07,ZI000067964
  233,  100,    0,1962-07-08,ZI000067964
  183,   72,,1962-07-09,ZI000067964
  167,   94,,1962-07-10,ZI000067964
  200,   72,    0,1962-07-11,ZI000067964
  217,   61,    0,1962-07-12,ZI000067964
  211,   67,    0,1962-07-13,ZI000067964
  211,   78,    0,1962-07-14,ZI000067964
  206,   83,    0,1962-07-15,ZI000067964
  194,   72,    0,1962-07-16,ZI000067964
  206,   61,    0,1962-07-17,ZI000067964
  211,   72,    0,1962-07-18,ZI000067964
  222,   83,    0,1962-07-19,ZI000067964
  189,   67,    0,1962-07-20,ZI000067964
  200,   78,    0,1962-07-21,ZI000067964
  206,   67,    0,1962-07-22,ZI000067964
  222,   61,    0,1962-07-23,ZI000067964
  244,   78,    0,1962-07-24,ZI000067964
  272,   56,    0,1962-07-25,ZI000067964
  194,   78,    0,1962-07-26,ZI000067964
  200,   78,    0,1962-07-27,ZI000067964
  239,   72,    0,1962-07-28,ZI000067964
  211,   89,    0,1962-07-29,ZI000067964
  183,   78,    0,1962-07-30,ZI000067964
  189,   67,    0,1962-07-31,ZI000067964
  211,   67,    0,1962-08-01,ZI000067964
  239,   67,    0,1962-08-02,ZI000067964
  250,   83,    0,1962-08-03,ZI000067964
  267,   72,    0,1962-08-04,ZI000067964
  167,  122,    0,1962-08-05,ZI000067964
  239,  122,    0,1962-08-06,ZI000067964
  228,  117,    0,1962-08-07,ZI000067964
  217,   78,    0,1962-08-08,ZI000067964
  228,   67,    0,1962-08-09,ZI000067964
  256,   78,    0,1962-08-10,ZI000067964
  261,  111,    0,1962-08-11,ZI000067964
  256,  117,    0,1962-08-12,ZI000067964
  244,  100,    0,1962-08-13,ZI000067964
  217,  100,    0,1962-08-14,ZI000067964
  228,   78,    0,1962-08-15,ZI000067964
  222,   83,    0,1962-08-16,ZI000067964
  233,   67,    0,1962-08-17,ZI000067964
  239,   78,    0,1962-08-18,ZI000067964
  250,   83,    0,1962-08-19,ZI000067964
  267,  100,    0,1962-08-20,ZI000067964
  289,   89,    0,1962-08-21,ZI000067964
  289,  144,,1962-08-22,ZI000067964
  294,  144,    0,1962-08-23,ZI000067964
  289,  111,    0,1962-08-24,ZI000067964
  289,  117,    0,1962-08-25,ZI000067964
  294,   94,    0,1962-08-26,ZI000067964
  239,  117,,1962-08-27,ZI000067964
  156,   44,    0,1962-08-28,ZI000067964
  211,   22,    0,1962-08-29,ZI000067964
  239,   50,    0,1962-08-30,ZI000067964
  250,   89,    0,1962-08-31,ZI000067964
  272,  106,    0,1962-09-01,ZI000067964
  278,  111,    0,1962-09-02,ZI000067964
  294,  106,    0,1962-09-03,ZI000067964
  283,  106,    0,1962-09-04,ZI000067964
  283,   94,    0,1962-09-05,ZI000067964
  283,  111,    0,1962-09-06,ZI000067964
  289,  111,    0,1962-09-07,ZI000067964
  289,  106,    0,1962-09-08,ZI000067964
  283,  117,    0,1962-09-09,ZI000067964
  294,  128,    0,1962-09-10,ZI000067964
  289,  128,    0,1962-09-11,ZI000067964
  317,  122,    0,1962-09-12,ZI000067964
  300,  150,    0,1962-09-13,ZI000067964
  306,  128,    0,1962-09-14,ZI000067964
  161,  117,,1962-09-15,ZI000067964
  244,   94,    0,1962-09-16,ZI000067964
  278,   72,    0,1962-09-17,ZI000067964
  289,  100,    0,1962-09-18,ZI000067964
  283,  111,    0,1962-09-19,ZI000067964
  289,  117,    0,1962-09-20,ZI000067964
  289,  122,    0,1962-09-21,ZI000067964
  300,  111,    0,1962-09-22,ZI000067964
  311,  111,    0,1962-09-23,ZI000067964
  322,  139,    0,1962-09-24,ZI000067964
  317,  144,    0,1962-09-25,ZI000067964
  322,  156,    0,1962-09-26,ZI000067964
  333,  150,    0,1962-09-27,ZI000067964
  283,  172,    0,1962-09-28,ZI000067964
  289,  156,    0,1962-09-29,ZI000067964
  300,  150,    0,1962-09-30,ZI000067964
  317,  133,    0,1962-10-01,ZI000067964
  311,  156,    0,1962-10-02,ZI000067964
  322,  156,    0,1962-10-03,ZI000067964
  322,  172,    0,1962-10-04,ZI000067964
  306,  172,    0,1962-10-05,ZI000067964
  306,  167,    0,1962-10-06,ZI000067964
  300,  167,,1962-10-07,ZI000067964
  333,  183,    0,1962-10-08,ZI000067964
  344,  172,    0,1962-10-09,ZI000067964
  311,  167,    0,1962-10-10,ZI000067964
  256,  122,    0,1962-10-11,ZI000067964
  283,  111,    0,1962-10-12,ZI000067964
  322,  139,    0,1962-10-13,ZI000067964
  344,  133,    0,1962-10-14,ZI000067964
  350,  161,    0,1962-10-15,ZI000067964
  356,  172,    0,1962-10-16,ZI000067964
  367,  172,    0,1962-10-17,ZI000067964
  367,  172,    0,1962-10-18,ZI000067964
  294,  161,,1962-10-19,ZI000067964
  267,  139,,1962-10-20,ZI000067964
  250,  133,,1962-10-21,ZI000067964
  289,  133,    0,1962-10-22,ZI000067964
  294,  144,    0,1962-10-23,ZI000067964
  317,  172,    0,1962-10-24,ZI000067964
  261,  150,    0,1962-10-25,ZI000067964
  278,  128,    0,1962-10-26,ZI000067964
  300,  122,    0,1962-10-27,ZI000067964
  322,  150,    0,1962-10-28,ZI000067964
  339,  172,    0,1962-10-29,ZI000067964
  350,  172,    0,1962-10-30,ZI000067964
  322,  200,    0,1962-10-31,ZI000067964
  300,  178,    0,1962-11-01,ZI000067964
  322,  161,    0,1962-11-02,ZI000067964
  317,  167,    0,1962-11-03,ZI000067964
  317,  172,    0,1962-11-04,ZI000067964
  267,  194,,1962-11-05,ZI000067964
  267,  178,,1962-11-06,ZI000067964
  278,  172,    0,1962-11-07,ZI000067964
  294,  150,    0,1962-11-08,ZI000067964
  289,  167,  160,1962-11-09,ZI000067964
  283,  156,  239,1962-11-10,ZI000067964
  294,  161,    0,1962-11-11,ZI000067964
  317,  156,    0,1962-11-12,ZI000067964
  333,  172,,1962-11-13,ZI000067964
  306,  189,  340,1962-11-14,ZI000067964
  261,  167,  310,1962-11-15,ZI000067964
  261,  167,  500,1962-11-16,ZI000067964
  261,  156,  201,1962-11-17,ZI000067964
  200,  139,   20,1962-11-18,ZI000067964
  278,  144,  109,1962-11-19,ZI000067964
  250,  167,  460,1962-11-20,ZI000067964
  294,  150,    0,1962-11-21,ZI000067964
  272,  178,,1962-11-22,ZI000067964
  267,  172,  191,1962-11-23,ZI000067964
  267,  172,  211,1962-11-24,ZI000067964
  289,  161,   20,1962-11-25,ZI000067964
  283,  167,    0,1962-11-26,ZI000067964
  283,  156,    0,1962-11-27,ZI000067964
  256,  178,   41,1962-11-28,ZI000067964
  267,  161,    0,1962-11-29,ZI000067964
  278,  167,,1962-11-30,ZI000067964
  283,  150,    0,1962-12-01,ZI000067964
  283,  161,    0,1962-12-02,ZI000067964
  261,  156,    0,1962-12-03,ZI000067964
  261,  161,    5,1962-12-04,ZI000067964
  272,  172,    3,1962-12-05,ZI000067964
  256,  161,    0,1962-12-06,ZI000067964
  283,  156,    3,1962-12-07,ZI000067964
  267,  156,    0,1962-12-08,ZI000067964
  261,  150,    0,1962-12-09,ZI000067964
  289,  150,    0,1962-12-10,ZI000067964
  272,  156,    5,1962-12-11,ZI000067964
  256,  161,   20,1962-12-12,ZI000067964
  244,  167,  450,1962-12-13,ZI000067964
  261,  150,    0,1962-12-14,ZI000067964
  289,  161,   41,1962-12-15,ZI000067964
  267,  172,   20,1962-12-16,ZI000067964
