"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"ZI000067779","1962-07-01","-16.783","31.583","966.0","MOUNT DARWIN, ZI","    0",",,Q","  283",",,Q","   56",",,Q"
"ZI000067779","1962-07-02","-16.783","31.583","966.0","MOUNT DARWIN, ZI","    0",",,Q","  256",",,Q","   54",",,Q"
"ZI000067779","1962-07-03","-16.783","31.583","966.0","MOUNT DARWIN, ZI","    0",",,Q","  236",",,Q","   99",",,Q"
"ZI000067779","1962-07-04","-16.783","31.583","966.0","MOUNT DARWIN, ZI","    0",",,Q","  234",",,Q","  106",",,Q"
"ZI000067779","1962-07-05","-16.783","31.583","966.0","MOUNT DARWIN, ZI","    0",",,Q","  246",",,Q","  106",",,Q"
"ZI000067779","1962-07-06","-16.783","31.583","966.0","MOUNT DARWIN, ZI","    0",",,Q","  246",",,Q","  117",",,Q"
"ZI000067779","1962-07-07","-16.783","31.583","966.0","MOUNT DARWIN, ZI","    0",",,Q","  256",",,Q","   67",",,Q"
"ZI000067779","1962-07-08","-16.783","31.583","966.0","MOUNT DARWIN, ZI","    0",",,Q","  263",",,Q","   64",",,Q"
"ZI000067779","1962-07-09","-16.783","31.583","966.0","MOUNT DARWIN, ZI","    0",",,Q","  250",",,Q","   79",",,Q"
"ZI000067779","1962-07-10","-16.783","31.583","966.0","MOUNT DARWIN, ZI","    0",",,Q","  183",",,Q","   64",",,Q"
"ZI000067779","1962-07-11","-16.783","31.583","966.0","MOUNT DARWIN, ZI","    0",",,Q","  221",",,Q","  108",",,Q"
"ZI000067779","1962-07-12","-16.783","31.583","966.0","MOUNT DARWIN, ZI","    0",",,Q","  221",",,Q","  119",",,Q"
"ZI000067779","1962-07-13","-16.783","31.583","966.0","MOUNT DARWIN, ZI","    0",",,Q","  231",",,Q","   72",",,Q"
"ZI000067779","1962-07-14","-16.783","31.583","966.0","MOUNT DARWIN, ZI","    0",",,Q","  217",",,Q","  119",",,Q"
"ZI000067779","1962-07-15","-16.783","31.583","966.0","MOUNT DARWIN, ZI","    0",",,Q","  242",",,Q","  108",",,Q"
"ZI000067779","1962-07-16","-16.783","31.583","966.0","MOUNT DARWIN, ZI","    0",",,Q","  217",",,Q","   46",",,Q"
"ZI000067779","1962-07-17","-16.783","31.583","966.0","MOUNT DARWIN, ZI","    0",",,Q","  234",",,Q","   72",",,Q"
"ZI000067779","1962-07-18","-16.783","31.583","966.0","MOUNT DARWIN, ZI","    0",",,Q","  227",",,Q","   63",",,Q"
"ZI000067779","1962-07-19","-16.783","31.583","966.0","MOUNT DARWIN, ZI","    0",",,Q","  229",",,Q","   81",",,Q"
"ZI000067779","1962-07-20","-16.783","31.583","966.0","MOUNT DARWIN, ZI","    0",",,Q","  228",",,Q","  107",",,Q"
"ZI000067779","1962-07-21","-16.783","31.583","966.0","MOUNT DARWIN, ZI","    0",",,Q","  209",",,Q","   66",",,Q"
"ZI000067779","1962-07-22","-16.783","31.583","966.0","MOUNT DARWIN, ZI","    0",",,Q","  211",",,Q","  117",",,Q"
"ZI000067779","1962-07-23","-16.783","31.583","966.0","MOUNT DARWIN, ZI","    0",",,Q","  239",",,Q","   52",",,Q"
"ZI000067779","1962-07-24","-16.783","31.583","966.0","MOUNT DARWIN, ZI","    0",",,Q","  250",",,Q","   31",",,Q"
