"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES"
"US1KYSM0004","2018-04-25","36.72659","-86.5744","216.7","FRANKLIN 0.3 NNE, KY US","    0","T,,N",,,,,,,,
"US1KYSM0004","2018-04-26","36.72659","-86.5744","216.7","FRANKLIN 0.3 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSM0004","2018-04-27","36.72659","-86.5744","216.7","FRANKLIN 0.3 NNE, KY US","   25",",,N",,,,,,,,
"US1KYSM0004","2018-04-28","36.72659","-86.5744","216.7","FRANKLIN 0.3 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSM0004","2018-04-29","36.72659","-86.5744","216.7","FRANKLIN 0.3 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSM0004","2018-04-30","36.72659","-86.5744","216.7","FRANKLIN 0.3 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSM0004","2018-05-01","36.72659","-86.5744","216.7","FRANKLIN 0.3 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSM0004","2018-05-02","36.72659","-86.5744","216.7","FRANKLIN 0.3 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSM0004","2018-05-03","36.72659","-86.5744","216.7","FRANKLIN 0.3 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSM0004","2018-05-04","36.72659","-86.5744","216.7","FRANKLIN 0.3 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSM0004","2018-05-05","36.72659","-86.5744","216.7","FRANKLIN 0.3 NNE, KY US","   38",",,N",,,,,,,,
"US1KYSM0004","2018-05-06","36.72659","-86.5744","216.7","FRANKLIN 0.3 NNE, KY US","  478",",,N",,,,,,,,
"US1KYSM0004","2018-05-07","36.72659","-86.5744","216.7","FRANKLIN 0.3 NNE, KY US","   30",",,N",,,,,,,,
"US1KYSM0004","2018-05-08","36.72659","-86.5744","216.7","FRANKLIN 0.3 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSM0004","2018-05-09","36.72659","-86.5744","216.7","FRANKLIN 0.3 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSM0004","2018-05-10","36.72659","-86.5744","216.7","FRANKLIN 0.3 NNE, KY US","   33",",,N",,,,,,,,
"US1KYSM0004","2018-05-11","36.72659","-86.5744","216.7","FRANKLIN 0.3 NNE, KY US","   13",",,N",,,,,,,,
"US1KYSM0004","2018-05-12","36.72659","-86.5744","216.7","FRANKLIN 0.3 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSM0004","2018-05-13","36.72659","-86.5744","216.7","FRANKLIN 0.3 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSM0004","2018-05-14","36.72659","-86.5744","216.7","FRANKLIN 0.3 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSM0004","2018-05-15","36.72659","-86.5744","216.7","FRANKLIN 0.3 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSM0004","2018-05-16","36.72659","-86.5744","216.7","FRANKLIN 0.3 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSM0004","2018-05-17","36.72659","-86.5744","216.7","FRANKLIN 0.3 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSM0004","2018-05-18","36.72659","-86.5744","216.7","FRANKLIN 0.3 NNE, KY US","   79",",,N",,,,,,,,
"US1KYSM0004","2018-05-19","36.72659","-86.5744","216.7","FRANKLIN 0.3 NNE, KY US","  333",",,N",,,,,,,,
"US1KYSM0004","2018-05-20","36.72659","-86.5744","216.7","FRANKLIN 0.3 NNE, KY US","   13",",,N",,,,,,,,
"US1KYSM0004","2018-05-21","36.72659","-86.5744","216.7","FRANKLIN 0.3 NNE, KY US","  307",",,N",,,,,,,,
"US1KYSM0004","2018-05-22","36.72659","-86.5744","216.7","FRANKLIN 0.3 NNE, KY US","   38",",,N",,,,,,,,
"US1KYSM0004","2018-05-23","36.72659","-86.5744","216.7","FRANKLIN 0.3 NNE, KY US","   51",",,N",,,,,,,,
"US1KYSM0004","2018-05-24","36.72659","-86.5744","216.7","FRANKLIN 0.3 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSM0004","2018-05-25","36.72659","-86.5744","216.7","FRANKLIN 0.3 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSM0004","2018-05-26","36.72659","-86.5744","216.7","FRANKLIN 0.3 NNE, KY US","    0",",,N","    0",",,N",,,,,,
