"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","WESD","WESD_ATTRIBUTES"
"US1KYSC0015","2012-07-27","38.2096","-84.4771","274.6","GEORGETOWN 4.5 E, KY US","  523",",,N",,,,,,,,,,
"US1KYSC0015","2012-07-28","38.2096","-84.4771","274.6","GEORGETOWN 4.5 E, KY US","  122",",,N",,,,,,,,,,
"US1KYSC0015","2012-07-29","38.2096","-84.4771","274.6","GEORGETOWN 4.5 E, KY US","    0",",,N","    0",",,N",,,,,,,,
"US1KYSC0015","2012-07-31","38.2096","-84.4771","274.6","GEORGETOWN 4.5 E, KY US",,,,,,,"    2",",,N","    0",",,N",,
"US1KYSC0015","2012-08-02","38.2096","-84.4771","274.6","GEORGETOWN 4.5 E, KY US","    0",",,N","    0",",,N",,,,,,,,
"US1KYSC0015","2012-08-10","38.2096","-84.4771","274.6","GEORGETOWN 4.5 E, KY US","   38",",,N",,,,,,,,,,
"US1KYSC0015","2012-08-11","38.2096","-84.4771","274.6","GEORGETOWN 4.5 E, KY US","    0",",,N","    0",",,N",,,,,,,,
"US1KYSC0015","2012-08-12","38.2096","-84.4771","274.6","GEORGETOWN 4.5 E, KY US","    0",",,N","    0",",,N",,,,,,,,
"US1KYSC0015","2012-08-14","38.2096","-84.4771","274.6","GEORGETOWN 4.5 E, KY US","    0",",,N","    0",",,N",,,,,,,,
"US1KYSC0015","2012-08-17","38.2096","-84.4771","274.6","GEORGETOWN 4.5 E, KY US","    0",",,N","    0",",,N",,,,,,,,
"US1KYSC0015","2013-05-25","38.2096","-84.4771","274.6","GEORGETOWN 4.5 E, KY US","    0",",,N","    0",",,N",,,,,,,,
"US1KYSC0015","2013-05-26","38.2096","-84.4771","274.6","GEORGETOWN 4.5 E, KY US","   10",",,N",,,,,,,,,,
"US1KYSC0015","2013-05-29","38.2096","-84.4771","274.6","GEORGETOWN 4.5 E, KY US","    0",",,N","    0",",,N",,,,,,,,
"US1KYSC0015","2013-05-30","38.2096","-84.4771","274.6","GEORGETOWN 4.5 E, KY US","    0",",,N","    0",",,N",,,,,,,,
"US1KYSC0015","2013-05-31","38.2096","-84.4771","274.6","GEORGETOWN 4.5 E, KY US","    0",",,N","    0",",,N",,,,,,,,
"US1KYSC0015","2013-06-01","38.2096","-84.4771","274.6","GEORGETOWN 4.5 E, KY US","  188",",,N",,,,,,,,,,
"US1KYSC0015","2013-06-06","38.2096","-84.4771","274.6","GEORGETOWN 4.5 E, KY US","    3",",,N",,,,,,,,,,
"US1KYSC0015","2014-05-14","38.2096","-84.4771","274.6","GEORGETOWN 4.5 E, KY US","  419",",,N",,,,,,,,,,
"US1KYSC0015","2014-05-16","38.2096","-84.4771","274.6","GEORGETOWN 4.5 E, KY US","    5",",,N",,,,,,,,,,
