"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES"
"ZI000067964","1964-02-21","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  272",",,I","  178",",,I","  218","H,,S"
"ZI000067964","1964-02-22","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  294",",,I","  156",",,I","  236","H,,S"
"ZI000067964","1964-02-23","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  311",",,I","  144",",,I","  248","H,,S"
"ZI000067964","1964-02-24","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  283",",,I","  167",",,I","  233","H,,S"
"ZI000067964","1964-02-25","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  283",",,I","  150",",,I","  225","H,,S"
"ZI000067964","1964-02-26","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  294",",,I","  139",",,I","  232","H,,S"
"ZI000067964","1964-02-27","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  267",",,I","  156",",,I","  223","H,,S"
"ZI000067964","1964-02-28","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  306",",,I","  139",",,I","  234","H,,S"
"ZI000067964","1964-02-29","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  311",",,I","  150",",,I","  250","H,,S"
"ZI000067964","1964-03-01","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  294",",,I","  156",",,I","  229","H,,S"
"ZI000067964","1964-03-02","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  294",",,I","  150",",,I","  232","H,,S"
"ZI000067964","1964-03-03","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  317",",,I","  122",",,I","  242","H,,S"
"ZI000067964","1964-03-04","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI",,,"  311",",,I","  167",",,I","  253","H,,S"
"ZI000067964","1964-03-05","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  317",",,I","  183",",,I","  263","H,,S"
"ZI000067964","1964-03-06","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  317",",,I","  161",",,I","  254","H,,S"
"ZI000067964","1964-03-07","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI",,,"  328",",,I","  178",",,I","  268","H,,S"
"ZI000067964","1964-03-08","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","   10",",,I","  256",",,I","  178",",,I","  217","H,,S"
"ZI000067964","1964-03-09","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","   10",",,I","  239",",,I","  172",",,I","  203","H,,S"
"ZI000067964","1964-03-10","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    3",",,I","  261",",,I","  172",",,I","  217","H,,S"
"ZI000067964","1964-03-11","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  261",",,I","  167",",,I","  212","H,,S"
"ZI000067964","1964-03-12","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI",,,"  300",",,I","  133",",,I","  233","H,,S"
"ZI000067964","1964-03-13","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  317",",,I","  183",",,I","  254","H,,S"
"ZI000067964","1964-03-14","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  267",",,I","  161",",,I","  217","H,,S"
"ZI000067964","1964-03-15","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  306",",,I","  144",",,I","  231","H,,S"
"ZI000067964","1964-03-16","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  306",",,I","  144",",,I","  242","H,,S"
"ZI000067964","1964-03-17","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  317",",,I","  167",",,I","  254","H,,S"
"ZI000067964","1964-03-18","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  300",",,I","  161",",,I","  239","H,,S"
"ZI000067964","1964-03-19","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  294",",,I","  161",",,I","  236","H,,S"
"ZI000067964","1964-03-20","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  289",",,I","  144",",,I","  233","H,,S"
"ZI000067964","1964-03-21","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  294",",,I","  156",",,I","  232","H,,S"
"ZI000067964","1964-03-22","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  306",",,I","  122",",,I","  237","H,,S"
"ZI000067964","1964-03-23","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  300",",,I","  156",",,I","  243","H,,S"
"ZI000067964","1964-03-24","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  306",",,I","  156",",,I","  243","H,,S"
"ZI000067964","1964-03-25","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  294",",,I","  178",",,I","  237","H,,S"
"ZI000067964","1964-03-26","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  289",",,I","  161",",,I","  239","H,,S"
"ZI000067964","1964-03-27","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  311",",,I","  156",",,I","  246","H,,S"
"ZI000067964","1964-03-28","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  322",",,I","  161",",,I","  257","H,,S"
"ZI000067964","1964-03-29","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  328",",,I","  150",",,I","  262","H,,S"
"ZI000067964","1964-03-30","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  322",",,I","  167",",,I","  260","H,,S"
"ZI000067964","1964-03-31","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  306",",,I","  156",",,I","  243","H,,S"
"ZI000067964","1964-04-01","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  294",",,I","  144",",,I","  231","H,,S"
"ZI000067964","1964-04-02","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  306",",,I","  139",",,I","  243","H,,S"
"ZI000067964","1964-04-03","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  317",",,I","  150",",,I","  249","H,,S"
"ZI000067964","1964-04-04","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  283",",,I","  167",",,I","  226","H,,S"
"ZI000067964","1964-04-05","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  267",",,I","  139",",,I","  210","H,,S"
"ZI000067964","1964-04-06","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  283",",,I","  111",",,I","  211","H,,S"
"ZI000067964","1964-04-07","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  306",",,I","  133",",,I","  236","H,,S"
"ZI000067964","1964-04-08","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  306",",,I","  117",",,I","  233","H,,S"
"ZI000067964","1964-04-09","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  306",",,I","  106",",,I","  232","H,,S"
"ZI000067964","1964-04-10","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  272",",,I","  161",",,I","  221","H,,S"
"ZI000067964","1964-04-11","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI",,,"  267",",,I","  150",",,I","  218","H,,S"
"ZI000067964","1964-04-12","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  244",",,I","  139",",,I","  196","H,,S"
"ZI000067964","1964-04-13","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  278",",,I","  122",",,I","  216","H,,S"
"ZI000067964","1964-04-14","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  306",",,I","  122",",,I","  241","H,,S"
"ZI000067964","1964-04-15","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI",,,"  322",",,I","  128",",,I","  246","H,,S"
"ZI000067964","1964-04-16","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  211",",,I","  139",",,I","  168","H,,S"
"ZI000067964","1964-04-17","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  294",",,I","  122",",,I","  219","H,,S"
"ZI000067964","1964-04-18","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  289",",,I","  122",",,I","  222","H,,S"
"ZI000067964","1964-04-19","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  311",",,I","  150",",,I","  246","H,,S"
"ZI000067964","1964-04-20","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","   10",",,I","  272",",,I","  161",",,I","  207","H,,S"
"ZI000067964","1964-04-21","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  206",",,I","  144",",,I","  174","H,,S"
"ZI000067964","1964-04-22","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  206",",,I","   94",",,I","  153","H,,S"
"ZI000067964","1964-04-23","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  206",",,I","   94",",,I","  157","H,,S"
"ZI000067964","1964-04-24","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  233",",,I","   89",",,I","  171","H,,S"
"ZI000067964","1964-04-25","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  261",",,I","   89",",,I","  187","H,,S"
"ZI000067964","1964-04-26","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  267",",,I","  122",",,I","  204","H,,S"
"ZI000067964","1964-04-27","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI",,,"  267",",,I","  117",",,I","  203","H,,S"
"ZI000067964","1964-04-28","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI",,,"  222",",,I","  139",",,I","  178","H,,S"
"ZI000067964","1964-04-29","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI",,,"  183",",,I","  117",",,I","  150","H,,S"
"ZI000067964","1964-04-30","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI",,,"  172",",,I","  111",",,I","  142","H,,S"
"ZI000067964","1964-05-01","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  194",",,I","   89",",,I","  147","H,,S"
"ZI000067964","1964-05-02","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  211",",,I","   94",",,I","  159","H,,S"
"ZI000067964","1964-05-03","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  217",",,I","  111",",,I","  167","H,,S"
"ZI000067964","1964-05-04","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  217",",,I","   83",",,I","  161","H,,S"
"ZI000067964","1964-05-05","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  233",",,I","   78",",,I","  172","H,,S"
"ZI000067964","1964-05-06","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  233",",,I","   83",",,I","  179","H,,S"
"ZI000067964","1964-05-07","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  244",",,I","   83",",,I","  182","H,,S"
"ZI000067964","1964-05-08","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  250",",,I","   72",",,I","  183","H,,S"
"ZI000067964","1964-05-09","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  239",",,I","  122",",,I","  183","H,,S"
"ZI000067964","1964-05-10","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  239",",,I","  100",",,I","  179","H,,S"
"ZI000067964","1964-05-11","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  261",",,I","  122",",,I","  201","H,,S"
"ZI000067964","1964-05-12","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  272",",,I","  100",",,I","  206","H,,S"
"ZI000067964","1964-05-13","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  267",",,I","  133",",,I","  207","H,,S"
"ZI000067964","1964-05-14","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  217",",,I","  133",",,I","  176","H,,S"
"ZI000067964","1964-05-15","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  244",",,I","  100",",,I","  177","H,,S"
"ZI000067964","1964-05-16","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  250",",,I","   72",",,I","  184","H,,S"
"ZI000067964","1964-05-17","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  250",",,I","  117",",,I","  199","H,,S"
"ZI000067964","1964-05-18","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  272",",,I","   83",",,I","  199","H,,S"
"ZI000067964","1964-05-19","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  256",",,I","   89",",,I","  194","H,,S"
"ZI000067964","1964-05-20","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  239",",,I","   94",",,I","  176","H,,S"
"ZI000067964","1964-05-21","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  250",",,I","   83",",,I","  178","H,,S"
"ZI000067964","1964-05-22","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  233",",,I","   83",",,I","  169","H,,S"
"ZI000067964","1964-05-23","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  206",",,I","   78",",,I","  154","H,,S"
"ZI000067964","1964-05-24","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  222",",,I","   83",",,I","  159","H,,S"
"ZI000067964","1964-05-25","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  211",",,I","   83",",,I","  156","H,,S"
"ZI000067964","1964-05-26","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  200",",,I","   89",",,I","  147","H,,S"
"ZI000067964","1964-05-27","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI",,,"  189",",,I","  100",",,I","  150","H,,S"
"ZI000067964","1964-05-28","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI",,,"  150",",,I","  100",",,I","  127","H,,S"
"ZI000067964","1964-05-29","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  200",",,I","   83",",,I","  142","H,,S"
"ZI000067964","1964-05-30","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI",,,"  194",",,I","  100",",,I","  154","H,,S"
"ZI000067964","1964-05-31","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  194",",,I","   83",",,I","  144","H,,S"
"ZI000067964","1964-06-01","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  189",",,I","   50",",,I","  132","H,,S"
"ZI000067964","1964-06-02","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  206",",,I","   61",",,I","  141","H,,S"
"ZI000067964","1964-06-03","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  217",",,I","   67",",,I","  154","H,,S"
"ZI000067964","1964-06-04","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  233",",,I","   78",",,I","  164","H,,S"
"ZI000067964","1964-06-05","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  244",",,I","   89",",,I","  174","H,,S"
"ZI000067964","1964-06-06","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  256",",,I","   61",",,I","  179","H,,S"
"ZI000067964","1964-06-07","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  261",",,I","   61",",,I","  186","H,,S"
"ZI000067964","1964-06-08","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  244",",,I","  122",",,I","  182","H,,S"
"ZI000067964","1964-06-09","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  206",",,I","   83",",,I","  146","H,,S"
"ZI000067964","1964-06-10","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  222",",,I","   72",",,I","  153","H,,S"
"ZI000067964","1964-06-11","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  228",",,I","   39",",,I","  152","H,,S"
"ZI000067964","1964-06-12","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  222",",,I","   89",",,I","  171","H,,S"
"ZI000067964","1964-06-13","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  222",",,I","   89",",,I","  161","H,,S"
"ZI000067964","1964-06-14","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  206",",,I","   83",",,I","  153","H,,S"
"ZI000067964","1964-06-15","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  189",",,I","   78",",,I","  136","H,,S"
"ZI000067964","1964-06-16","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  211",",,I","   61",",,I","  143","H,,S"
"ZI000067964","1964-06-17","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  206",",,I","   83",",,I","  151","H,,S"
"ZI000067964","1964-06-18","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  178",",,I","   50",",,I","  124","H,,S"
"ZI000067964","1964-06-19","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  178",",,I","  -17",",,I","   97","H,,S"
"ZI000067964","1964-06-20","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  178",",,I","  -11",",,I","   99","H,,S"
"ZI000067964","1964-06-21","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  194",",,I","   11",",,I","  119","H,,S"
"ZI000067964","1964-06-22","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  222",",,I","   17",",,I","  137","H,,S"
"ZI000067964","1964-06-23","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  239",",,I","   28",",,I","  152","H,,S"
"ZI000067964","1964-06-24","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  233",",,I","   44",",,I","  166","H,,S"
"ZI000067964","1964-06-25","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  194",",,I","   50",",,I","  132","H,,S"
"ZI000067964","1964-06-26","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  161",",,I","   39",",,I","   95","H,,S"
"ZI000067964","1964-06-27","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  178",",,I","   17",",,I","  106","H,,S"
"ZI000067964","1964-06-28","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  200",",,I","   39",",,I","  125","H,,S"
"ZI000067964","1964-06-29","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  189",",,I","   33",",,I","  117","H,,S"
"ZI000067964","1964-06-30","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  200",",,I","   11",",,I","  125","H,,S"
"ZI000067964","1964-07-01","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  217",",,I","   39",",,I","  147","H,,S"
"ZI000067964","1964-07-02","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  183",",,I","   61",",,I","  131","H,,S"
"ZI000067964","1964-07-03","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  217",",,I","   50",",,I","  146","H,,S"
"ZI000067964","1964-07-04","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  222",",,I","   22",",,I","  138","H,,S"
"ZI000067964","1964-07-05","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  206",",,I","   22",",,I","  143","H,,S"
"ZI000067964","1964-07-06","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  139",",,I","   67",",,I","  103","H,,S"
"ZI000067964","1964-07-07","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  139",",,I","   39",",,I","   94","H,,S"
"ZI000067964","1964-07-08","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  161",",,I","   50",",,I","  108","H,,S"
"ZI000067964","1964-07-09","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  167",",,I","   44",",,I","  116","H,,S"
"ZI000067964","1964-07-10","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  139",",,I","   56",",,I","  104","H,,S"
"ZI000067964","1964-07-11","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  161",",,I","   56",",,I","  114","H,,S"
"ZI000067964","1964-07-12","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  183",",,I","   61",",,I","  131","H,,S"
"ZI000067964","1964-07-13","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  189",",,I","   56",",,I","  125","H,,S"
"ZI000067964","1964-07-14","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  183",",,I","   56",",,I","  130","H,,S"
"ZI000067964","1964-07-15","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  200",",,I","   67",",,I","  143","H,,S"
"ZI000067964","1964-07-16","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  200",",,I","   67",",,I","  143","H,,S"
"ZI000067964","1964-07-17","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  167",",,I","   61",",,I","  125","H,,S"
"ZI000067964","1964-07-18","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  189",",,I","   61",",,I","  136","H,,S"
"ZI000067964","1964-07-19","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  222",",,I","   67",",,I","  154","H,,S"
"ZI000067964","1964-07-20","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  172",",,I","   72",",,I","  131","H,,S"
"ZI000067964","1964-07-21","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  167",",,I","   83",",,I","  119","H,,S"
"ZI000067964","1964-07-22","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  189",",,I","   50",",,I","  129","H,,S"
"ZI000067964","1964-07-23","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  211",",,I","   39",",,I","  141","H,,S"
"ZI000067964","1964-07-24","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  211",",,I","   39",",,I","  149","H,,S"
"ZI000067964","1964-07-25","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  211",",,I","   39",",,I","  147","H,,S"
"ZI000067964","1964-07-26","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  189",",,I","   72",",,I","  131","H,,S"
"ZI000067964","1964-07-27","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  206",",,I","   44",",,I","  136","H,,S"
"ZI000067964","1964-07-28","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  233",",,I","   33",",,I","  151","H,,S"
"ZI000067964","1964-07-29","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  228",",,I","   61",",,I","  156","H,,S"
"ZI000067964","1964-07-30","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  233",",,I","   61",",,I","  165","H,,S"
"ZI000067964","1964-07-31","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  244",",,I","   50",",,I","  171","H,,S"
"ZI000067964","1964-08-01","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  244",",,I","   83",",,I","  175","H,,S"
"ZI000067964","1964-08-02","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  239",",,I","   72",",,I","  171","H,,S"
"ZI000067964","1964-08-03","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  200",",,I","   78",",,I","  146","H,,S"
"ZI000067964","1964-08-04","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  217",",,I","   78",",,I","  157","H,,S"
"ZI000067964","1964-08-05","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  222",",,I","   83",",,I","  166","H,,S"
"ZI000067964","1964-08-06","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI",,,"  178",",,I","  100",",,I","  132","H,,S"
"ZI000067964","1964-08-07","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    5",",,I","  161",",,I","   83",",,I","  119","H,,S"
"ZI000067964","1964-08-08","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  172",",,I","   89",",,I","  131","H,,S"
"ZI000067964","1964-08-09","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI",,,"  217",",,I","   67",",,I","  157","H,,S"
"ZI000067964","1964-08-10","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  233",",,I","   83",",,I","  176","H,,S"
"ZI000067964","1964-08-11","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  244",",,I","  106",",,I","  188","H,,S"
"ZI000067964","1964-08-12","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  261",",,I","   78",",,I","  189","H,,S"
"ZI000067964","1964-08-13","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  206",",,I","   89",",,I","  144","H,,S"
"ZI000067964","1964-08-14","-20.15","28.617","1344.0","BULAWAYO GOETZ OBS, ZI","    0",",,I","  200",",,I","   44",",,I","  138","H,,S"
