"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES"
"BR046396720","1964-10-01","-11.82","-45.15","450.0","FAZENDA SAO FRANCISCO, BR","    0",",,I"
"BR046396720","1964-10-02","-11.82","-45.15","450.0","FAZENDA SAO FRANCISCO, BR","    0",",,I"
"BR046396720","1964-10-03","-11.82","-45.15","450.0","FAZENDA SAO FRANCISCO, BR","    0",",,I"
"BR046396720","1964-10-04","-11.82","-45.15","450.0","FAZENDA SAO FRANCISCO, BR","    0",",,I"
"BR046396720","1964-10-05","-11.82","-45.15","450.0","FAZENDA SAO FRANCISCO, BR","    0",",,I"
"BR046396720","1964-10-06","-11.82","-45.15","450.0","FAZENDA SAO FRANCISCO, BR","    0",",,I"
"BR046396720","1964-10-07","-11.82","-45.15","450.0","FAZENDA SAO FRANCISCO, BR","    0",",,I"
"BR046396720","1964-10-08","-11.82","-45.15","450.0","FAZENDA SAO FRANCISCO, BR","    0",",,I"
"BR046396720","1964-10-09","-11.82","-45.15","450.0","FAZENDA SAO FRANCISCO, BR","    0",",,I"
"BR046396720","1964-10-10","-11.82","-45.15","450.0","FAZENDA SAO FRANCISCO, BR","    0",",,I"
"BR046396720","1964-10-11","-11.82","-45.15","450.0","FAZENDA SAO FRANCISCO, BR","    0",",,I"
"BR046396720","1964-10-12","-11.82","-45.15","450.0","FAZENDA SAO FRANCISCO, BR","    0",",,I"
"BR046396720","1964-10-13","-11.82","-45.15","450.0","FAZENDA SAO FRANCISCO, BR","    0",",,I"
"BR046396720","1964-10-14","-11.82","-45.15","450.0","FAZENDA SAO FRANCISCO, BR","    0",",,I"
"BR046396720","1964-10-15","-11.82","-45.15","450.0","FAZENDA SAO FRANCISCO, BR","    0",",,I"
"BR046396720","1964-10-16","-11.82","-45.15","450.0","FAZENDA SAO FRANCISCO, BR","    0",",,I"
"BR046396720","1964-10-17","-11.82","-45.15","450.0","FAZENDA SAO FRANCISCO, BR","    0",",,I"
"BR046396720","1964-10-18","-11.82","-45.15","450.0","FAZENDA SAO FRANCISCO, BR","    0",",,I"
"BR046396720","1964-10-19","-11.82","-45.15","450.0","FAZENDA SAO FRANCISCO, BR","    0",",,I"
"BR046396720","1964-10-20","-11.82","-45.15","450.0","FAZENDA SAO FRANCISCO, BR","    0",",,I"
"BR046396720","1964-10-21","-11.82","-45.15","450.0","FAZENDA SAO FRANCISCO, BR","    0",",,I"
"BR046396720","1964-10-22","-11.82","-45.15","450.0","FAZENDA SAO FRANCISCO, BR","    0",",,I"
"BR046396720","1964-10-23","-11.82","-45.15","450.0","FAZENDA SAO FRANCISCO, BR","    0",",,I"
"BR046396720","1964-10-24","-11.82","-45.15","450.0","FAZENDA SAO FRANCISCO, BR","    0",",,I"
"BR046396720","1964-10-25","-11.82","-45.15","450.0","FAZENDA SAO FRANCISCO, BR","    0",",,I"
"BR046396720","1964-10-26","-11.82","-45.15","450.0","FAZENDA SAO FRANCISCO, BR","    0",",,I"
"BR046396720","1964-10-27","-11.82","-45.15","450.0","FAZENDA SAO FRANCISCO, BR","   49",",,I"
"BR046396720","1964-10-28","-11.82","-45.15","450.0","FAZENDA SAO FRANCISCO, BR","   22",",,I"
"BR046396720","1964-10-29","-11.82","-45.15","450.0","FAZENDA SAO FRANCISCO, BR","    0",",,I"
"BR046396720","1964-10-30","-11.82","-45.15","450.0","FAZENDA SAO FRANCISCO, BR","    0",",,I"
"BR046396720","1964-10-31","-11.82","-45.15","450.0","FAZENDA SAO FRANCISCO, BR","    0",",,I"
"BR046396720","1964-11-01","-11.82","-45.15","450.0","FAZENDA SAO FRANCISCO, BR","    0",",,I"
"BR046396720","1964-11-02","-11.82","-45.15","450.0","FAZENDA SAO FRANCISCO, BR","    0",",,I"
"BR046396720","1964-11-03","-11.82","-45.15","450.0","FAZENDA SAO FRANCISCO, BR","    0",",,I"
"BR046396720","1964-11-04","-11.82","-45.15","450.0","FAZENDA SAO FRANCISCO, BR","   45",",,I"
"BR046396720","1964-11-05","-11.82","-45.15","450.0","FAZENDA SAO FRANCISCO, BR","    0",",,I"
"BR046396720","1964-11-06","-11.82","-45.15","450.0","FAZENDA SAO FRANCISCO, BR","    0",",,I"
"BR046396720","1964-11-07","-11.82","-45.15","450.0","FAZENDA SAO FRANCISCO, BR","  356",",,I"
"BR046396720","1964-11-08","-11.82","-45.15","450.0","FAZENDA SAO FRANCISCO, BR","    0",",,I"
"BR046396720","1964-11-09","-11.82","-45.15","450.0","FAZENDA SAO FRANCISCO, BR","    0",",,I"
"BR046396720","1964-11-10","-11.82","-45.15","450.0","FAZENDA SAO FRANCISCO, BR","   54",",,I"
"BR046396720","1964-11-11","-11.82","-45.15","450.0","FAZENDA SAO FRANCISCO, BR","    0",",,I"
"BR046396720","1964-11-12","-11.82","-45.15","450.0","FAZENDA SAO FRANCISCO, BR","  220",",,I"
"BR046396720","1964-11-13","-11.82","-45.15","450.0","FAZENDA SAO FRANCISCO, BR","    0",",,I"
"BR046396720","1964-11-14","-11.82","-45.15","450.0","FAZENDA SAO FRANCISCO, BR","    0",",,I"
"BR046396720","1964-11-15","-11.82","-45.15","450.0","FAZENDA SAO FRANCISCO, BR","    0",",,I"
"BR046396720","1964-11-16","-11.82","-45.15","450.0","FAZENDA SAO FRANCISCO, BR","    0",",,I"
"BR046396720","1964-11-17","-11.82","-45.15","450.0","FAZENDA SAO FRANCISCO, BR","    0",",,I"
"BR046396720","1964-11-18","-11.82","-45.15","450.0","FAZENDA SAO FRANCISCO, BR","    0",",,I"
"BR046396720","1964-11-19","-11.82","-45.15","450.0","FAZENDA SAO FRANCISCO, BR","    0",",,I"
"BR046396720","1964-11-20","-11.82","-45.15","450.0","FAZENDA SAO FRANCISCO, BR","  458",",,I"
"BR046396720","1964-11-21","-11.82","-45.15","450.0","FAZENDA SAO FRANCISCO, BR","   94",",,I"
"BR046396720","1964-11-22","-11.82","-45.15","450.0","FAZENDA SAO FRANCISCO, BR","    0",",,I"
"BR046396720","1964-11-23","-11.82","-45.15","450.0","FAZENDA SAO FRANCISCO, BR","    0",",,I"
"BR046396720","1964-11-24","-11.82","-45.15","450.0","FAZENDA SAO FRANCISCO, BR","    0",",,I"
"BR046396720","1964-11-25","-11.82","-45.15","450.0","FAZENDA SAO FRANCISCO, BR","    0",",,I"
"BR046396720","1964-11-26","-11.82","-45.15","450.0","FAZENDA SAO FRANCISCO, BR","  256",",,I"
"BR046396720","1964-11-27","-11.82","-45.15","450.0","FAZENDA SAO FRANCISCO, BR","    0",",,I"
"BR046396720","1964-11-28","-11.82","-45.15","450.0","FAZENDA SAO FRANCISCO, BR","    0",",,I"
"BR046396720","1964-11-29","-11.82","-45.15","450.0","FAZENDA SAO FRANCISCO, BR","    0",",,I"
"BR046396720","1964-11-30","-11.82","-45.15","450.0","FAZENDA SAO FRANCISCO, BR","    0",",,I"
"BR046396720","1964-12-01","-11.82","-45.15","450.0","FAZENDA SAO FRANCISCO, BR","    0",",,I"
"BR046396720","1964-12-02","-11.82","-45.15","450.0","FAZENDA SAO FRANCISCO, BR","  106",",,I"
"BR046396720","1964-12-03","-11.82","-45.15","450.0","FAZENDA SAO FRANCISCO, BR","  130",",,I"
"BR046396720","1964-12-04","-11.82","-45.15","450.0","FAZENDA SAO FRANCISCO, BR","    0",",,I"
"BR046396720","1964-12-05","-11.82","-45.15","450.0","FAZENDA SAO FRANCISCO, BR","   73",",,I"
"BR046396720","1964-12-06","-11.82","-45.15","450.0","FAZENDA SAO FRANCISCO, BR","    0",",,I"
"BR046396720","1964-12-07","-11.82","-45.15","450.0","FAZENDA SAO FRANCISCO, BR","    0",",,I"
"BR046396720","1964-12-08","-11.82","-45.15","450.0","FAZENDA SAO FRANCISCO, BR","   61",",,I"
"BR046396720","1964-12-09","-11.82","-45.15","450.0","FAZENDA SAO FRANCISCO, BR","    0",",,I"
