"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"ZI000067865","1959-04-01","-18.933","29.833","1215.0","KWEKWE, ZI","  293",",,Q","  133",",,Q"
"ZI000067865","1959-04-02","-18.933","29.833","1215.0","KWEKWE, ZI","  297",",,Q","  119",",,Q"
"ZI000067865","1959-04-03","-18.933","29.833","1215.0","KWEKWE, ZI","  307",",,Q","  128",",,Q"
"ZI000067865","1959-04-04","-18.933","29.833","1215.0","KWEKWE, ZI","  312",",,Q","  133",",,Q"
"ZI000067865","1959-04-05","-18.933","29.833","1215.0","KWEKWE, ZI","  319",",,Q","  124",",,Q"
"ZI000067865","1959-04-06","-18.933","29.833","1215.0","KWEKWE, ZI","  294",",,Q","  133",",,Q"
"ZI000067865","1959-04-07","-18.933","29.833","1215.0","KWEKWE, ZI","  298",",,Q","  129",",,Q"
"ZI000067865","1959-04-08","-18.933","29.833","1215.0","KWEKWE, ZI","  322",",,Q","  122",",,Q"
"ZI000067865","1959-04-09","-18.933","29.833","1215.0","KWEKWE, ZI","  317",",,Q","  176",",,Q"
"ZI000067865","1959-04-10","-18.933","29.833","1215.0","KWEKWE, ZI","  267",",,Q","  183",",,Q"
"ZI000067865","1959-04-11","-18.933","29.833","1215.0","KWEKWE, ZI","  298",",,Q","  134",",,Q"
"ZI000067865","1959-04-12","-18.933","29.833","1215.0","KWEKWE, ZI","  290",",,Q","  126",",,Q"
"ZI000067865","1959-04-13","-18.933","29.833","1215.0","KWEKWE, ZI","  302",",,Q","  134",",,Q"
"ZI000067865","1959-04-14","-18.933","29.833","1215.0","KWEKWE, ZI","  299",",,Q","  139",",,Q"
"ZI000067865","1959-04-15","-18.933","29.833","1215.0","KWEKWE, ZI","  287",",,Q","  112",",,Q"
"ZI000067865","1959-04-16","-18.933","29.833","1215.0","KWEKWE, ZI","  279",",,Q","   96",",,Q"
"ZI000067865","1959-04-17","-18.933","29.833","1215.0","KWEKWE, ZI","  227",",,Q","  135",",,Q"
"ZI000067865","1959-04-18","-18.933","29.833","1215.0","KWEKWE, ZI","  262",",,Q","  121",",,Q"
"ZI000067865","1959-04-19","-18.933","29.833","1215.0","KWEKWE, ZI","  268",",,Q","  119",",,Q"
"ZI000067865","1959-04-20","-18.933","29.833","1215.0","KWEKWE, ZI","  281",",,Q","  111",",,Q"
"ZI000067865","1959-04-21","-18.933","29.833","1215.0","KWEKWE, ZI","  298",",,Q","  102",",,Q"
"ZI000067865","1959-04-22","-18.933","29.833","1215.0","KWEKWE, ZI","  302",",,Q","   99",",,Q"
"ZI000067865","1959-04-23","-18.933","29.833","1215.0","KWEKWE, ZI","  309",",,Q","  129",",,Q"
"ZI000067865","1959-04-24","-18.933","29.833","1215.0","KWEKWE, ZI","  312",",,Q","  141",",,Q"
"ZI000067865","1959-04-25","-18.933","29.833","1215.0","KWEKWE, ZI","  319",",,Q","  148",",,Q"
"ZI000067865","1959-04-26","-18.933","29.833","1215.0","KWEKWE, ZI","  287",",,Q","  142",",,Q"
"ZI000067865","1959-04-27","-18.933","29.833","1215.0","KWEKWE, ZI","  268",",,Q","  139",",,Q"
"ZI000067865","1959-04-28","-18.933","29.833","1215.0","KWEKWE, ZI","  278",",,Q","  106",",,Q"
"ZI000067865","1959-04-29","-18.933","29.833","1215.0","KWEKWE, ZI","  289",",,Q","   97",",,Q"
"ZI000067865","1959-04-30","-18.933","29.833","1215.0","KWEKWE, ZI","  317",",,Q","  113",",,Q"
"ZI000067865","1959-05-01","-18.933","29.833","1215.0","KWEKWE, ZI","  308",",,Q","  140",",,Q"
"ZI000067865","1959-05-02","-18.933","29.833","1215.0","KWEKWE, ZI","  300",",,Q","  133",",,Q"
"ZI000067865","1959-05-03","-18.933","29.833","1215.0","KWEKWE, ZI","  304",",,Q","  134",",,Q"
"ZI000067865","1959-05-04","-18.933","29.833","1215.0","KWEKWE, ZI","  269",",,Q","  151",",,Q"
"ZI000067865","1959-05-05","-18.933","29.833","1215.0","KWEKWE, ZI","  284",",,Q","   88",",,Q"
"ZI000067865","1959-05-06","-18.933","29.833","1215.0","KWEKWE, ZI","  290",",,Q","   89",",,Q"
"ZI000067865","1959-05-07","-18.933","29.833","1215.0","KWEKWE, ZI","  296",",,Q","  104",",,Q"
"ZI000067865","1959-05-08","-18.933","29.833","1215.0","KWEKWE, ZI","  302",",,Q","   89",",,Q"
"ZI000067865","1959-05-09","-18.933","29.833","1215.0","KWEKWE, ZI","  308",",,Q","   87",",,Q"
"ZI000067865","1959-05-10","-18.933","29.833","1215.0","KWEKWE, ZI","  303",",,Q","  106",",,Q"
"ZI000067865","1959-05-11","-18.933","29.833","1215.0","KWEKWE, ZI","  312",",,Q","  118",",,Q"
"ZI000067865","1959-05-12","-18.933","29.833","1215.0","KWEKWE, ZI","  301",",,Q","  139",",,Q"
"ZI000067865","1959-05-13","-18.933","29.833","1215.0","KWEKWE, ZI","  297",",,Q","  116",",,Q"
"ZI000067865","1959-05-14","-18.933","29.833","1215.0","KWEKWE, ZI","  304",",,Q","  111",",,Q"
"ZI000067865","1959-05-15","-18.933","29.833","1215.0","KWEKWE, ZI","  305",",,Q","  117",",,Q"
"ZI000067865","1959-05-16","-18.933","29.833","1215.0","KWEKWE, ZI","  293",",,Q","  158",",,Q"
"ZI000067865","1959-05-17","-18.933","29.833","1215.0","KWEKWE, ZI","  241",",,Q","   80",",,Q"
"ZI000067865","1959-05-18","-18.933","29.833","1215.0","KWEKWE, ZI","  239",",,Q","   23",",,Q"
"ZI000067865","1959-05-19","-18.933","29.833","1215.0","KWEKWE, ZI","  255",",,Q","   41",",,Q"
"ZI000067865","1959-05-20","-18.933","29.833","1215.0","KWEKWE, ZI","  273",",,Q","   72",",,Q"
"ZI000067865","1959-05-21","-18.933","29.833","1215.0","KWEKWE, ZI","  277",",,Q","   49",",,Q"
"ZI000067865","1959-05-22","-18.933","29.833","1215.0","KWEKWE, ZI","  294",",,Q","   70",",,Q"
"ZI000067865","1959-05-23","-18.933","29.833","1215.0","KWEKWE, ZI","  281",",,Q","  102",",,Q"
"ZI000067865","1959-05-24","-18.933","29.833","1215.0","KWEKWE, ZI","  284",",,Q","  100",",,Q"
"ZI000067865","1959-05-25","-18.933","29.833","1215.0","KWEKWE, ZI","  281",",,Q","   85",",,Q"
"ZI000067865","1959-05-26","-18.933","29.833","1215.0","KWEKWE, ZI","  278",",,Q","   82",",,Q"
"ZI000067865","1959-05-27","-18.933","29.833","1215.0","KWEKWE, ZI","  272",",,Q","   91",",,Q"
"ZI000067865","1959-05-28","-18.933","29.833","1215.0","KWEKWE, ZI","  273",",,Q","   78",",,Q"
"ZI000067865","1959-05-29","-18.933","29.833","1215.0","KWEKWE, ZI","  277",",,Q","   74",",,Q"
"ZI000067865","1959-05-30","-18.933","29.833","1215.0","KWEKWE, ZI","  269",",,Q","   71",",,Q"
"ZI000067865","1959-05-31","-18.933","29.833","1215.0","KWEKWE, ZI","  273",",,Q","   72",",,Q"
"ZI000067865","1959-06-01","-18.933","29.833","1215.0","KWEKWE, ZI","  279",",,Q","   93",",,Q"
"ZI000067865","1959-06-02","-18.933","29.833","1215.0","KWEKWE, ZI","  279",",,Q","   56",",,Q"
"ZI000067865","1959-06-03","-18.933","29.833","1215.0","KWEKWE, ZI","  284",",,Q","   68",",,Q"
"ZI000067865","1959-06-04","-18.933","29.833","1215.0","KWEKWE, ZI","  257",",,Q","   59",",,Q"
"ZI000067865","1959-06-05","-18.933","29.833","1215.0","KWEKWE, ZI","  271",",,Q","   71",",,Q"
"ZI000067865","1959-06-06","-18.933","29.833","1215.0","KWEKWE, ZI","  267",",,Q","   56",",,Q"
"ZI000067865","1959-06-07","-18.933","29.833","1215.0","KWEKWE, ZI","  268",",,Q","   52",",,Q"
"ZI000067865","1959-06-08","-18.933","29.833","1215.0","KWEKWE, ZI","  261",",,Q","   61",",,Q"
"ZI000067865","1959-06-09","-18.933","29.833","1215.0","KWEKWE, ZI","  279",",,Q","   55",",,Q"
"ZI000067865","1959-06-10","-18.933","29.833","1215.0","KWEKWE, ZI","  254",",,Q","   89",",,Q"
"ZI000067865","1959-06-11","-18.933","29.833","1215.0","KWEKWE, ZI","  223",",,Q","   88",",,Q"
"ZI000067865","1959-06-12","-18.933","29.833","1215.0","KWEKWE, ZI","  231",",,Q","   50",",,Q"
"ZI000067865","1959-06-13","-18.933","29.833","1215.0","KWEKWE, ZI","  228",",,Q","   69",",,Q"
"ZI000067865","1959-06-14","-18.933","29.833","1215.0","KWEKWE, ZI","  229",",,Q","   32",",,Q"
"ZI000067865","1959-06-15","-18.933","29.833","1215.0","KWEKWE, ZI","  234",",,Q","   34",",,Q"
"ZI000067865","1959-06-16","-18.933","29.833","1215.0","KWEKWE, ZI","  236",",,Q","   39",",,Q"
"ZI000067865","1959-06-17","-18.933","29.833","1215.0","KWEKWE, ZI","  197",",,Q","   92",",,Q"
"ZI000067865","1959-06-18","-18.933","29.833","1215.0","KWEKWE, ZI","  188",",,Q","   31",",,Q"
"ZI000067865","1959-06-19","-18.933","29.833","1215.0","KWEKWE, ZI","  183",",,Q","   56",",,Q"
"ZI000067865","1959-06-20","-18.933","29.833","1215.0","KWEKWE, ZI","  217",",,Q","   56",",,Q"
"ZI000067865","1959-06-21","-18.933","29.833","1215.0","KWEKWE, ZI","  244",",,Q","   68",",,Q"
"ZI000067865","1959-06-22","-18.933","29.833","1215.0","KWEKWE, ZI","  252",",,Q","   81",",,Q"
"ZI000067865","1959-06-23","-18.933","29.833","1215.0","KWEKWE, ZI","  259",",,Q","   58",",,Q"
"ZI000067865","1959-06-24","-18.933","29.833","1215.0","KWEKWE, ZI","  262",",,Q","   61",",,Q"
"ZI000067865","1959-06-25","-18.933","29.833","1215.0","KWEKWE, ZI","  239",",,Q","   52",",,Q"
"ZI000067865","1959-06-26","-18.933","29.833","1215.0","KWEKWE, ZI","  223",",,Q","   73",",,Q"
"ZI000067865","1959-06-27","-18.933","29.833","1215.0","KWEKWE, ZI","  236",",,Q","   70",",,Q"
"ZI000067865","1959-06-28","-18.933","29.833","1215.0","KWEKWE, ZI","  209",",,Q","  100",",,Q"
"ZI000067865","1959-06-29","-18.933","29.833","1215.0","KWEKWE, ZI","  201",",,Q","  126",",,Q"
"ZI000067865","1959-06-30","-18.933","29.833","1215.0","KWEKWE, ZI","  203",",,Q","  131",",,Q"
"ZI000067865","1959-07-01","-18.933","29.833","1215.0","KWEKWE, ZI","  228",",,Q","  138",",,Q"
"ZI000067865","1959-07-02","-18.933","29.833","1215.0","KWEKWE, ZI","  229",",,Q","  106",",,Q"
"ZI000067865","1959-07-03","-18.933","29.833","1215.0","KWEKWE, ZI","  222",",,Q","   84",",,Q"
"ZI000067865","1959-07-04","-18.933","29.833","1215.0","KWEKWE, ZI","  249",",,Q","   92",",,Q"
"ZI000067865","1959-07-05","-18.933","29.833","1215.0","KWEKWE, ZI","  222",",,Q","  127",",,Q"
"ZI000067865","1959-07-06","-18.933","29.833","1215.0","KWEKWE, ZI","  231",",,Q","   73",",,Q"
"ZI000067865","1959-07-07","-18.933","29.833","1215.0","KWEKWE, ZI","  230",",,Q","   84",",,Q"
"ZI000067865","1959-07-08","-18.933","29.833","1215.0","KWEKWE, ZI","  228",",,Q","  102",",,Q"
"ZI000067865","1959-07-09","-18.933","29.833","1215.0","KWEKWE, ZI","  209",",,Q","  123",",,Q"
"ZI000067865","1959-07-10","-18.933","29.833","1215.0","KWEKWE, ZI","  229",",,Q","   56",",,Q"
"ZI000067865","1959-07-11","-18.933","29.833","1215.0","KWEKWE, ZI","  242",",,Q","   67",",,Q"
"ZI000067865","1959-07-12","-18.933","29.833","1215.0","KWEKWE, ZI","  264",",,Q","   62",",,Q"
"ZI000067865","1959-07-13","-18.933","29.833","1215.0","KWEKWE, ZI","  272",",,Q","   89",",,Q"
"ZI000067865","1959-07-14","-18.933","29.833","1215.0","KWEKWE, ZI","  281",",,Q","   89",",,Q"
"ZI000067865","1959-07-15","-18.933","29.833","1215.0","KWEKWE, ZI","  279",",,Q","  106",",,Q"
"ZI000067865","1959-07-16","-18.933","29.833","1215.0","KWEKWE, ZI","  273",",,Q","  103",",,Q"
"ZI000067865","1959-07-17","-18.933","29.833","1215.0","KWEKWE, ZI","  275",",,Q","   91",",,Q"
"ZI000067865","1959-07-18","-18.933","29.833","1215.0","KWEKWE, ZI","  267",",,Q","   84",",,Q"
"ZI000067865","1959-07-19","-18.933","29.833","1215.0","KWEKWE, ZI","  251",",,Q","   38",",,Q"
"ZI000067865","1959-07-20","-18.933","29.833","1215.0","KWEKWE, ZI","  234",",,Q","   78",",,Q"
"ZI000067865","1959-07-21","-18.933","29.833","1215.0","KWEKWE, ZI","  239",",,Q","   60",",,Q"
"ZI000067865","1959-07-22","-18.933","29.833","1215.0","KWEKWE, ZI","  256",",,Q","   52",",,Q"
"ZI000067865","1959-07-23","-18.933","29.833","1215.0","KWEKWE, ZI","  250",",,Q","   23",",,Q"
"ZI000067865","1959-07-24","-18.933","29.833","1215.0","KWEKWE, ZI","  251",",,Q","   50",",,Q"
"ZI000067865","1959-07-25","-18.933","29.833","1215.0","KWEKWE, ZI","  244",",,Q","   61",",,Q"
"ZI000067865","1959-07-26","-18.933","29.833","1215.0","KWEKWE, ZI","  223",",,Q","   93",",,Q"
"ZI000067865","1959-07-27","-18.933","29.833","1215.0","KWEKWE, ZI","  227",",,Q","  111",",,Q"
"ZI000067865","1959-07-28","-18.933","29.833","1215.0","KWEKWE, ZI","  206",",,Q","  121",",,Q"
"ZI000067865","1959-07-29","-18.933","29.833","1215.0","KWEKWE, ZI","  233",",,Q","   99",",,Q"
"ZI000067865","1959-07-30","-18.933","29.833","1215.0","KWEKWE, ZI","  217",",,Q","   93",",,Q"
"ZI000067865","1959-07-31","-18.933","29.833","1215.0","KWEKWE, ZI","  227",",,Q","   68",",,Q"
"ZI000067865","1959-08-01","-18.933","29.833","1215.0","KWEKWE, ZI","  245",",,Q","   67",",,Q"
"ZI000067865","1959-08-02","-18.933","29.833","1215.0","KWEKWE, ZI","  252",",,Q","   76",",,Q"
"ZI000067865","1959-08-03","-18.933","29.833","1215.0","KWEKWE, ZI","  273",",,Q","   49",",,Q"
"ZI000067865","1959-08-04","-18.933","29.833","1215.0","KWEKWE, ZI","  274",",,Q","   92",",,Q"
"ZI000067865","1959-08-05","-18.933","29.833","1215.0","KWEKWE, ZI","  278",",,Q","  101",",,Q"
"ZI000067865","1959-08-06","-18.933","29.833","1215.0","KWEKWE, ZI","  287",",,Q","   62",",,Q"
"ZI000067865","1959-08-07","-18.933","29.833","1215.0","KWEKWE, ZI","  291",",,Q","   89",",,Q"
"ZI000067865","1959-08-08","-18.933","29.833","1215.0","KWEKWE, ZI","  277",",,Q","   67",",,Q"
"ZI000067865","1959-08-09","-18.933","29.833","1215.0","KWEKWE, ZI","  234",",,Q","  105",",,Q"
"ZI000067865","1959-08-10","-18.933","29.833","1215.0","KWEKWE, ZI","  212",",,Q","  107",",,Q"
"ZI000067865","1959-08-11","-18.933","29.833","1215.0","KWEKWE, ZI","  238",",,Q","   70",",,Q"
"ZI000067865","1959-08-12","-18.933","29.833","1215.0","KWEKWE, ZI","  242",",,Q","   66",",,Q"
"ZI000067865","1959-08-13","-18.933","29.833","1215.0","KWEKWE, ZI","  248",",,Q","   68",",,Q"
"ZI000067865","1959-08-14","-18.933","29.833","1215.0","KWEKWE, ZI","  251",",,Q","   78",",,Q"
"ZI000067865","1959-08-15","-18.933","29.833","1215.0","KWEKWE, ZI","  260",",,Q","   67",",,Q"
"ZI000067865","1959-08-16","-18.933","29.833","1215.0","KWEKWE, ZI","  289",",,Q","   38",",,Q"
"ZI000067865","1959-08-17","-18.933","29.833","1215.0","KWEKWE, ZI","  267",",,Q","   83",",,Q"
"ZI000067865","1959-08-18","-18.933","29.833","1215.0","KWEKWE, ZI","  183",",,Q","  117",",,Q"
"ZI000067865","1959-08-19","-18.933","29.833","1215.0","KWEKWE, ZI","  204",",,Q","  105",",,Q"
"ZI000067865","1959-08-20","-18.933","29.833","1215.0","KWEKWE, ZI","  207",",,Q","   93",",,Q"
"ZI000067865","1959-08-21","-18.933","29.833","1215.0","KWEKWE, ZI","  217",",,Q","   73",",,Q"
"ZI000067865","1959-08-22","-18.933","29.833","1215.0","KWEKWE, ZI","  225",",,Q","   74",",,Q"
"ZI000067865","1959-08-23","-18.933","29.833","1215.0","KWEKWE, ZI","  249",",,Q","   61",",,Q"
"ZI000067865","1959-08-24","-18.933","29.833","1215.0","KWEKWE, ZI","  243",",,Q","   51",",,Q"
"ZI000067865","1959-08-25","-18.933","29.833","1215.0","KWEKWE, ZI","  253",",,Q","   41",",,Q"
"ZI000067865","1959-08-26","-18.933","29.833","1215.0","KWEKWE, ZI","  260",",,Q","   68",",,Q"
"ZI000067865","1959-08-27","-18.933","29.833","1215.0","KWEKWE, ZI","  250",",,Q","   45",",,Q"
"ZI000067865","1959-08-28","-18.933","29.833","1215.0","KWEKWE, ZI","  264",",,Q","   62",",,Q"
"ZI000067865","1959-08-29","-18.933","29.833","1215.0","KWEKWE, ZI","  289",",,Q","   56",",,Q"
"ZI000067865","1959-08-30","-18.933","29.833","1215.0","KWEKWE, ZI","  306",",,Q","   72",",,Q"
"ZI000067865","1959-08-31","-18.933","29.833","1215.0","KWEKWE, ZI","  309",",,Q","   94",",,Q"
"ZI000067865","1959-09-01","-18.933","29.833","1215.0","KWEKWE, ZI","  201",",,Q","  101",",,Q"
"ZI000067865","1959-09-02","-18.933","29.833","1215.0","KWEKWE, ZI","  263",",,Q","   89",",,Q"
"ZI000067865","1959-09-03","-18.933","29.833","1215.0","KWEKWE, ZI","  269",",,Q","   99",",,Q"
"ZI000067865","1959-09-04","-18.933","29.833","1215.0","KWEKWE, ZI","  278",",,Q","  102",",,Q"
"ZI000067865","1959-09-05","-18.933","29.833","1215.0","KWEKWE, ZI","  277",",,Q","  117",",,Q"
"ZI000067865","1959-09-06","-18.933","29.833","1215.0","KWEKWE, ZI","  278",",,Q","   95",",,Q"
"ZI000067865","1959-09-07","-18.933","29.833","1215.0","KWEKWE, ZI","  289",",,Q","   90",",,Q"
"ZI000067865","1959-09-08","-18.933","29.833","1215.0","KWEKWE, ZI","  306",",,Q","   98",",,Q"
"ZI000067865","1959-09-09","-18.933","29.833","1215.0","KWEKWE, ZI","  314",",,Q","  118",",,Q"
"ZI000067865","1959-09-10","-18.933","29.833","1215.0","KWEKWE, ZI","  280",",,Q","  142",",,Q"
"ZI000067865","1959-09-11","-18.933","29.833","1215.0","KWEKWE, ZI","  289",",,Q","  137",",,Q"
"ZI000067865","1959-09-12","-18.933","29.833","1215.0","KWEKWE, ZI","  304",",,Q","   95",",,Q"
"ZI000067865","1959-09-13","-18.933","29.833","1215.0","KWEKWE, ZI","  313",",,Q","  112",",,Q"
"ZI000067865","1959-09-14","-18.933","29.833","1215.0","KWEKWE, ZI","  249",",,Q","  128",",,Q"
"ZI000067865","1959-09-15","-18.933","29.833","1215.0","KWEKWE, ZI","  246",",,Q","   92",",,Q"
"ZI000067865","1959-09-16","-18.933","29.833","1215.0","KWEKWE, ZI","  262",",,Q","   98",",,Q"
"ZI000067865","1959-09-17","-18.933","29.833","1215.0","KWEKWE, ZI","  251",",,Q","  123",",,Q"
"ZI000067865","1959-09-18","-18.933","29.833","1215.0","KWEKWE, ZI","  269",",,Q","  104",",,Q"
"ZI000067865","1959-09-19","-18.933","29.833","1215.0","KWEKWE, ZI","  288",",,Q","  103",",,Q"
"ZI000067865","1959-09-20","-18.933","29.833","1215.0","KWEKWE, ZI","  293",",,Q","  111",",,Q"
"ZI000067865","1959-09-21","-18.933","29.833","1215.0","KWEKWE, ZI","  301",",,Q","  130",",,Q"
"ZI000067865","1959-09-22","-18.933","29.833","1215.0","KWEKWE, ZI","  327",",,Q","  129",",,Q"
"ZI000067865","1959-09-23","-18.933","29.833","1215.0","KWEKWE, ZI","  291",",,Q","  157",",,Q"
"ZI000067865","1959-09-24","-18.933","29.833","1215.0","KWEKWE, ZI","  266",",,Q","  107",",,Q"
"ZI000067865","1959-09-25","-18.933","29.833","1215.0","KWEKWE, ZI","  292",",,Q","   72",",,Q"
"ZI000067865","1959-09-26","-18.933","29.833","1215.0","KWEKWE, ZI","  323",",,Q","   73",",,Q"
"ZI000067865","1959-09-27","-18.933","29.833","1215.0","KWEKWE, ZI","  301",",,Q","  113",",,Q"
"ZI000067865","1959-09-28","-18.933","29.833","1215.0","KWEKWE, ZI","  313",",,Q","   94",",,Q"
"ZI000067865","1959-09-29","-18.933","29.833","1215.0","KWEKWE, ZI","  319",",,Q","   84",",,Q"
"ZI000067865","1959-09-30","-18.933","29.833","1215.0","KWEKWE, ZI","  309",",,Q","  103",",,Q"
"ZI000067865","1959-10-01","-18.933","29.833","1215.0","KWEKWE, ZI","  324",",,Q","  114",",,Q"
"ZI000067865","1959-10-02","-18.933","29.833","1215.0","KWEKWE, ZI","  331",",,Q","  154",",,Q"
"ZI000067865","1959-10-03","-18.933","29.833","1215.0","KWEKWE, ZI","  362",",,Q","  151",",,Q"
"ZI000067865","1959-10-04","-18.933","29.833","1215.0","KWEKWE, ZI","  342",",,Q","  180",",,Q"
"ZI000067865","1959-10-05","-18.933","29.833","1215.0","KWEKWE, ZI","  334",",,Q","  142",",,Q"
"ZI000067865","1959-10-06","-18.933","29.833","1215.0","KWEKWE, ZI","  223",",,Q","  167",",,Q"
"ZI000067865","1959-10-07","-18.933","29.833","1215.0","KWEKWE, ZI","  245",",,Q","  114",",,Q"
"ZI000067865","1959-10-08","-18.933","29.833","1215.0","KWEKWE, ZI","  286",",,Q","   84",",,Q"
"ZI000067865","1959-10-09","-18.933","29.833","1215.0","KWEKWE, ZI","  302",",,Q","  118",",,Q"
"ZI000067865","1959-10-10","-18.933","29.833","1215.0","KWEKWE, ZI","  326",",,Q","  117",",,Q"
"ZI000067865","1959-10-11","-18.933","29.833","1215.0","KWEKWE, ZI","  340",",,Q","  121",",,Q"
"ZI000067865","1959-10-12","-18.933","29.833","1215.0","KWEKWE, ZI","  351",",,Q","  145",",,Q"
"ZI000067865","1959-10-13","-18.933","29.833","1215.0","KWEKWE, ZI","  356",",,Q","  175",",,Q"
"ZI000067865","1959-10-14","-18.933","29.833","1215.0","KWEKWE, ZI","  344",",,Q","  161",",,Q"
"ZI000067865","1959-10-15","-18.933","29.833","1215.0","KWEKWE, ZI","  327",",,Q","  153",",,Q"
"ZI000067865","1959-10-16","-18.933","29.833","1215.0","KWEKWE, ZI","  340",",,Q","  139",",,Q"
"ZI000067865","1959-10-17","-18.933","29.833","1215.0","KWEKWE, ZI","  360",",,Q","  133",",,Q"
"ZI000067865","1959-10-18","-18.933","29.833","1215.0","KWEKWE, ZI","  362",",,Q","  118",",,Q"
"ZI000067865","1959-10-19","-18.933","29.833","1215.0","KWEKWE, ZI","  354",",,Q","  161",",,Q"
"ZI000067865","1959-10-20","-18.933","29.833","1215.0","KWEKWE, ZI","  322",",,Q","  171",",,Q"
"ZI000067865","1959-10-21","-18.933","29.833","1215.0","KWEKWE, ZI","  324",",,Q","  133",",,Q"
"ZI000067865","1959-10-22","-18.933","29.833","1215.0","KWEKWE, ZI","  311",",,Q","  145",",,Q"
"ZI000067865","1959-10-23","-18.933","29.833","1215.0","KWEKWE, ZI","  331",",,Q","  144",",,Q"
"ZI000067865","1959-10-24","-18.933","29.833","1215.0","KWEKWE, ZI","  321",",,Q","  178",",,Q"
"ZI000067865","1959-10-25","-18.933","29.833","1215.0","KWEKWE, ZI","  313",",,Q","  139",",,Q"
"ZI000067865","1959-10-26","-18.933","29.833","1215.0","KWEKWE, ZI","  328",",,Q","  154",",,Q"
"ZI000067865","1959-10-27","-18.933","29.833","1215.0","KWEKWE, ZI","  334",",,Q","  139",",,Q"
"ZI000067865","1959-10-28","-18.933","29.833","1215.0","KWEKWE, ZI","  329",",,Q","  156",",,Q"
"ZI000067865","1959-10-29","-18.933","29.833","1215.0","KWEKWE, ZI","  327",",,Q","  166",",,Q"
"ZI000067865","1959-10-30","-18.933","29.833","1215.0","KWEKWE, ZI","  344",",,Q","  176",",,Q"
"ZI000067865","1959-10-31","-18.933","29.833","1215.0","KWEKWE, ZI","  362",",,Q","  167",",,Q"
"ZI000067865","1959-11-01","-18.933","29.833","1215.0","KWEKWE, ZI","  322",",,Q","  198",",,Q"
"ZI000067865","1959-11-02","-18.933","29.833","1215.0","KWEKWE, ZI","  313",",,Q","  197",",,Q"
"ZI000067865","1959-11-03","-18.933","29.833","1215.0","KWEKWE, ZI","  239",",,Q","  144",",,Q"
"ZI000067865","1959-11-04","-18.933","29.833","1215.0","KWEKWE, ZI","  257",",,Q","  143",",,Q"
"ZI000067865","1959-11-05","-18.933","29.833","1215.0","KWEKWE, ZI","  310",",,Q","  100",",,Q"
"ZI000067865","1959-11-06","-18.933","29.833","1215.0","KWEKWE, ZI","  324",",,Q","  100",",,Q"
"ZI000067865","1959-11-07","-18.933","29.833","1215.0","KWEKWE, ZI","  318",",,Q","  140",",,Q"
"ZI000067865","1959-11-08","-18.933","29.833","1215.0","KWEKWE, ZI","  339",",,Q","  156",",,Q"
"ZI000067865","1959-11-09","-18.933","29.833","1215.0","KWEKWE, ZI","  350",",,Q","  175",",,Q"
"ZI000067865","1959-11-10","-18.933","29.833","1215.0","KWEKWE, ZI","  354",",,Q","  196",",,Q"
"ZI000067865","1959-11-11","-18.933","29.833","1215.0","KWEKWE, ZI","  301",",,Q","  172",",,Q"
"ZI000067865","1959-11-12","-18.933","29.833","1215.0","KWEKWE, ZI","  308",",,Q","  167",",,Q"
"ZI000067865","1959-11-13","-18.933","29.833","1215.0","KWEKWE, ZI","  312",",,Q","  184",",,Q"
"ZI000067865","1959-11-14","-18.933","29.833","1215.0","KWEKWE, ZI","  257",",,Q","  189",",,Q"
"ZI000067865","1959-11-15","-18.933","29.833","1215.0","KWEKWE, ZI","  283",",,Q","  178",",,Q"
"ZI000067865","1959-11-16","-18.933","29.833","1215.0","KWEKWE, ZI","  243",",,Q","  178",",,Q"
"ZI000067865","1959-11-17","-18.933","29.833","1215.0","KWEKWE, ZI","  281",",,Q","  182",",,Q"
"ZI000067865","1959-11-18","-18.933","29.833","1215.0","KWEKWE, ZI","  312",",,Q","  169",",,Q"
"ZI000067865","1959-11-19","-18.933","29.833","1215.0","KWEKWE, ZI","  284",",,Q","  173",",,Q"
"ZI000067865","1959-11-20","-18.933","29.833","1215.0","KWEKWE, ZI","  271",",,Q","  174",",,Q"
"ZI000067865","1959-11-21","-18.933","29.833","1215.0","KWEKWE, ZI","  284",",,Q","  143",",,Q"
"ZI000067865","1959-11-22","-18.933","29.833","1215.0","KWEKWE, ZI","  289",",,Q","  128",",,Q"
"ZI000067865","1959-11-23","-18.933","29.833","1215.0","KWEKWE, ZI","  297",",,Q","  123",",,Q"
"ZI000067865","1959-11-24","-18.933","29.833","1215.0","KWEKWE, ZI","  299",",,Q","  109",",,Q"
"ZI000067865","1959-11-25","-18.933","29.833","1215.0","KWEKWE, ZI","  320",",,Q","  116",",,Q"
"ZI000067865","1959-11-26","-18.933","29.833","1215.0","KWEKWE, ZI","  322",",,Q","  154",",,Q"
"ZI000067865","1959-11-27","-18.933","29.833","1215.0","KWEKWE, ZI","  340",",,Q","  144",",,Q"
"ZI000067865","1959-11-28","-18.933","29.833","1215.0","KWEKWE, ZI","  350",",,Q","  161",",,Q"
"ZI000067865","1959-11-29","-18.933","29.833","1215.0","KWEKWE, ZI","  331",",,Q","  168",",,Q"
"ZI000067865","1959-11-30","-18.933","29.833","1215.0","KWEKWE, ZI","  349",",,Q","  156",",,Q"
