"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"ZI000067861","1963-07-20","-18.217","28.933","1282.0","GOKWE, ZI","    0",",,Q","  250",",,Q","   73",",,Q"
"ZI000067861","1963-07-21","-18.217","28.933","1282.0","GOKWE, ZI","    0",",,Q","  223",",,Q","   95",",,Q"
"ZI000067861","1963-07-22","-18.217","28.933","1282.0","GOKWE, ZI","    0",",,Q","  228",",,Q","   96",",,Q"
"ZI000067861","1963-07-23","-18.217","28.933","1282.0","GOKWE, ZI","    0",",,Q","  244",",,Q","   67",",,Q"
"ZI000067861","1963-07-24","-18.217","28.933","1282.0","GOKWE, ZI","    0",",,Q","  245",",,Q","  111",",,Q"
"ZI000067861","1963-07-25","-18.217","28.933","1282.0","GOKWE, ZI","    0",",,Q","  246",",,Q","  115",",,Q"
"ZI000067861","1963-07-26","-18.217","28.933","1282.0","GOKWE, ZI","    0",",,Q","  253",",,Q","   95",",,Q"
"ZI000067861","1963-07-27","-18.217","28.933","1282.0","GOKWE, ZI","    0",",,Q","  200",",,Q","  109",",,Q"
"ZI000067861","1963-07-28","-18.217","28.933","1282.0","GOKWE, ZI","    0",",,Q","  212",",,Q","  105",",,Q"
"ZI000067861","1963-07-29","-18.217","28.933","1282.0","GOKWE, ZI","    0",",,Q","  208",",,Q","  101",",,Q"
"ZI000067861","1963-07-30","-18.217","28.933","1282.0","GOKWE, ZI","    0",",,Q","  226",",,Q","   37",",,Q"
"ZI000067861","1963-07-31","-18.217","28.933","1282.0","GOKWE, ZI","    0",",,Q","  233",",,Q","   84",",,Q"
"ZI000067861","1963-08-01","-18.217","28.933","1282.0","GOKWE, ZI","    0",",,Q","  206",",,Q","  123",",,Q"
"ZI000067861","1963-08-02","-18.217","28.933","1282.0","GOKWE, ZI","    0",",,Q","  222",",,Q","  105",",,Q"
"ZI000067861","1963-08-03","-18.217","28.933","1282.0","GOKWE, ZI","    0",",,Q","  207",",,Q","  119",",,Q"
