"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"ZI000067781","1951-07-01","-17.417","32.217","1244.0","MUTOKO, ZI","    0",",,Q","  235",",,Q","   82",",,Q"
"ZI000067781","1951-07-02","-17.417","32.217","1244.0","MUTOKO, ZI","    0",",,Q","  233",",,Q","  102",",,Q"
"ZI000067781","1951-07-03","-17.417","32.217","1244.0","MUTOKO, ZI","    0",",,Q","  241",",,Q","  101",",,Q"
"ZI000067781","1951-07-04","-17.417","32.217","1244.0","MUTOKO, ZI","    0",",,Q","  239",",,Q","   91",",,Q"
"ZI000067781","1951-07-05","-17.417","32.217","1244.0","MUTOKO, ZI","    0",",,Q","  222",",,Q","   90",",,Q"
"ZI000067781","1951-07-06","-17.417","32.217","1244.0","MUTOKO, ZI","    0",",,Q","  206",",,Q","   81",",,Q"
"ZI000067781","1951-07-07","-17.417","32.217","1244.0","MUTOKO, ZI","    0",",,Q","  185",",,Q","   73",",,Q"
"ZI000067781","1951-07-08","-17.417","32.217","1244.0","MUTOKO, ZI","    0",",,Q","  181",",,Q","   80",",,Q"
"ZI000067781","1951-07-09","-17.417","32.217","1244.0","MUTOKO, ZI","    0",",,Q","  181",",,Q","   68",",,Q"
"ZI000067781","1951-07-10","-17.417","32.217","1244.0","MUTOKO, ZI","    0",",,Q","  201",",,Q","   61",",,Q"
"ZI000067781","1951-07-11","-17.417","32.217","1244.0","MUTOKO, ZI","    0",",,Q","  211",",,Q","   66",",,Q"
"ZI000067781","1951-07-12","-17.417","32.217","1244.0","MUTOKO, ZI","    0",",,Q","  190",",,Q","   55",",,Q"
"ZI000067781","1951-07-13","-17.417","32.217","1244.0","MUTOKO, ZI","    0",",,Q","  193",",,Q","   53",",,Q"
"ZI000067781","1951-07-14","-17.417","32.217","1244.0","MUTOKO, ZI","    0",",,Q","  217",",,Q","   78",",,Q"
"ZI000067781","1951-07-15","-17.417","32.217","1244.0","MUTOKO, ZI","    0",",,Q","  239",",,Q","   92",",,Q"
"ZI000067781","1951-07-16","-17.417","32.217","1244.0","MUTOKO, ZI","    0",",,Q","  238",",,Q","  101",",,Q"
