TMAX,TMIN,PRCP,SNOW,SNWD,DATE,STATION
  328,  206,    0,    0,    0,1981-07-01,USC00413507
  333,  222,    0,    0,    0,1981-07-02,USC00413507
  344,  217,    0,    0,    0,1981-07-03,USC00413507
  333,  217,    3,    0,    0,1981-07-04,USC00413507
  300,  217,   36,    0,    0,1981-07-05,USC00413507
  283,  200,   53,    0,    0,1981-07-06,USC00413507
  294,  189,    0,    0,    0,1981-07-07,USC00413507
  294,  189,   97,    0,    0,1981-07-08,USC00413507
  322,  183,    0,    0,    0,1981-07-09,USC00413507
  328,  211,   13,    0,    0,1981-07-10,USC00413507
  356,  194,    0,    0,    0,1981-07-11,USC00413507
  344,  211,    0,    0,    0,1981-07-12,USC00413507
  339,  211,   13,    0,    0,1981-07-13,USC00413507
  339,  211,    0,    0,    0,1981-07-14,USC00413507
  344,  211,    0,    0,    0,1981-07-15,USC00413507
  344,  206,    0,    0,    0,1981-07-16,USC00413507
  339,  222,    0,    0,    0,1981-07-17,USC00413507
  350,  222,    0,    0,    0,1981-07-18,USC00413507
  350,  222,    0,    0,    0,1981-07-19,USC00413507
  361,  222,    0,    0,    0,1981-07-20,USC00413507
  361,  217,    0,    0,    0,1981-07-21,USC00413507
  372,  211,    0,    0,    0,1981-07-22,USC00413507
  361,  211,    0,    0,    0,1981-07-23,USC00413507
  367,  211,    0,    0,    0,1981-07-24,USC00413507
  367,  206,    0,    0,    0,1981-07-25,USC00413507
  356,  206,    0,    0,    0,1981-07-26,USC00413507
  361,  206,    8,    0,    0,1981-07-27,USC00413507
  344,  206,   18,    0,    0,1981-07-28,USC00413507
  356,  217,    0,    0,    0,1981-07-29,USC00413507
  356,  217,    0,    0,    0,1981-07-30,USC00413507
  361,  206,    0,    0,    0,1981-07-31,USC00413507
  361,  206,    0,    0,    0,1981-08-01,USC00413507
  361,  217,    0,    0,    0,1981-08-02,USC00413507
  350,  206,    0,    0,    0,1981-08-03,USC00413507
  367,  211,    0,    0,    0,1981-08-04,USC00413507
  361,  222,    0,    0,    0,1981-08-05,USC00413507
  367,  222,    0,    0,    0,1981-08-06,USC00413507
  372,  222,    0,    0,    0,1981-08-07,USC00413507
  361,  194,    0,    0,    0,1981-08-08,USC00413507
  361,  172,    0,    0,    0,1981-08-09,USC00413507
  367,  189,    0,    0,    0,1981-08-10,USC00413507
