TMAX,TMIN,PRCP,SNOW,SNWD,DATE,STATION
  189,   33,    0,    0,    0,1929-03-16,USC00413546
  150,   17,    0,    0,    0,1929-03-17,USC00413546
  161,   78,    0,    0,    0,1929-03-18,USC00413546
  183,   89,    0,    0,    0,1929-03-19,USC00413546
  233,  106,    0,    0,    0,1929-03-20,USC00413546
  233,  117,   13,    0,    0,1929-03-21,USC00413546
  228,  122,    0,    0,    0,1929-03-22,USC00413546
  272,  167,    0,    0,    0,1929-03-23,USC00413546
  311,  156,    0,    0,    0,1929-03-24,USC00413546
  317,  178,    0,    0,    0,1929-03-25,USC00413546
  278,  200,    0,    0,    0,1929-03-26,USC00413546
  278,  161,  140,    0,    0,1929-03-27,USC00413546
  278,  150,    0,    0,    0,1929-03-28,USC00413546
  211,  128,   51,    0,    0,1929-03-29,USC00413546
  222,  117,    0,    0,    0,1929-03-30,USC00413546
  289,  189,    0,    0,    0,1929-03-31,USC00413546
  194,   61,    0,    0,    0,1929-04-01,USC00413546
  244,   61,    0,    0,    0,1929-04-02,USC00413546
  272,  133,    0,    0,    0,1929-04-03,USC00413546
  289,  133,    0,    0,    0,1929-04-04,USC00413546
  294,  200,    0,    0,    0,1929-04-05,USC00413546
  294,  189,    0,    0,    0,1929-04-06,USC00413546
  289,  200,    0,    0,    0,1929-04-07,USC00413546
  233,  178,  157,    0,    0,1929-04-08,USC00413546
  256,  150,  160,    0,    0,1929-04-09,USC00413546
  278,  167,    0,    0,    0,1929-04-10,USC00413546
,  111,    0,    0,    0,1929-04-11,USC00413546
  244,   50,    0,    0,    0,1929-04-12,USC00413546
  222,  167,   89,    0,    0,1929-04-13,USC00413546
  261,  144,    0,    0,    0,1929-04-14,USC00413546
  172,  122,  102,    0,    0,1929-04-15,USC00413546
  222,   61,    0,    0,    0,1929-04-16,USC00413546
  267,   89,    0,    0,    0,1929-04-17,USC00413546
  267,  128,    0,    0,    0,1929-04-18,USC00413546
  267,  172,    0,    0,    0,1929-04-19,USC00413546
  306,  172,   33,    0,    0,1929-04-20,USC00413546
  244,  183,    0,    0,    0,1929-04-21,USC00413546
  194,  100,    0,    0,    0,1929-04-22,USC00413546
  256,   83,    0,    0,    0,1929-04-23,USC00413546
  239,  100,    0,    0,    0,1929-04-24,USC00413546
  211,   61,  419,    0,    0,1929-04-25,USC00413546
  294,   83,    0,    0,    0,1929-04-26,USC00413546
  239,   72,    0,    0,    0,1929-04-27,USC00413546
  306,  161,    0,    0,    0,1929-04-28,USC00413546
  289,  133,    0,    0,    0,1929-04-29,USC00413546
,  122,    0,    0,    0,1929-04-30,USC00413546
