TMAX,TMIN,PRCP,SNOW,SNWD,DATE,STATION
    0, -122,    0,    0,,1894-01-01,USW00094014
 -211, -244,    0,    0,,1894-01-02,USW00094014
 -178, -289,    0,    0,,1894-01-03,USW00094014
 -144, -256,    0,    0,,1894-01-04,USW00094014
 -217, -278,    0,    0,,1894-01-05,USW00094014
 -272, -378,    0,    0,,1894-01-06,USW00094014
 -233, -372,    0,    0,,1894-01-07,USW00094014
 -272, -372,    0,    0,,1894-01-08,USW00094014
  -50, -339,    0,    0,,1894-01-09,USW00094014
   17, -128,    0,    0,,1894-01-10,USW00094014
  -44, -172,    0,    0,,1894-01-11,USW00094014
   83,  -94,    0,    0,,1894-01-12,USW00094014
   78,   11,    0,    0,,1894-01-13,USW00094014
   78,  -33,    0,    0,,1894-01-14,USW00094014
   61,  -44,    0,    0,,1894-01-15,USW00094014
  -11, -100,  127,  152,,1894-01-16,USW00094014
  -56, -194,   30,   38,,1894-01-17,USW00094014
  -17, -222,    0,    0,,1894-01-18,USW00094014
 -144, -222,    0,    0,,1894-01-19,USW00094014
 -100, -244,   25,   33,,1894-01-20,USW00094014
 -206, -300,    0,    0,,1894-01-21,USW00094014
 -306, -356,    0,    0,,1894-01-22,USW00094014
 -278, -328,    0,    0,,1894-01-23,USW00094014
 -211, -378,    0,    0,,1894-01-24,USW00094014
 -200, -272,    0,    0,,1894-01-25,USW00094014
 -222, -322,    0,    0,,1894-01-26,USW00094014
  -67, -233,   10,   15,,1894-01-27,USW00094014
 -117, -183,   30,   38,,1894-01-28,USW00094014
  -67, -178,    0,    0,,1894-01-29,USW00094014
 -144, -206,    0,    0,,1894-01-30,USW00094014
 -133, -217,    0,    0,,1894-01-31,USW00094014
  -44, -228,    0,    0,,1894-02-01,USW00094014
  -33, -122,    0,    0,,1894-02-02,USW00094014
  -72, -167,    0,    0,,1894-02-03,USW00094014
  -11, -167,    0,    0,,1894-02-04,USW00094014
    6, -106,    0,    0,,1894-02-05,USW00094014
   22, -128,    0,    0,,1894-02-06,USW00094014
    0,  -89,    0,    0,,1894-02-07,USW00094014
  -33, -128,   36,   51,,1894-02-08,USW00094014
 -167, -200,    0,    0,,1894-02-09,USW00094014
 -217, -239,    0,    0,,1894-02-10,USW00094014
 -222, -333,    0,    0,,1894-02-11,USW00094014
 -133, -261,    0,    0,,1894-02-12,USW00094014
 -150, -261,    0,    0,,1894-02-13,USW00094014
 -111, -289,    0,    0,,1894-02-14,USW00094014
  -33, -261,    0,    0,,1894-02-15,USW00094014
 -111, -150,    0,    0,,1894-02-16,USW00094014
 -200, -250,    0,    0,,1894-02-17,USW00094014
 -194, -317,    0,    0,,1894-02-18,USW00094014
 -244, -317,    0,    0,,1894-02-19,USW00094014
 -178, -289,    0,    0,,1894-02-20,USW00094014
  -78, -217,    0,    0,,1894-02-21,USW00094014
 -106, -200,    0,    0,,1894-02-22,USW00094014
  -56, -294,    0,    0,,1894-02-23,USW00094014
    0, -189,    0,    0,,1894-02-24,USW00094014
   33, -167,    0,    0,,1894-02-25,USW00094014
   67,  -67,    0,    0,,1894-02-26,USW00094014
   11, -106,    0,    0,,1894-02-27,USW00094014
   56,  -17,    0,    0,,1894-02-28,USW00094014
   67,  -44,    0,    0,,1894-03-01,USW00094014
  100,   11,    0,    0,,1894-03-02,USW00094014
  -94, -139,    0,    0,,1894-03-03,USW00094014
 -144, -178,   23,   25,,1894-03-04,USW00094014
 -117, -178,   46,   51,,1894-03-05,USW00094014
  -61, -200,    0,    0,,1894-03-06,USW00094014
