TMAX,TMIN,PRCP,SNOW,SNWD,DATE,STATION
,,    0,,,1900-08-01,USW00026617
,,    0,,,1900-08-02,USW00026617
,,    0,,,1900-08-03,USW00026617
,,    0,,,1900-08-04,USW00026617
,,    0,,,1900-08-05,USW00026617
,,    0,,,1900-08-06,USW00026617
,,    0,,,1900-08-07,USW00026617
,,    0,,,1900-08-08,USW00026617
,,    0,,,1900-08-09,USW00026617
,,    0,,,1900-08-10,USW00026617
,,    0,,,1900-08-11,USW00026617
,,    0,,,1900-08-12,USW00026617
  111,   56,    0,,,1900-08-13,USW00026617
  128,   61,    0,,,1900-08-14,USW00026617
  144,   22,    0,,,1900-08-15,USW00026617
  117,    6,    0,,,1900-08-16,USW00026617
  144,   -6,    0,,,1900-08-17,USW00026617
  144,    0,    0,,,1900-08-18,USW00026617
  150,  -22,    0,,,1900-08-19,USW00026617
  106,   33,    0,,,1900-08-20,USW00026617
  128,    6,   51,,,1900-08-21,USW00026617
  117,  -17,    0,,,1900-08-22,USW00026617
  122,   11,    0,,,1900-08-23,USW00026617
  117,   11,   51,,,1900-08-24,USW00026617
  144,   61,    0,,,1900-08-25,USW00026617
  128,   17,    0,,,1900-08-26,USW00026617
  111,   44,   51,,,1900-08-27,USW00026617
  111,   33,    0,,,1900-08-28,USW00026617
  128,   39,    0,,,1900-08-29,USW00026617
  133,   28,    0,,,1900-08-30,USW00026617
  117,   44,    0,,,1900-08-31,USW00026617
  111,   22,,,,1900-09-01,USW00026617
  106,   11,  203,,,1900-09-02,USW00026617
  106,   61,  191,,,1900-09-03,USW00026617
  106,   11,    0,,,1900-09-04,USW00026617
   78,    0,    0,,,1900-09-05,USW00026617
   94,   33,   25,,,1900-09-06,USW00026617
,  -11,  127,,,1900-09-07,USW00026617
  106,   22,   25,,,1900-09-08,USW00026617
  156,  111,   25,,,1900-09-09,USW00026617
   89,  -22,   51,,,1900-09-10,USW00026617
   67,  -44,   25,,,1900-09-11,USW00026617
   89,    0,  254,,,1900-09-12,USW00026617
  100,   44,  381,,,1900-09-13,USW00026617
