TMAX,TMIN,PRCP,SNOW,SNWD,DATE,STATION
  -11, -161,   64,   64,,1893-12-01,USW00014848
  -94, -178,  102,  102,,1893-12-02,USW00014848
  -28, -100,  229,  229,,1893-12-03,USW00014848
  -39, -172,   76,   76,,1893-12-04,USW00014848
    6,  -89,    0,    0,,1893-12-05,USW00014848
  -22, -161,    0,    0,,1893-12-06,USW00014848
  -50, -133,,    0,,1893-12-07,USW00014848
   39,  -72,,    0,,1893-12-08,USW00014848
   33,   17,,    0,,1893-12-09,USW00014848
   17,  -78,    0,    0,,1893-12-10,USW00014848
   39,  -89,   25,   25,,1893-12-11,USW00014848
   33, -111,    0,    0,,1893-12-12,USW00014848
  -56, -128,    0,    0,,1893-12-13,USW00014848
    0,  -67,    0,    0,,1893-12-14,USW00014848
  122,    0,  201,    0,,1893-12-15,USW00014848
  117,  -44,   25,   13,,1893-12-16,USW00014848
  -22,  -78,   25,   25,,1893-12-17,USW00014848
   28, -133,    0,    0,,1893-12-18,USW00014848
   22,  -78,   13,   13,,1893-12-19,USW00014848
  -28, -122,    0,    0,,1893-12-20,USW00014848
   56,  -39,    0,    0,,1893-12-21,USW00014848
  106,   28,   10,    0,,1893-12-22,USW00014848
  128,   56,    5,    0,,1893-12-23,USW00014848
  156,   94,    3,    0,,1893-12-24,USW00014848
  139,   -6,   13,    0,,1893-12-25,USW00014848
   -6, -117,    0,    0,,1893-12-26,USW00014848
   39,  -28,    0,    0,,1893-12-27,USW00014848
   94,   17,   25,    0,,1893-12-28,USW00014848
   44,  -11,    0,    0,,1893-12-29,USW00014848
   -6,  -39,   25,   25,,1893-12-30,USW00014848
    6, -100,    0,    0,,1893-12-31,USW00014848
   44,  -56,,,,1894-01-01,USW00014848
   89,   -6,,,,1894-01-02,USW00014848
   78,   22,,,,1894-01-03,USW00014848
   94,   -6,,,,1894-01-04,USW00014848
   17,  -17,   20,,,1894-01-05,USW00014848
    0,  -39,,,,1894-01-06,USW00014848
  -33, -117,,,,1894-01-07,USW00014848
   -6,  -94,,,,1894-01-08,USW00014848
   22,  -44,,,,1894-01-09,USW00014848
   22,  -67,,,,1894-01-10,USW00014848
   17,  -44,,,,1894-01-11,USW00014848
  -17,  -94,,,,1894-01-12,USW00014848
   83,  -39,,,,1894-01-13,USW00014848
   72,   -6,,,,1894-01-14,USW00014848
   72,   44,,,,1894-01-15,USW00014848
   83,   33,   25,,,1894-01-16,USW00014848
  150,   39,,,,1894-01-17,USW00014848
  133,    6,    0,,,1894-01-18,USW00014848
   44,  -56,,,,1894-01-19,USW00014848
  117,   22,  142,,,1894-01-20,USW00014848
  100,   11,,,,1894-01-21,USW00014848
   33,  -39,,,,1894-01-22,USW00014848
  -33,  -61,   38,,,1894-01-23,USW00014848
  -44, -183,  137,  140,,1894-01-24,USW00014848
 -106, -233,,,,1894-01-25,USW00014848
  -67, -167,,,,1894-01-26,USW00014848
  -89, -172,,,,1894-01-27,USW00014848
   11, -156,,,,1894-01-28,USW00014848
    6,  -50,    5,,,1894-01-29,USW00014848
