TMAX,TMIN,PRCP,SNOW,SNWD,DATE,STATION
  200,   61,    0,,,1885-05-01,USW00013984
  194,  139,    0,,,1885-05-02,USW00013984
  239,  111,   46,,,1885-05-03,USW00013984
  261,  100,    0,,,1885-05-04,USW00013984
  217,  111,    0,,,1885-05-05,USW00013984
  189,   61,    0,,,1885-05-06,USW00013984
  106,    6,    0,,,1885-05-07,USW00013984
  156,   -6,    0,,,1885-05-08,USW00013984
  144,   17,    0,,,1885-05-09,USW00013984
  178,    6,    0,,,1885-05-10,USW00013984
  156,   67,   20,,,1885-05-11,USW00013984
  200,   33,    0,,,1885-05-12,USW00013984
  200,   78,    0,,,1885-05-13,USW00013984
  228,  111,    0,,,1885-05-14,USW00013984
  250,  156,  305,,,1885-05-15,USW00013984
  172,  122,   33,,,1885-05-16,USW00013984
  211,  106,    0,,,1885-05-17,USW00013984
  200,   78,    0,,,1885-05-18,USW00013984
  167,   94,   38,,,1885-05-19,USW00013984
  228,  111,   25,,,1885-05-20,USW00013984
  261,  133,   20,,,1885-05-21,USW00013984
  272,  133,    0,,,1885-05-22,USW00013984
  289,  172,   25,,,1885-05-23,USW00013984
  250,  150,  102,,,1885-05-24,USW00013984
  233,   78,    0,,,1885-05-25,USW00013984
  211,  133,   15,,,1885-05-26,USW00013984
  239,  156,   38,,,1885-05-27,USW00013984
  217,  139,    0,,,1885-05-28,USW00013984
  200,  133,    0,,,1885-05-29,USW00013984
  267,  111,    0,,,1885-05-30,USW00013984
  211,   94,    0,,,1885-05-31,USW00013984
  294,  178,    0,,,1885-06-01,USW00013984
  322,  200,    0,,,1885-06-02,USW00013984
  339,  194,    0,,,1885-06-03,USW00013984
  328,  178,    0,,,1885-06-04,USW00013984
  311,  189,    0,,,1885-06-05,USW00013984
  311,  189,    0,,,1885-06-06,USW00013984
  278,  189,    0,,,1885-06-07,USW00013984
  194,  122,    0,,,1885-06-08,USW00013984
  189,   94,    0,,,1885-06-09,USW00013984
  283,  111,    5,,,1885-06-10,USW00013984
  300,  161,    3,,,1885-06-11,USW00013984
  383,  217,   18,,,1885-06-12,USW00013984
  306,  156,    0,,,1885-06-13,USW00013984
  350,  200,    3,,,1885-06-14,USW00013984
  289,  128,    0,,,1885-06-15,USW00013984
  250,   78,    3,,,1885-06-16,USW00013984
  256,  128,    0,,,1885-06-17,USW00013984
  272,  150,    0,,,1885-06-18,USW00013984
  294,  172,  109,,,1885-06-19,USW00013984
  311,  178,  112,,,1885-06-20,USW00013984
  222,  144,    0,,,1885-06-21,USW00013984
  156,  117,    0,,,1885-06-22,USW00013984
  178,  111,    0,,,1885-06-23,USW00013984
  239,  128,   43,,,1885-06-24,USW00013984
  283,  161,    3,,,1885-06-25,USW00013984
  339,  183,    0,,,1885-06-26,USW00013984
  350,  167,    0,,,1885-06-27,USW00013984
  300,  189,    0,,,1885-06-28,USW00013984
  278,  150,    3,,,1885-06-29,USW00013984
  233,  172,    0,,,1885-06-30,USW00013984
  189,  111,  170,,,1885-07-01,USW00013984
  183,  139,   13,,,1885-07-02,USW00013984
  272,  172,    0,,,1885-07-03,USW00013984
  300,  167,  102,,,1885-07-04,USW00013984
  211,  167,  163,,,1885-07-05,USW00013984
  278,  122,    0,,,1885-07-06,USW00013984
  317,  161,    0,,,1885-07-07,USW00013984
  328,  211,    0,,,1885-07-08,USW00013984
  267,  200,    0,,,1885-07-09,USW00013984
  228,  144,  241,,,1885-07-10,USW00013984
  233,  172,    0,,,1885-07-11,USW00013984
  289,  167,    0,,,1885-07-12,USW00013984
  322,  200,    3,,,1885-07-13,USW00013984
  344,  211,    0,,,1885-07-14,USW00013984
  344,  211,    3,,,1885-07-15,USW00013984
  300,  189,    0,,,1885-07-16,USW00013984
  256,  139,    0,,,1885-07-17,USW00013984
  333,  222,    0,,,1885-07-18,USW00013984
  339,  217,    0,,,1885-07-19,USW00013984
  333,  228,    0,,,1885-07-20,USW00013984
  289,  222,    0,,,1885-07-21,USW00013984
  333,  200,    0,,,1885-07-22,USW00013984
  344,  222,    0,,,1885-07-23,USW00013984
  283,  178,  442,,,1885-07-24,USW00013984
  294,  189,   25,,,1885-07-25,USW00013984
  300,  200,   25,,,1885-07-26,USW00013984
  317,  200,   15,,,1885-07-27,USW00013984
  344,  217,    0,,,1885-07-28,USW00013984
  344,  239,    0,,,1885-07-29,USW00013984
  339,  222,   30,,,1885-07-30,USW00013984
  261,  206,   13,,,1885-07-31,USW00013984
  322,  189,    0,,,1885-08-01,USW00013984
  272,  172,    0,,,1885-08-02,USW00013984
  289,  156,   20,,,1885-08-03,USW00013984
  311,  189,    0,,,1885-08-04,USW00013984
  294,  189,    0,,,1885-08-05,USW00013984
  322,  211,    0,,,1885-08-06,USW00013984
  344,  206,    0,,,1885-08-07,USW00013984
  294,  133,    0,,,1885-08-08,USW00013984
  283,  139,    0,,,1885-08-09,USW00013984
  294,  139,    0,,,1885-08-10,USW00013984
  328,  200,    0,,,1885-08-11,USW00013984
  289,  183,    0,,,1885-08-12,USW00013984
  278,  156,    0,,,1885-08-13,USW00013984
  294,  117,   76,,,1885-08-14,USW00013984
  289,  139,    0,,,1885-08-15,USW00013984
  311,  144,    0,,,1885-08-16,USW00013984
  328,  189,    0,,,1885-08-17,USW00013984
  300,  200,    0,,,1885-08-18,USW00013984
  278,  156,    0,,,1885-08-19,USW00013984
  361,  150,    0,,,1885-08-20,USW00013984
  256,  144,    0,,,1885-08-21,USW00013984
  317,  133,  218,,,1885-08-22,USW00013984
  339,  183,   15,,,1885-08-23,USW00013984
  267,  183,   30,,,1885-08-24,USW00013984
  217,  139,    0,,,1885-08-25,USW00013984
  189,   94,    3,,,1885-08-26,USW00013984
  244,  122,    0,,,1885-08-27,USW00013984
  300,  144,    0,,,1885-08-28,USW00013984
  211,  144,    0,,,1885-08-29,USW00013984
  261,   78,    0,,,1885-08-30,USW00013984
