TMAX,TMIN,PRCP,DATE,STATION
,,   23,1977-11-14,MXN00032109
  172,   56,    0,1977-11-15,MXN00032109
  200,   72,    0,1977-11-16,MXN00032109
  222,   89,   48,1977-11-17,MXN00032109
  206,   78,    0,1977-11-18,MXN00032109
  228,   83,    0,1977-11-19,MXN00032109
  228,   89,    0,1977-11-20,MXN00032109
  239,   67,    0,1977-11-21,MXN00032109
  250,   61,    0,1977-11-22,MXN00032109
  250,   72,    0,1977-11-23,MXN00032109
  244,   83,    0,1977-11-24,MXN00032109
  228,   61,    0,1977-11-25,MXN00032109
  239,   67,    0,1977-11-26,MXN00032109
  228,   78,    0,1977-11-27,MXN00032109
  217,   72,    0,1977-11-28,MXN00032109
  206,   78,    0,1977-11-29,MXN00032109
  222,   67,    0,1977-11-30,MXN00032109
  222,   50,    0,1977-12-01,MXN00032109
  239,   50,    0,1977-12-02,MXN00032109
  239,   44,    0,1977-12-03,MXN00032109
  239,   61,    0,1977-12-04,MXN00032109
  233,   39,    0,1977-12-05,MXN00032109
  250,   67,    0,1977-12-06,MXN00032109
  206,   83,   28,1977-12-07,MXN00032109
  228,   83,    0,1977-12-08,MXN00032109
  239,    6,    0,1977-12-09,MXN00032109
  244,   67,    0,1977-12-10,MXN00032109
  239,   89,    0,1977-12-11,MXN00032109
  206,   89,    0,1977-12-12,MXN00032109
  222,   61,    0,1977-12-13,MXN00032109
  233,   39,    0,1977-12-14,MXN00032109
  228,   56,    0,1977-12-15,MXN00032109
  228,   28,    0,1977-12-16,MXN00032109
  233,   28,    0,1977-12-17,MXN00032109
  239,   39,    0,1977-12-18,MXN00032109
  233,   39,    0,1977-12-19,MXN00032109
  239,   33,    0,1977-12-20,MXN00032109
  194,   50,    0,1977-12-21,MXN00032109
  206,   28,    0,1977-12-22,MXN00032109
  200,   50,    0,1977-12-23,MXN00032109
  228,   11,    0,1977-12-24,MXN00032109
  233,   11,    0,1977-12-25,MXN00032109
  239,   67,    0,1977-12-26,MXN00032109
  250,   72,    0,1977-12-27,MXN00032109
  267,   94,    0,1977-12-28,MXN00032109
  244,  100,    0,1977-12-29,MXN00032109
  233,   78,    0,1977-12-30,MXN00032109
  250,   67,    0,1977-12-31,MXN00032109
  244,   50,    0,1978-01-01,MXN00032109
  233,   67,    0,1978-01-02,MXN00032109
  228,   33,    0,1978-01-03,MXN00032109
  233,   44,    0,1978-01-04,MXN00032109
  228,   56,    0,1978-01-05,MXN00032109
  228,   44,    0,1978-01-06,MXN00032109
  239,   56,    0,1978-01-07,MXN00032109
  222,   50,    0,1978-01-08,MXN00032109
  200,   50,    0,1978-01-09,MXN00032109
  200,   50,    0,1978-01-10,MXN00032109
  222,   50,    0,1978-01-11,MXN00032109
  211,   44,    0,1978-01-12,MXN00032109
  217,   33,    0,1978-01-13,MXN00032109
  222,   33,    0,1978-01-14,MXN00032109
  211,   50,    0,1978-01-15,MXN00032109
  222,   61,    0,1978-01-16,MXN00032109
  211,   67,    0,1978-01-17,MXN00032109
  200,   83,    0,1978-01-18,MXN00032109
  189,   17,    0,1978-01-19,MXN00032109
  200,    6,    0,1978-01-20,MXN00032109
  200,   44,    0,1978-01-21,MXN00032109
  211,   44,    0,1978-01-22,MXN00032109
  222,   50,    0,1978-01-23,MXN00032109
  222,   67,    0,1978-01-24,MXN00032109
  206,   50,    0,1978-01-25,MXN00032109
  228,   22,    0,1978-01-26,MXN00032109
  239,   17,    0,1978-01-27,MXN00032109
  250,   72,    0,1978-01-28,MXN00032109
  200,   94,    0,1978-01-29,MXN00032109
  256,   78,    0,1978-01-30,MXN00032109
  250,   89,    0,1978-01-31,MXN00032109
  206,  100,    0,1978-02-01,MXN00032109
  233,   94,    0,1978-02-02,MXN00032109
  244,   94,    0,1978-02-03,MXN00032109
  183,   67,    0,1978-02-04,MXN00032109
  206,   67,    0,1978-02-05,MXN00032109
  217,   61,    0,1978-02-06,MXN00032109
  172,   78,    0,1978-02-07,MXN00032109
  189,   17,    0,1978-02-08,MXN00032109
  233,   22,    0,1978-02-09,MXN00032109
  239,   50,    0,1978-02-10,MXN00032109
  250,   56,  104,1978-02-11,MXN00032109
  172,   50,    0,1978-02-12,MXN00032109
  200,   11,    0,1978-02-13,MXN00032109
  200,   33,    0,1978-02-14,MXN00032109
  200,   22,    0,1978-02-15,MXN00032109
  211,   17,    0,1978-02-16,MXN00032109
  206,   33,    0,1978-02-17,MXN00032109
  189,   39,    0,1978-02-18,MXN00032109
  150,   67,    0,1978-02-19,MXN00032109
  156,   44,    0,1978-02-20,MXN00032109
  228,   33,    0,1978-02-21,MXN00032109
  250,   50,    3,1978-02-22,MXN00032109
  239,   61,    0,1978-02-23,MXN00032109
  256,   50,    0,1978-02-24,MXN00032109
  233,   56,    0,1978-02-25,MXN00032109
  244,   61,    0,1978-02-26,MXN00032109
  261,   94,    0,1978-02-27,MXN00032109
  256,   94,    0,1978-02-28,MXN00032109
  239,  100,    0,1978-03-01,MXN00032109
  228,   56,    0,1978-03-02,MXN00032109
  256,   56,    0,1978-03-03,MXN00032109
  267,   72,    0,1978-03-04,MXN00032109
  256,   94,    0,1978-03-05,MXN00032109
  250,   61,    0,1978-03-06,MXN00032109
  239,   50,    0,1978-03-07,MXN00032109
  194,   33,    0,1978-03-08,MXN00032109
  233,   11,    0,1978-03-09,MXN00032109
  239,   39,    0,1978-03-10,MXN00032109
  289,   61,    0,1978-03-11,MXN00032109
  300,   78,    0,1978-03-12,MXN00032109
  283,   61,    0,1978-03-13,MXN00032109
  289,   50,    0,1978-03-14,MXN00032109
  222,   83,    0,1978-03-15,MXN00032109
  250,   28,    0,1978-03-16,MXN00032109
  228,   61,    0,1978-03-17,MXN00032109
  217,   56,    0,1978-03-18,MXN00032109
  272,   50,    0,1978-03-19,MXN00032109
  256,   67,    0,1978-03-20,MXN00032109
  278,   56,    0,1978-03-21,MXN00032109
  294,   67,    0,1978-03-22,MXN00032109
  267,  100,    0,1978-03-23,MXN00032109
  278,   94,    0,1978-03-24,MXN00032109
  300,  106,    0,1978-03-25,MXN00032109
  261,  117,    0,1978-03-26,MXN00032109
  267,   56,    0,1978-03-27,MXN00032109
  278,   83,    0,1978-03-28,MXN00032109
  300,   94,    0,1978-03-29,MXN00032109
  289,  100,    0,1978-03-30,MXN00032109
  322,   94,    0,1978-03-31,MXN00032109
  300,  100,    0,1978-04-01,MXN00032109
  294,  100,    0,1978-04-02,MXN00032109
  300,   89,    0,1978-04-03,MXN00032109
  300,  139,    0,1978-04-04,MXN00032109
  300,  128,    0,1978-04-05,MXN00032109
  289,  150,    0,1978-04-06,MXN00032109
  289,  150,    0,1978-04-07,MXN00032109
  272,  122,    0,1978-04-08,MXN00032109
  267,  128,    0,1978-04-09,MXN00032109
  267,  128,    0,1978-04-10,MXN00032109
  267,  111,    0,1978-04-11,MXN00032109
  278,   72,    0,1978-04-12,MXN00032109
  283,  100,    0,1978-04-13,MXN00032109
