TMAX,TMIN,PRCP,SNWD,DATE,STATION
,,,,1973-01-25,AFM00040948
,,,,1973-01-27,AFM00040948
,,,,1973-01-28,AFM00040948
,,,,1973-01-30,AFM00040948
,,,,1973-01-31,AFM00040948
,,,,1973-02-01,AFM00040948
,,,,1973-02-03,AFM00040948
,,,,1973-02-04,AFM00040948
,,,,1973-02-05,AFM00040948
,,,,1973-02-06,AFM00040948
,,,,1973-02-07,AFM00040948
,,,,1973-02-08,AFM00040948
,,,,1973-02-10,AFM00040948
,,,,1973-02-11,AFM00040948
,,,,1973-02-12,AFM00040948
,,,,1973-02-13,AFM00040948
,,,,1973-02-14,AFM00040948
,,,,1973-02-15,AFM00040948
,,,,1973-02-16,AFM00040948
,,,,1973-02-17,AFM00040948
,,,,1973-02-18,AFM00040948
,,,,1973-02-19,AFM00040948
,,,,1973-02-20,AFM00040948
,,,,1973-02-21,AFM00040948
,,,,1973-02-24,AFM00040948
,,,,1973-02-25,AFM00040948
,,,,1973-02-26,AFM00040948
,,,,1973-02-27,AFM00040948
,,,,1973-02-28,AFM00040948
,,,,1973-03-01,AFM00040948
,  -60,,,1973-03-03,AFM00040948
,  -20,,,1973-03-06,AFM00040948
,,,,1973-03-07,AFM00040948
,  -20,,,1973-03-08,AFM00040948
,,,,1973-03-10,AFM00040948
,,,,1973-03-11,AFM00040948
,,,,1973-03-12,AFM00040948
,  -80,,,1973-03-13,AFM00040948
,,,,1973-03-14,AFM00040948
,,,,1973-03-15,AFM00040948
,,,,1973-03-16,AFM00040948
,  -10,,,1973-03-17,AFM00040948
,  -70,,,1973-03-18,AFM00040948
,  -50,,,1973-03-19,AFM00040948
,    0,,,1973-03-21,AFM00040948
,  -70,,,1973-03-22,AFM00040948
,,,,1973-03-23,AFM00040948
,   20,,,1973-03-24,AFM00040948
,,,,1973-03-26,AFM00040948
,,,,1973-03-27,AFM00040948
,,,,1973-03-28,AFM00040948
,,,,1973-03-30,AFM00040948
,,,,1973-03-31,AFM00040948
,,,,1973-04-01,AFM00040948
,,,,1973-04-02,AFM00040948
,,,,1973-04-03,AFM00040948
,,,,1973-04-04,AFM00040948
,,,,1973-04-05,AFM00040948
,   10,,,1973-04-07,AFM00040948
,,,,1973-04-08,AFM00040948
,,,,1973-04-09,AFM00040948
,,,,1973-04-10,AFM00040948
,,,,1973-04-11,AFM00040948
,,,,1973-04-12,AFM00040948
,,,,1973-04-13,AFM00040948
,,,,1973-04-15,AFM00040948
,,,,1973-04-16,AFM00040948
,,,,1973-04-17,AFM00040948
,,,,1973-04-18,AFM00040948
,,,,1973-04-21,AFM00040948
,,,,1973-04-22,AFM00040948
,,,,1973-04-23,AFM00040948
,,,,1973-04-24,AFM00040948
,,,,1973-04-26,AFM00040948
,,,,1973-04-27,AFM00040948
,,,,1973-04-28,AFM00040948
,,,,1973-04-29,AFM00040948
,,,,1973-04-30,AFM00040948
,,,,1973-05-01,AFM00040948
,,,,1973-05-02,AFM00040948
,,,,1973-05-03,AFM00040948
,,,,1973-05-04,AFM00040948
,,,,1973-05-05,AFM00040948
,,,,1973-05-06,AFM00040948
,,,,1973-05-07,AFM00040948
,,,,1973-05-08,AFM00040948
,,,,1973-05-09,AFM00040948
,,,,1973-05-10,AFM00040948
,,,,1973-05-11,AFM00040948
,,,,1973-05-12,AFM00040948
,   60,,,1973-05-13,AFM00040948
,,,,1973-05-14,AFM00040948
,,,,1973-05-15,AFM00040948
,  110,,,1973-05-17,AFM00040948
,   60,,,1973-05-18,AFM00040948
,,,,1973-05-20,AFM00040948
,,,,1973-05-21,AFM00040948
,   80,,,1973-05-22,AFM00040948
  260,  120,,,1973-05-24,AFM00040948
  330,,,,1973-05-25,AFM00040948
  230,,,,1973-05-26,AFM00040948
,   80,,,1973-05-27,AFM00040948
,   70,,,1973-05-28,AFM00040948
  270,,,,1973-05-29,AFM00040948
  270,   80,,,1973-05-30,AFM00040948
,,,,1973-06-01,AFM00040948
,  110,,,1973-06-02,AFM00040948
,  140,,,1973-06-03,AFM00040948
,,,,1973-06-04,AFM00040948
  290,  100,,,1973-06-05,AFM00040948
,   90,,,1973-06-06,AFM00040948
,  130,,,1973-06-08,AFM00040948
,  170,,,1973-06-09,AFM00040948
,,,,1973-06-10,AFM00040948
  330,  130,,,1973-06-11,AFM00040948
,  150,,,1973-06-12,AFM00040948
,,,,1973-06-13,AFM00040948
,,,,1973-06-14,AFM00040948
  330,,,,1973-06-15,AFM00040948
,,,,1973-06-16,AFM00040948
  320,  120,,,1973-06-17,AFM00040948
,  210,,,1973-06-18,AFM00040948
,  150,,,1973-06-19,AFM00040948
,,,,1973-06-21,AFM00040948
,,,,1973-06-22,AFM00040948
,  120,,,1973-06-23,AFM00040948
,,,,1973-06-24,AFM00040948
  320,,,,1973-06-25,AFM00040948
,  140,,,1973-06-26,AFM00040948
  330,  140,,,1973-06-27,AFM00040948
,  120,,,1973-06-29,AFM00040948
,,,,1973-07-04,AFM00040948
,  150,,,1973-07-05,AFM00040948
,,,,1973-07-06,AFM00040948
  280,,,,1973-07-07,AFM00040948
,,,,1973-07-08,AFM00040948
,  190,,,1973-07-09,AFM00040948
,,,,1973-07-10,AFM00040948
,,,,1973-07-11,AFM00040948
,,,,1973-07-12,AFM00040948
,,,,1973-07-14,AFM00040948
,  150,,,1973-07-15,AFM00040948
,,,,1973-07-16,AFM00040948
  350,,,,1973-07-23,AFM00040948
,,,,1973-07-24,AFM00040948
,  170,,,1973-07-25,AFM00040948
  350,,,,1973-07-26,AFM00040948
,,,,1973-07-28,AFM00040948
,,,,1973-07-29,AFM00040948
,,,,1973-07-30,AFM00040948
,  150,,,1973-07-31,AFM00040948
,  180,,,1973-08-01,AFM00040948
,  200,,,1973-08-02,AFM00040948
,  190,,,1973-08-03,AFM00040948
,,,,1973-08-04,AFM00040948
,,,,1973-08-05,AFM00040948
,,,,1973-08-06,AFM00040948
,,,,1973-08-07,AFM00040948
,,,,1973-08-08,AFM00040948
,,,,1973-08-11,AFM00040948
  330,,,,1973-08-13,AFM00040948
,,,,1973-08-14,AFM00040948
,,,,1973-08-16,AFM00040948
  310,,,,1973-08-18,AFM00040948
  310,  110,,,1973-08-19,AFM00040948
,,,,1973-08-20,AFM00040948
,,,,1973-08-21,AFM00040948
,,,,1973-08-22,AFM00040948
,,,,1973-08-23,AFM00040948
,,,,1973-08-25,AFM00040948
,,,,1973-08-26,AFM00040948
,,,,1973-08-27,AFM00040948
,,,,1973-08-28,AFM00040948
,  200,,,1973-08-29,AFM00040948
,,,,1973-08-30,AFM00040948
,  150,,,1973-08-31,AFM00040948
  320,,,,1973-09-01,AFM00040948
,,,,1973-09-02,AFM00040948
,  160,,,1973-09-03,AFM00040948
,,,,1973-09-04,AFM00040948
,,,,1973-09-05,AFM00040948
,,,,1973-09-06,AFM00040948
,,,,1973-09-07,AFM00040948
,  160,,,1973-09-08,AFM00040948
,,,,1973-09-11,AFM00040948
,,,,1973-09-12,AFM00040948
,,,,1973-09-13,AFM00040948
,,,,1973-09-14,AFM00040948
,,,,1973-09-15,AFM00040948
  310,,,,1973-09-16,AFM00040948
,,,,1973-09-17,AFM00040948
,,,,1973-09-18,AFM00040948
,,,,1973-09-19,AFM00040948
,,,,1973-09-20,AFM00040948
  260,,,,1973-09-21,AFM00040948
,,,,1973-09-23,AFM00040948
,,,,1973-09-24,AFM00040948
,,,,1973-09-26,AFM00040948
,,,,1973-09-27,AFM00040948
,,,,1973-09-28,AFM00040948
,   80,,,1973-09-29,AFM00040948
  260,,,,1973-09-30,AFM00040948
,,,,1973-10-01,AFM00040948
  190,,,,1973-10-02,AFM00040948
  230,,,,1973-10-03,AFM00040948
  200,,,,1973-10-04,AFM00040948
,,,,1973-10-05,AFM00040948
,,,,1973-10-06,AFM00040948
,,,,1973-10-08,AFM00040948
,,,,1973-10-10,AFM00040948
,,,,1973-10-11,AFM00040948
,,,,1973-10-12,AFM00040948
,,,,1973-10-13,AFM00040948
,,,,1973-10-14,AFM00040948
  250,   60,,,1973-10-15,AFM00040948
  230,,,,1973-10-16,AFM00040948
,,,,1973-10-17,AFM00040948
,    0,,,1973-10-18,AFM00040948
  220,,,,1973-10-19,AFM00040948
,,,,1973-10-20,AFM00040948
,,,,1973-10-21,AFM00040948
,   10,,,1973-10-22,AFM00040948
  260,,,,1973-10-23,AFM00040948
,,,,1973-10-24,AFM00040948
  220,   20,,,1973-10-26,AFM00040948
  200,,,,1973-10-27,AFM00040948
,,,,1973-10-28,AFM00040948
,,,,1973-10-29,AFM00040948
,,,,1973-10-30,AFM00040948
  220,   10,,,1973-10-31,AFM00040948
  210,,,,1973-11-01,AFM00040948
,,,,1973-11-03,AFM00040948
,,,,1973-11-04,AFM00040948
,    0,,,1973-11-05,AFM00040948
  220,,,,1973-11-06,AFM00040948
  200,,,,1973-11-07,AFM00040948
,,,,1973-11-08,AFM00040948
,,,,1973-11-09,AFM00040948
,,,,1973-11-10,AFM00040948
  160,,,,1973-11-11,AFM00040948
  160,,,,1973-11-12,AFM00040948
,,,,1973-11-13,AFM00040948
,,,,1973-11-14,AFM00040948
,,,,1973-11-15,AFM00040948
,  -30,,,1973-11-16,AFM00040948
  230,,,,1973-11-18,AFM00040948
,,,,1973-11-19,AFM00040948
,  -20,,,1973-11-20,AFM00040948
  180,,,,1973-11-21,AFM00040948
,,,,1973-11-22,AFM00040948
,,,,1973-11-23,AFM00040948
  150,,,,1973-11-24,AFM00040948
,,,,1973-11-25,AFM00040948
  130,,,,1973-11-27,AFM00040948
,  -50,,,1973-11-28,AFM00040948
,,,,1973-11-29,AFM00040948
,,,,1973-11-30,AFM00040948
,,,,1973-12-02,AFM00040948
  100,  -60,,,1973-12-03,AFM00040948
,,,,1973-12-04,AFM00040948
,,,,1973-12-05,AFM00040948
  120,,,,1973-12-06,AFM00040948
,  -70,,,1973-12-07,AFM00040948
,  -50,,,1973-12-08,AFM00040948
  120,,,,1973-12-09,AFM00040948
,,,,1973-12-10,AFM00040948
,,,,1973-12-11,AFM00040948
   70,,,,1973-12-12,AFM00040948
,,,,1973-12-13,AFM00040948
,  -60,,,1973-12-14,AFM00040948
   50,  -40,,,1973-12-15,AFM00040948
   50,,,,1973-12-16,AFM00040948
,  -80,,,1973-12-17,AFM00040948
,,,,1973-12-19,AFM00040948
,,,,1973-12-21,AFM00040948
,,,,1973-12-22,AFM00040948
,,,,1973-12-23,AFM00040948
,  -80,,,1973-12-24,AFM00040948
,,,,1973-12-25,AFM00040948
   80,,,,1973-12-26,AFM00040948
,,,,1973-12-27,AFM00040948
,,,,1973-12-29,AFM00040948
,,,,1973-12-31,AFM00040948
  100,  -60,,,1974-01-06,AFM00040948
,  -90,,,1974-01-07,AFM00040948
,  -70,,,1974-01-08,AFM00040948
,,,,1974-01-09,AFM00040948
,,,,1974-01-10,AFM00040948
,,,,1974-01-11,AFM00040948
   80,,,,1974-01-12,AFM00040948
,  -90,,,1974-01-13,AFM00040948
   60,,,,1974-01-15,AFM00040948
,,,,1974-01-16,AFM00040948
,,,,1974-01-17,AFM00040948
,,,,1974-01-18,AFM00040948
,,,,1974-01-19,AFM00040948
,,,,1974-01-20,AFM00040948
,,,,1974-01-22,AFM00040948
,  -70,,,1974-01-23,AFM00040948
,  -90,,,1974-01-24,AFM00040948
,  -30,,,1974-01-25,AFM00040948
,,,,1974-01-28,AFM00040948
   10,,,,1974-01-30,AFM00040948
, -120,,,1974-01-31,AFM00040948
  -10,,,,1974-02-04,AFM00040948
,,,,1974-02-05,AFM00040948
,,,,1974-02-06,AFM00040948
,,,,1974-02-07,AFM00040948
,,,,1974-02-08,AFM00040948
,,,,1974-02-09,AFM00040948
,,,,1974-02-11,AFM00040948
, -140,,,1974-02-12,AFM00040948
,,,,1974-02-13,AFM00040948
,,,,1974-02-14,AFM00040948
   40,,,,1974-02-16,AFM00040948
,,,,1974-02-17,AFM00040948
,,,,1974-02-18,AFM00040948
,,,,1974-02-19,AFM00040948
,,,,1974-02-20,AFM00040948
,,,,1974-02-21,AFM00040948
   60,  -30,,,1974-02-22,AFM00040948
   40,,,,1974-02-23,AFM00040948
,  -70,,,1974-02-24,AFM00040948
,,,,1974-02-25,AFM00040948
,,,,1974-02-26,AFM00040948
,  -60,,,1974-02-27,AFM00040948
,,,,1974-02-28,AFM00040948
,,,,1974-03-01,AFM00040948
,,,,1974-03-02,AFM00040948
,,,,1974-03-03,AFM00040948
,,,,1974-03-04,AFM00040948
,,,,1974-03-05,AFM00040948
,,,,1974-03-06,AFM00040948
,   10,,,1974-03-07,AFM00040948
,,,,1974-03-09,AFM00040948
,  -20,,,1974-03-10,AFM00040948
,,,,1974-03-11,AFM00040948
,,,,1974-03-12,AFM00040948
  130,,,,1974-03-13,AFM00040948
,,,,1974-03-14,AFM00040948
,,,,1974-03-16,AFM00040948
,,,,1974-03-18,AFM00040948
,,,,1974-03-19,AFM00040948
  260,   60,,,1974-03-20,AFM00040948
  270,,,,1974-03-21,AFM00040948
,   60,,,1974-03-22,AFM00040948
,,,,1974-03-23,AFM00040948
,,,,1974-03-24,AFM00040948
  220,,,,1974-03-25,AFM00040948
,   40,,,1974-03-26,AFM00040948
,,,,1974-03-27,AFM00040948
,,,,1974-03-28,AFM00040948
,,,,1974-03-29,AFM00040948
,,,,1974-03-30,AFM00040948
,   60,,,1974-03-31,AFM00040948
,,,,1974-04-01,AFM00040948
,,,,1974-04-02,AFM00040948
,   30,,,1974-04-03,AFM00040948
,   30,,,1974-04-04,AFM00040948
,,,,1974-04-05,AFM00040948
,,,,1974-04-06,AFM00040948
  210,,,,1974-04-07,AFM00040948
,,,,1974-04-09,AFM00040948
,,,,1974-04-11,AFM00040948
,  100,,,1974-04-12,AFM00040948
  210,,,,1974-04-17,AFM00040948
,,,,1974-04-18,AFM00040948
,   60,,,1974-04-19,AFM00040948
,,,,1974-04-20,AFM00040948
,   90,,,1974-04-21,AFM00040948
,  100,,,1974-04-22,AFM00040948
,,,,1974-04-23,AFM00040948
,,,,1974-04-24,AFM00040948
,,,,1974-04-25,AFM00040948
  220,   90,,,1974-04-27,AFM00040948
,,,,1974-04-28,AFM00040948
,,,,1974-04-29,AFM00040948
,,,,1974-05-01,AFM00040948
,,,,1974-05-02,AFM00040948
,,,,1974-05-03,AFM00040948
,   50,,,1974-05-04,AFM00040948
  240,   70,,,1974-05-05,AFM00040948
,,,,1974-05-06,AFM00040948
,,,,1974-05-07,AFM00040948
,   80,,,1974-05-08,AFM00040948
  250,,,,1974-05-09,AFM00040948
,,,,1974-05-11,AFM00040948
  240,,,,1974-05-12,AFM00040948
  240,,,,1974-05-13,AFM00040948
,   90,,,1974-05-15,AFM00040948
,   80,,,1974-05-16,AFM00040948
,,,,1974-05-18,AFM00040948
,,,,1974-05-19,AFM00040948
,,,,1974-05-22,AFM00040948
,,,,1974-05-24,AFM00040948
,  100,,,1974-05-25,AFM00040948
,,,,1974-05-26,AFM00040948
,,,,1974-05-27,AFM00040948
,,,,1974-05-28,AFM00040948
,,,,1974-05-29,AFM00040948
,  110,,,1974-06-02,AFM00040948
,,,,1974-06-03,AFM00040948
,,,,1974-06-04,AFM00040948
,,,,1974-06-09,AFM00040948
,,,,1974-06-10,AFM00040948
  300,,,,1974-06-11,AFM00040948
,   90,,,1974-06-12,AFM00040948
,,,,1974-06-13,AFM00040948
,,,,1974-06-14,AFM00040948
,,,,1974-06-15,AFM00040948
,,,,1974-06-16,AFM00040948
,,,,1974-06-17,AFM00040948
,  140,,,1974-06-18,AFM00040948
,  120,,,1974-06-20,AFM00040948
  300,,,,1974-06-21,AFM00040948
,,,,1974-06-22,AFM00040948
,,,,1974-06-23,AFM00040948
,,,,1974-06-24,AFM00040948
,,,,1974-06-25,AFM00040948
,  100,,,1974-06-26,AFM00040948
,,,,1974-06-27,AFM00040948
,,,,1974-06-28,AFM00040948
,,,,1974-06-29,AFM00040948
,,,,1974-06-30,AFM00040948
  320,,,,1974-07-03,AFM00040948
,  110,,,1974-07-04,AFM00040948
,,,,1974-07-05,AFM00040948
,  150,,,1974-07-06,AFM00040948
,,,,1974-07-07,AFM00040948
,,,,1974-07-08,AFM00040948
  340,,,,1974-07-09,AFM00040948
,  140,,,1974-07-10,AFM00040948
,,,,1974-07-11,AFM00040948
  320,,,,1974-07-13,AFM00040948
,,,,1974-07-14,AFM00040948
,,,,1974-07-15,AFM00040948
,,,,1974-07-16,AFM00040948
,,,,1974-07-19,AFM00040948
,,,,1974-07-20,AFM00040948
,,,,1974-07-21,AFM00040948
,,,,1974-07-22,AFM00040948
,,,,1974-07-23,AFM00040948
,,,,1974-07-24,AFM00040948
,,,,1974-07-25,AFM00040948
,,,,1974-07-26,AFM00040948
,,,,1974-07-27,AFM00040948
,,,,1974-07-28,AFM00040948
  320,,,,1974-07-29,AFM00040948
  320,  200,,,1974-07-30,AFM00040948
,,,,1974-07-31,AFM00040948
,,,,1974-08-01,AFM00040948
  350,,,,1974-08-02,AFM00040948
,,,,1974-08-03,AFM00040948
  310,,,,1974-08-06,AFM00040948
,  180,,,1974-08-07,AFM00040948
,,,,1974-08-08,AFM00040948
,,,,1974-08-09,AFM00040948
  340,,,,1974-08-10,AFM00040948
,,,,1974-08-18,AFM00040948
  340,,,,1974-08-19,AFM00040948
  340,,,,1974-08-21,AFM00040948
,,,,1974-08-23,AFM00040948
,  140,,,1974-08-24,AFM00040948
  310,,,,1974-08-25,AFM00040948
,  100,,,1974-08-26,AFM00040948
,,,,1974-08-27,AFM00040948
  300,,,,1974-08-28,AFM00040948
,,,,1974-08-29,AFM00040948
,,,,1974-08-30,AFM00040948
,,,,1974-08-31,AFM00040948
,,,,1974-09-01,AFM00040948
,,,,1974-09-02,AFM00040948
,,,,1974-09-03,AFM00040948
,,,,1974-09-04,AFM00040948
,,,,1974-09-05,AFM00040948
,,,,1974-09-06,AFM00040948
,   90,,,1974-09-08,AFM00040948
  300,,,,1974-09-09,AFM00040948
,  100,,,1974-09-10,AFM00040948
,  110,,,1974-09-11,AFM00040948
,,,,1974-09-12,AFM00040948
,,,,1974-09-13,AFM00040948
,,,,1974-09-14,AFM00040948
,   90,,,1974-09-15,AFM00040948
,,,,1974-09-16,AFM00040948
,   80,,,1974-09-17,AFM00040948
,   80,,,1974-09-18,AFM00040948
,,,,1974-09-19,AFM00040948
,,,,1974-09-20,AFM00040948
,,,,1974-09-21,AFM00040948
  300,,,,1974-09-22,AFM00040948
,,,,1974-09-23,AFM00040948
,  110,,,1974-09-24,AFM00040948
  300,  120,,,1974-09-25,AFM00040948
,   70,,,1974-09-29,AFM00040948
  210,   30,,,1974-09-30,AFM00040948
,,,,1974-10-01,AFM00040948
  210,    0,,,1974-10-03,AFM00040948
,,,,1974-10-04,AFM00040948
,,,,1974-10-05,AFM00040948
,,,,1974-10-06,AFM00040948
,,,,1974-10-07,AFM00040948
,,,,1974-10-08,AFM00040948
  210,,,,1974-10-09,AFM00040948
,,,,1974-10-10,AFM00040948
  220,,,,1974-10-11,AFM00040948
,,,,1974-10-13,AFM00040948
,,,,1974-10-14,AFM00040948
,   50,,,1974-10-15,AFM00040948
,,,,1974-10-16,AFM00040948
,,,,1974-10-17,AFM00040948
,,,,1974-10-21,AFM00040948
,,,,1974-10-23,AFM00040948
,  -10,,,1974-10-24,AFM00040948
,,,,1974-10-25,AFM00040948
  230,,,,1974-10-26,AFM00040948
,,,,1974-10-27,AFM00040948
  230,  -20,,,1974-10-28,AFM00040948
  230,,,,1974-10-29,AFM00040948
  230,  -30,,,1974-10-30,AFM00040948
  210,,,,1974-10-31,AFM00040948
,,,,1974-11-01,AFM00040948
  180,  -20,,,1974-11-02,AFM00040948
  190,  -10,,,1974-11-03,AFM00040948
,  -10,,,1974-11-04,AFM00040948
  200,  -50,,,1974-11-05,AFM00040948
,   10,,,1974-11-06,AFM00040948
  210,,,,1974-11-07,AFM00040948
,,,,1974-11-08,AFM00040948
  180,,,,1974-11-10,AFM00040948
,  -20,,,1974-11-11,AFM00040948
  170,  -10,,,1974-11-12,AFM00040948
,  -30,,,1974-11-13,AFM00040948
,,,,1974-11-17,AFM00040948
,  -80,,   51,1974-11-18,AFM00040948
,,,,1974-11-19,AFM00040948
  150,,,,1974-11-20,AFM00040948
,  -70,,,1974-11-21,AFM00040948
,  -50,,,1974-11-22,AFM00040948
,,,,1974-11-23,AFM00040948
,,,,1974-11-24,AFM00040948
,,,,1974-11-27,AFM00040948
,  -50,,,1974-11-28,AFM00040948
,  -30,,,1974-11-29,AFM00040948
,  -70,,,1974-11-30,AFM00040948
,  -60,,,1974-12-08,AFM00040948
   70,,,,1974-12-09,AFM00040948
,  -80,,,1974-12-11,AFM00040948
,  -60,,,1974-12-12,AFM00040948
,,,,1974-12-13,AFM00040948
,,,,1974-12-14,AFM00040948
,  -60,,,1974-12-15,AFM00040948
, -120,,,1974-12-18,AFM00040948
, -130,,,1974-12-19,AFM00040948
,,,,1974-12-20,AFM00040948
   20,,,,1974-12-21,AFM00040948
, -100,,,1974-12-22,AFM00040948
,,,,1974-12-24,AFM00040948
   20,,,,1974-12-26,AFM00040948
,,,,1974-12-27,AFM00040948
,,,,1974-12-28,AFM00040948
,,,,1974-12-29,AFM00040948
, -150,,,1974-12-31,AFM00040948
  -10,,,,1975-01-01,AFM00040948
, -160,,,1975-01-02,AFM00040948
    0,,,,1975-01-03,AFM00040948
,,,,1975-01-05,AFM00040948
,,,,1975-01-06,AFM00040948
   10, -170,,,1975-01-08,AFM00040948
  -10, -140,,,1975-01-10,AFM00040948
,,,,1975-01-11,AFM00040948
,,,,1975-01-14,AFM00040948
   30, -100,,,1975-01-15,AFM00040948
, -190,,,1975-01-16,AFM00040948
, -150,,,1975-01-18,AFM00040948
,,,,1975-01-19,AFM00040948
   20,,,,1975-01-20,AFM00040948
,  -80,,,1975-01-21,AFM00040948
, -130,,,1975-01-22,AFM00040948
, -140,,,1975-01-24,AFM00040948
   10,,,,1975-01-25,AFM00040948
,  -50,,,1975-01-26,AFM00040948
,  -70,,,1975-01-27,AFM00040948
,  -70,,,1975-01-28,AFM00040948
,,,,1975-01-29,AFM00040948
,,,,1975-01-30,AFM00040948
,,,,1975-01-31,AFM00040948
   40,,,,1975-02-01,AFM00040948
,,,,1975-02-02,AFM00040948
, -130,,,1975-02-03,AFM00040948
   30,,,,1975-02-04,AFM00040948
,,,,1975-02-05,AFM00040948
   20,,,,1975-02-06,AFM00040948
,  -50,,,1975-02-07,AFM00040948
    0,,,,1975-02-08,AFM00040948
  -10, -130,,,1975-02-09,AFM00040948
  -10,,,,1975-02-10,AFM00040948
,,,,1975-02-11,AFM00040948
   10,  -40,,,1975-02-12,AFM00040948
   20,,,,1975-02-14,AFM00040948
,,,,1975-02-15,AFM00040948
,,,,1975-02-16,AFM00040948
,,,,1975-02-17,AFM00040948
, -150,,,1975-02-19,AFM00040948
, -140,,,1975-02-20,AFM00040948
   20, -140,,,1975-02-21,AFM00040948
,,,,1975-02-22,AFM00040948
, -120,,,1975-02-23,AFM00040948
   40, -100,,,1975-02-24,AFM00040948
,,,,1975-02-26,AFM00040948
   50,,,,1975-02-27,AFM00040948
,  -40,,,1975-02-28,AFM00040948
,,,,1975-03-01,AFM00040948
   70,  -40,,,1975-03-02,AFM00040948
,    0,,,1975-03-03,AFM00040948
,,,,1975-03-04,AFM00040948
,  -90,,,1975-03-05,AFM00040948
, -100,,,1975-03-06,AFM00040948
,,,,1975-03-07,AFM00040948
,,,,1975-03-08,AFM00040948
,  -50,,,1975-03-09,AFM00040948
,,,,1975-03-10,AFM00040948
,,,,1975-03-12,AFM00040948
   40,  -90,,,1975-03-13,AFM00040948
,  -70,,,1975-03-14,AFM00040948
,  -20,,,1975-03-15,AFM00040948
,,,,1975-03-16,AFM00040948
  120,  -30,,,1975-03-18,AFM00040948
,,,,1975-03-19,AFM00040948
  110,    0,,,1975-03-21,AFM00040948
,,,,1975-03-22,AFM00040948
,,,,1975-03-23,AFM00040948
  110,  -10,,,1975-03-24,AFM00040948
,  -10,,,1975-03-25,AFM00040948
,,,,1975-03-26,AFM00040948
,,,,1975-04-03,AFM00040948
,,,,1975-04-04,AFM00040948
,   50,,,1975-04-05,AFM00040948
