TMAX,TMIN,PRCP,DATE,STATION
  250,   73,    0,1963-07-20,ZI000067861
  223,   95,    0,1963-07-21,ZI000067861
  228,   96,    0,1963-07-22,ZI000067861
  244,   67,    0,1963-07-23,ZI000067861
  245,  111,    0,1963-07-24,ZI000067861
  246,  115,    0,1963-07-25,ZI000067861
  253,   95,    0,1963-07-26,ZI000067861
  200,  109,    0,1963-07-27,ZI000067861
  212,  105,    0,1963-07-28,ZI000067861
  208,  101,    0,1963-07-29,ZI000067861
  226,   37,    0,1963-07-30,ZI000067861
  233,   84,    0,1963-07-31,ZI000067861
  206,  123,    0,1963-08-01,ZI000067861
  222,  105,    0,1963-08-02,ZI000067861
  207,  119,    0,1963-08-03,ZI000067861
  201,   89,    0,1963-08-04,ZI000067861
  194,  103,    0,1963-08-05,ZI000067861
  217,  133,    0,1963-08-06,ZI000067861
  247,  128,    0,1963-08-07,ZI000067861
  267,  119,    0,1963-08-08,ZI000067861
  259,  112,    0,1963-08-09,ZI000067861
  239,   84,    0,1963-08-10,ZI000067861
  253,  101,    0,1963-08-11,ZI000067861
  258,  117,    0,1963-08-12,ZI000067861
  261,   89,    0,1963-08-13,ZI000067861
  282,   58,    0,1963-08-14,ZI000067861
  283,   89,    0,1963-08-15,ZI000067861
  283,  106,    0,1963-08-16,ZI000067861
  272,  145,    0,1963-08-17,ZI000067861
  277,  106,    0,1963-08-18,ZI000067861
  246,   95,    0,1963-08-19,ZI000067861
  233,   94,    0,1963-08-20,ZI000067861
  253,   77,    0,1963-08-21,ZI000067861
  262,   61,    0,1963-08-22,ZI000067861
  262,   87,    0,1963-08-23,ZI000067861
  256,  123,    0,1963-08-24,ZI000067861
  266,  122,    0,1963-08-25,ZI000067861
  275,   94,    0,1963-08-26,ZI000067861
  263,  142,    0,1963-08-27,ZI000067861
  256,  106,    0,1963-08-28,ZI000067861
  247,  119,    0,1963-08-29,ZI000067861
  248,  111,    0,1963-08-30,ZI000067861
  264,  125,    0,1963-08-31,ZI000067861
  267,  124,    0,1963-09-01,ZI000067861
  234,  106,    0,1963-09-02,ZI000067861
  244,  101,    0,1963-09-03,ZI000067861
  261,  100,    0,1963-09-04,ZI000067861
  263,   86,    0,1963-09-05,ZI000067861
  283,   90,    0,1963-09-06,ZI000067861
  284,  114,    0,1963-09-07,ZI000067861
  289,  159,    0,1963-09-08,ZI000067861
  294,  171,    0,1963-09-09,ZI000067861
  295,  167,    0,1963-09-10,ZI000067861
  294,  145,    0,1963-09-11,ZI000067861
  292,  153,    0,1963-09-12,ZI000067861
  292,  156,    0,1963-09-13,ZI000067861
  282,  157,    0,1963-09-14,ZI000067861
  275,  139,    0,1963-09-15,ZI000067861
  283,  145,    0,1963-09-16,ZI000067861
  288,  148,    0,1963-09-17,ZI000067861
  294,  171,    0,1963-09-18,ZI000067861
  288,  162,    0,1963-09-19,ZI000067861
  288,  139,    0,1963-09-20,ZI000067861
  307,  176,    0,1963-09-21,ZI000067861
  327,  146,    0,1963-09-22,ZI000067861
  331,  178,    0,1963-09-23,ZI000067861
  334,  178,    5,1963-09-24,ZI000067861
  312,  191,    0,1963-09-25,ZI000067861
  294,  177,    0,1963-09-26,ZI000067861
  293,  156,    0,1963-09-27,ZI000067861
  300,  158,    0,1963-09-28,ZI000067861
  299,  166,    0,1963-09-29,ZI000067861
  289,  145,    0,1963-09-30,ZI000067861
  301,  156,    0,1963-10-01,ZI000067861
  308,  141,    0,1963-10-02,ZI000067861
  322,  166,    0,1963-10-03,ZI000067861
  308,  198,    0,1963-10-04,ZI000067861
  336,  205,    0,1963-10-05,ZI000067861
  340,  211,    0,1963-10-06,ZI000067861
  344,  216,    0,1963-10-07,ZI000067861
  339,  173,    0,1963-10-08,ZI000067861
  336,  188,    0,1963-10-09,ZI000067861
  338,  173,    0,1963-10-10,ZI000067861
  326,  206,    0,1963-10-11,ZI000067861
  334,  212,    0,1963-10-12,ZI000067861
  323,  186,    0,1963-10-13,ZI000067861
  328,  217,    0,1963-10-14,ZI000067861
  317,  172,    0,1963-10-15,ZI000067861
  311,  177,    0,1963-10-16,ZI000067861
  306,  167,    0,1963-10-17,ZI000067861
  307,  178,    0,1963-10-18,ZI000067861
  311,  177,    0,1963-10-19,ZI000067861
  323,  173,    0,1963-10-20,ZI000067861
  323,  186,    0,1963-10-21,ZI000067861
  277,  203,   74,1963-10-22,ZI000067861
  264,  156,    0,1963-10-23,ZI000067861
  298,  163,    0,1963-10-24,ZI000067861
  289,  172,    0,1963-10-25,ZI000067861
  284,  169,    0,1963-10-26,ZI000067861
  275,  176,   51,1963-10-27,ZI000067861
  273,  178,    5,1963-10-28,ZI000067861
  267,  183,    0,1963-10-29,ZI000067861
  283,  178,   13,1963-10-30,ZI000067861
  284,  167,    0,1963-10-31,ZI000067861
  288,  167,    0,1963-11-01,ZI000067861
  278,  156,    0,1963-11-02,ZI000067861
  278,  156,    8,1963-11-03,ZI000067861
  306,  162,    0,1963-11-04,ZI000067861
  309,  178,   15,1963-11-05,ZI000067861
  292,  156,    0,1963-11-06,ZI000067861
  294,  178,    0,1963-11-07,ZI000067861
  306,  178,    0,1963-11-08,ZI000067861
  307,  183,    0,1963-11-09,ZI000067861
  311,  183,    0,1963-11-10,ZI000067861
  308,  188,    0,1963-11-11,ZI000067861
  316,  199,    0,1963-11-12,ZI000067861
  317,  188,    0,1963-11-13,ZI000067861
  305,  178,    0,1963-11-14,ZI000067861
  323,  184,    0,1963-11-15,ZI000067861
  323,  206,    0,1963-11-16,ZI000067861
  289,  200,   61,1963-11-17,ZI000067861
  289,  182,  251,1963-11-18,ZI000067861
  249,  173,  135,1963-11-19,ZI000067861
  280,  156,    0,1963-11-20,ZI000067861
  292,  172,    0,1963-11-21,ZI000067861
  281,  181,    0,1963-11-22,ZI000067861
  301,  177,    0,1963-11-23,ZI000067861
  309,  183,    0,1963-11-24,ZI000067861
  307,  207,    0,1963-11-25,ZI000067861
  300,  184,    0,1963-11-26,ZI000067861
  314,  178,    0,1963-11-27,ZI000067861
  329,  173,    3,1963-11-28,ZI000067861
  293,  188,   18,1963-11-29,ZI000067861
  279,  178,  107,1963-11-30,ZI000067861
  267,  181,  556,1963-12-01,ZI000067861
  241,  164,  312,1963-12-02,ZI000067861
  196,  152,   58,1963-12-03,ZI000067861
  204,  161,   38,1963-12-04,ZI000067861
  246,  162,    8,1963-12-05,ZI000067861
  249,  176,  140,1963-12-06,ZI000067861
  277,  171,    3,1963-12-07,ZI000067861
  272,  167,    0,1963-12-08,ZI000067861
  242,  174,  124,1963-12-09,ZI000067861
  276,  172,    0,1963-12-10,ZI000067861
  249,  178,  348,1963-12-11,ZI000067861
  253,  171,  404,1963-12-12,ZI000067861
  244,  175,  241,1963-12-13,ZI000067861
  281,  156,    0,1963-12-14,ZI000067861
  316,  186,    0,1963-12-15,ZI000067861
  316,  183,    0,1963-12-16,ZI000067861
  284,  183,    0,1963-12-17,ZI000067861
  278,  173,   66,1963-12-18,ZI000067861
  294,  167,    0,1963-12-19,ZI000067861
  306,  188,    0,1963-12-20,ZI000067861
  311,  194,    0,1963-12-21,ZI000067861
  300,  173,   18,1963-12-22,ZI000067861
  234,  179,    0,1963-12-23,ZI000067861
  235,  144,    0,1963-12-24,ZI000067861
  281,  127,    0,1963-12-25,ZI000067861
  293,  138,    0,1963-12-26,ZI000067861
  278,  170,    0,1963-12-27,ZI000067861
  283,  172,    0,1963-12-28,ZI000067861
  297,  167,    0,1963-12-29,ZI000067861
  298,  139,    0,1963-12-30,ZI000067861
  283,  152,    0,1963-12-31,ZI000067861
  304,  173,   28,1964-01-01,ZI000067861
  292,  158,  117,1964-01-02,ZI000067861
  277,  173,   58,1964-01-03,ZI000067861
  247,  178,   15,1964-01-04,ZI000067861
  261,  183,   33,1964-01-05,ZI000067861
  272,  181,  127,1964-01-06,ZI000067861
  258,  181,  221,1964-01-07,ZI000067861
  220,  173,  279,1964-01-08,ZI000067861
  211,  173,  241,1964-01-09,ZI000067861
  261,  161,   10,1964-01-10,ZI000067861
  267,  164,    0,1964-01-11,ZI000067861
  276,  169,    0,1964-01-12,ZI000067861
  267,  167,    0,1964-01-13,ZI000067861
  278,  164,    0,1964-01-14,ZI000067861
  278,  168,    0,1964-01-15,ZI000067861
  279,  155,    0,1964-01-16,ZI000067861
  289,  144,    0,1964-01-17,ZI000067861
  281,  159,    0,1964-01-18,ZI000067861
  273,  156,    0,1964-01-19,ZI000067861
