TMAX,TMIN,PRCP,DATE,STATION
  235,   82,    0,1951-07-01,ZI000067781
  233,  102,    0,1951-07-02,ZI000067781
  241,  101,    0,1951-07-03,ZI000067781
  239,   91,    0,1951-07-04,ZI000067781
  222,   90,    0,1951-07-05,ZI000067781
  206,   81,    0,1951-07-06,ZI000067781
  185,   73,    0,1951-07-07,ZI000067781
  181,   80,    0,1951-07-08,ZI000067781
  181,   68,    0,1951-07-09,ZI000067781
  201,   61,    0,1951-07-10,ZI000067781
  211,   66,    0,1951-07-11,ZI000067781
  190,   55,    0,1951-07-12,ZI000067781
  193,   53,    0,1951-07-13,ZI000067781
  217,   78,    0,1951-07-14,ZI000067781
  239,   92,    0,1951-07-15,ZI000067781
  238,  101,    0,1951-07-16,ZI000067781
  213,   89,    0,1951-07-17,ZI000067781
  182,   96,    0,1951-07-18,ZI000067781
  172,   95,    0,1951-07-19,ZI000067781
  200,   63,    0,1951-07-20,ZI000067781
  212,   73,    0,1951-07-21,ZI000067781
  204,   79,    0,1951-07-22,ZI000067781
  191,   67,    0,1951-07-23,ZI000067781
  219,   77,    0,1951-07-24,ZI000067781
  267,   92,    0,1951-07-25,ZI000067781
  242,  105,    0,1951-07-26,ZI000067781
  191,   56,    0,1951-07-27,ZI000067781
  206,   62,    0,1951-07-28,ZI000067781
  208,   72,    0,1951-07-29,ZI000067781
  206,   71,    0,1951-07-30,ZI000067781
  206,   61,    0,1951-07-31,ZI000067781
  207,   73,    0,1951-08-01,ZI000067781
  229,   78,    0,1951-08-02,ZI000067781
  193,   92,    0,1951-08-03,ZI000067781
  195,   78,    0,1951-08-04,ZI000067781
  179,   68,    0,1951-08-05,ZI000067781
  151,   71,    0,1951-08-06,ZI000067781
  176,   83,    0,1951-08-07,ZI000067781
  176,  111,    0,1951-08-08,ZI000067781
  214,   83,    0,1951-08-09,ZI000067781
  223,   84,    0,1951-08-10,ZI000067781
  250,  106,    0,1951-08-11,ZI000067781
  261,  109,    0,1951-08-12,ZI000067781
  216,   95,    0,1951-08-13,ZI000067781
  209,   92,    0,1951-08-14,ZI000067781
  231,   73,    0,1951-08-15,ZI000067781
  246,  100,    0,1951-08-16,ZI000067781
  263,  127,    0,1951-08-17,ZI000067781
  268,  140,    0,1951-08-18,ZI000067781
  275,  122,    0,1951-08-19,ZI000067781
  249,  136,    0,1951-08-20,ZI000067781
  251,  153,    0,1951-08-21,ZI000067781
  244,  158,    0,1951-08-22,ZI000067781
  233,  111,    0,1951-08-23,ZI000067781
  251,  111,    0,1951-08-24,ZI000067781
  237,  104,    0,1951-08-25,ZI000067781
  234,   86,    3,1951-08-26,ZI000067781
  202,  108,    0,1951-08-27,ZI000067781
  224,  107,    0,1951-08-28,ZI000067781
  203,  122,    0,1951-08-29,ZI000067781
  240,  138,    0,1951-08-30,ZI000067781
  267,  129,    0,1951-08-31,ZI000067781
  267,  144,  381,1951-09-01,ZI000067781
  228,  129,   51,1951-09-02,ZI000067781
  231,  106,    0,1951-09-03,ZI000067781
  255,  135,    0,1951-09-04,ZI000067781
  295,  147,    0,1951-09-05,ZI000067781
  240,  118,    0,1951-09-06,ZI000067781
  249,  113,    0,1951-09-07,ZI000067781
  223,  106,    0,1951-09-08,ZI000067781
  231,   81,    0,1951-09-09,ZI000067781
  249,   94,    0,1951-09-10,ZI000067781
  277,  116,    0,1951-09-11,ZI000067781
  288,  157,    0,1951-09-12,ZI000067781
  268,  154,    0,1951-09-13,ZI000067781
  264,  133,    0,1951-09-14,ZI000067781
  288,  142,    0,1951-09-15,ZI000067781
  262,  144,    0,1951-09-16,ZI000067781
  273,  133,    0,1951-09-17,ZI000067781
  249,  158,    0,1951-09-18,ZI000067781
  234,  122,    0,1951-09-19,ZI000067781
  269,  123,    0,1951-09-20,ZI000067781
  268,  124,    0,1951-09-21,ZI000067781
  278,  128,    0,1951-09-22,ZI000067781
  312,  157,    0,1951-09-23,ZI000067781
  257,  178,    0,1951-09-24,ZI000067781
  252,  141,    0,1951-09-25,ZI000067781
  258,  133,    0,1951-09-26,ZI000067781
  286,  129,    0,1951-09-27,ZI000067781
  278,  139,    0,1951-09-28,ZI000067781
  278,  122,    0,1951-09-29,ZI000067781
  273,  134,    0,1951-09-30,ZI000067781
  274,  150,    0,1951-10-01,ZI000067781
  277,  161,    0,1951-10-02,ZI000067781
  276,  138,    0,1951-10-03,ZI000067781
  298,  163,    0,1951-10-04,ZI000067781
  306,  178,    0,1951-10-05,ZI000067781
  283,  172,    0,1951-10-06,ZI000067781
  284,  143,    0,1951-10-07,ZI000067781
  306,  157,    0,1951-10-08,ZI000067781
  323,  181,    0,1951-10-09,ZI000067781
  328,  186,    0,1951-10-10,ZI000067781
  284,  181,    0,1951-10-11,ZI000067781
  273,  162,    0,1951-10-12,ZI000067781
  295,  172,   20,1951-10-13,ZI000067781
  300,  155,   15,1951-10-14,ZI000067781
  301,  168,    0,1951-10-15,ZI000067781
  299,  178,  102,1951-10-16,ZI000067781
  296,  161,    0,1951-10-17,ZI000067781
  289,  169,  234,1951-10-18,ZI000067781
  274,  156,    0,1951-10-19,ZI000067781
  262,  164,    0,1951-10-20,ZI000067781
  267,  162,    0,1951-10-21,ZI000067781
  272,  156,    0,1951-10-22,ZI000067781
  268,  173,    0,1951-10-23,ZI000067781
  294,  188,    0,1951-10-24,ZI000067781
  272,  183,    0,1951-10-25,ZI000067781
  272,  172,    0,1951-10-26,ZI000067781
  278,  172,    0,1951-10-27,ZI000067781
  284,  172,    0,1951-10-28,ZI000067781
  302,  188,   20,1951-10-29,ZI000067781
  261,  169,    0,1951-10-30,ZI000067781
  269,  176,    0,1951-10-31,ZI000067781
  261,  178,  135,1951-11-01,ZI000067781
  234,  179,    0,1951-11-02,ZI000067781
  213,  147,    0,1951-11-03,ZI000067781
  166,  155,  213,1951-11-04,ZI000067781
  216,  145,    0,1951-11-05,ZI000067781
  256,  158,    8,1951-11-06,ZI000067781
  243,  166,   46,1951-11-07,ZI000067781
  211,  166,    3,1951-11-08,ZI000067781
  198,  149,    0,1951-11-09,ZI000067781
  263,  157,    0,1951-11-10,ZI000067781
  310,  175,    0,1951-11-11,ZI000067781
  251,  169,    0,1951-11-12,ZI000067781
  238,  124,    0,1951-11-13,ZI000067781
  252,  133,    0,1951-11-14,ZI000067781
  267,  118,    0,1951-11-15,ZI000067781
  273,  116,    0,1951-11-16,ZI000067781
  267,  116,    0,1951-11-17,ZI000067781
  289,  145,    0,1951-11-18,ZI000067781
  299,  168,    0,1951-11-19,ZI000067781
  305,  162,    0,1951-11-20,ZI000067781
  297,  175,    0,1951-11-21,ZI000067781
  307,  170,    0,1951-11-22,ZI000067781
  285,  186,   51,1951-11-23,ZI000067781
  284,  168,    0,1951-11-24,ZI000067781
  312,  166,    0,1951-11-25,ZI000067781
  318,  178,    0,1951-11-26,ZI000067781
  325,  191,   10,1951-11-27,ZI000067781
  273,  191,   64,1951-11-28,ZI000067781
  284,  179,    0,1951-11-29,ZI000067781
  268,  172,    0,1951-11-30,ZI000067781
  245,  173,   18,1951-12-01,ZI000067781
  251,  179,    3,1951-12-02,ZI000067781
  214,  164,    5,1951-12-03,ZI000067781
  231,  167,    0,1951-12-04,ZI000067781
  256,  141,    0,1951-12-05,ZI000067781
  279,  139,    0,1951-12-06,ZI000067781
  278,  141,    0,1951-12-07,ZI000067781
  285,  166,  351,1951-12-08,ZI000067781
  256,  166,  244,1951-12-09,ZI000067781
  251,  171,   66,1951-12-10,ZI000067781
  251,  173,    0,1951-12-11,ZI000067781
  284,  178,  165,1951-12-12,ZI000067781
  274,  179,   23,1951-12-13,ZI000067781
  264,  176,    5,1951-12-14,ZI000067781
  254,  168,    0,1951-12-15,ZI000067781
  242,  154,    0,1951-12-16,ZI000067781
  254,  168,    0,1951-12-17,ZI000067781
  260,  167,    0,1951-12-18,ZI000067781
  275,  184,    0,1951-12-19,ZI000067781
  257,  181,  198,1951-12-20,ZI000067781
  261,  174,  147,1951-12-21,ZI000067781
  267,  166,    0,1951-12-22,ZI000067781
  251,  195,  173,1951-12-23,ZI000067781
  252,  183,  394,1951-12-24,ZI000067781
  252,  177,    0,1951-12-25,ZI000067781
  273,  186,  406,1951-12-26,ZI000067781
  261,  162,   28,1951-12-27,ZI000067781
  251,  168,    0,1951-12-28,ZI000067781
  261,  151,  340,1951-12-29,ZI000067781
  285,  173,    0,1951-12-30,ZI000067781
  271,  196,   66,1951-12-31,ZI000067781
  241,  188,  419,1952-01-01,ZI000067781
  231,  186,   51,1952-01-02,ZI000067781
  252,  179,   41,1952-01-03,ZI000067781
  238,  188,   86,1952-01-04,ZI000067781
  222,  188,  132,1952-01-05,ZI000067781
  261,  180,  493,1952-01-06,ZI000067781
  248,  172,  135,1952-01-07,ZI000067781
  246,  180,  130,1952-01-08,ZI000067781
  240,  171,   53,1952-01-09,ZI000067781
  232,  162,    8,1952-01-10,ZI000067781
  234,  163,   10,1952-01-11,ZI000067781
  249,  140,    8,1952-01-12,ZI000067781
  268,  159,    0,1952-01-13,ZI000067781
  251,  151,    0,1952-01-14,ZI000067781
  268,  167,    0,1952-01-15,ZI000067781
  272,  174,    0,1952-01-16,ZI000067781
  274,  189,    0,1952-01-17,ZI000067781
  278,  188,  191,1952-01-18,ZI000067781
  251,  182,   56,1952-01-19,ZI000067781
  274,  189,  163,1952-01-20,ZI000067781
  283,  188,  229,1952-01-21,ZI000067781
  272,  177,   28,1952-01-22,ZI000067781
  257,  179,    5,1952-01-23,ZI000067781
  272,  185,  544,1952-01-24,ZI000067781
  262,  178,  338,1952-01-25,ZI000067781
  254,  181,  165,1952-01-26,ZI000067781
  247,  179,    0,1952-01-27,ZI000067781
  266,  183,    0,1952-01-28,ZI000067781
  240,  178,   56,1952-01-29,ZI000067781
  261,  184,  132,1952-01-30,ZI000067781
  259,  173,   15,1952-01-31,ZI000067781
  273,  179,    0,1952-02-01,ZI000067781
  228,  190,  224,1952-02-02,ZI000067781
  244,  173,  579,1952-02-03,ZI000067781
  249,  169,  152,1952-02-04,ZI000067781
  262,  154,    0,1952-02-05,ZI000067781
  223,  157,    0,1952-02-06,ZI000067781
  238,  147,    0,1952-02-07,ZI000067781
  273,  167,  137,1952-02-08,ZI000067781
  236,  177,    0,1952-02-09,ZI000067781
  244,  169,    0,1952-02-10,ZI000067781
  266,  172,   51,1952-02-11,ZI000067781
  268,  184,  221,1952-02-12,ZI000067781
  250,  176,    0,1952-02-13,ZI000067781
  251,  179,    5,1952-02-14,ZI000067781
  261,  166,    0,1952-02-15,ZI000067781
  261,  169,    3,1952-02-16,ZI000067781
  261,  144,    0,1952-02-17,ZI000067781
  261,  155,    0,1952-02-18,ZI000067781
  281,  156,    0,1952-02-19,ZI000067781
  267,  162,    0,1952-02-20,ZI000067781
  273,  170,   13,1952-02-21,ZI000067781
  270,  184,    0,1952-02-22,ZI000067781
  278,  184,    0,1952-02-23,ZI000067781
  267,  177,    0,1952-02-24,ZI000067781
  268,  166,    0,1952-02-25,ZI000067781
  268,  139,    0,1952-02-26,ZI000067781
  263,  157,    0,1952-02-27,ZI000067781
  277,  162,    3,1952-02-28,ZI000067781
  228,  181,    0,1952-02-29,ZI000067781
  245,  173,    0,1952-03-01,ZI000067781
  277,  185,    8,1952-03-02,ZI000067781
  303,  186,    0,1952-03-03,ZI000067781
  249,  185,    0,1952-03-04,ZI000067781
  262,  171,    0,1952-03-05,ZI000067781
  262,  140,    0,1952-03-06,ZI000067781
  269,  144,    0,1952-03-07,ZI000067781
  273,  152,    0,1952-03-08,ZI000067781
  274,  148,    0,1952-03-09,ZI000067781
  267,  131,    0,1952-03-10,ZI000067781
  278,  133,    0,1952-03-11,ZI000067781
  289,  129,    0,1952-03-12,ZI000067781
  279,  131,    0,1952-03-13,ZI000067781
  288,  159,    0,1952-03-14,ZI000067781
  294,  156,    0,1952-03-15,ZI000067781
  288,  145,    0,1952-03-16,ZI000067781
  283,  147,    0,1952-03-17,ZI000067781
  277,  141,    8,1952-03-18,ZI000067781
  284,  150,   41,1952-03-19,ZI000067781
  284,  167,   20,1952-03-20,ZI000067781
  293,  157,    0,1952-03-21,ZI000067781
  294,  153,    3,1952-03-22,ZI000067781
  301,  168,    0,1952-03-23,ZI000067781
  284,  159,    0,1952-03-24,ZI000067781
  284,  144,    0,1952-03-25,ZI000067781
  294,  147,    0,1952-03-26,ZI000067781
  268,  128,    0,1952-03-27,ZI000067781
  281,  149,    0,1952-03-28,ZI000067781
  279,  154,    0,1952-03-29,ZI000067781
  269,  129,    0,1952-03-30,ZI000067781
  251,  147,   18,1952-03-31,ZI000067781
  254,  127,    0,1952-04-01,ZI000067781
  266,  128,    0,1952-04-02,ZI000067781
  299,  146,    0,1952-04-03,ZI000067781
  306,  149,    0,1952-04-04,ZI000067781
  299,  157,    0,1952-04-05,ZI000067781
  278,  149,    0,1952-04-06,ZI000067781
