TMAX,TMIN,DATE,STATION
  339,  208,1967-10-08,ZI000067865
  311,  173,1967-10-09,ZI000067865
  334,  132,1967-10-10,ZI000067865
  316,  138,1967-10-11,ZI000067865
  316,  142,1967-10-12,ZI000067865
  303,  194,1967-10-13,ZI000067865
  297,  167,1967-10-14,ZI000067865
  325,  150,1967-10-15,ZI000067865
  328,  168,1967-10-16,ZI000067865
  307,  144,1967-10-17,ZI000067865
  331,  133,1967-10-18,ZI000067865
  333,  144,1967-10-19,ZI000067865
  326,  160,1967-10-20,ZI000067865
  323,  153,1967-10-21,ZI000067865
  339,  176,1967-10-22,ZI000067865
  339,  199,1967-10-23,ZI000067865
  362,  144,1967-10-24,ZI000067865
  329,  199,1967-10-25,ZI000067865
  279,  180,1967-10-26,ZI000067865
  190,  164,1967-10-27,ZI000067865
  194,  168,1967-10-28,ZI000067865
  175,  156,1967-10-29,ZI000067865
  169,  142,1967-10-30,ZI000067865
  182,  136,1967-10-31,ZI000067865
  216,  146,1967-11-01,ZI000067865
  239,  156,1967-11-02,ZI000067865
  277,  161,1967-11-03,ZI000067865
  294,  144,1967-11-04,ZI000067865
  312,  127,1967-11-05,ZI000067865
  316,  155,1967-11-06,ZI000067865
  334,  167,1967-11-07,ZI000067865
  334,  183,1967-11-08,ZI000067865
  326,  185,1967-11-09,ZI000067865
  293,  185,1967-11-10,ZI000067865
  317,  162,1967-11-11,ZI000067865
  326,  177,1967-11-12,ZI000067865
  322,  194,1967-11-13,ZI000067865
  295,  167,1967-11-14,ZI000067865
  317,  162,1967-11-15,ZI000067865
  334,  158,1967-11-16,ZI000067865
  358,  189,1967-11-17,ZI000067865
  341,  197,1967-11-18,ZI000067865
  184,  154,1967-11-19,ZI000067865
  191,  138,1967-11-20,ZI000067865
  263,  148,1967-11-21,ZI000067865
  290,  146,1967-11-22,ZI000067865
  284,  126,1967-11-23,ZI000067865
  317,  134,1967-11-24,ZI000067865
  319,  179,1967-11-25,ZI000067865
  292,  186,1967-11-26,ZI000067865
  283,  174,1967-11-27,ZI000067865
  283,  181,1967-11-28,ZI000067865
  312,  167,1967-11-29,ZI000067865
  286,  181,1967-11-30,ZI000067865
  316,  166,1967-12-01,ZI000067865
  276,  197,1967-12-02,ZI000067865
  253,  182,1967-12-03,ZI000067865
  228,  173,1967-12-04,ZI000067865
  283,  180,1967-12-05,ZI000067865
  256,  183,1967-12-06,ZI000067865
  295,  140,1967-12-07,ZI000067865
  301,  156,1967-12-08,ZI000067865
  318,  149,1967-12-09,ZI000067865
  344,  151,1967-12-10,ZI000067865
  349,  168,1967-12-11,ZI000067865
  206,  133,1967-12-12,ZI000067865
  271,  134,1967-12-13,ZI000067865
  294,  109,1967-12-14,ZI000067865
  311,  134,1967-12-15,ZI000067865
  313,  144,1967-12-16,ZI000067865
  324,  114,1967-12-17,ZI000067865
  331,  164,1967-12-18,ZI000067865
  309,  189,1967-12-19,ZI000067865
  301,  140,1967-12-20,ZI000067865
  313,  151,1967-12-21,ZI000067865
  311,  212,1967-12-22,ZI000067865
  254,  189,1967-12-23,ZI000067865
  266,  174,1967-12-24,ZI000067865
  267,  171,1967-12-25,ZI000067865
  278,  173,1967-12-26,ZI000067865
  268,  166,1967-12-27,ZI000067865
  291,  131,1967-12-28,ZI000067865
  307,  125,1967-12-29,ZI000067865
  317,  128,1967-12-30,ZI000067865
  318,  150,1967-12-31,ZI000067865
  323,  148,1968-01-01,ZI000067865
  326,  158,1968-01-02,ZI000067865
  312,  190,1968-01-03,ZI000067865
  342,  167,1968-01-04,ZI000067865
  362,  176,1968-01-05,ZI000067865
  343,  173,1968-01-06,ZI000067865
  318,  168,1968-01-07,ZI000067865
  324,  188,1968-01-08,ZI000067865
  323,  178,1968-01-09,ZI000067865
  328,  178,1968-01-10,ZI000067865
  296,  168,1968-01-11,ZI000067865
  344,  167,1968-01-12,ZI000067865
  308,  177,1968-01-13,ZI000067865
  311,  175,1968-01-14,ZI000067865
  312,  159,1968-01-15,ZI000067865
  333,  167,1968-01-16,ZI000067865
  319,  181,1968-01-17,ZI000067865
  317,  172,1968-01-18,ZI000067865
  333,  167,1968-01-19,ZI000067865
  322,  167,1968-01-20,ZI000067865
  273,  184,1968-01-21,ZI000067865
  294,  179,1968-01-22,ZI000067865
  322,  167,1968-01-23,ZI000067865
  298,  183,1968-01-24,ZI000067865
  285,  178,1968-01-25,ZI000067865
  322,  165,1968-01-26,ZI000067865
  323,  201,1968-01-27,ZI000067865
  322,  180,1968-01-28,ZI000067865
  301,  183,1968-01-29,ZI000067865
  337,  150,1968-01-30,ZI000067865
  328,  156,1968-01-31,ZI000067865
  342,  146,1968-02-01,ZI000067865
  253,  172,1968-02-02,ZI000067865
  268,  159,1968-02-03,ZI000067865
  279,  167,1968-02-04,ZI000067865
  287,  159,1968-02-05,ZI000067865
  309,  156,1968-02-06,ZI000067865
  317,  176,1968-02-07,ZI000067865
  296,  186,1968-02-08,ZI000067865
  283,  163,1968-02-09,ZI000067865
  284,  189,1968-02-10,ZI000067865
  273,  183,1968-02-11,ZI000067865
  290,  174,1968-02-12,ZI000067865
  279,  189,1968-02-13,ZI000067865
  250,  178,1968-02-14,ZI000067865
  272,  184,1968-02-15,ZI000067865
  261,  178,1968-02-16,ZI000067865
  276,  188,1968-02-17,ZI000067865
  273,  167,1968-02-18,ZI000067865
  274,  144,1968-02-19,ZI000067865
  283,  122,1968-02-20,ZI000067865
  301,  131,1968-02-21,ZI000067865
  278,  150,1968-02-22,ZI000067865
  277,  136,1968-02-23,ZI000067865
  292,  140,1968-02-24,ZI000067865
  302,  147,1968-02-25,ZI000067865
  316,  151,1968-02-26,ZI000067865
  314,  140,1968-02-27,ZI000067865
  311,  157,1968-02-28,ZI000067865
  309,  170,1968-02-29,ZI000067865
  317,  153,1968-03-01,ZI000067865
  313,  168,1968-03-02,ZI000067865
  313,  157,1968-03-03,ZI000067865
  313,  145,1968-03-04,ZI000067865
  324,  172,1968-03-05,ZI000067865
  334,  164,1968-03-06,ZI000067865
  325,  179,1968-03-07,ZI000067865
  316,  169,1968-03-08,ZI000067865
  306,  174,1968-03-09,ZI000067865
  254,  173,1968-03-10,ZI000067865
  260,  156,1968-03-11,ZI000067865
  304,  159,1968-03-12,ZI000067865
  317,  174,1968-03-13,ZI000067865
  290,  162,1968-03-14,ZI000067865
  277,  143,1968-03-15,ZI000067865
  292,  119,1968-03-16,ZI000067865
  317,  156,1968-03-17,ZI000067865
  321,  139,1968-03-18,ZI000067865
  294,  175,1968-03-19,ZI000067865
  289,  157,1968-03-20,ZI000067865
  289,  140,1968-03-21,ZI000067865
  305,  129,1968-03-22,ZI000067865
  321,  155,1968-03-23,ZI000067865
  318,  158,1968-03-24,ZI000067865
  313,  128,1968-03-25,ZI000067865
  267,  161,1968-03-26,ZI000067865
  238,  156,1968-03-27,ZI000067865
  238,  122,1968-03-28,ZI000067865
  256,  110,1968-03-29,ZI000067865
  278,   92,1968-03-30,ZI000067865
  288,  112,1968-03-31,ZI000067865
  296,  107,1968-04-01,ZI000067865
  312,  128,1968-04-02,ZI000067865
  313,  128,1968-04-03,ZI000067865
  322,  150,1968-04-04,ZI000067865
  322,  176,1968-04-05,ZI000067865
  278,  174,1968-04-06,ZI000067865
  289,  128,1968-04-07,ZI000067865
  289,  142,1968-04-08,ZI000067865
  285,  158,1968-04-09,ZI000067865
  305,  136,1968-04-10,ZI000067865
  312,  127,1968-04-11,ZI000067865
  322,  123,1968-04-12,ZI000067865
  311,  145,1968-04-13,ZI000067865
  311,  131,1968-04-14,ZI000067865
  228,  132,1968-04-15,ZI000067865
  264,  159,1968-04-16,ZI000067865
  219,  142,1968-04-17,ZI000067865
  210,  162,1968-04-18,ZI000067865
  253,  156,1968-04-19,ZI000067865
  262,  120,1968-04-20,ZI000067865
  281,  100,1968-04-21,ZI000067865
  271,  140,1968-04-22,ZI000067865
  280,  129,1968-04-23,ZI000067865
  284,   96,1968-04-24,ZI000067865
  249,  149,1968-04-25,ZI000067865
  273,  106,1968-04-26,ZI000067865
  288,  116,1968-04-27,ZI000067865
  301,  100,1968-04-28,ZI000067865
  294,  103,1968-04-29,ZI000067865
  289,  132,1968-04-30,ZI000067865
  300,  116,1968-05-01,ZI000067865
  307,  140,1968-05-02,ZI000067865
  306,  108,1968-05-03,ZI000067865
  306,   83,1968-05-04,ZI000067865
  316,   82,1968-05-05,ZI000067865
  311,   89,1968-05-06,ZI000067865
  290,  116,1968-05-07,ZI000067865
  283,  114,1968-05-08,ZI000067865
  283,   95,1968-05-09,ZI000067865
  287,   99,1968-05-10,ZI000067865
  300,  111,1968-05-11,ZI000067865
  308,  123,1968-05-12,ZI000067865
  275,  179,1968-05-13,ZI000067865
  228,  161,1968-05-14,ZI000067865
  223,  143,1968-05-15,ZI000067865
  271,  106,1968-05-16,ZI000067865
  262,   77,1968-05-17,ZI000067865
  292,   77,1968-05-18,ZI000067865
  242,  135,1968-05-19,ZI000067865
  224,   91,1968-05-20,ZI000067865
  239,   69,1968-05-21,ZI000067865
  251,   84,1968-05-22,ZI000067865
  246,  100,1968-05-23,ZI000067865
  233,   79,1968-05-24,ZI000067865
  211,  117,1968-05-25,ZI000067865
  202,  101,1968-05-26,ZI000067865
  213,   83,1968-05-27,ZI000067865
  231,   78,1968-05-28,ZI000067865
  231,   72,1968-05-29,ZI000067865
  229,   72,1968-05-30,ZI000067865
  237,   47,1968-05-31,ZI000067865
  252,   44,1968-06-01,ZI000067865
  273,   43,1968-06-02,ZI000067865
  193,   78,1968-06-03,ZI000067865
  152,   54,1968-06-04,ZI000067865
  200,   30,1968-06-05,ZI000067865
  227,   39,1968-06-06,ZI000067865
  242,   47,1968-06-07,ZI000067865
  264,   58,1968-06-08,ZI000067865
  282,   33,1968-06-09,ZI000067865
  269,   84,1968-06-10,ZI000067865
  267,   72,1968-06-11,ZI000067865
  262,   79,1968-06-12,ZI000067865
  199,   12,1968-06-13,ZI000067865
  186,   31,1968-06-14,ZI000067865
  192,   48,1968-06-15,ZI000067865
  213,    9,1968-06-16,ZI000067865
  232,   33,1968-06-17,ZI000067865
  236,   13,1968-06-18,ZI000067865
  228,   10,1968-06-19,ZI000067865
  219,   56,1968-06-20,ZI000067865
  215,   47,1968-06-21,ZI000067865
  209,   56,1968-06-22,ZI000067865
  199,   44,1968-06-23,ZI000067865
  212,   42,1968-06-24,ZI000067865
  212,   18,1968-06-25,ZI000067865
  211,   37,1968-06-26,ZI000067865
  211,   94,1968-06-27,ZI000067865
  184,  106,1968-06-28,ZI000067865
  192,   85,1968-06-29,ZI000067865
  194,   52,1968-06-30,ZI000067865
  209,   78,1968-07-01,ZI000067865
  219,   56,1968-07-02,ZI000067865
  245,   49,1968-07-03,ZI000067865
  265,   73,1968-07-04,ZI000067865
  263,  106,1968-07-05,ZI000067865
  228,  121,1968-07-06,ZI000067865
  209,   91,1968-07-07,ZI000067865
  226,   59,1968-07-08,ZI000067865
  252,   33,1968-07-09,ZI000067865
  268,   23,1968-07-10,ZI000067865
  266,   55,1968-07-11,ZI000067865
  254,   78,1968-07-12,ZI000067865
  211,   80,1968-07-13,ZI000067865
  214,   67,1968-07-14,ZI000067865
  239,   22,1968-07-15,ZI000067865
  240,   51,1968-07-16,ZI000067865
  227,   43,1968-07-17,ZI000067865
  240,   39,1968-07-18,ZI000067865
  256,   48,1968-07-19,ZI000067865
  257,   84,1968-07-20,ZI000067865
  233,   80,1968-07-21,ZI000067865
  218,   99,1968-07-22,ZI000067865
  216,   61,1968-07-23,ZI000067865
  227,   70,1968-07-24,ZI000067865
  249,   64,1968-07-25,ZI000067865
  267,   82,1968-07-26,ZI000067865
  278,   89,1968-07-27,ZI000067865
  278,   89,1968-07-28,ZI000067865
  291,   93,1968-07-29,ZI000067865
  289,   92,1968-07-30,ZI000067865
  275,  111,1968-07-31,ZI000067865
  290,   84,1968-08-01,ZI000067865
  276,   67,1968-08-02,ZI000067865
  263,   92,1968-08-03,ZI000067865
  278,   46,1968-08-04,ZI000067865
  293,   62,1968-08-05,ZI000067865
  269,  111,1968-08-06,ZI000067865
  278,   67,1968-08-07,ZI000067865
  278,   66,1968-08-08,ZI000067865
  294,   69,1968-08-09,ZI000067865
  278,  114,1968-08-10,ZI000067865
  251,  107,1968-08-11,ZI000067865
  256,   72,1968-08-12,ZI000067865
  262,   53,1968-08-13,ZI000067865
  273,   78,1968-08-14,ZI000067865
  269,   87,1968-08-15,ZI000067865
  272,   79,1968-08-16,ZI000067865
  239,   78,1968-08-17,ZI000067865
  192,  114,1968-08-18,ZI000067865
  237,   67,1968-08-19,ZI000067865
  252,   28,1968-08-20,ZI000067865
  279,   25,1968-08-21,ZI000067865
  290,   55,1968-08-22,ZI000067865
  292,   96,1968-08-23,ZI000067865
  301,   81,1968-08-24,ZI000067865
  262,  133,1968-08-25,ZI000067865
  276,   94,1968-08-26,ZI000067865
  279,   94,1968-08-27,ZI000067865
  284,   95,1968-08-28,ZI000067865
  295,  109,1968-08-29,ZI000067865
  309,   95,1968-08-30,ZI000067865
  322,  106,1968-08-31,ZI000067865
  323,  102,1968-09-01,ZI000067865
  317,  103,1968-09-02,ZI000067865
  272,  105,1968-09-03,ZI000067865
  284,  100,1968-09-04,ZI000067865
  245,  107,1968-09-05,ZI000067865
  254,  123,1968-09-06,ZI000067865
  273,   89,1968-09-07,ZI000067865
  300,   69,1968-09-08,ZI000067865
  306,   86,1968-09-09,ZI000067865
  281,  128,1968-09-10,ZI000067865
  287,   89,1968-09-11,ZI000067865
  307,   78,1968-09-12,ZI000067865
  301,  102,1968-09-13,ZI000067865
  311,  108,1968-09-14,ZI000067865
  309,  106,1968-09-15,ZI000067865
  325,  112,1968-09-16,ZI000067865
  317,  136,1968-09-17,ZI000067865
  305,  139,1968-09-18,ZI000067865
  311,  135,1968-09-19,ZI000067865
  280,  184,1968-09-20,ZI000067865
  272,  121,1968-09-21,ZI000067865
  304,  117,1968-09-22,ZI000067865
  305,  111,1968-09-23,ZI000067865
  316,   93,1968-09-24,ZI000067865
  242,  131,1968-09-25,ZI000067865
  271,  106,1968-09-26,ZI000067865
  281,   72,1968-09-27,ZI000067865
  301,   78,1968-09-28,ZI000067865
  328,  100,1968-09-29,ZI000067865
  301,  142,1968-09-30,ZI000067865
  290,  136,1968-10-01,ZI000067865
  327,  131,1968-10-02,ZI000067865
  351,  125,1968-10-03,ZI000067865
  272,  168,1968-10-04,ZI000067865
  297,  149,1968-10-05,ZI000067865
  283,  139,1968-10-06,ZI000067865
  301,  133,1968-10-07,ZI000067865
  311,  122,1968-10-08,ZI000067865
  326,  133,1968-10-09,ZI000067865
  340,  162,1968-10-10,ZI000067865
  345,  151,1968-10-11,ZI000067865
  234,  179,1968-10-12,ZI000067865
  289,   87,1968-10-13,ZI000067865
  311,   93,1968-10-14,ZI000067865
  339,  111,1968-10-15,ZI000067865
  361,  126,1968-10-16,ZI000067865
  362,  188,1968-10-17,ZI000067865
  370,  162,1968-10-18,ZI000067865
  357,  184,1968-10-19,ZI000067865
  355,  167,1968-10-20,ZI000067865
  324,  184,1968-10-21,ZI000067865
  314,  178,1968-10-22,ZI000067865
  311,  163,1968-10-23,ZI000067865
  344,  142,1968-10-24,ZI000067865
  355,  181,1968-10-25,ZI000067865
  364,  162,1968-10-26,ZI000067865
  367,  168,1968-10-27,ZI000067865
  360,  229,1968-10-28,ZI000067865
  306,  183,1968-10-29,ZI000067865
  333,  174,1968-10-30,ZI000067865
  323,  181,1968-10-31,ZI000067865
  303,  178,1968-11-01,ZI000067865
  289,  161,1968-11-02,ZI000067865
  278,  171,1968-11-03,ZI000067865
  304,  162,1968-11-04,ZI000067865
  300,  149,1968-11-05,ZI000067865
  326,  164,1968-11-06,ZI000067865
  335,  172,1968-11-07,ZI000067865
  349,  173,1968-11-08,ZI000067865
  351,  167,1968-11-09,ZI000067865
  334,  195,1968-11-10,ZI000067865
  189,  143,1968-11-11,ZI000067865
  131,   88,1968-11-12,ZI000067865
  181,   89,1968-11-13,ZI000067865
  167,  117,1968-11-14,ZI000067865
  218,  145,1968-11-15,ZI000067865
  186,  161,1968-11-16,ZI000067865
  182,  138,1968-11-17,ZI000067865
  251,  151,1968-11-18,ZI000067865
  281,  157,1968-11-19,ZI000067865
  262,  167,1968-11-20,ZI000067865
  270,  147,1968-11-21,ZI000067865
  289,  169,1968-11-22,ZI000067865
  297,  166,1968-11-23,ZI000067865
  251,  196,1968-11-24,ZI000067865
  283,  167,1968-11-25,ZI000067865
  251,  177,1968-11-26,ZI000067865
  253,  168,1968-11-27,ZI000067865
  289,  148,1968-11-28,ZI000067865
  281,  156,1968-11-29,ZI000067865
  301,  148,1968-11-30,ZI000067865
  299,  148,1968-12-01,ZI000067865
  279,  168,1968-12-02,ZI000067865
  299,  172,1968-12-03,ZI000067865
  292,  191,1968-12-04,ZI000067865
  273,  178,1968-12-05,ZI000067865
  285,  181,1968-12-06,ZI000067865
  236,  178,1968-12-07,ZI000067865
  264,  169,1968-12-08,ZI000067865
  233,  173,1968-12-09,ZI000067865
  251,  180,1968-12-10,ZI000067865
  228,  156,1968-12-11,ZI000067865
  234,  161,1968-12-12,ZI000067865
  267,  171,1968-12-13,ZI000067865
  301,  164,1968-12-14,ZI000067865
  286,  163,1968-12-15,ZI000067865
  298,  145,1968-12-16,ZI000067865
  306,  157,1968-12-17,ZI000067865
  317,  161,1968-12-18,ZI000067865
  317,  169,1968-12-19,ZI000067865
  316,  159,1968-12-20,ZI000067865
  303,  168,1968-12-21,ZI000067865
  316,  151,1968-12-22,ZI000067865
  317,  167,1968-12-23,ZI000067865
  317,  168,1968-12-24,ZI000067865
  320,  173,1968-12-25,ZI000067865
  306,  190,1968-12-26,ZI000067865
  296,  186,1968-12-27,ZI000067865
  272,  177,1968-12-28,ZI000067865
  278,  178,1968-12-29,ZI000067865
  287,  190,1968-12-30,ZI000067865
  233,  178,1968-12-31,ZI000067865
  246,  163,1969-01-01,ZI000067865
  288,  139,1969-01-02,ZI000067865
  301,  197,1969-01-03,ZI000067865
  297,  152,1969-01-04,ZI000067865
  287,  183,1969-01-05,ZI000067865
  262,  179,1969-01-06,ZI000067865
  234,  183,1969-01-07,ZI000067865
  252,  175,1969-01-08,ZI000067865
  250,  183,1969-01-09,ZI000067865
  245,  168,1969-01-10,ZI000067865
  278,  167,1969-01-11,ZI000067865
  297,  142,1969-01-12,ZI000067865
  311,  149,1969-01-13,ZI000067865
  304,  194,1969-01-14,ZI000067865
  327,  181,1969-01-15,ZI000067865
  311,  169,1969-01-16,ZI000067865
  294,  179,1969-01-17,ZI000067865
  268,  183,1969-01-18,ZI000067865
  290,  190,1969-01-19,ZI000067865
  298,  178,1969-01-20,ZI000067865
  301,  178,1969-01-21,ZI000067865
  262,  178,1969-01-22,ZI000067865
  267,  178,1969-01-23,ZI000067865
  287,  183,1969-01-24,ZI000067865
  289,  190,1969-01-25,ZI000067865
  308,  181,1969-01-26,ZI000067865
  278,  195,1969-01-27,ZI000067865
  290,  188,1969-01-28,ZI000067865
  289,  178,1969-01-29,ZI000067865
  286,  149,1969-01-30,ZI000067865
  301,  164,1969-01-31,ZI000067865
  306,  168,1969-02-01,ZI000067865
  281,  181,1969-02-02,ZI000067865
  318,  178,1969-02-03,ZI000067865
  314,  178,1969-02-04,ZI000067865
  306,  176,1969-02-05,ZI000067865
  285,  175,1969-02-06,ZI000067865
  303,  151,1969-02-07,ZI000067865
  317,  166,1969-02-08,ZI000067865
  308,  162,1969-02-09,ZI000067865
  307,  150,1969-02-10,ZI000067865
  329,  142,1969-02-11,ZI000067865
  294,  196,1969-02-12,ZI000067865
  303,  156,1969-02-13,ZI000067865
  317,  151,1969-02-14,ZI000067865
  303,  164,1969-02-15,ZI000067865
  316,  153,1969-02-16,ZI000067865
  328,  151,1969-02-17,ZI000067865
  303,  177,1969-02-18,ZI000067865
  293,  171,1969-02-19,ZI000067865
  289,  183,1969-02-20,ZI000067865
  257,  166,1969-02-21,ZI000067865
  284,  164,1969-02-22,ZI000067865
  273,  183,1969-02-23,ZI000067865
  292,  177,1969-02-24,ZI000067865
  299,  166,1969-02-25,ZI000067865
  289,  172,1969-02-26,ZI000067865
  303,  183,1969-02-27,ZI000067865
  301,  176,1969-02-28,ZI000067865
  299,  173,1969-03-01,ZI000067865
  298,  168,1969-03-02,ZI000067865
  297,  179,1969-03-03,ZI000067865
  251,  183,1969-03-04,ZI000067865
  251,  171,1969-03-05,ZI000067865
  242,  168,1969-03-06,ZI000067865
  278,  169,1969-03-07,ZI000067865
  292,  168,1969-03-08,ZI000067865
  289,  178,1969-03-09,ZI000067865
  300,  169,1969-03-10,ZI000067865
  282,  175,1969-03-11,ZI000067865
  228,  178,1969-03-12,ZI000067865
  279,  178,1969-03-13,ZI000067865
  269,  172,1969-03-14,ZI000067865
  248,  178,1969-03-15,ZI000067865
  241,  171,1969-03-16,ZI000067865
  260,  183,1969-03-17,ZI000067865
  264,  183,1969-03-18,ZI000067865
  272,  174,1969-03-19,ZI000067865
  274,  178,1969-03-20,ZI000067865
  251,  183,1969-03-21,ZI000067865
  252,  174,1969-03-22,ZI000067865
  204,  144,1969-03-23,ZI000067865
  260,  123,1969-03-24,ZI000067865
  274,  129,1969-03-25,ZI000067865
  281,  127,1969-03-26,ZI000067865
  196,  150,1969-03-27,ZI000067865
  255,  147,1969-03-28,ZI000067865
  238,  152,1969-03-29,ZI000067865
  264,  169,1969-03-30,ZI000067865
  266,  163,1969-03-31,ZI000067865
  270,  173,1969-04-01,ZI000067865
  262,  161,1969-04-02,ZI000067865
  278,  167,1969-04-03,ZI000067865
  278,  173,1969-04-04,ZI000067865
  258,  160,1969-04-05,ZI000067865
  267,  140,1969-04-06,ZI000067865
  261,  139,1969-04-07,ZI000067865
  256,  146,1969-04-08,ZI000067865
  267,  151,1969-04-09,ZI000067865
  279,  172,1969-04-10,ZI000067865
  281,  178,1969-04-11,ZI000067865
  279,  133,1969-04-12,ZI000067865
  276,  148,1969-04-13,ZI000067865
  289,  129,1969-04-14,ZI000067865
  278,  136,1969-04-15,ZI000067865
  262,  123,1969-04-16,ZI000067865
  277,  107,1969-04-17,ZI000067865
  285,  119,1969-04-18,ZI000067865
  278,  133,1969-04-19,ZI000067865
  279,  106,1969-04-20,ZI000067865
  284,   88,1969-04-21,ZI000067865
  294,  111,1969-04-22,ZI000067865
  294,  118,1969-04-23,ZI000067865
  294,  143,1969-04-24,ZI000067865
  268,  140,1969-04-25,ZI000067865
  240,  117,1969-04-26,ZI000067865
  239,  103,1969-04-27,ZI000067865
  240,  122,1969-04-28,ZI000067865
  267,  125,1969-04-29,ZI000067865
  283,  129,1969-04-30,ZI000067865
  279,  117,1969-05-01,ZI000067865
  278,  117,1969-05-02,ZI000067865
  267,   96,1969-05-03,ZI000067865
  267,  100,1969-05-04,ZI000067865
  286,   88,1969-05-05,ZI000067865
  289,   75,1969-05-06,ZI000067865
  261,  128,1969-05-07,ZI000067865
  239,  113,1969-05-08,ZI000067865
  243,   49,1969-05-09,ZI000067865
  221,   71,1969-05-10,ZI000067865
  217,   75,1969-05-11,ZI000067865
  222,   94,1969-05-12,ZI000067865
  187,  117,1969-05-13,ZI000067865
  228,   53,1969-05-14,ZI000067865
  234,   28,1969-05-15,ZI000067865
  226,   72,1969-05-16,ZI000067865
  240,   79,1969-05-17,ZI000067865
  241,   53,1969-05-18,ZI000067865
  243,   53,1969-05-19,ZI000067865
  253,   54,1969-05-20,ZI000067865
  257,   64,1969-05-21,ZI000067865
  262,   64,1969-05-22,ZI000067865
  273,   86,1969-05-23,ZI000067865
  278,  127,1969-05-24,ZI000067865
  251,  102,1969-05-25,ZI000067865
  222,   94,1969-05-26,ZI000067865
  229,   67,1969-05-27,ZI000067865
  228,   58,1969-05-28,ZI000067865
  230,   71,1969-05-29,ZI000067865
  235,   57,1969-05-30,ZI000067865
  246,   79,1969-05-31,ZI000067865
  250,   85,1969-06-01,ZI000067865
  258,   56,1969-06-02,ZI000067865
  257,   33,1969-06-03,ZI000067865
  260,   34,1969-06-04,ZI000067865
  267,   34,1969-06-05,ZI000067865
  239,   46,1969-06-06,ZI000067865
  208,   84,1969-06-07,ZI000067865
  218,   61,1969-06-08,ZI000067865
  246,   17,1969-06-09,ZI000067865
  259,   30,1969-06-10,ZI000067865
  268,   42,1969-06-11,ZI000067865
  273,   50,1969-06-12,ZI000067865
  279,   56,1969-06-13,ZI000067865
  273,   37,1969-06-14,ZI000067865
  260,   79,1969-06-15,ZI000067865
  256,   44,1969-06-16,ZI000067865
  250,   33,1969-06-17,ZI000067865
  244,    1,1969-06-18,ZI000067865
  257,    6,1969-06-19,ZI000067865
  218,   45,1969-06-20,ZI000067865
  184,   81,1969-06-21,ZI000067865
  201,   62,1969-06-22,ZI000067865
  211,   12,1969-06-23,ZI000067865
  196,   23,1969-06-24,ZI000067865
  184,  105,1969-06-25,ZI000067865
  217,  101,1969-06-26,ZI000067865
  211,   94,1969-06-27,ZI000067865
  244,   94,1969-06-28,ZI000067865
  253,   73,1969-06-29,ZI000067865
  256,   67,1969-06-30,ZI000067865
  256,   53,1969-07-01,ZI000067865
  244,   67,1969-07-02,ZI000067865
  240,   51,1969-07-03,ZI000067865
  256,   39,1969-07-04,ZI000067865
  255,   48,1969-07-05,ZI000067865
  254,   62,1969-07-06,ZI000067865
  252,   61,1969-07-07,ZI000067865
  246,   34,1969-07-08,ZI000067865
  211,   63,1969-07-09,ZI000067865
  216,   69,1969-07-10,ZI000067865
  224,   29,1969-07-11,ZI000067865
  234,   28,1969-07-12,ZI000067865
  239,   43,1969-07-13,ZI000067865
  245,   79,1969-07-14,ZI000067865
  241,  114,1969-07-15,ZI000067865
  245,  100,1969-07-16,ZI000067865
  246,   47,1969-07-17,ZI000067865
  245,   23,1969-07-18,ZI000067865
  266,    1,1969-07-19,ZI000067865
  139,   86,1969-07-20,ZI000067865
  167,   84,1969-07-21,ZI000067865
  217,   68,1969-07-22,ZI000067865
  221,   53,1969-07-23,ZI000067865
  218,    6,1969-07-24,ZI000067865
  197,   47,1969-07-25,ZI000067865
  183,   39,1969-07-26,ZI000067865
  199,   73,1969-07-27,ZI000067865
  206,   61,1969-07-28,ZI000067865
  214,   73,1969-07-29,ZI000067865
  234,   77,1969-07-30,ZI000067865
  248,   60,1969-07-31,ZI000067865
  252,   88,1969-08-01,ZI000067865
  307,   83,1969-08-02,ZI000067865
  251,   53,1969-08-03,ZI000067865
  267,   40,1969-08-04,ZI000067865
  272,   78,1969-08-05,ZI000067865
  247,  119,1969-08-06,ZI000067865
  250,   84,1969-08-07,ZI000067865
  269,   75,1969-08-08,ZI000067865
  284,   68,1969-08-09,ZI000067865
  211,  134,1969-08-10,ZI000067865
  189,  129,1969-08-11,ZI000067865
  207,   94,1969-08-12,ZI000067865
  229,   63,1969-08-13,ZI000067865
  231,   75,1969-08-14,ZI000067865
  239,   84,1969-08-15,ZI000067865
  239,   84,1969-08-16,ZI000067865
  242,   90,1969-08-17,ZI000067865
  231,  112,1969-08-18,ZI000067865
  255,   94,1969-08-19,ZI000067865
  259,   84,1969-08-20,ZI000067865
  275,  112,1969-08-21,ZI000067865
  246,  131,1969-08-22,ZI000067865
  256,   88,1969-08-23,ZI000067865
  261,   62,1969-08-24,ZI000067865
  272,   78,1969-08-25,ZI000067865
  278,   91,1969-08-26,ZI000067865
  249,   99,1969-08-27,ZI000067865
  272,   96,1969-08-28,ZI000067865
  272,  116,1969-08-29,ZI000067865
  273,  103,1969-08-30,ZI000067865
  289,  106,1969-08-31,ZI000067865
  304,   91,1969-09-01,ZI000067865
  288,  123,1969-09-02,ZI000067865
  302,  101,1969-09-03,ZI000067865
  322,   73,1969-09-04,ZI000067865
  297,  105,1969-09-05,ZI000067865
