TMAX,TMIN,DATE,STATION
  294,   93,1961-05-13,ZI000067865
  273,  128,1961-05-14,ZI000067865
  268,  117,1961-05-15,ZI000067865
  279,   87,1961-05-16,ZI000067865
  267,  100,1961-05-17,ZI000067865
  270,  108,1961-05-18,ZI000067865
  285,   91,1961-05-19,ZI000067865
  287,   83,1961-05-20,ZI000067865
  293,   88,1961-05-21,ZI000067865
  292,   90,1961-05-22,ZI000067865
  301,   97,1961-05-23,ZI000067865
  281,   89,1961-05-24,ZI000067865
  273,   94,1961-05-25,ZI000067865
  281,   89,1961-05-26,ZI000067865
  286,   97,1961-05-27,ZI000067865
  289,   84,1961-05-28,ZI000067865
  289,   88,1961-05-29,ZI000067865
  268,   95,1961-05-30,ZI000067865
  260,   89,1961-05-31,ZI000067865
  256,   79,1961-06-01,ZI000067865
  262,   67,1961-06-02,ZI000067865
  257,   89,1961-06-03,ZI000067865
  272,   61,1961-06-04,ZI000067865
  279,   72,1961-06-05,ZI000067865
  273,   94,1961-06-06,ZI000067865
  229,  119,1961-06-07,ZI000067865
  223,   89,1961-06-08,ZI000067865
  238,   68,1961-06-09,ZI000067865
  260,   60,1961-06-10,ZI000067865
  262,   61,1961-06-11,ZI000067865
  229,   23,1961-06-12,ZI000067865
  247,   44,1961-06-13,ZI000067865
  226,   67,1961-06-14,ZI000067865
  235,   73,1961-06-15,ZI000067865
  233,   89,1961-06-16,ZI000067865
  239,   41,1961-06-17,ZI000067865
  228,   86,1961-06-18,ZI000067865
  147,   94,1961-06-19,ZI000067865
  164,   84,1961-06-20,ZI000067865
  217,   93,1961-06-21,ZI000067865
  232,   49,1961-06-22,ZI000067865
  237,   83,1961-06-23,ZI000067865
  232,   64,1961-06-24,ZI000067865
  223,  100,1961-06-25,ZI000067865
  228,   99,1961-06-26,ZI000067865
  234,  108,1961-06-27,ZI000067865
  234,  106,1961-06-28,ZI000067865
  230,   53,1961-06-29,ZI000067865
  214,  103,1961-06-30,ZI000067865
  222,   88,1961-07-01,ZI000067865
  240,   95,1961-07-02,ZI000067865
  242,  111,1961-07-03,ZI000067865
  247,  121,1961-07-04,ZI000067865
  216,   93,1961-07-05,ZI000067865
  186,  106,1961-07-06,ZI000067865
  182,   72,1961-07-07,ZI000067865
  194,   41,1961-07-08,ZI000067865
  221,   33,1961-07-09,ZI000067865
  238,   73,1961-07-10,ZI000067865
  228,   83,1961-07-11,ZI000067865
  206,  100,1961-07-12,ZI000067865
  201,  103,1961-07-13,ZI000067865
  228,   61,1961-07-14,ZI000067865
  236,   39,1961-07-15,ZI000067865
  226,   61,1961-07-16,ZI000067865
  209,   83,1961-07-17,ZI000067865
  212,  118,1961-07-18,ZI000067865
  221,  120,1961-07-19,ZI000067865
  227,   77,1961-07-20,ZI000067865
  211,   99,1961-07-21,ZI000067865
  199,   63,1961-07-22,ZI000067865
  210,   85,1961-07-23,ZI000067865
  234,   61,1961-07-24,ZI000067865
  227,   83,1961-07-25,ZI000067865
  246,   77,1961-07-26,ZI000067865
  248,  108,1961-07-27,ZI000067865
  249,  133,1961-07-28,ZI000067865
  260,  119,1961-07-29,ZI000067865
  249,   95,1961-07-30,ZI000067865
  239,   73,1961-07-31,ZI000067865
  254,   70,1961-08-01,ZI000067865
  276,   51,1961-08-02,ZI000067865
  290,   71,1961-08-03,ZI000067865
  281,   83,1961-08-04,ZI000067865
  294,   28,1961-08-05,ZI000067865
  256,   23,1961-08-06,ZI000067865
  197,   83,1961-08-07,ZI000067865
  172,   71,1961-08-08,ZI000067865
  195,   44,1961-08-09,ZI000067865
  198,   55,1961-08-10,ZI000067865
  197,   64,1961-08-11,ZI000067865
  199,   62,1961-08-12,ZI000067865
  206,   49,1961-08-13,ZI000067865
  221,   86,1961-08-14,ZI000067865
  233,  101,1961-08-15,ZI000067865
  250,   76,1961-08-16,ZI000067865
  261,   75,1961-08-17,ZI000067865
  244,  121,1961-08-18,ZI000067865
  245,  127,1961-08-19,ZI000067865
  211,  101,1961-08-20,ZI000067865
  193,   77,1961-08-21,ZI000067865
  209,   61,1961-08-22,ZI000067865
  212,   62,1961-08-23,ZI000067865
  217,   83,1961-08-24,ZI000067865
  237,  104,1961-08-25,ZI000067865
  258,  102,1961-08-26,ZI000067865
  257,  146,1961-08-27,ZI000067865
  280,  100,1961-08-28,ZI000067865
  289,   99,1961-08-29,ZI000067865
  300,  113,1961-08-30,ZI000067865
  315,  101,1961-08-31,ZI000067865
  322,   89,1961-09-01,ZI000067865
  321,  108,1961-09-02,ZI000067865
  210,  122,1961-09-03,ZI000067865
  243,   98,1961-09-04,ZI000067865
  253,   76,1961-09-05,ZI000067865
  251,   56,1961-09-06,ZI000067865
  275,   58,1961-09-07,ZI000067865
  308,   96,1961-09-08,ZI000067865
  306,  103,1961-09-09,ZI000067865
  304,   96,1961-09-10,ZI000067865
  314,  116,1961-09-11,ZI000067865
  324,  117,1961-09-12,ZI000067865
  318,  100,1961-09-13,ZI000067865
  321,  131,1961-09-14,ZI000067865
  323,  123,1961-09-15,ZI000067865
  321,  112,1961-09-16,ZI000067865
  289,  117,1961-09-17,ZI000067865
  272,  100,1961-09-18,ZI000067865
  301,   98,1961-09-19,ZI000067865
  317,   89,1961-09-20,ZI000067865
  314,  111,1961-09-21,ZI000067865
  312,  126,1961-09-22,ZI000067865
  306,  143,1961-09-23,ZI000067865
  320,  138,1961-09-24,ZI000067865
  329,  144,1961-09-25,ZI000067865
  306,  150,1961-09-26,ZI000067865
  312,  146,1961-09-27,ZI000067865
  327,  167,1961-09-28,ZI000067865
  329,  161,1961-09-29,ZI000067865
  249,  167,1961-09-30,ZI000067865
  304,  124,1961-10-01,ZI000067865
  308,  122,1961-10-02,ZI000067865
  328,  133,1961-10-03,ZI000067865
  338,  140,1961-10-04,ZI000067865
  314,  164,1961-10-05,ZI000067865
  276,  127,1961-10-06,ZI000067865
  302,  113,1961-10-07,ZI000067865
  329,  133,1961-10-08,ZI000067865
  350,  144,1961-10-09,ZI000067865
  311,  172,1961-10-10,ZI000067865
  324,  136,1961-10-11,ZI000067865
  332,  144,1961-10-12,ZI000067865
  344,  149,1961-10-13,ZI000067865
  361,  168,1961-10-14,ZI000067865
  373,  169,1961-10-15,ZI000067865
  323,  206,1961-10-16,ZI000067865
  284,  156,1961-10-17,ZI000067865
  307,  139,1961-10-18,ZI000067865
  338,  139,1961-10-19,ZI000067865
  339,  137,1961-10-20,ZI000067865
  340,  137,1961-10-21,ZI000067865
  360,  166,1961-10-22,ZI000067865
  354,  167,1961-10-23,ZI000067865
  366,  162,1961-10-24,ZI000067865
  359,  192,1961-10-25,ZI000067865
  356,  178,1961-10-26,ZI000067865
  354,  173,1961-10-27,ZI000067865
  361,  187,1961-10-28,ZI000067865
  346,  211,1961-10-29,ZI000067865
  309,  189,1961-10-30,ZI000067865
  148,  133,1961-10-31,ZI000067865
  189,  133,1961-11-01,ZI000067865
  289,  134,1961-11-02,ZI000067865
  317,  166,1961-11-03,ZI000067865
  344,  177,1961-11-04,ZI000067865
  210,  161,1961-11-05,ZI000067865
  248,  161,1961-11-06,ZI000067865
  167,  156,1961-11-07,ZI000067865
  221,  142,1961-11-08,ZI000067865
  264,  157,1961-11-09,ZI000067865
  253,  158,1961-11-10,ZI000067865
  246,  160,1961-11-11,ZI000067865
  212,  158,1961-11-12,ZI000067865
  250,  153,1961-11-13,ZI000067865
  306,  156,1961-11-14,ZI000067865
  191,  189,1961-11-15,ZI000067865
  234,  148,1961-11-16,ZI000067865
  283,  140,1961-11-17,ZI000067865
  303,  158,1961-11-18,ZI000067865
  306,  156,1961-11-19,ZI000067865
  313,  144,1961-11-20,ZI000067865
  322,  153,1961-11-21,ZI000067865
  333,  166,1961-11-22,ZI000067865
  334,  174,1961-11-23,ZI000067865
  309,  195,1961-11-24,ZI000067865
  273,  182,1961-11-25,ZI000067865
  282,  175,1961-11-26,ZI000067865
  289,  164,1961-11-27,ZI000067865
  293,  169,1961-11-28,ZI000067865
  306,  171,1961-11-29,ZI000067865
  312,  178,1961-11-30,ZI000067865
  296,  188,1961-12-01,ZI000067865
  238,  183,1961-12-02,ZI000067865
  272,  156,1961-12-03,ZI000067865
  300,  156,1961-12-04,ZI000067865
  312,  183,1961-12-05,ZI000067865
  268,  184,1961-12-06,ZI000067865
  251,  172,1961-12-07,ZI000067865
  288,  136,1961-12-08,ZI000067865
  301,  146,1961-12-09,ZI000067865
  311,  123,1961-12-10,ZI000067865
  313,  156,1961-12-11,ZI000067865
  334,  158,1961-12-12,ZI000067865
  328,  172,1961-12-13,ZI000067865
  327,  171,1961-12-14,ZI000067865
  242,  167,1961-12-15,ZI000067865
  229,  164,1961-12-16,ZI000067865
  302,  172,1961-12-17,ZI000067865
  331,  150,1961-12-18,ZI000067865
  338,  149,1961-12-19,ZI000067865
  337,  169,1961-12-20,ZI000067865
  345,  170,1961-12-21,ZI000067865
  320,  200,1961-12-22,ZI000067865
  339,  144,1961-12-23,ZI000067865
  325,  172,1961-12-24,ZI000067865
  336,  161,1961-12-25,ZI000067865
  324,  161,1961-12-26,ZI000067865
  265,  165,1961-12-27,ZI000067865
  283,  156,1961-12-28,ZI000067865
  306,  154,1961-12-29,ZI000067865
  283,  144,1961-12-30,ZI000067865
  310,  146,1961-12-31,ZI000067865
  326,  161,1962-01-01,ZI000067865
  288,  211,1962-01-02,ZI000067865
  310,  164,1962-01-03,ZI000067865
  336,  147,1962-01-04,ZI000067865
  344,  163,1962-01-05,ZI000067865
  333,  174,1962-01-06,ZI000067865
  322,  189,1962-01-07,ZI000067865
  277,  183,1962-01-08,ZI000067865
  320,  172,1962-01-09,ZI000067865
  267,  176,1962-01-10,ZI000067865
  295,  186,1962-01-11,ZI000067865
  267,  179,1962-01-12,ZI000067865
  269,  188,1962-01-13,ZI000067865
  236,  183,1962-01-14,ZI000067865
  254,  184,1962-01-15,ZI000067865
  266,  177,1962-01-16,ZI000067865
  247,  181,1962-01-17,ZI000067865
  272,  161,1962-01-18,ZI000067865
  288,  189,1962-01-19,ZI000067865
  299,  180,1962-01-20,ZI000067865
  289,  183,1962-01-21,ZI000067865
  234,  158,1962-01-22,ZI000067865
  258,  128,1962-01-23,ZI000067865
  257,  186,1962-01-24,ZI000067865
  263,  160,1962-01-25,ZI000067865
  272,  189,1962-01-26,ZI000067865
  268,  183,1962-01-27,ZI000067865
  225,  168,1962-01-28,ZI000067865
  259,  161,1962-01-29,ZI000067865
  292,  144,1962-01-30,ZI000067865
  286,  169,1962-01-31,ZI000067865
  297,  146,1962-02-01,ZI000067865
  296,  153,1962-02-02,ZI000067865
  311,  168,1962-02-03,ZI000067865
  288,  183,1962-02-04,ZI000067865
  289,  181,1962-02-05,ZI000067865
  302,  167,1962-02-06,ZI000067865
  286,  167,1962-02-07,ZI000067865
  299,  181,1962-02-08,ZI000067865
  283,  164,1962-02-09,ZI000067865
  297,  172,1962-02-10,ZI000067865
  289,  196,1962-02-11,ZI000067865
  302,  155,1962-02-12,ZI000067865
  300,  133,1962-02-13,ZI000067865
  296,  186,1962-02-14,ZI000067865
  256,  184,1962-02-15,ZI000067865
  234,  177,1962-02-16,ZI000067865
  253,  178,1962-02-17,ZI000067865
  249,  181,1962-02-18,ZI000067865
  289,  169,1962-02-19,ZI000067865
  278,  178,1962-02-20,ZI000067865
  278,  156,1962-02-21,ZI000067865
  291,  145,1962-02-22,ZI000067865
  292,  162,1962-02-23,ZI000067865
  283,  131,1962-02-24,ZI000067865
  296,  139,1962-02-25,ZI000067865
  251,  162,1962-02-26,ZI000067865
  283,  139,1962-02-27,ZI000067865
  296,  144,1962-02-28,ZI000067865
  259,  132,1962-03-01,ZI000067865
  277,  140,1962-03-02,ZI000067865
  273,   94,1962-03-03,ZI000067865
  270,  130,1962-03-04,ZI000067865
  278,  112,1962-03-05,ZI000067865
  289,   99,1962-03-06,ZI000067865
  306,  113,1962-03-07,ZI000067865
  307,  111,1962-03-08,ZI000067865
  301,  136,1962-03-09,ZI000067865
  307,  138,1962-03-10,ZI000067865
  311,  150,1962-03-11,ZI000067865
  311,  162,1962-03-12,ZI000067865
  271,  183,1962-03-13,ZI000067865
  284,  153,1962-03-14,ZI000067865
  269,  139,1962-03-15,ZI000067865
  240,  181,1962-03-16,ZI000067865
  234,  178,1962-03-17,ZI000067865
  240,  161,1962-03-18,ZI000067865
  278,  161,1962-03-19,ZI000067865
  272,  136,1962-03-20,ZI000067865
  287,  150,1962-03-21,ZI000067865
  296,  144,1962-03-22,ZI000067865
  300,  132,1962-03-23,ZI000067865
  313,  100,1962-03-24,ZI000067865
  316,  147,1962-03-25,ZI000067865
  316,  142,1962-03-26,ZI000067865
  303,  152,1962-03-27,ZI000067865
  292,  151,1962-03-28,ZI000067865
  289,  144,1962-03-29,ZI000067865
  296,  142,1962-03-30,ZI000067865
  316,  161,1962-03-31,ZI000067865
  306,  149,1962-04-01,ZI000067865
  308,  155,1962-04-02,ZI000067865
  307,  150,1962-04-03,ZI000067865
  261,  166,1962-04-04,ZI000067865
  264,  134,1962-04-05,ZI000067865
  245,  151,1962-04-06,ZI000067865
  239,  152,1962-04-07,ZI000067865
  253,  133,1962-04-08,ZI000067865
  292,  144,1962-04-09,ZI000067865
  284,  117,1962-04-10,ZI000067865
  264,  167,1962-04-11,ZI000067865
  295,  159,1962-04-12,ZI000067865
  294,  171,1962-04-13,ZI000067865
  298,  157,1962-04-14,ZI000067865
  301,  163,1962-04-15,ZI000067865
  262,  139,1962-04-16,ZI000067865
  249,  138,1962-04-17,ZI000067865
  263,  110,1962-04-18,ZI000067865
  278,  101,1962-04-19,ZI000067865
  287,  117,1962-04-20,ZI000067865
  281,  125,1962-04-21,ZI000067865
  292,  102,1962-04-22,ZI000067865
  286,  122,1962-04-23,ZI000067865
  302,  108,1962-04-24,ZI000067865
  288,  153,1962-04-25,ZI000067865
  292,  173,1962-04-26,ZI000067865
  276,  157,1962-04-27,ZI000067865
  261,  139,1962-04-28,ZI000067865
  246,  103,1962-04-29,ZI000067865
  251,   56,1962-04-30,ZI000067865
  267,   83,1962-05-01,ZI000067865
  267,   86,1962-05-02,ZI000067865
  242,   81,1962-05-03,ZI000067865
  230,   69,1962-05-04,ZI000067865
  246,   27,1962-05-05,ZI000067865
  227,   88,1962-05-06,ZI000067865
  218,   87,1962-05-07,ZI000067865
  248,   78,1962-05-08,ZI000067865
  241,   78,1962-05-09,ZI000067865
  257,   83,1962-05-10,ZI000067865
  245,  100,1962-05-11,ZI000067865
  237,   68,1962-05-12,ZI000067865
  261,   69,1962-05-13,ZI000067865
  256,   62,1962-05-14,ZI000067865
  241,  106,1962-05-15,ZI000067865
  250,   94,1962-05-16,ZI000067865
  252,   95,1962-05-17,ZI000067865
  246,   78,1962-05-18,ZI000067865
  235,   88,1962-05-19,ZI000067865
  239,   73,1962-05-20,ZI000067865
  228,   44,1962-05-21,ZI000067865
  221,   84,1962-05-22,ZI000067865
  217,   77,1962-05-23,ZI000067865
  218,  134,1962-05-24,ZI000067865
  222,  111,1962-05-25,ZI000067865
  246,   56,1962-05-26,ZI000067865
  260,   43,1962-05-27,ZI000067865
  242,   73,1962-05-28,ZI000067865
  222,   81,1962-05-29,ZI000067865
  217,   73,1962-05-30,ZI000067865
  229,  106,1962-05-31,ZI000067865
  229,   94,1962-06-01,ZI000067865
  222,  104,1962-06-02,ZI000067865
  233,   50,1962-06-03,ZI000067865
  242,   28,1962-06-04,ZI000067865
  246,   17,1962-06-05,ZI000067865
  250,   61,1962-06-06,ZI000067865
  261,   33,1962-06-07,ZI000067865
  286,   56,1962-06-08,ZI000067865
  278,   72,1962-06-09,ZI000067865
  242,  106,1962-06-10,ZI000067865
  263,   78,1962-06-11,ZI000067865
  253,   78,1962-06-12,ZI000067865
  271,   62,1962-06-13,ZI000067865
  267,  117,1962-06-14,ZI000067865
  252,   99,1962-06-15,ZI000067865
  251,   63,1962-06-16,ZI000067865
  256,   54,1962-06-17,ZI000067865
  253,   44,1962-06-18,ZI000067865
  256,   33,1962-06-19,ZI000067865
  257,   34,1962-06-20,ZI000067865
  272,   37,1962-06-21,ZI000067865
  276,   36,1962-06-22,ZI000067865
  277,   44,1962-06-23,ZI000067865
  266,   62,1962-06-24,ZI000067865
  266,   22,1962-06-25,ZI000067865
  262,   43,1962-06-26,ZI000067865
  261,   15,1962-06-27,ZI000067865
  259,   22,1962-06-28,ZI000067865
  272,   83,1962-06-29,ZI000067865
  282,   23,1962-06-30,ZI000067865
  279,   56,1962-07-01,ZI000067865
  264,   79,1962-07-02,ZI000067865
  237,   44,1962-07-03,ZI000067865
  249,   52,1962-07-04,ZI000067865
  250,   77,1962-07-05,ZI000067865
  250,   88,1962-07-06,ZI000067865
  256,   79,1962-07-07,ZI000067865
  256,   94,1962-07-08,ZI000067865
  208,   78,1962-07-09,ZI000067865
  182,   95,1962-07-10,ZI000067865
  220,   67,1962-07-11,ZI000067865
  231,   80,1962-07-12,ZI000067865
  228,   84,1962-07-13,ZI000067865
  238,   80,1962-07-14,ZI000067865
  232,   63,1962-07-15,ZI000067865
  222,   60,1962-07-16,ZI000067865
  227,   66,1962-07-17,ZI000067865
  212,   89,1962-07-18,ZI000067865
  238,  122,1962-07-19,ZI000067865
  212,   33,1962-07-20,ZI000067865
  206,   68,1962-07-21,ZI000067865
  225,   84,1962-07-22,ZI000067865
  234,   62,1962-07-23,ZI000067865
  250,   58,1962-07-24,ZI000067865
  292,   28,1962-07-25,ZI000067865
  238,  110,1962-07-26,ZI000067865
  237,   89,1962-07-27,ZI000067865
  258,   64,1962-07-28,ZI000067865
  238,   86,1962-07-29,ZI000067865
  209,   81,1962-07-30,ZI000067865
  207,   29,1962-07-31,ZI000067865
  236,   69,1962-08-01,ZI000067865
  251,   38,1962-08-02,ZI000067865
  258,   66,1962-08-03,ZI000067865
  277,   56,1962-08-04,ZI000067865
  247,  129,1962-08-05,ZI000067865
  243,  143,1962-08-06,ZI000067865
  232,  107,1962-08-07,ZI000067865
  232,   66,1962-08-08,ZI000067865
  242,   68,1962-08-09,ZI000067865
  261,   49,1962-08-10,ZI000067865
  278,   71,1962-08-11,ZI000067865
  273,  114,1962-08-12,ZI000067865
  262,   94,1962-08-13,ZI000067865
  239,   81,1962-08-14,ZI000067865
  242,   73,1962-08-15,ZI000067865
  241,   83,1962-08-16,ZI000067865
  256,   81,1962-08-17,ZI000067865
  260,   67,1962-08-18,ZI000067865
  264,   72,1962-08-19,ZI000067865
  283,   92,1962-08-20,ZI000067865
  296,   72,1962-08-21,ZI000067865
  306,  112,1962-08-22,ZI000067865
  310,  106,1962-08-23,ZI000067865
  302,   87,1962-08-24,ZI000067865
  297,   93,1962-08-25,ZI000067865
  294,   78,1962-08-26,ZI000067865
  299,   89,1962-08-27,ZI000067865
  223,   74,1962-08-28,ZI000067865
  244,    1,1962-08-29,ZI000067865
  256,   72,1962-08-30,ZI000067865
  281,   89,1962-08-31,ZI000067865
  294,  113,1962-09-01,ZI000067865
  306,  101,1962-09-02,ZI000067865
  311,   66,1962-09-03,ZI000067865
  304,   61,1962-09-04,ZI000067865
  290,  122,1962-09-05,ZI000067865
  303,  106,1962-09-06,ZI000067865
  299,  105,1962-09-07,ZI000067865
  300,  100,1962-09-08,ZI000067865
  290,  111,1962-09-09,ZI000067865
  304,  114,1962-09-10,ZI000067865
  291,  123,1962-09-11,ZI000067865
  318,  111,1962-09-12,ZI000067865
  311,  128,1962-09-13,ZI000067865
  318,  106,1962-09-14,ZI000067865
  226,  167,1962-09-15,ZI000067865
  267,  108,1962-09-16,ZI000067865
  293,   71,1962-09-17,ZI000067865
  296,   99,1962-09-18,ZI000067865
  306,  123,1962-09-19,ZI000067865
  311,  133,1962-09-20,ZI000067865
  317,  123,1962-09-21,ZI000067865
  314,  112,1962-09-22,ZI000067865
  324,   99,1962-09-23,ZI000067865
  332,  100,1962-09-24,ZI000067865
  328,  117,1962-09-25,ZI000067865
  323,  133,1962-09-26,ZI000067865
  339,  139,1962-09-27,ZI000067865
  322,  156,1962-09-28,ZI000067865
  310,  156,1962-09-29,ZI000067865
  301,  143,1962-09-30,ZI000067865
  332,  151,1962-10-01,ZI000067865
  328,  161,1962-10-02,ZI000067865
  332,  148,1962-10-03,ZI000067865
  336,  151,1962-10-04,ZI000067865
  325,  172,1962-10-05,ZI000067865
  322,  151,1962-10-06,ZI000067865
  326,  151,1962-10-07,ZI000067865
  333,  157,1962-10-08,ZI000067865
  355,  164,1962-10-09,ZI000067865
  352,  177,1962-10-10,ZI000067865
  289,  138,1962-10-11,ZI000067865
  308,  112,1962-10-12,ZI000067865
  328,  139,1962-10-13,ZI000067865
  356,  136,1962-10-14,ZI000067865
  357,  142,1962-10-15,ZI000067865
  364,  139,1962-10-16,ZI000067865
  375,  161,1962-10-17,ZI000067865
  376,  185,1962-10-18,ZI000067865
  349,  199,1962-10-19,ZI000067865
  308,  180,1962-10-20,ZI000067865
  283,  166,1962-10-21,ZI000067865
  307,  144,1962-10-22,ZI000067865
  322,  138,1962-10-23,ZI000067865
  333,  144,1962-10-24,ZI000067865
  283,  161,1962-10-25,ZI000067865
  294,  111,1962-10-26,ZI000067865
  311,  144,1962-10-27,ZI000067865
  336,  167,1962-10-28,ZI000067865
  344,  172,1962-10-29,ZI000067865
  357,  157,1962-10-30,ZI000067865
  352,  194,1962-10-31,ZI000067865
  333,  194,1962-11-01,ZI000067865
  337,  181,1962-11-02,ZI000067865
  339,  169,1962-11-03,ZI000067865
  342,  150,1962-11-04,ZI000067865
  317,  200,1962-11-05,ZI000067865
  312,  201,1962-11-06,ZI000067865
  270,  178,1962-11-07,ZI000067865
  303,  167,1962-11-08,ZI000067865
  277,  173,1962-11-09,ZI000067865
  289,  167,1962-11-10,ZI000067865
  311,  183,1962-11-11,ZI000067865
  338,  167,1962-11-12,ZI000067865
  344,  189,1962-11-13,ZI000067865
  329,  193,1962-11-14,ZI000067865
  293,  194,1962-11-15,ZI000067865
  263,  176,1962-11-16,ZI000067865
  237,  162,1962-11-17,ZI000067865
  233,  164,1962-11-18,ZI000067865
  293,  177,1962-11-19,ZI000067865
  204,  176,1962-11-20,ZI000067865
  291,  173,1962-11-21,ZI000067865
  270,  178,1962-11-22,ZI000067865
  261,  178,1962-11-23,ZI000067865
  294,  181,1962-11-24,ZI000067865
  274,  191,1962-11-25,ZI000067865
  294,  187,1962-11-26,ZI000067865
  311,  184,1962-11-27,ZI000067865
  278,  178,1962-11-28,ZI000067865
  256,  177,1962-11-29,ZI000067865
  250,  173,1962-11-30,ZI000067865
  283,  167,1962-12-01,ZI000067865
  288,  161,1962-12-02,ZI000067865
  279,  156,1962-12-03,ZI000067865
  256,  176,1962-12-04,ZI000067865
  200,  178,1962-12-05,ZI000067865
  233,  181,1962-12-06,ZI000067865
  258,  184,1962-12-07,ZI000067865
  274,  178,1962-12-08,ZI000067865
  261,  150,1962-12-09,ZI000067865
  278,  160,1962-12-10,ZI000067865
  273,  172,1962-12-11,ZI000067865
  233,  178,1962-12-12,ZI000067865
  257,  177,1962-12-13,ZI000067865
  266,  184,1962-12-14,ZI000067865
  273,  172,1962-12-15,ZI000067865
  277,  177,1962-12-16,ZI000067865
  264,  171,1962-12-17,ZI000067865
  239,  178,1962-12-18,ZI000067865
  268,  179,1962-12-19,ZI000067865
  262,  187,1962-12-20,ZI000067865
  277,  192,1962-12-21,ZI000067865
  281,  172,1962-12-22,ZI000067865
  253,  183,1962-12-23,ZI000067865
  249,  179,1962-12-24,ZI000067865
  233,  184,1962-12-25,ZI000067865
  222,  178,1962-12-26,ZI000067865
  231,  161,1962-12-27,ZI000067865
  256,  183,1962-12-28,ZI000067865
  223,  192,1962-12-29,ZI000067865
  227,  176,1962-12-30,ZI000067865
  233,  145,1962-12-31,ZI000067865
  232,  156,1963-01-01,ZI000067865
  234,  143,1963-01-02,ZI000067865
  234,  151,1963-01-03,ZI000067865
  266,  117,1963-01-04,ZI000067865
  283,  128,1963-01-05,ZI000067865
  287,  162,1963-01-06,ZI000067865
  273,  173,1963-01-07,ZI000067865
  291,  173,1963-01-08,ZI000067865
  269,  154,1963-01-09,ZI000067865
  287,  178,1963-01-10,ZI000067865
  289,  158,1963-01-11,ZI000067865
  273,  156,1963-01-12,ZI000067865
  277,  161,1963-01-13,ZI000067865
  281,  161,1963-01-14,ZI000067865
  294,  156,1963-01-15,ZI000067865
  292,  177,1963-01-16,ZI000067865
  283,  147,1963-01-17,ZI000067865
  299,  142,1963-01-18,ZI000067865
  300,  137,1963-01-19,ZI000067865
  292,  133,1963-01-20,ZI000067865
  300,  123,1963-01-21,ZI000067865
  303,  122,1963-01-22,ZI000067865
  311,  132,1963-01-23,ZI000067865
  317,  138,1963-01-24,ZI000067865
  277,  173,1963-01-25,ZI000067865
  246,  183,1963-01-26,ZI000067865
  253,  175,1963-01-27,ZI000067865
  254,  184,1963-01-28,ZI000067865
  278,  182,1963-01-29,ZI000067865
  250,  172,1963-01-30,ZI000067865
  244,  178,1963-01-31,ZI000067865
  261,  183,1963-02-01,ZI000067865
  283,  183,1963-02-02,ZI000067865
  262,  178,1963-02-03,ZI000067865
  250,  167,1963-02-04,ZI000067865
  269,  133,1963-02-05,ZI000067865
  260,   94,1963-02-06,ZI000067865
  245,  133,1963-02-07,ZI000067865
  267,  162,1963-02-08,ZI000067865
  290,  123,1963-02-09,ZI000067865
  247,  144,1963-02-10,ZI000067865
  259,  168,1963-02-11,ZI000067865
  260,  176,1963-02-12,ZI000067865
  270,  167,1963-02-13,ZI000067865
  262,  167,1963-02-14,ZI000067865
  262,  177,1963-02-15,ZI000067865
  255,  166,1963-02-16,ZI000067865
  244,  173,1963-02-17,ZI000067865
  282,  173,1963-02-18,ZI000067865
  272,  166,1963-02-19,ZI000067865
  257,  172,1963-02-20,ZI000067865
  215,  180,1963-02-21,ZI000067865
  232,  181,1963-02-22,ZI000067865
  255,  173,1963-02-23,ZI000067865
  238,  167,1963-02-24,ZI000067865
  267,  188,1963-02-25,ZI000067865
  219,  167,1963-02-26,ZI000067865
  217,  136,1963-02-27,ZI000067865
  249,  133,1963-02-28,ZI000067865
  283,   96,1963-03-01,ZI000067865
  283,  101,1963-03-02,ZI000067865
  290,  124,1963-03-03,ZI000067865
  279,  161,1963-03-04,ZI000067865
  276,  150,1963-03-05,ZI000067865
  291,  167,1963-03-06,ZI000067865
  288,  156,1963-03-07,ZI000067865
  290,  167,1963-03-08,ZI000067865
  261,  175,1963-03-09,ZI000067865
  232,  158,1963-03-10,ZI000067865
  242,  138,1963-03-11,ZI000067865
  261,  123,1963-03-12,ZI000067865
  267,  152,1963-03-13,ZI000067865
  278,  128,1963-03-14,ZI000067865
  287,  134,1963-03-15,ZI000067865
  306,  146,1963-03-16,ZI000067865
  296,  149,1963-03-17,ZI000067865
  288,  144,1963-03-18,ZI000067865
  246,  155,1963-03-19,ZI000067865
  238,  128,1963-03-20,ZI000067865
  271,   95,1963-03-21,ZI000067865
  287,  152,1963-03-22,ZI000067865
  299,  127,1963-03-23,ZI000067865
  281,  148,1963-03-24,ZI000067865
  282,  146,1963-03-25,ZI000067865
  279,  123,1963-03-26,ZI000067865
  296,  105,1963-03-27,ZI000067865
  267,  150,1963-03-28,ZI000067865
  277,  137,1963-03-29,ZI000067865
  263,  151,1963-03-30,ZI000067865
  267,  152,1963-03-31,ZI000067865
  289,  138,1963-04-01,ZI000067865
  294,  139,1963-04-02,ZI000067865
  297,  149,1963-04-03,ZI000067865
  298,  156,1963-04-04,ZI000067865
  294,  161,1963-04-05,ZI000067865
  296,  167,1963-04-06,ZI000067865
  311,  162,1963-04-07,ZI000067865
  274,  171,1963-04-08,ZI000067865
  273,  167,1963-04-09,ZI000067865
  256,  156,1963-04-10,ZI000067865
  261,  146,1963-04-11,ZI000067865
