TMAX,TMIN,PRCP,DATE,STATION
  278,   39,    0,1978-01-01,MXN00032111
  289,   33,    0,1978-01-02,MXN00032111
  267,   22,    0,1978-01-03,MXN00032111
  283,    6,    0,1978-01-04,MXN00032111
  283,   50,    0,1978-01-05,MXN00032111
  278,   11,    0,1978-01-06,MXN00032111
  267,   61,    0,1978-01-07,MXN00032111
  261,    6,    0,1978-01-08,MXN00032111
  256,   56,    0,1978-01-09,MXN00032111
  283,   28,    0,1978-01-10,MXN00032111
  239,   44,    0,1978-01-11,MXN00032111
  233,   33,    0,1978-01-12,MXN00032111
  256,   11,    0,1978-01-13,MXN00032111
  250,    6,    0,1978-01-14,MXN00032111
  267,    6,    0,1978-01-15,MXN00032111
  261,   17,    0,1978-01-16,MXN00032111
  267,   11,    0,1978-01-17,MXN00032111
  256,   17,    0,1978-01-18,MXN00032111
  233,    6,    0,1978-01-19,MXN00032111
  239,    0,    0,1978-01-20,MXN00032111
  256,   50,    0,1978-01-21,MXN00032111
  244,   50,    0,1978-01-22,MXN00032111
  261,    0,    0,1978-01-23,MXN00032111
  267,   28,    0,1978-01-24,MXN00032111
  250,   17,    0,1978-01-25,MXN00032111
  250,   17,    0,1978-01-26,MXN00032111
  278,   50,    0,1978-01-27,MXN00032111
  261,   11,    0,1978-01-28,MXN00032111
  289,   17,    0,1978-01-29,MXN00032111
  294,   11,    0,1978-01-30,MXN00032111
  306,   56,    0,1978-01-31,MXN00032111
  289,   61,    0,1978-02-01,MXN00032111
  278,   89,    0,1978-02-02,MXN00032111
  250,  100,    0,1978-02-03,MXN00032111
  261,   78,    0,1978-02-04,MXN00032111
  228,   83,    0,1978-02-05,MXN00032111
  267,   11,    0,1978-02-06,MXN00032111
  228,   22,    0,1978-02-07,MXN00032111
  233,   11,    0,1978-02-08,MXN00032111
  261,   11,    0,1978-02-09,MXN00032111
  272,    6,    0,1978-02-10,MXN00032111
  233,   28,    0,1978-02-11,MXN00032111
  233,   61,    0,1978-02-12,MXN00032111
  250,  -28,    0,1978-02-13,MXN00032111
  256,    0,    0,1978-02-14,MXN00032111
  256,    0,    0,1978-02-15,MXN00032111
  244,   22,    0,1978-02-16,MXN00032111
  256,    0,    0,1978-02-17,MXN00032111
  239,   22,    0,1978-02-18,MXN00032111
  167,   50,    0,1978-02-19,MXN00032111
  228,   11,    0,1978-02-20,MXN00032111
  228,   39,    0,1978-02-21,MXN00032111
  172,   56,    0,1978-02-22,MXN00032111
  206,   83,    0,1978-02-23,MXN00032111
  267,   39,    0,1978-02-24,MXN00032111
  261,   17,    0,1978-02-25,MXN00032111
  306,   33,    0,1978-02-26,MXN00032111
  300,   56,    0,1978-02-27,MXN00032111
  267,   78,    0,1978-02-28,MXN00032111
  300,  100,    0,1978-03-01,MXN00032111
  300,   56,    0,1978-03-02,MXN00032111
  306,   50,    0,1978-03-03,MXN00032111
  306,   50,    0,1978-03-04,MXN00032111
  317,   50,    0,1978-03-05,MXN00032111
  267,   67,    0,1978-03-06,MXN00032111
  228,   78,    0,1978-03-07,MXN00032111
  256,   67,    0,1978-03-08,MXN00032111
  267,   50,    0,1978-03-09,MXN00032111
  289,   56,    0,1978-03-10,MXN00032111
  272,   56,    0,1978-03-11,MXN00032111
  311,   50,    0,1978-03-12,MXN00032111
  306,   83,    0,1978-03-13,MXN00032111
  300,   56,    0,1978-03-14,MXN00032111
  322,   61,    0,1978-03-15,MXN00032111
  294,   94,    0,1978-03-16,MXN00032111
  228,  100,    0,1978-03-17,MXN00032111
  228,   67,    0,1978-03-18,MXN00032111
  261,   44,    0,1978-03-19,MXN00032111
  306,   56,    0,1978-03-20,MXN00032111
  306,   67,    0,1978-03-21,MXN00032111
  322,   78,    0,1978-03-22,MXN00032111
  317,  100,    0,1978-03-23,MXN00032111
  311,   89,    0,1978-03-24,MXN00032111
  317,  100,    0,1978-03-25,MXN00032111
  317,  139,    0,1978-03-26,MXN00032111
  300,   78,    0,1978-03-27,MXN00032111
  317,   44,    0,1978-03-28,MXN00032111
  317,  100,    0,1978-03-29,MXN00032111
  300,   78,    0,1978-03-30,MXN00032111
  328,  111,    0,1978-03-31,MXN00032111
  350,  100,    0,1978-04-01,MXN00032111
  344,  100,    0,1978-04-02,MXN00032111
  339,   94,    0,1978-04-03,MXN00032111
  328,   78,    0,1978-04-04,MXN00032111
  339,   56,    0,1978-04-05,MXN00032111
  306,   78,    0,1978-04-06,MXN00032111
  339,  128,    0,1978-04-07,MXN00032111
  317,  117,    0,1978-04-08,MXN00032111
  306,  128,    0,1978-04-09,MXN00032111
  256,  117,    0,1978-04-10,MXN00032111
  289,  139,    0,1978-04-11,MXN00032111
  294,   39,    0,1978-04-12,MXN00032111
  317,   50,    0,1978-04-13,MXN00032111
  339,   61,    0,1978-04-14,MXN00032111
  350,   78,    0,1978-04-15,MXN00032111
  356,   83,    0,1978-04-16,MXN00032111
  383,   89,    0,1978-04-17,MXN00032111
  394,  100,    0,1978-04-18,MXN00032111
  394,   89,    0,1978-04-19,MXN00032111
  383,  100,    0,1978-04-20,MXN00032111
  317,   83,    0,1978-04-21,MXN00032111
  344,   83,    0,1978-04-22,MXN00032111
  339,   56,    0,1978-04-23,MXN00032111
  339,   78,    0,1978-04-24,MXN00032111
  350,   83,    0,1978-04-25,MXN00032111
  356,  117,    0,1978-04-26,MXN00032111
  339,  100,    0,1978-04-27,MXN00032111
  339,   94,    0,1978-04-28,MXN00032111
  333,   78,    0,1978-04-29,MXN00032111
  356,  100,    0,1978-04-30,MXN00032111
  333,   67,    0,1978-05-01,MXN00032111
  322,   89,    0,1978-05-02,MXN00032111
  328,  128,    0,1978-05-03,MXN00032111
  328,   67,    0,1978-05-04,MXN00032111
  333,  117,    0,1978-05-05,MXN00032111
  328,  100,    0,1978-05-06,MXN00032111
  350,   89,    0,1978-05-07,MXN00032111
  367,   83,    0,1978-05-08,MXN00032111
  378,  106,    0,1978-05-09,MXN00032111
  361,  156,   18,1978-05-10,MXN00032111
  356,  139,    3,1978-05-11,MXN00032111
  378,  144,    0,1978-05-12,MXN00032111
  367,  144,    0,1978-05-13,MXN00032111
  350,  167,    5,1978-05-14,MXN00032111
  339,  144,  127,1978-05-15,MXN00032111
  317,  117,    0,1978-05-16,MXN00032111
  339,  128,    0,1978-05-17,MXN00032111
  339,   89,    0,1978-05-18,MXN00032111
  350,  122,    0,1978-05-19,MXN00032111
  350,  156,    0,1978-05-20,MXN00032111
  350,  150,    0,1978-05-21,MXN00032111
  350,  133,    0,1978-05-22,MXN00032111
  350,  111,    0,1978-05-23,MXN00032111
  339,  100,    0,1978-05-24,MXN00032111
  350,   78,    0,1978-05-25,MXN00032111
  356,  100,    0,1978-05-26,MXN00032111
  367,  133,    0,1978-05-27,MXN00032111
  367,  150,    0,1978-05-28,MXN00032111
  367,  150,    0,1978-05-29,MXN00032111
  350,  144,    0,1978-05-30,MXN00032111
  328,  172,    0,1978-05-31,MXN00032111
  306,  128,    5,1978-06-01,MXN00032111
  306,  156,  201,1978-06-02,MXN00032111
  300,  150,   76,1978-06-03,MXN00032111
  272,  150,    3,1978-06-04,MXN00032111
  300,  144,   71,1978-06-05,MXN00032111
  300,  150,    0,1978-06-06,MXN00032111
  300,  139,    0,1978-06-07,MXN00032111
  317,  161,    0,1978-06-08,MXN00032111
  306,  128,    3,1978-06-09,MXN00032111
  306,  144,    5,1978-06-10,MXN00032111
  300,  150,    3,1978-06-11,MXN00032111
  300,  150,    0,1978-06-12,MXN00032111
  300,  139,    0,1978-06-13,MXN00032111
  306,  150,    0,1978-06-14,MXN00032111
  306,  139,   46,1978-06-15,MXN00032111
  317,  139,    0,1978-06-16,MXN00032111
  328,  150,    0,1978-06-17,MXN00032111
  328,  183,    0,1978-06-18,MXN00032111
  317,  183,  201,1978-06-19,MXN00032111
  289,  139,    8,1978-06-20,MXN00032111
  306,  133,    0,1978-06-21,MXN00032111
  322,  122,    0,1978-06-22,MXN00032111
  306,  156,    0,1978-06-23,MXN00032111
  283,  172,  109,1978-06-24,MXN00032111
  278,  150,   13,1978-06-25,MXN00032111
  289,  150,  109,1978-06-26,MXN00032111
  272,  150,  124,1978-06-27,MXN00032111
  267,  144,   86,1978-06-28,MXN00032111
  256,  150,   43,1978-06-29,MXN00032111
  256,  150,    0,1978-06-30,MXN00032111
  261,  144,   10,1978-08-01,MXN00032111
  256,  139,    8,1978-08-02,MXN00032111
  267,  144,    0,1978-08-03,MXN00032111
  289,  128,    0,1978-08-04,MXN00032111
  300,  117,    0,1978-08-05,MXN00032111
  294,  156,    0,1978-08-06,MXN00032111
  300,  150,    0,1978-08-07,MXN00032111
  300,  133,    0,1978-08-08,MXN00032111
  300,  150,    0,1978-08-09,MXN00032111
  272,  150,   64,1978-08-10,MXN00032111
  267,  150,   51,1978-08-11,MXN00032111
  267,  144,    0,1978-08-12,MXN00032111
  250,  150,   66,1978-08-13,MXN00032111
  267,  100,  102,1978-08-14,MXN00032111
  272,  144,   18,1978-08-15,MXN00032111
  289,  144,    0,1978-08-16,MXN00032111
  300,  117,    0,1978-08-17,MXN00032111
  300,  122,    0,1978-08-18,MXN00032111
  311,  122,   23,1978-08-19,MXN00032111
  300,  133,    0,1978-08-20,MXN00032111
  278,  122,    0,1978-08-21,MXN00032111
  278,  122,   94,1978-08-22,MXN00032111
  278,  128,  112,1978-08-23,MXN00032111
  256,  122,   18,1978-08-24,MXN00032111
  300,  128,    0,1978-08-25,MXN00032111
  289,  150,    0,1978-08-26,MXN00032111
  300,  150,    0,1978-08-27,MXN00032111
  289,  122,   20,1978-08-28,MXN00032111
  300,  128,   56,1978-08-29,MXN00032111
  289,  139,   74,1978-08-30,MXN00032111
  278,  150,    0,1978-08-31,MXN00032111
  278,  150,   10,1978-09-01,MXN00032111
  283,  139,    0,1978-09-02,MXN00032111
  294,  106,    0,1978-09-03,MXN00032111
  300,  122,   69,1978-09-04,MXN00032111
  278,  128,    0,1978-09-05,MXN00032111
  239,  150,  147,1978-09-06,MXN00032111
  244,  139,    0,1978-09-07,MXN00032111
  278,  150,  203,1978-09-08,MXN00032111
  267,  150,  198,1978-09-09,MXN00032111
  289,  139,   89,1978-09-10,MXN00032111
  250,  150,   86,1978-09-11,MXN00032111
  267,  150,    0,1978-09-12,MXN00032111
  283,  139,    0,1978-09-13,MXN00032111
  289,  156,    3,1978-09-14,MXN00032111
  289,  139,    0,1978-09-15,MXN00032111
  289,  122,    0,1978-09-16,MXN00032111
  300,  139,    8,1978-09-17,MXN00032111
  256,  133,   64,1978-09-18,MXN00032111
  283,  139,    3,1978-09-19,MXN00032111
  300,  133,    0,1978-09-20,MXN00032111
  272,  111,    0,1978-09-21,MXN00032111
  261,  117,    3,1978-09-22,MXN00032111
  267,  156,    3,1978-09-23,MXN00032111
  244,  161,    3,1978-09-24,MXN00032111
  267,  156,    0,1978-09-25,MXN00032111
  289,  133,    5,1978-09-26,MXN00032111
  283,  139,  206,1978-09-27,MXN00032111
  256,  139,   43,1978-09-28,MXN00032111
  267,  144,    0,1978-09-29,MXN00032111
  261,  111,    0,1978-09-30,MXN00032111
  278,  139,    0,1978-10-01,MXN00032111
  289,  133,   79,1978-10-02,MXN00032111
  278,  139,  104,1978-10-03,MXN00032111
  278,  128,  201,1978-10-04,MXN00032111
  261,  122,    3,1978-10-05,MXN00032111
  267,  139,   30,1978-10-06,MXN00032111
  272,  150,   10,1978-10-07,MXN00032111
  272,  139,    5,1978-10-08,MXN00032111
  283,  128,    0,1978-10-09,MXN00032111
  294,   94,    0,1978-10-10,MXN00032111
  272,   89,  206,1978-10-11,MXN00032111
  261,   89,   15,1978-10-12,MXN00032111
  250,   83,    0,1978-10-13,MXN00032111
  278,  117,    0,1978-10-14,MXN00032111
  239,  117,    0,1978-10-15,MXN00032111
  250,   67,    0,1978-10-16,MXN00032111
  239,  106,    0,1978-10-17,MXN00032111
  256,  100,    0,1978-10-18,MXN00032111
  250,  100,    0,1978-10-19,MXN00032111
  278,   89,    0,1978-10-20,MXN00032111
