TMAX,TMIN,PRCP,DATE,STATION
  266,   39,    0,1968-07-19,ZI000067843
  274,   62,    0,1968-07-20,ZI000067843
  257,   79,    0,1968-07-21,ZI000067843
  238,  105,    0,1968-07-22,ZI000067843
  236,   71,    0,1968-07-23,ZI000067843
  241,   58,    0,1968-07-24,ZI000067843
  267,   45,    0,1968-07-25,ZI000067843
  287,   83,    0,1968-07-26,ZI000067843
  298,   87,    0,1968-07-27,ZI000067843
  307,  113,    0,1968-07-28,ZI000067843
  306,  108,    0,1968-07-29,ZI000067843
  301,   85,    0,1968-07-30,ZI000067843
  302,   97,    0,1968-07-31,ZI000067843
  302,   93,    0,1968-08-01,ZI000067843
  298,   89,    0,1968-08-02,ZI000067843
  291,  101,    0,1968-08-03,ZI000067843
  290,   73,    0,1968-08-04,ZI000067843
  293,   60,    0,1968-08-05,ZI000067843
  291,   78,    0,1968-08-06,ZI000067843
  294,   74,    0,1968-08-07,ZI000067843
  298,   70,    0,1968-08-08,ZI000067843
  309,   82,    0,1968-08-09,ZI000067843
  299,  114,    0,1968-08-10,ZI000067843
  283,  114,    0,1968-08-11,ZI000067843
  279,   88,    0,1968-08-12,ZI000067843
  281,   68,    0,1968-08-13,ZI000067843
  292,   67,    0,1968-08-14,ZI000067843
  281,   77,    0,1968-08-15,ZI000067843
  285,   67,    0,1968-08-16,ZI000067843
  292,   68,    0,1968-08-17,ZI000067843
  254,  113,    0,1968-08-18,ZI000067843
  257,   99,    0,1968-08-19,ZI000067843
  258,   73,    0,1968-08-20,ZI000067843
  291,   44,    0,1968-08-21,ZI000067843
  307,   78,    0,1968-08-22,ZI000067843
  321,   94,    0,1968-08-23,ZI000067843
  303,  128,    0,1968-08-24,ZI000067843
  310,  113,    0,1968-08-25,ZI000067843
  302,  122,    0,1968-08-26,ZI000067843
  303,   99,    0,1968-08-27,ZI000067843
  312,  133,    0,1968-08-28,ZI000067843
  316,   93,    0,1968-08-29,ZI000067843
  339,  115,    0,1968-08-30,ZI000067843
  343,  123,    0,1968-08-31,ZI000067843
  351,  204,    0,1968-09-01,ZI000067843
  286,  161,    0,1968-09-02,ZI000067843
  261,   95,    0,1968-09-03,ZI000067843
  292,   66,    0,1968-09-04,ZI000067843
  231,  140,    0,1968-09-05,ZI000067843
  228,  154,    0,1968-09-06,ZI000067843
  287,   79,    0,1968-09-07,ZI000067843
