TMAX,TMIN,PRCP,DATE,STATION
,,    0,1978-01-04,MXN00032110
  256,   50,    0,1978-01-05,MXN00032110
  256,  -11,    0,1978-01-06,MXN00032110
  200,   17,    0,1978-01-07,MXN00032110
  200,   28,    0,1978-01-08,MXN00032110
  189,  -61,    0,1978-01-09,MXN00032110
  228,  -22,    0,1978-01-10,MXN00032110
  217,    0,    0,1978-01-11,MXN00032110
  217,   17,    0,1978-01-12,MXN00032110
  189,  -44,    0,1978-01-13,MXN00032110
  217,  -33,    0,1978-01-14,MXN00032110
  256,  -11,    0,1978-01-15,MXN00032110
  250,   28,    0,1978-01-16,MXN00032110
  250,    0,    0,1978-01-17,MXN00032110
  206,    6,    0,1978-01-18,MXN00032110
  217,    6,    0,1978-01-19,MXN00032110
  250,    6,    0,1978-01-20,MXN00032110
  239,   17,    0,1978-01-21,MXN00032110
  239,  -11,    0,1978-01-22,MXN00032110
  228,  -22,    0,1978-01-23,MXN00032110
  217,  -11,    0,1978-01-24,MXN00032110
  178,   17,    0,1978-01-25,MXN00032110
  228,  -61,    0,1978-01-26,MXN00032110
  250,  -22,    0,1978-01-27,MXN00032110
  239,    0,    0,1978-01-28,MXN00032110
  217,   17,    0,1978-01-29,MXN00032110
  278,   39,    0,1978-01-30,MXN00032110
  267,   67,    0,1978-01-31,MXN00032110
  228,   78,    0,1978-02-01,MXN00032110
  250,   89,    0,1978-02-02,MXN00032110
  250,   89,    0,1978-02-03,MXN00032110
  217,   56,    0,1978-02-04,MXN00032110
  217,    0,    0,1978-02-05,MXN00032110
  239,    0,    0,1978-02-06,MXN00032110
  206,   17,    0,1978-02-07,MXN00032110
  217,  -33,    0,1978-02-08,MXN00032110
  228,  -11,    0,1978-02-09,MXN00032110
  256,  -22,    0,1978-02-10,MXN00032110
  228,    0,    0,1978-02-11,MXN00032110
  206,   17,    0,1978-02-12,MXN00032110
  239,   17,    0,1978-02-13,MXN00032110
  239,  -44,    0,1978-02-14,MXN00032110
  228,  -22,    0,1978-02-15,MXN00032110
  206,  -22,    0,1978-02-16,MXN00032110
  239,   17,    0,1978-02-17,MXN00032110
  206,   28,    0,1978-02-18,MXN00032110
  167,   17,    0,1978-02-19,MXN00032110
  106,  -11,    0,1978-02-20,MXN00032110
  200,  -94,    0,1978-02-21,MXN00032110
  189,  -83,    0,1978-02-22,MXN00032110
  239,  -22,    0,1978-02-23,MXN00032110
  250,  -11,    0,1978-02-24,MXN00032110
  256,   17,    0,1978-02-25,MXN00032110
  267,   39,    0,1978-02-26,MXN00032110
  289,   39,    0,1978-02-27,MXN00032110
  278,  100,    0,1978-02-28,MXN00032110
  278,   50,    0,1978-03-01,MXN00032110
  278,   50,    0,1978-03-02,MXN00032110
  289,   50,    0,1978-03-03,MXN00032110
  267,   56,    0,1978-03-04,MXN00032110
  289,   39,    0,1978-03-05,MXN00032110
  278,   56,    0,1978-03-06,MXN00032110
  189,   50,    0,1978-03-07,MXN00032110
  167,   39,    0,1978-03-08,MXN00032110
  239,  -61,    0,1978-03-09,MXN00032110
  289,  -33,    0,1978-03-10,MXN00032110
  289,   50,    0,1978-03-11,MXN00032110
  289,   56,    0,1978-03-12,MXN00032110
  306,   67,    0,1978-03-13,MXN00032110
  317,    0,    0,1978-03-14,MXN00032110
  278,   17,    0,1978-03-15,MXN00032110
  228,   50,    0,1978-03-16,MXN00032110
  217,   17,    0,1978-03-17,MXN00032110
  289,   28,    0,1978-03-18,MXN00032110
  250,    0,    0,1978-03-19,MXN00032110
  300,   17,    0,1978-03-20,MXN00032110
  289,   39,    0,1978-03-21,MXN00032110
  317,   67,    0,1978-03-22,MXN00032110
  317,   89,    0,1978-03-23,MXN00032110
  306,  100,    0,1978-03-24,MXN00032110
  289,  106,   23,1978-03-25,MXN00032110
  217,  100,   69,1978-03-26,MXN00032110
  239,   28,    0,1978-03-27,MXN00032110
  289,   39,    0,1978-03-28,MXN00032110
  289,   67,    0,1978-03-29,MXN00032110
  300,   78,    0,1978-03-30,MXN00032110
  328,   89,   25,1978-03-31,MXN00032110
  300,  106,    0,1978-04-01,MXN00032110
  317,   89,    0,1978-04-02,MXN00032110
  317,   89,    0,1978-04-03,MXN00032110
  328,  100,    0,1978-04-04,MXN00032110
  317,  106,    0,1978-04-05,MXN00032110
  300,   78,    0,1978-04-06,MXN00032110
  300,  117,    0,1978-04-07,MXN00032110
  317,  106,    0,1978-04-08,MXN00032110
  267,   78,    0,1978-04-09,MXN00032110
  250,  117,    0,1978-04-10,MXN00032110
  267,   67,    0,1978-04-11,MXN00032110
  239,   28,    0,1978-04-12,MXN00032110
  206,    0,    0,1978-04-13,MXN00032110
  339,   67,    0,1978-04-14,MXN00032110
  356,   67,    0,1978-04-15,MXN00032110
  350,  106,    0,1978-04-16,MXN00032110
  339,   78,    0,1978-04-17,MXN00032110
  339,   78,    0,1978-04-18,MXN00032110
  339,   89,    0,1978-04-19,MXN00032110
  328,   89,    0,1978-04-20,MXN00032110
  328,   67,    0,1978-04-21,MXN00032110
  267,  128,    0,1978-04-22,MXN00032110
  328,   78,    0,1978-04-23,MXN00032110
  328,  100,    0,1978-04-24,MXN00032110
  328,  106,    0,1978-04-25,MXN00032110
  339,  117,    0,1978-04-26,MXN00032110
  328,  106,    0,1978-04-27,MXN00032110
  317,   89,    0,1978-04-28,MXN00032110
  317,  106,    0,1978-04-29,MXN00032110
  328,   89,    0,1978-04-30,MXN00032110
  328,  128,    0,1978-05-01,MXN00032110
  328,  128,    0,1978-05-02,MXN00032110
  317,  128,    0,1978-05-03,MXN00032110
  317,   89,    0,1978-05-04,MXN00032110
  317,  100,    0,1978-05-05,MXN00032110
  306,  106,    0,1978-05-06,MXN00032110
  339,   67,    0,1978-05-07,MXN00032110
  317,   89,    0,1978-05-08,MXN00032110
  350,   89,    0,1978-05-09,MXN00032110
  367,  106,    0,1978-05-10,MXN00032110
  356,  150,    0,1978-05-11,MXN00032110
  367,  128,    0,1978-05-12,MXN00032110
  350,  156,    0,1978-05-13,MXN00032110
  328,  128,    0,1978-05-14,MXN00032110
  306,  150,  122,1978-05-15,MXN00032110
  306,  128,    0,1978-05-16,MXN00032110
  350,  150,    0,1978-05-17,MXN00032110
  350,  128,   10,1978-05-18,MXN00032110
  317,  167,    0,1978-05-19,MXN00032110
  339,  117,    0,1978-05-20,MXN00032110
  339,  128,    0,1978-05-21,MXN00032110
  328,  100,   13,1978-05-22,MXN00032110
  350,  128,    0,1978-05-23,MXN00032110
  317,  106,    0,1978-05-24,MXN00032110
  339,   89,    0,1978-05-25,MXN00032110
  350,  100,    0,1978-05-26,MXN00032110
  339,  139,    0,1978-05-27,MXN00032110
  350,  128,    0,1978-05-28,MXN00032110
  339,  100,    0,1978-05-29,MXN00032110
  328,  139,    0,1978-05-30,MXN00032110
  350,  139,    0,1978-05-31,MXN00032110
  328,  150,    0,1978-06-01,MXN00032110
  328,  139,  173,1978-06-02,MXN00032110
  317,  156,    0,1978-06-03,MXN00032110
  350,  167,    0,1978-06-04,MXN00032110
  328,  150,  203,1978-06-05,MXN00032110
  306,  156,    0,1978-06-06,MXN00032110
  317,  139,    0,1978-06-07,MXN00032110
  317,  117,    0,1978-06-08,MXN00032110
  317,  139,    0,1978-06-09,MXN00032110
  306,  117,    0,1978-06-10,MXN00032110
  317,  139,    0,1978-06-11,MXN00032110
  317,  117,    0,1978-06-12,MXN00032110
  317,  139,    8,1978-06-13,MXN00032110
  317,  139,    8,1978-06-14,MXN00032110
  328,  128,    0,1978-06-15,MXN00032110
  328,  139,    0,1978-06-16,MXN00032110
  317,  128,    0,1978-06-17,MXN00032110
  317,  128,    0,1978-06-18,MXN00032110
  300,  117,    0,1978-06-19,MXN00032110
  328,  139,    0,1978-06-20,MXN00032110
  328,  128,    0,1978-06-21,MXN00032110
  328,  139,    0,1978-06-22,MXN00032110
  328,  128,    0,1978-06-23,MXN00032110
  317,  156,    0,1978-06-24,MXN00032110
  328,  150,    0,1978-06-25,MXN00032110
  350,  139,   18,1978-06-26,MXN00032110
  328,  150,    0,1978-06-27,MXN00032110
  306,  150,    0,1978-06-28,MXN00032110
  300,  117,    0,1978-06-29,MXN00032110
  328,  139,    0,1978-06-30,MXN00032110
  317,  128,   58,1978-07-01,MXN00032110
  317,  150,    0,1978-07-02,MXN00032110
  317,  167,    0,1978-07-03,MXN00032110
  317,  150,    0,1978-07-04,MXN00032110
  328,  150,    0,1978-07-05,MXN00032110
  317,  150,    0,1978-07-06,MXN00032110
  328,  167,    0,1978-07-07,MXN00032110
  328,  128,    0,1978-07-08,MXN00032110
  328,  117,    0,1978-07-09,MXN00032110
  317,  150,    0,1978-07-10,MXN00032110
  328,  128,    0,1978-07-11,MXN00032110
  328,  139,    0,1978-07-12,MXN00032110
  328,  117,    0,1978-07-13,MXN00032110
  328,  150,    0,1978-07-14,MXN00032110
  328,  150,    0,1978-07-15,MXN00032110
  328,  150,    0,1978-07-16,MXN00032110
  328,  117,    0,1978-07-17,MXN00032110
  339,  128,    0,1978-07-18,MXN00032110
