PRCP,DATE,STATION
   74,1950-01-01,ZA000067561
   51,1950-01-02,ZA000067561
  170,1950-01-03,ZA000067561
  249,1950-01-04,ZA000067561
   28,1950-01-05,ZA000067561
   66,1950-01-06,ZA000067561
    8,1950-01-07,ZA000067561
  272,1950-01-08,ZA000067561
    5,1950-01-09,ZA000067561
  135,1950-01-10,ZA000067561
  861,1950-01-11,ZA000067561
  104,1950-01-12,ZA000067561
   13,1950-01-13,ZA000067561
   99,1950-01-14,ZA000067561
   43,1950-01-15,ZA000067561
    8,1950-01-16,ZA000067561
   18,1950-01-17,ZA000067561
    0,1950-01-18,ZA000067561
    8,1950-01-19,ZA000067561
   38,1950-01-20,ZA000067561
  160,1950-01-21,ZA000067561
   38,1950-01-22,ZA000067561
    0,1950-01-23,ZA000067561
   56,1950-01-24,ZA000067561
   56,1950-01-25,ZA000067561
   20,1950-01-26,ZA000067561
    8,1950-01-27,ZA000067561
  155,1950-01-28,ZA000067561
  330,1950-01-29,ZA000067561
   76,1950-01-30,ZA000067561
    0,1950-02-01,ZA000067561
  305,1950-02-02,ZA000067561
   48,1950-02-03,ZA000067561
   15,1950-02-04,ZA000067561
   13,1950-02-05,ZA000067561
   38,1950-02-06,ZA000067561
  287,1950-02-07,ZA000067561
   56,1950-02-08,ZA000067561
   51,1950-02-09,ZA000067561
    8,1950-02-10,ZA000067561
  213,1950-02-11,ZA000067561
   33,1950-02-12,ZA000067561
    0,1950-02-13,ZA000067561
   25,1950-02-16,ZA000067561
  249,1950-02-17,ZA000067561
    8,1950-02-18,ZA000067561
    3,1950-02-19,ZA000067561
    5,1950-02-20,ZA000067561
   30,1950-02-21,ZA000067561
   38,1950-02-22,ZA000067561
   48,1950-02-23,ZA000067561
   53,1950-02-24,ZA000067561
    0,1950-02-25,ZA000067561
   18,1950-02-26,ZA000067561
    0,1950-02-27,ZA000067561
    0,1950-02-28,ZA000067561
    0,1950-03-01,ZA000067561
   61,1950-03-02,ZA000067561
   36,1950-03-03,ZA000067561
    0,1950-03-04,ZA000067561
  104,1950-03-05,ZA000067561
   23,1950-03-06,ZA000067561
    0,1950-03-07,ZA000067561
  234,1950-03-08,ZA000067561
    0,1950-03-09,ZA000067561
  333,1950-03-10,ZA000067561
   36,1950-03-11,ZA000067561
   38,1950-03-12,ZA000067561
   48,1950-03-13,ZA000067561
  297,1950-03-14,ZA000067561
   10,1950-03-15,ZA000067561
    8,1950-03-16,ZA000067561
  142,1950-03-17,ZA000067561
  531,1950-03-18,ZA000067561
    0,1950-03-19,ZA000067561
    0,1950-03-20,ZA000067561
    0,1950-03-21,ZA000067561
    0,1950-03-22,ZA000067561
    0,1950-03-23,ZA000067561
    0,1950-03-24,ZA000067561
    0,1950-03-25,ZA000067561
    0,1950-03-26,ZA000067561
    3,1950-03-27,ZA000067561
    0,1950-03-28,ZA000067561
   15,1950-03-29,ZA000067561
    0,1950-03-30,ZA000067561
    0,1950-04-01,ZA000067561
    3,1950-04-02,ZA000067561
    0,1950-04-03,ZA000067561
    0,1950-04-04,ZA000067561
    0,1950-04-05,ZA000067561
    0,1950-04-06,ZA000067561
    0,1950-04-07,ZA000067561
    0,1950-04-08,ZA000067561
    0,1950-04-09,ZA000067561
    0,1950-04-10,ZA000067561
    0,1950-04-11,ZA000067561
    0,1950-04-12,ZA000067561
    0,1950-04-13,ZA000067561
    0,1950-04-14,ZA000067561
    0,1950-04-15,ZA000067561
    0,1950-04-16,ZA000067561
    0,1950-04-17,ZA000067561
    0,1950-04-18,ZA000067561
    0,1950-04-19,ZA000067561
    0,1950-04-20,ZA000067561
    0,1950-04-21,ZA000067561
    0,1950-04-22,ZA000067561
    0,1950-04-23,ZA000067561
    0,1950-04-24,ZA000067561
