PRCP,SNOW,SNWD,DATE,STATION
  107,    0,,1997-09-01,USC00223667
  191,    0,    0,1997-09-02,USC00223667
    0,    0,    0,1997-09-03,USC00223667
    0,    0,    0,1997-09-04,USC00223667
    0,    0,    0,1997-09-05,USC00223667
    0,    0,    0,1997-09-06,USC00223667
    0,    0,    0,1997-09-07,USC00223667
    0,    0,    0,1997-09-08,USC00223667
    0,    0,    0,1997-09-09,USC00223667
    0,    0,    0,1997-09-10,USC00223667
  117,    0,    0,1997-09-11,USC00223667
    0,    0,    0,1997-09-12,USC00223667
    0,    0,    0,1997-09-13,USC00223667
    0,    0,    0,1997-09-14,USC00223667
    0,    0,    0,1997-09-15,USC00223667
    0,    0,    0,1997-09-16,USC00223667
    0,    0,    0,1997-09-17,USC00223667
    0,    0,    0,1997-09-18,USC00223667
    0,    0,    0,1997-09-19,USC00223667
    0,    0,    0,1997-09-20,USC00223667
    0,    0,    0,1997-09-21,USC00223667
    0,    0,    0,1997-09-22,USC00223667
    0,    0,    0,1997-09-23,USC00223667
    0,    0,    0,1997-09-24,USC00223667
   64,    0,    0,1997-09-25,USC00223667
   69,    0,    0,1997-09-26,USC00223667
    0,    0,    0,1997-09-27,USC00223667
    0,    0,    0,1997-09-28,USC00223667
    0,    0,    0,1997-09-29,USC00223667
    0,    0,    0,1997-09-30,USC00223667
    0,    0,    0,1997-10-01,USC00223667
    0,    0,    0,1997-10-02,USC00223667
    0,    0,    0,1997-10-03,USC00223667
    0,    0,    0,1997-10-04,USC00223667
    0,    0,    0,1997-10-05,USC00223667
    0,    0,    0,1997-10-06,USC00223667
    0,    0,    0,1997-10-07,USC00223667
    0,    0,    0,1997-10-08,USC00223667
  193,    0,    0,1997-10-09,USC00223667
    0,    0,    0,1997-10-10,USC00223667
    0,    0,    0,1997-10-11,USC00223667
    0,    0,    0,1997-10-12,USC00223667
  180,    0,    0,1997-10-13,USC00223667
  526,    0,    0,1997-10-14,USC00223667
  262,    0,    0,1997-10-15,USC00223667
    0,    0,    0,1997-10-16,USC00223667
    0,    0,    0,1997-10-17,USC00223667
    0,    0,    0,1997-10-18,USC00223667
    0,    0,    0,1997-10-19,USC00223667
    0,    0,    0,1997-10-20,USC00223667
    0,    0,    0,1997-10-21,USC00223667
    8,    0,    0,1997-10-22,USC00223667
    0,    0,    0,1997-10-23,USC00223667
  127,    0,    0,1997-10-24,USC00223667
