PRCP,SNOW,SNWD,DATE,STATION
  127,    0,    0,1958-07-01,AQC00914902
  152,    0,    0,1958-07-02,AQC00914902
   13,    0,    0,1958-07-03,AQC00914902
    0,    0,    0,1958-07-04,AQC00914902
   13,    0,    0,1958-07-05,AQC00914902
   51,    0,    0,1958-07-06,AQC00914902
    0,    0,    0,1958-07-07,AQC00914902
   76,    0,    0,1958-07-08,AQC00914902
    0,    0,    0,1958-07-09,AQC00914902
  102,    0,    0,1958-07-10,AQC00914902
   51,    0,    0,1958-07-11,AQC00914902
    0,    0,    0,1958-07-12,AQC00914902
    0,    0,    0,1958-07-13,AQC00914902
    0,    0,    0,1958-07-14,AQC00914902
    0,    0,    0,1958-07-15,AQC00914902
  546,    0,    0,1958-07-16,AQC00914902
   76,    0,    0,1958-07-17,AQC00914902
    0,    0,    0,1958-07-18,AQC00914902
    0,    0,    0,1958-07-19,AQC00914902
    0,    0,    0,1958-07-20,AQC00914902
    0,    0,    0,1958-07-21,AQC00914902
    0,    0,    0,1958-07-22,AQC00914902
    0,    0,    0,1958-07-23,AQC00914902
  381,    0,    0,1958-07-24,AQC00914902
   51,    0,    0,1958-07-25,AQC00914902
    0,    0,    0,1958-07-26,AQC00914902
    0,    0,    0,1958-07-27,AQC00914902
    0,    0,    0,1958-07-28,AQC00914902
    0,    0,    0,1958-07-29,AQC00914902
    0,    0,    0,1958-07-30,AQC00914902
  279,    0,    0,1958-07-31,AQC00914902
   51,    0,    0,1958-08-01,AQC00914902
  102,    0,    0,1958-08-02,AQC00914902
   51,    0,    0,1958-08-03,AQC00914902
   38,    0,    0,1958-08-04,AQC00914902
   38,    0,    0,1958-08-05,AQC00914902
    0,    0,    0,1958-08-06,AQC00914902
    0,    0,    0,1958-08-07,AQC00914902
   89,    0,    0,1958-08-08,AQC00914902
   51,    0,    0,1958-08-09,AQC00914902
  178,    0,    0,1958-08-10,AQC00914902
   38,    0,    0,1958-08-11,AQC00914902
  191,    0,    0,1958-08-12,AQC00914902
   51,    0,    0,1958-08-13,AQC00914902
  203,    0,    0,1958-08-14,AQC00914902
  305,    0,    0,1958-08-15,AQC00914902
   38,    0,    0,1958-08-16,AQC00914902
    0,    0,    0,1958-08-17,AQC00914902
    0,    0,    0,1958-08-18,AQC00914902
   13,    0,    0,1958-08-19,AQC00914902
    0,    0,    0,1958-08-20,AQC00914902
    0,    0,    0,1958-08-21,AQC00914902
  140,    0,    0,1958-08-22,AQC00914902
    0,    0,    0,1958-08-23,AQC00914902
    0,    0,    0,1958-08-24,AQC00914902
    0,    0,    0,1958-08-25,AQC00914902
    0,    0,    0,1958-08-26,AQC00914902
    0,    0,    0,1958-08-27,AQC00914902
    0,    0,    0,1958-08-28,AQC00914902
    0,    0,    0,1958-08-29,AQC00914902
    0,    0,    0,1958-08-30,AQC00914902
   25,    0,    0,1958-08-31,AQC00914902
   64,    0,    0,1958-09-01,AQC00914902
  152,    0,    0,1958-09-02,AQC00914902
  102,    0,    0,1958-09-03,AQC00914902
   25,    0,    0,1958-09-04,AQC00914902
  635,    0,    0,1958-09-05,AQC00914902
  305,    0,    0,1958-09-06,AQC00914902
    0,    0,    0,1958-09-07,AQC00914902
    0,    0,    0,1958-09-08,AQC00914902
    0,    0,    0,1958-09-09,AQC00914902
    0,    0,    0,1958-09-10,AQC00914902
    0,    0,    0,1958-09-11,AQC00914902
  140,    0,    0,1958-09-12,AQC00914902
  191,    0,    0,1958-09-13,AQC00914902
  292,    0,    0,1958-09-14,AQC00914902
    0,    0,    0,1958-09-15,AQC00914902
    0,    0,    0,1958-09-16,AQC00914902
    0,    0,    0,1958-09-17,AQC00914902
    0,    0,    0,1958-09-18,AQC00914902
    0,    0,    0,1958-09-19,AQC00914902
    0,    0,    0,1958-09-20,AQC00914902
    0,    0,    0,1958-09-21,AQC00914902
    0,    0,    0,1958-09-22,AQC00914902
    0,    0,    0,1958-09-23,AQC00914902
  432,    0,    0,1958-09-24,AQC00914902
  533,    0,    0,1958-09-25,AQC00914902
  787,    0,    0,1958-09-26,AQC00914902
    0,    0,    0,1958-09-27,AQC00914902
   38,    0,    0,1958-09-28,AQC00914902
  381,    0,    0,1958-09-29,AQC00914902
  838,    0,    0,1958-09-30,AQC00914902
