PRCP,DATE,STATION
   10,1964-01-01,AJ000037668
    5,1964-01-02,AJ000037668
    0,1964-01-03,AJ000037668
    0,1964-01-04,AJ000037668
    4,1964-01-05,AJ000037668
    0,1964-01-06,AJ000037668
    0,1964-01-07,AJ000037668
    7,1964-01-08,AJ000037668
    0,1964-01-09,AJ000037668
    0,1964-01-10,AJ000037668
    0,1964-01-11,AJ000037668
    0,1964-01-12,AJ000037668
   10,1964-01-13,AJ000037668
    0,1964-01-14,AJ000037668
    0,1964-01-15,AJ000037668
    0,1964-01-16,AJ000037668
  209,1964-01-17,AJ000037668
  122,1964-01-18,AJ000037668
   34,1964-01-19,AJ000037668
    0,1964-01-20,AJ000037668
   17,1964-01-21,AJ000037668
    2,1964-01-22,AJ000037668
    0,1964-01-23,AJ000037668
    0,1964-01-24,AJ000037668
    0,1964-01-25,AJ000037668
    0,1964-01-26,AJ000037668
    0,1964-01-27,AJ000037668
    0,1964-01-28,AJ000037668
    0,1964-01-29,AJ000037668
    0,1964-01-30,AJ000037668
    0,1964-01-31,AJ000037668
    1,1964-02-01,AJ000037668
    0,1964-02-02,AJ000037668
    0,1964-02-03,AJ000037668
  141,1964-02-04,AJ000037668
    0,1964-02-05,AJ000037668
    0,1964-02-06,AJ000037668
    5,1964-02-07,AJ000037668
  161,1964-02-09,AJ000037668
    0,1964-02-10,AJ000037668
    0,1964-02-11,AJ000037668
    0,1964-02-13,AJ000037668
    0,1964-02-14,AJ000037668
    0,1964-02-15,AJ000037668
    0,1964-02-16,AJ000037668
    8,1964-02-17,AJ000037668
    0,1964-02-18,AJ000037668
    0,1964-02-19,AJ000037668
    0,1964-02-20,AJ000037668
    0,1964-02-21,AJ000037668
    0,1964-02-22,AJ000037668
    0,1964-02-23,AJ000037668
   56,1964-02-24,AJ000037668
   42,1964-02-25,AJ000037668
   11,1964-02-26,AJ000037668
    3,1964-02-27,AJ000037668
    0,1964-02-28,AJ000037668
    0,1964-02-29,AJ000037668
    0,1964-03-01,AJ000037668
    0,1964-03-02,AJ000037668
    0,1964-03-03,AJ000037668
  106,1964-03-04,AJ000037668
    0,1964-03-05,AJ000037668
    0,1964-03-06,AJ000037668
  136,1964-03-07,AJ000037668
   32,1964-03-08,AJ000037668
    0,1964-03-09,AJ000037668
   34,1964-03-10,AJ000037668
   40,1964-03-11,AJ000037668
  108,1964-03-12,AJ000037668
    3,1964-03-13,AJ000037668
   75,1964-03-14,AJ000037668
   23,1964-03-15,AJ000037668
    0,1964-03-16,AJ000037668
    7,1964-03-17,AJ000037668
