PRCP,DATE,STATION
    0,1959-07-01,AJ000037679
    0,1959-07-02,AJ000037679
    0,1959-07-03,AJ000037679
    0,1959-07-04,AJ000037679
    0,1959-07-05,AJ000037679
    0,1959-07-06,AJ000037679
    0,1959-07-07,AJ000037679
    0,1959-07-08,AJ000037679
    0,1959-07-09,AJ000037679
    3,1959-07-11,AJ000037679
   17,1959-07-12,AJ000037679
    0,1959-07-13,AJ000037679
    0,1959-07-14,AJ000037679
    0,1959-07-15,AJ000037679
    0,1959-07-16,AJ000037679
    0,1959-07-17,AJ000037679
    0,1959-07-18,AJ000037679
    0,1959-07-19,AJ000037679
    0,1959-07-20,AJ000037679
    0,1959-07-21,AJ000037679
   17,1959-07-22,AJ000037679
    3,1959-07-23,AJ000037679
    0,1959-07-24,AJ000037679
    0,1959-07-25,AJ000037679
    0,1959-07-26,AJ000037679
    0,1959-07-27,AJ000037679
    0,1959-07-28,AJ000037679
    0,1959-07-29,AJ000037679
    0,1959-07-30,AJ000037679
    0,1959-07-31,AJ000037679
    5,1959-08-01,AJ000037679
    0,1959-08-02,AJ000037679
    0,1959-08-03,AJ000037679
    0,1959-08-04,AJ000037679
    0,1959-08-05,AJ000037679
    0,1959-08-06,AJ000037679
    0,1959-08-07,AJ000037679
    0,1959-08-08,AJ000037679
    0,1959-08-09,AJ000037679
   13,1959-08-10,AJ000037679
   55,1959-08-11,AJ000037679
   32,1959-08-12,AJ000037679
   11,1959-08-13,AJ000037679
    0,1959-08-14,AJ000037679
    0,1959-08-15,AJ000037679
   12,1959-08-16,AJ000037679
   16,1959-08-17,AJ000037679
   10,1959-08-18,AJ000037679
    0,1959-08-19,AJ000037679
    0,1959-08-20,AJ000037679
    0,1959-08-21,AJ000037679
    0,1959-08-22,AJ000037679
    0,1959-08-23,AJ000037679
   11,1959-08-24,AJ000037679
    0,1959-08-25,AJ000037679
    0,1959-08-26,AJ000037679
    0,1959-08-27,AJ000037679
    0,1959-08-28,AJ000037679
    0,1959-08-29,AJ000037679
    0,1959-08-30,AJ000037679
    0,1959-08-31,AJ000037679
    0,1959-09-01,AJ000037679
    0,1959-09-02,AJ000037679
    0,1959-09-03,AJ000037679
    6,1959-09-04,AJ000037679
  114,1959-09-05,AJ000037679
    0,1959-09-06,AJ000037679
    0,1959-09-07,AJ000037679
    0,1959-09-08,AJ000037679
   47,1959-09-09,AJ000037679
    0,1959-09-10,AJ000037679
    0,1959-09-11,AJ000037679
    0,1959-09-12,AJ000037679
    0,1959-09-13,AJ000037679
    0,1959-09-14,AJ000037679
    0,1959-09-15,AJ000037679
    0,1959-09-16,AJ000037679
    0,1959-09-17,AJ000037679
    0,1959-09-18,AJ000037679
    3,1959-09-19,AJ000037679
    1,1959-09-20,AJ000037679
    0,1959-09-21,AJ000037679
    0,1959-09-22,AJ000037679
   36,1959-09-23,AJ000037679
