PRCP,DATE,STATION
  147,1950-01-01,ZA000067741
    0,1950-01-02,ZA000067741
    0,1950-01-03,ZA000067741
   84,1950-01-04,ZA000067741
    0,1950-01-05,ZA000067741
    0,1950-01-06,ZA000067741
    0,1950-01-07,ZA000067741
    0,1950-01-08,ZA000067741
    0,1950-01-09,ZA000067741
   36,1950-01-10,ZA000067741
   86,1950-01-11,ZA000067741
  129,1950-01-12,ZA000067741
    5,1950-01-13,ZA000067741
    0,1950-01-14,ZA000067741
    0,1950-01-15,ZA000067741
    0,1950-01-16,ZA000067741
    0,1950-01-17,ZA000067741
   71,1950-01-18,ZA000067741
    0,1950-01-19,ZA000067741
    0,1950-01-20,ZA000067741
    0,1950-01-21,ZA000067741
    0,1950-01-22,ZA000067741
    0,1950-01-23,ZA000067741
    0,1950-01-24,ZA000067741
    0,1950-01-25,ZA000067741
    0,1950-01-26,ZA000067741
    0,1950-01-27,ZA000067741
   10,1950-01-28,ZA000067741
    0,1950-01-29,ZA000067741
    0,1950-01-30,ZA000067741
    0,1950-02-01,ZA000067741
  152,1950-02-02,ZA000067741
  201,1950-02-03,ZA000067741
  114,1950-02-04,ZA000067741
  383,1950-02-05,ZA000067741
    0,1950-02-06,ZA000067741
    0,1950-02-07,ZA000067741
    0,1950-02-08,ZA000067741
   86,1950-02-09,ZA000067741
  663,1950-02-10,ZA000067741
  160,1950-02-11,ZA000067741
    5,1950-02-12,ZA000067741
    0,1950-02-13,ZA000067741
    0,1950-02-16,ZA000067741
    0,1950-02-17,ZA000067741
  160,1950-02-18,ZA000067741
   36,1950-02-19,ZA000067741
    0,1950-02-20,ZA000067741
    0,1950-02-21,ZA000067741
    0,1950-02-22,ZA000067741
    0,1950-02-23,ZA000067741
    0,1950-02-24,ZA000067741
    0,1950-02-25,ZA000067741
    0,1950-02-26,ZA000067741
    0,1950-02-27,ZA000067741
    0,1950-02-28,ZA000067741
    0,1950-03-01,ZA000067741
    0,1950-03-02,ZA000067741
    0,1950-03-03,ZA000067741
    0,1950-03-04,ZA000067741
    0,1950-03-05,ZA000067741
    0,1950-03-06,ZA000067741
    0,1950-03-07,ZA000067741
    8,1950-03-08,ZA000067741
    0,1950-03-09,ZA000067741
    0,1950-03-10,ZA000067741
    0,1950-03-11,ZA000067741
    0,1950-03-12,ZA000067741
