PRCP,DATE,STATION
    0,1966-01-01,AJ000037674
    0,1966-01-02,AJ000037674
    5,1966-01-03,AJ000037674
    0,1966-01-04,AJ000037674
    0,1966-01-05,AJ000037674
    0,1966-01-06,AJ000037674
    0,1966-01-07,AJ000037674
    0,1966-01-08,AJ000037674
    0,1966-01-09,AJ000037674
    0,1966-01-10,AJ000037674
   79,1966-01-11,AJ000037674
    0,1966-01-12,AJ000037674
    0,1966-01-13,AJ000037674
    0,1966-01-14,AJ000037674
    0,1966-01-15,AJ000037674
    0,1966-01-16,AJ000037674
    8,1966-01-17,AJ000037674
    0,1966-01-18,AJ000037674
    0,1966-01-19,AJ000037674
    0,1966-01-20,AJ000037674
    0,1966-01-21,AJ000037674
    0,1966-01-22,AJ000037674
    0,1966-01-23,AJ000037674
    0,1966-01-24,AJ000037674
    0,1966-01-25,AJ000037674
    0,1966-01-26,AJ000037674
    4,1966-01-27,AJ000037674
    0,1966-01-28,AJ000037674
    0,1966-01-29,AJ000037674
    0,1966-01-30,AJ000037674
   54,1966-01-31,AJ000037674
    0,1966-02-01,AJ000037674
   38,1966-02-02,AJ000037674
    9,1966-02-03,AJ000037674
    6,1966-02-04,AJ000037674
    0,1966-02-05,AJ000037674
    3,1966-02-06,AJ000037674
    0,1966-02-07,AJ000037674
    0,1966-02-08,AJ000037674
    0,1966-02-09,AJ000037674
    0,1966-02-10,AJ000037674
    0,1966-02-11,AJ000037674
    0,1966-02-12,AJ000037674
    0,1966-02-13,AJ000037674
    0,1966-02-14,AJ000037674
    0,1966-02-15,AJ000037674
    0,1966-02-16,AJ000037674
    0,1966-02-17,AJ000037674
  148,1966-02-18,AJ000037674
    4,1966-02-19,AJ000037674
    3,1966-02-20,AJ000037674
    0,1966-02-21,AJ000037674
    0,1966-02-22,AJ000037674
    0,1966-02-23,AJ000037674
    0,1966-02-24,AJ000037674
    0,1966-02-25,AJ000037674
    0,1966-02-26,AJ000037674
    0,1966-02-27,AJ000037674
   10,1966-02-28,AJ000037674
   94,1966-03-01,AJ000037674
    0,1966-03-02,AJ000037674
    0,1966-03-03,AJ000037674
    0,1966-03-04,AJ000037674
    0,1966-03-05,AJ000037674
    0,1966-03-06,AJ000037674
    0,1966-03-07,AJ000037674
    0,1966-03-08,AJ000037674
    3,1966-03-09,AJ000037674
   28,1966-03-10,AJ000037674
    0,1966-03-11,AJ000037674
    0,1966-03-12,AJ000037674
    0,1966-03-13,AJ000037674
    0,1966-03-14,AJ000037674
    0,1966-03-15,AJ000037674
    0,1966-03-16,AJ000037674
    0,1966-03-17,AJ000037674
    4,1966-03-18,AJ000037674
   18,1966-03-19,AJ000037674
   49,1966-03-20,AJ000037674
   16,1966-03-21,AJ000037674
    4,1966-03-22,AJ000037674
