PRCP,DATE,STATION
    0,1936-01-01,AJ000037729
    0,1936-01-02,AJ000037729
    0,1936-01-04,AJ000037729
    0,1936-01-06,AJ000037729
    0,1936-01-07,AJ000037729
    0,1936-01-08,AJ000037729
    0,1936-01-09,AJ000037729
    0,1936-01-10,AJ000037729
    0,1936-01-11,AJ000037729
    0,1936-01-12,AJ000037729
    1,1936-01-13,AJ000037729
   13,1936-01-14,AJ000037729
    0,1936-01-15,AJ000037729
    9,1936-01-16,AJ000037729
    0,1936-01-17,AJ000037729
    0,1936-01-18,AJ000037729
    0,1936-01-19,AJ000037729
    0,1936-01-30,AJ000037729
    0,1936-01-31,AJ000037729
    0,1936-02-01,AJ000037729
    0,1936-02-02,AJ000037729
    0,1936-02-03,AJ000037729
    0,1936-02-04,AJ000037729
    0,1936-02-05,AJ000037729
    0,1936-02-06,AJ000037729
    0,1936-02-07,AJ000037729
   15,1936-02-08,AJ000037729
    0,1936-02-09,AJ000037729
   11,1936-02-10,AJ000037729
   68,1936-02-11,AJ000037729
    0,1936-02-12,AJ000037729
    6,1936-02-13,AJ000037729
    4,1936-02-14,AJ000037729
    1,1936-02-15,AJ000037729
    0,1936-02-16,AJ000037729
    2,1936-02-17,AJ000037729
    0,1936-02-18,AJ000037729
    0,1936-02-19,AJ000037729
    0,1936-02-20,AJ000037729
    0,1936-02-21,AJ000037729
    0,1936-02-22,AJ000037729
   15,1936-02-23,AJ000037729
    0,1936-02-24,AJ000037729
    1,1936-02-25,AJ000037729
   19,1936-02-26,AJ000037729
    9,1936-02-27,AJ000037729
    0,1936-02-28,AJ000037729
    0,1936-02-29,AJ000037729
    0,1936-03-01,AJ000037729
   13,1936-03-02,AJ000037729
    1,1936-03-03,AJ000037729
    0,1936-03-04,AJ000037729
    0,1936-03-05,AJ000037729
   10,1936-03-06,AJ000037729
    0,1936-03-07,AJ000037729
    0,1936-03-08,AJ000037729
    0,1936-03-09,AJ000037729
    0,1936-03-10,AJ000037729
   10,1936-03-11,AJ000037729
    3,1936-03-12,AJ000037729
    0,1936-03-13,AJ000037729
    0,1936-03-14,AJ000037729
    0,1936-03-15,AJ000037729
   13,1936-03-17,AJ000037729
   26,1936-03-18,AJ000037729
    0,1936-03-19,AJ000037729
    0,1936-03-20,AJ000037729
  134,1936-03-21,AJ000037729
  105,1936-03-22,AJ000037729
   10,1936-03-23,AJ000037729
    0,1936-03-24,AJ000037729
    0,1936-03-25,AJ000037729
    0,1936-03-26,AJ000037729
    0,1936-03-27,AJ000037729
    0,1936-03-28,AJ000037729
