PRCP,SNOW,SNWD,DATE,STATION
    0,,,2018-04-25,US1KYSM0004
    0,    0,,2018-04-26,US1KYSM0004
   25,,,2018-04-27,US1KYSM0004
    0,    0,,2018-04-28,US1KYSM0004
    0,    0,,2018-04-29,US1KYSM0004
    0,    0,,2018-04-30,US1KYSM0004
    0,    0,,2018-05-01,US1KYSM0004
    0,    0,,2018-05-02,US1KYSM0004
    0,    0,,2018-05-03,US1KYSM0004
    0,    0,,2018-05-04,US1KYSM0004
   38,,,2018-05-05,US1KYSM0004
  478,,,2018-05-06,US1KYSM0004
   30,,,2018-05-07,US1KYSM0004
    0,    0,,2018-05-08,US1KYSM0004
    0,    0,,2018-05-09,US1KYSM0004
   33,,,2018-05-10,US1KYSM0004
   13,,,2018-05-11,US1KYSM0004
    0,    0,,2018-05-12,US1KYSM0004
    0,    0,,2018-05-13,US1KYSM0004
    0,    0,,2018-05-14,US1KYSM0004
    0,    0,,2018-05-15,US1KYSM0004
    0,    0,,2018-05-16,US1KYSM0004
    0,    0,,2018-05-17,US1KYSM0004
   79,,,2018-05-18,US1KYSM0004
  333,,,2018-05-19,US1KYSM0004
   13,,,2018-05-20,US1KYSM0004
  307,,,2018-05-21,US1KYSM0004
   38,,,2018-05-22,US1KYSM0004
   51,,,2018-05-23,US1KYSM0004
    0,    0,,2018-05-24,US1KYSM0004
    0,    0,,2018-05-25,US1KYSM0004
    0,    0,,2018-05-26,US1KYSM0004
    0,,,2018-05-27,US1KYSM0004
    0,    0,,2018-05-28,US1KYSM0004
  132,,,2018-05-29,US1KYSM0004
   97,,,2018-05-30,US1KYSM0004
   10,,,2018-05-31,US1KYSM0004
  429,,,2018-06-01,US1KYSM0004
    5,,,2018-06-02,US1KYSM0004
    5,,,2018-06-03,US1KYSM0004
    0,,,2018-06-04,US1KYSM0004
    0,,,2018-06-05,US1KYSM0004
    0,,,2018-06-06,US1KYSM0004
    0,,,2018-06-07,US1KYSM0004
    0,,,2018-06-08,US1KYSM0004
    0,,,2018-06-09,US1KYSM0004
   10,,,2018-06-10,US1KYSM0004
   58,,,2018-06-11,US1KYSM0004
   23,,,2018-06-12,US1KYSM0004
  239,,,2018-06-13,US1KYSM0004
   25,,,2018-06-14,US1KYSM0004
    0,,,2018-06-15,US1KYSM0004
    0,,,2018-06-16,US1KYSM0004
    0,,,2018-06-17,US1KYSM0004
    0,,,2018-06-18,US1KYSM0004
    3,,,2018-06-19,US1KYSM0004
    0,,,2018-06-20,US1KYSM0004
    3,,,2018-06-21,US1KYSM0004
  221,,,2018-06-22,US1KYSM0004
   13,,,2018-06-23,US1KYSM0004
    0,,,2018-06-24,US1KYSM0004
   81,,,2018-06-25,US1KYSM0004
    0,,,2018-06-26,US1KYSM0004
  500,,,2018-06-27,US1KYSM0004
    8,,,2018-06-28,US1KYSM0004
    0,,,2018-06-29,US1KYSM0004
    0,,,2018-06-30,US1KYSM0004
    0,,,2018-07-01,US1KYSM0004
    0,,,2018-07-02,US1KYSM0004
  361,,,2018-07-03,US1KYSM0004
   13,,,2018-07-04,US1KYSM0004
    0,,,2018-07-05,US1KYSM0004
    0,,,2018-07-06,US1KYSM0004
   79,,,2018-07-07,US1KYSM0004
    0,,,2018-07-08,US1KYSM0004
    0,,,2018-07-09,US1KYSM0004
    0,,,2018-07-10,US1KYSM0004
    0,,,2018-07-11,US1KYSM0004
    0,,,2018-07-12,US1KYSM0004
    0,,,2018-07-13,US1KYSM0004
    0,,,2018-07-14,US1KYSM0004
  665,,,2018-07-15,US1KYSM0004
   66,,,2018-07-16,US1KYSM0004
    0,,,2018-07-17,US1KYSM0004
    0,,,2018-07-18,US1KYSM0004
    0,,,2018-07-19,US1KYSM0004
    0,,,2018-07-20,US1KYSM0004
  188,,,2018-07-21,US1KYSM0004
    0,,,2018-07-22,US1KYSM0004
   66,,,2018-07-23,US1KYSM0004
    0,,,2018-07-24,US1KYSM0004
    0,,,2018-07-25,US1KYSM0004
    0,,,2018-07-26,US1KYSM0004
    0,,,2018-07-27,US1KYSM0004
    0,,,2018-07-28,US1KYSM0004
    0,,,2018-07-29,US1KYSM0004
    0,,,2018-07-30,US1KYSM0004
   71,,,2018-07-31,US1KYSM0004
    0,,,2018-08-01,US1KYSM0004
    0,,,2018-08-02,US1KYSM0004
    0,,,2018-08-03,US1KYSM0004
    0,,,2018-08-04,US1KYSM0004
    0,,,2018-08-05,US1KYSM0004
   66,,,2018-08-06,US1KYSM0004
    0,,,2018-08-07,US1KYSM0004
    0,,,2018-08-08,US1KYSM0004
  226,,,2018-08-09,US1KYSM0004
  460,,,2018-08-10,US1KYSM0004
  137,,,2018-08-11,US1KYSM0004
   23,,,2018-08-12,US1KYSM0004
    0,,,2018-08-13,US1KYSM0004
    0,,,2018-08-14,US1KYSM0004
    3,,,2018-08-15,US1KYSM0004
   15,,,2018-08-16,US1KYSM0004
  150,,,2018-08-17,US1KYSM0004
   10,,,2018-08-18,US1KYSM0004
   71,,,2018-08-19,US1KYSM0004
   10,,,2018-08-20,US1KYSM0004
   33,,,2018-08-21,US1KYSM0004
    5,,,2018-08-22,US1KYSM0004
    0,,,2018-08-23,US1KYSM0004
    0,,,2018-08-24,US1KYSM0004
    3,,,2018-08-25,US1KYSM0004
    0,,,2018-08-26,US1KYSM0004
    0,,,2018-08-27,US1KYSM0004
    0,,,2018-08-28,US1KYSM0004
    0,,,2018-08-29,US1KYSM0004
    0,,,2018-08-30,US1KYSM0004
    0,,,2018-08-31,US1KYSM0004
   43,,,2018-09-01,US1KYSM0004
    0,,,2018-09-02,US1KYSM0004
    0,,,2018-09-03,US1KYSM0004
    0,,,2018-09-04,US1KYSM0004
    0,,,2018-09-05,US1KYSM0004
   13,,,2018-09-06,US1KYSM0004
  107,,,2018-09-07,US1KYSM0004
  142,,,2018-09-08,US1KYSM0004
   25,,,2018-09-09,US1KYSM0004
  437,,,2018-09-10,US1KYSM0004
    0,,,2018-09-11,US1KYSM0004
    0,,,2018-09-12,US1KYSM0004
    0,,,2018-09-13,US1KYSM0004
    0,,,2018-09-14,US1KYSM0004
    0,,,2018-09-15,US1KYSM0004
    0,,,2018-09-16,US1KYSM0004
   33,,,2018-09-17,US1KYSM0004
    0,,,2018-09-18,US1KYSM0004
    0,,,2018-09-19,US1KYSM0004
    0,,,2018-09-20,US1KYSM0004
    0,,,2018-09-21,US1KYSM0004
   10,,,2018-09-22,US1KYSM0004
  104,,,2018-09-23,US1KYSM0004
  137,,,2018-09-24,US1KYSM0004
,,,2018-09-26,US1KYSM0004
    0,,,2018-09-27,US1KYSM0004
  229,,,2018-09-28,US1KYSM0004
    0,,,2018-09-29,US1KYSM0004
    0,,,2018-09-30,US1KYSM0004
    0,,,2018-10-01,US1KYSM0004
    8,,,2018-10-02,US1KYSM0004
  175,,,2018-10-03,US1KYSM0004
    0,,,2018-10-04,US1KYSM0004
    0,,,2018-10-05,US1KYSM0004
    0,,,2018-10-06,US1KYSM0004
    0,,,2018-10-07,US1KYSM0004
    0,,,2018-10-08,US1KYSM0004
    0,,,2018-10-09,US1KYSM0004
    0,,,2018-10-10,US1KYSM0004
   20,,,2018-10-11,US1KYSM0004
    0,,,2018-10-12,US1KYSM0004
    0,,,2018-10-13,US1KYSM0004
   56,,,2018-10-14,US1KYSM0004
,,,2018-10-16,US1KYSM0004
    8,,,2018-10-17,US1KYSM0004
    0,,,2018-10-18,US1KYSM0004
    0,,,2018-10-19,US1KYSM0004
   89,,,2018-10-20,US1KYSM0004
    0,,,2018-10-21,US1KYSM0004
    0,    0,,2018-10-22,US1KYSM0004
    0,,,2018-10-23,US1KYSM0004
    0,,,2018-10-24,US1KYSM0004
    0,,,2018-10-25,US1KYSM0004
   20,,,2018-10-26,US1KYSM0004
  102,,,2018-10-27,US1KYSM0004
    0,,,2018-10-28,US1KYSM0004
    0,,,2018-10-29,US1KYSM0004
    0,,,2018-10-30,US1KYSM0004
    0,,,2018-10-31,US1KYSM0004
