PRCP,DATE,STATION
    0,1962-10-01,BR046191460
    0,1962-10-02,BR046191460
    0,1962-10-03,BR046191460
   84,1962-10-04,BR046191460
    0,1962-10-05,BR046191460
   94,1962-10-06,BR046191460
  100,1962-10-07,BR046191460
    0,1962-10-08,BR046191460
    0,1962-10-09,BR046191460
    0,1962-10-10,BR046191460
    0,1962-10-11,BR046191460
    0,1962-10-12,BR046191460
    0,1962-10-13,BR046191460
  104,1962-10-14,BR046191460
   48,1962-10-15,BR046191460
    0,1962-10-16,BR046191460
    0,1962-10-17,BR046191460
    0,1962-10-18,BR046191460
    0,1962-10-19,BR046191460
    0,1962-10-20,BR046191460
    0,1962-10-21,BR046191460
    0,1962-10-22,BR046191460
    0,1962-10-23,BR046191460
    0,1962-10-24,BR046191460
    0,1962-10-25,BR046191460
    0,1962-10-26,BR046191460
    5,1962-10-27,BR046191460
   11,1962-10-28,BR046191460
    0,1962-10-29,BR046191460
   43,1962-10-30,BR046191460
   26,1962-10-31,BR046191460
   70,1962-11-01,BR046191460
    0,1962-11-02,BR046191460
    0,1962-11-03,BR046191460
    0,1962-11-04,BR046191460
    0,1962-11-05,BR046191460
   19,1962-11-06,BR046191460
  310,1962-11-07,BR046191460
  310,1962-11-08,BR046191460
   54,1962-11-09,BR046191460
  730,1962-11-10,BR046191460
  364,1962-11-11,BR046191460
   15,1962-11-12,BR046191460
   10,1962-11-13,BR046191460
    0,1962-11-14,BR046191460
    0,1962-11-15,BR046191460
    0,1962-11-16,BR046191460
   55,1962-11-17,BR046191460
    0,1962-11-18,BR046191460
  264,1962-11-19,BR046191460
    0,1962-11-20,BR046191460
    6,1962-11-21,BR046191460
  190,1962-11-22,BR046191460
  194,1962-11-23,BR046191460
    0,1962-11-24,BR046191460
  515,1962-11-25,BR046191460
   98,1962-11-26,BR046191460
   90,1962-11-27,BR046191460
    0,1962-11-28,BR046191460
   28,1962-11-29,BR046191460
    0,1962-11-30,BR046191460
    0,1962-12-01,BR046191460
    0,1962-12-02,BR046191460
    0,1962-12-03,BR046191460
    0,1962-12-04,BR046191460
    0,1962-12-05,BR046191460
   34,1962-12-06,BR046191460
    4,1962-12-07,BR046191460
    0,1962-12-08,BR046191460
    0,1962-12-09,BR046191460
  108,1962-12-10,BR046191460
  280,1962-12-11,BR046191460
  386,1962-12-12,BR046191460
  274,1962-12-13,BR046191460
  134,1962-12-14,BR046191460
  230,1962-12-15,BR046191460
   94,1962-12-16,BR046191460
    0,1962-12-17,BR046191460
    0,1962-12-18,BR046191460
  340,1962-12-19,BR046191460
  500,1962-12-20,BR046191460
    0,1962-12-21,BR046191460
  120,1962-12-22,BR046191460
    0,1962-12-23,BR046191460
    0,1962-12-24,BR046191460
    0,1962-12-25,BR046191460
    0,1962-12-26,BR046191460
  180,1962-12-27,BR046191460
    0,1962-12-28,BR046191460
    0,1962-12-29,BR046191460
   60,1962-12-30,BR046191460
    0,1962-12-31,BR046191460
    0,1963-01-01,BR046191460
    0,1963-01-02,BR046191460
    0,1963-01-03,BR046191460
    0,1963-01-04,BR046191460
    0,1963-01-05,BR046191460
  730,1963-01-06,BR046191460
   90,1963-01-07,BR046191460
    0,1963-01-08,BR046191460
    0,1963-01-09,BR046191460
    0,1963-01-10,BR046191460
    0,1963-01-11,BR046191460
  200,1963-01-12,BR046191460
    0,1963-01-13,BR046191460
    0,1963-01-14,BR046191460
    0,1963-01-15,BR046191460
  250,1963-01-16,BR046191460
    0,1963-01-17,BR046191460
    0,1963-01-18,BR046191460
    0,1963-01-19,BR046191460
    0,1963-01-20,BR046191460
    0,1963-01-21,BR046191460
   94,1963-01-22,BR046191460
    0,1963-01-23,BR046191460
    0,1963-01-24,BR046191460
    0,1963-01-25,BR046191460
    0,1963-01-26,BR046191460
    0,1963-01-27,BR046191460
  110,1963-01-28,BR046191460
    0,1963-01-29,BR046191460
    0,1963-01-30,BR046191460
    0,1963-01-31,BR046191460
  283,1963-02-01,BR046191460
    0,1963-02-02,BR046191460
