PRCP,SNOW,SNWD,DATE,STATION
   64,,,2013-06-25,US1KYSC0019
    0,    0,,2013-06-26,US1KYSC0019
  749,,,2013-06-27,US1KYSC0019
    3,,,2013-06-28,US1KYSC0019
    0,    0,,2013-06-29,US1KYSC0019
   33,,,2013-06-30,US1KYSC0019
    0,    0,,2013-07-01,US1KYSC0019
   20,,,2013-07-02,US1KYSC0019
    0,    0,,2013-07-03,US1KYSC0019
   23,,,2013-07-04,US1KYSC0019
  541,,,2013-07-05,US1KYSC0019
  277,,,2013-07-06,US1KYSC0019
   64,,,2013-07-07,US1KYSC0019
    5,,,2013-07-08,US1KYSC0019
    8,,,2013-07-09,US1KYSC0019
    0,    0,,2013-07-10,US1KYSC0019
   38,,,2013-07-11,US1KYSC0019
    0,    0,,2013-07-12,US1KYSC0019
    8,,,2013-07-14,US1KYSC0019
    0,    0,,2013-07-15,US1KYSC0019
    0,    0,,2013-07-16,US1KYSC0019
    0,    0,,2013-07-17,US1KYSC0019
    5,,,2013-07-18,US1KYSC0019
    8,,,2013-07-19,US1KYSC0019
    0,    0,,2013-07-20,US1KYSC0019
   61,,,2013-07-21,US1KYSC0019
  330,,,2013-07-22,US1KYSC0019
  175,,,2013-07-23,US1KYSC0019
   28,,,2013-07-24,US1KYSC0019
    0,    0,,2013-08-04,US1KYSC0019
    0,    0,,2013-08-05,US1KYSC0019
    0,    0,,2013-08-06,US1KYSC0019
    0,    0,,2013-08-07,US1KYSC0019
  429,,,2013-08-08,US1KYSC0019
   61,,,2013-08-09,US1KYSC0019
  119,,,2013-08-10,US1KYSC0019
   23,,,2013-08-11,US1KYSC0019
    0,    0,,2013-08-12,US1KYSC0019
  104,,,2013-08-13,US1KYSC0019
    5,,,2013-08-14,US1KYSC0019
    0,    0,,2013-08-15,US1KYSC0019
    0,    0,,2013-08-16,US1KYSC0019
  361,,,2013-09-21,US1KYSC0019
    0,    0,,2013-09-23,US1KYSC0019
    0,    0,,2013-09-24,US1KYSC0019
    0,    0,,2013-09-25,US1KYSC0019
  333,,,2013-10-06,US1KYSC0019
  358,,,2013-10-07,US1KYSC0019
    0,    0,,2013-10-08,US1KYSC0019
    0,    0,,2013-10-09,US1KYSC0019
    0,    0,,2013-10-10,US1KYSC0019
    0,    0,,2013-10-11,US1KYSC0019
    0,    0,,2013-10-12,US1KYSC0019
    0,    0,,2013-10-13,US1KYSC0019
    0,    0,,2013-10-14,US1KYSC0019
    0,    0,,2013-10-15,US1KYSC0019
   23,,,2013-10-16,US1KYSC0019
   18,,,2013-10-17,US1KYSC0019
   30,,,2013-10-18,US1KYSC0019
    0,    0,,2013-10-19,US1KYSC0019
   53,,,2013-10-20,US1KYSC0019
    0,    0,,2013-10-21,US1KYSC0019
   10,,,2013-10-22,US1KYSC0019
    8,,,2013-10-23,US1KYSC0019
    0,    0,,2013-10-28,US1KYSC0019
  196,,,2013-10-30,US1KYSC0019
   20,,,2013-10-31,US1KYSC0019
  175,,,2013-11-01,US1KYSC0019
    0,    0,,2013-11-05,US1KYSC0019
    0,    0,,2013-11-06,US1KYSC0019
  109,,,2013-11-07,US1KYSC0019
    5,,,2013-11-08,US1KYSC0019
    0,    0,,2013-11-09,US1KYSC0019
    0,    0,,2013-11-10,US1KYSC0019
    0,    0,    0,2013-11-11,US1KYSC0019
    0,    0,    0,2013-11-13,US1KYSC0019
    0,    0,    0,2013-11-14,US1KYSC0019
    0,    0,    0,2013-11-15,US1KYSC0019
   18,    0,    0,2013-11-16,US1KYSC0019
   10,    0,    0,2013-11-17,US1KYSC0019
  264,    0,    0,2013-11-18,US1KYSC0019
    0,    0,    0,2013-11-20,US1KYSC0019
   23,    0,    0,2013-11-22,US1KYSC0019
  124,    0,    0,2014-01-14,US1KYSC0019
   15,    0,    0,2014-01-15,US1KYSC0019
    0,    0,    0,2014-01-16,US1KYSC0019
    0,,,2014-04-17,US1KYSC0019
    0,,,2014-04-18,US1KYSC0019
    0,,,2014-04-19,US1KYSC0019
    0,,,2014-04-20,US1KYSC0019
    0,,,2014-04-21,US1KYSC0019
    5,,,2014-04-22,US1KYSC0019
    0,,,2014-04-23,US1KYSC0019
    0,,,2014-04-24,US1KYSC0019
  109,,,2014-04-25,US1KYSC0019
   36,,,2014-04-26,US1KYSC0019
    0,,,2014-04-27,US1KYSC0019
    8,,,2014-04-28,US1KYSC0019
  734,,,2014-04-29,US1KYSC0019
   84,,,2014-04-30,US1KYSC0019
   28,,,2014-05-01,US1KYSC0019
    0,,,2014-05-02,US1KYSC0019
    0,,,2014-05-03,US1KYSC0019
    0,,,2014-05-04,US1KYSC0019
    0,,,2014-05-05,US1KYSC0019
    0,,,2014-05-06,US1KYSC0019
    0,,,2014-05-07,US1KYSC0019
    0,,,2014-05-08,US1KYSC0019
    0,,,2014-05-09,US1KYSC0019
  221,,,2014-05-10,US1KYSC0019
   58,,,2014-05-11,US1KYSC0019
    0,,,2014-05-12,US1KYSC0019
    0,,,2014-05-13,US1KYSC0019
   41,,,2014-05-14,US1KYSC0019
  231,,,2014-05-15,US1KYSC0019
    8,,,2014-05-16,US1KYSC0019
    8,,,2014-05-17,US1KYSC0019
