PRCP,DATE,STATION
    0,1911-06-01,BR047053150
    0,1911-06-02,BR047053150
    0,1911-06-03,BR047053150
    0,1911-06-04,BR047053150
    0,1911-06-05,BR047053150
    0,1911-06-06,BR047053150
    0,1911-06-07,BR047053150
    0,1911-06-08,BR047053150
    0,1911-06-09,BR047053150
    0,1911-06-10,BR047053150
    0,1911-06-11,BR047053150
    0,1911-06-12,BR047053150
    0,1911-06-13,BR047053150
    0,1911-06-14,BR047053150
    0,1911-06-15,BR047053150
    0,1911-06-16,BR047053150
    0,1911-06-17,BR047053150
    0,1911-06-18,BR047053150
    0,1911-06-19,BR047053150
    0,1911-06-20,BR047053150
    0,1911-06-21,BR047053150
    0,1911-06-22,BR047053150
    0,1911-06-23,BR047053150
    0,1911-06-24,BR047053150
    0,1911-06-25,BR047053150
    0,1911-06-26,BR047053150
    0,1911-06-27,BR047053150
    0,1911-06-28,BR047053150
    0,1911-06-29,BR047053150
    0,1911-06-30,BR047053150
    0,1911-07-01,BR047053150
    0,1911-07-02,BR047053150
    0,1911-07-03,BR047053150
    0,1911-07-04,BR047053150
    0,1911-07-05,BR047053150
    0,1911-07-06,BR047053150
    0,1911-07-07,BR047053150
    0,1911-07-08,BR047053150
    0,1911-07-09,BR047053150
    0,1911-07-10,BR047053150
    0,1911-07-11,BR047053150
    0,1911-07-12,BR047053150
    0,1911-07-13,BR047053150
    0,1911-07-14,BR047053150
    0,1911-07-15,BR047053150
    0,1911-07-16,BR047053150
    0,1911-07-17,BR047053150
    0,1911-07-18,BR047053150
    0,1911-07-19,BR047053150
    0,1911-07-20,BR047053150
    0,1911-07-21,BR047053150
    0,1911-07-22,BR047053150
    0,1911-07-23,BR047053150
    0,1911-07-24,BR047053150
    0,1911-07-25,BR047053150
    0,1911-07-26,BR047053150
    0,1911-07-27,BR047053150
    0,1911-07-28,BR047053150
    0,1911-07-29,BR047053150
    0,1911-07-30,BR047053150
    0,1911-07-31,BR047053150
    0,1911-08-01,BR047053150
    0,1911-08-02,BR047053150
    0,1911-08-03,BR047053150
    0,1911-08-04,BR047053150
    0,1911-08-05,BR047053150
    0,1911-08-06,BR047053150
    0,1911-08-07,BR047053150
    0,1911-08-08,BR047053150
    0,1911-08-09,BR047053150
    0,1911-08-10,BR047053150
    0,1911-08-11,BR047053150
    0,1911-08-12,BR047053150
    0,1911-08-13,BR047053150
    0,1911-08-14,BR047053150
    0,1911-08-15,BR047053150
    0,1911-08-16,BR047053150
    0,1911-08-17,BR047053150
    0,1911-08-18,BR047053150
    0,1911-08-19,BR047053150
    0,1911-08-20,BR047053150
    0,1911-08-21,BR047053150
    0,1911-08-22,BR047053150
    0,1911-08-23,BR047053150
    0,1911-08-24,BR047053150
    0,1911-08-25,BR047053150
    0,1911-08-26,BR047053150
    0,1911-08-27,BR047053150
    0,1911-08-28,BR047053150
    0,1911-08-29,BR047053150
    0,1911-08-30,BR047053150
    0,1911-08-31,BR047053150
    0,1911-09-01,BR047053150
    0,1911-09-02,BR047053150
    0,1911-09-03,BR047053150
    0,1911-09-04,BR047053150
    0,1911-09-05,BR047053150
    0,1911-09-06,BR047053150
    0,1911-09-07,BR047053150
    0,1911-09-08,BR047053150
    0,1911-09-09,BR047053150
    0,1911-09-10,BR047053150
    0,1911-09-11,BR047053150
    0,1911-09-12,BR047053150
    0,1911-09-13,BR047053150
    0,1911-09-14,BR047053150
    0,1911-09-15,BR047053150
   13,1911-09-16,BR047053150
   33,1911-09-17,BR047053150
    0,1911-09-18,BR047053150
  162,1911-09-19,BR047053150
  214,1911-09-20,BR047053150
    0,1911-09-21,BR047053150
    0,1911-09-22,BR047053150
    0,1911-09-23,BR047053150
    0,1911-09-24,BR047053150
    0,1911-09-25,BR047053150
    0,1911-09-26,BR047053150
    0,1911-09-27,BR047053150
    0,1911-09-28,BR047053150
    0,1911-09-29,BR047053150
    0,1911-09-30,BR047053150
    0,1911-10-01,BR047053150
    0,1911-10-02,BR047053150
    0,1911-10-03,BR047053150
    0,1911-10-04,BR047053150
    0,1911-10-05,BR047053150
    0,1911-10-06,BR047053150
    0,1911-10-07,BR047053150
    0,1911-10-08,BR047053150
    0,1911-10-09,BR047053150
