PRCP,SNOW,DATE,STATION
    0,    0,2011-02-17,US1KYSC0013
    0,    0,2011-02-18,US1KYSC0013
    0,    0,2011-02-19,US1KYSC0013
    0,    0,2011-02-20,US1KYSC0013
   15,,2011-02-21,US1KYSC0013
   64,,2011-02-22,US1KYSC0013
    3,,2011-02-23,US1KYSC0013
    0,,2011-02-24,US1KYSC0013
  584,,2011-02-25,US1KYSC0013
    3,,2011-02-26,US1KYSC0013
    0,    0,2011-02-27,US1KYSC0013
  241,,2011-02-28,US1KYSC0013
  109,,2011-03-01,US1KYSC0013
    0,    0,2011-03-02,US1KYSC0013
    0,    0,2011-03-03,US1KYSC0013
    5,,2011-03-04,US1KYSC0013
   38,,2011-03-05,US1KYSC0013
  287,,2011-03-06,US1KYSC0013
    0,    0,2011-03-07,US1KYSC0013
    0,    0,2011-03-08,US1KYSC0013
  297,,2011-03-09,US1KYSC0013
  137,,2011-03-10,US1KYSC0013
   66,,2011-03-11,US1KYSC0013
    0,    0,2011-03-12,US1KYSC0013
    0,    0,2011-03-13,US1KYSC0013
   18,,2011-03-14,US1KYSC0013
   30,,2011-03-15,US1KYSC0013
   36,,2011-03-16,US1KYSC0013
    3,,2011-03-17,US1KYSC0013
    0,    0,2011-03-18,US1KYSC0013
   30,,2011-03-19,US1KYSC0013
    0,    0,2011-03-20,US1KYSC0013
    0,    0,2011-03-21,US1KYSC0013
    0,    0,2011-03-22,US1KYSC0013
    0,    0,2011-03-23,US1KYSC0013
   33,,2011-03-24,US1KYSC0013
    3,,2011-03-25,US1KYSC0013
    0,,2011-03-26,US1KYSC0013
    3,,2011-03-27,US1KYSC0013
    0,    0,2011-03-28,US1KYSC0013
    0,    0,2011-03-29,US1KYSC0013
    5,,2011-03-30,US1KYSC0013
   13,,2011-03-31,US1KYSC0013
    0,    0,2011-04-01,US1KYSC0013
   51,,2011-04-02,US1KYSC0013
    0,    0,2011-04-03,US1KYSC0013
    0,    0,2011-04-04,US1KYSC0013
  246,,2011-04-05,US1KYSC0013
    0,    0,2011-04-06,US1KYSC0013
    0,    0,2011-04-07,US1KYSC0013
    3,,2011-04-08,US1KYSC0013
    0,    0,2011-04-09,US1KYSC0013
  119,,2011-04-10,US1KYSC0013
    0,    0,2011-04-11,US1KYSC0013
  638,,2011-04-12,US1KYSC0013
  168,,2011-04-13,US1KYSC0013
    0,    0,2011-04-14,US1KYSC0013
    0,    0,2011-04-15,US1KYSC0013
  173,,2011-04-16,US1KYSC0013
   13,,2011-04-17,US1KYSC0013
    0,    0,2011-04-18,US1KYSC0013
   23,,2011-04-19,US1KYSC0013
  163,,2011-04-20,US1KYSC0013
    8,,2011-04-21,US1KYSC0013
   13,,2011-04-22,US1KYSC0013
  358,,2011-04-23,US1KYSC0013
  592,,2011-04-24,US1KYSC0013
  246,,2011-04-25,US1KYSC0013
   28,,2011-04-26,US1KYSC0013
   28,,2011-04-27,US1KYSC0013
  257,,2011-04-28,US1KYSC0013
   94,,2011-04-29,US1KYSC0013
    0,    0,2011-04-30,US1KYSC0013
  147,,2011-05-01,US1KYSC0013
   28,,2011-05-02,US1KYSC0013
  752,,2011-05-03,US1KYSC0013
  188,,2011-05-04,US1KYSC0013
    0,,2011-05-05,US1KYSC0013
    0,    0,2011-05-06,US1KYSC0013
    0,    0,2011-05-07,US1KYSC0013
   18,,2011-05-08,US1KYSC0013
    0,    0,2011-05-09,US1KYSC0013
    0,    0,2011-05-10,US1KYSC0013
    0,    0,2011-05-11,US1KYSC0013
    0,    0,2011-05-12,US1KYSC0013
    0,    0,2011-05-13,US1KYSC0013
   28,,2011-05-14,US1KYSC0013
  117,,2011-05-15,US1KYSC0013
   76,,2011-05-16,US1KYSC0013
    5,,2011-05-17,US1KYSC0013
   18,,2011-05-18,US1KYSC0013
    0,    0,2011-05-19,US1KYSC0013
    5,,2011-05-20,US1KYSC0013
    0,    0,2011-05-21,US1KYSC0013
   43,,2011-05-22,US1KYSC0013
  185,,2011-05-23,US1KYSC0013
  213,,2011-05-24,US1KYSC0013
    5,,2011-05-25,US1KYSC0013
  180,,2011-05-26,US1KYSC0013
   58,,2011-05-27,US1KYSC0013
    3,    0,2011-05-28,US1KYSC0013
    0,    0,2011-05-29,US1KYSC0013
    0,    0,2011-05-30,US1KYSC0013
    0,    0,2011-05-31,US1KYSC0013
    0,    0,2011-06-01,US1KYSC0013
    0,    0,2011-06-02,US1KYSC0013
    0,    0,2011-06-03,US1KYSC0013
    0,    0,2011-06-04,US1KYSC0013
    0,    0,2011-06-05,US1KYSC0013
    0,    0,2011-06-06,US1KYSC0013
    0,    0,2011-06-07,US1KYSC0013
    0,    0,2011-06-08,US1KYSC0013
    0,    0,2011-06-09,US1KYSC0013
    0,    0,2011-06-10,US1KYSC0013
   10,,2011-06-11,US1KYSC0013
   25,,2011-06-12,US1KYSC0013
    0,    0,2011-06-13,US1KYSC0013
    0,    0,2011-06-14,US1KYSC0013
    0,    0,2011-06-15,US1KYSC0013
   86,,2011-06-16,US1KYSC0013
    0,    0,2011-06-17,US1KYSC0013
   10,,2011-06-18,US1KYSC0013
  122,,2011-06-19,US1KYSC0013
  130,,2011-06-20,US1KYSC0013
   76,,2011-06-21,US1KYSC0013
   41,,2011-06-22,US1KYSC0013
  183,,2011-06-23,US1KYSC0013
    0,    0,2011-06-24,US1KYSC0013
    0,    0,2011-06-25,US1KYSC0013
   66,,2011-06-26,US1KYSC0013
    0,    0,2011-06-27,US1KYSC0013
  165,,2011-06-28,US1KYSC0013
    0,    0,2011-06-29,US1KYSC0013
    0,    0,2011-06-30,US1KYSC0013
    0,    0,2011-07-01,US1KYSC0013
    0,    0,2011-07-02,US1KYSC0013
    0,    0,2011-07-03,US1KYSC0013
    0,    0,2011-07-04,US1KYSC0013
    0,    0,2011-07-05,US1KYSC0013
    0,    0,2011-07-06,US1KYSC0013
  193,,2011-07-07,US1KYSC0013
   25,,2011-07-08,US1KYSC0013
  485,,2011-07-09,US1KYSC0013
    0,    0,2011-07-10,US1KYSC0013
    0,    0,2011-07-11,US1KYSC0013
    0,    0,2011-07-12,US1KYSC0013
   94,,2011-07-13,US1KYSC0013
    0,    0,2011-07-14,US1KYSC0013
    0,    0,2011-07-15,US1KYSC0013
    0,    0,2011-07-16,US1KYSC0013
    0,    0,2011-07-17,US1KYSC0013
   94,,2011-07-18,US1KYSC0013
    0,    0,2011-07-19,US1KYSC0013
    0,,2011-07-20,US1KYSC0013
    0,    0,2011-07-21,US1KYSC0013
    0,    0,2011-07-22,US1KYSC0013
    0,    0,2011-07-23,US1KYSC0013
    0,    0,2011-07-24,US1KYSC0013
    8,,2011-07-25,US1KYSC0013
    0,    0,2011-07-26,US1KYSC0013
    0,    0,2011-07-27,US1KYSC0013
    0,    0,2011-07-28,US1KYSC0013
    0,    0,2011-07-29,US1KYSC0013
    0,    0,2011-07-30,US1KYSC0013
   41,,2011-07-31,US1KYSC0013
    0,    0,2011-08-01,US1KYSC0013
    0,    0,2011-08-02,US1KYSC0013
    0,    0,2011-08-03,US1KYSC0013
  508,,2011-08-04,US1KYSC0013
    0,    0,2011-08-05,US1KYSC0013
    0,    0,2011-08-06,US1KYSC0013
   61,,2011-08-07,US1KYSC0013
    0,    0,2011-08-08,US1KYSC0013
   28,,2011-08-09,US1KYSC0013
    0,    0,2011-08-10,US1KYSC0013
    0,    0,2011-08-11,US1KYSC0013
    0,    0,2011-08-12,US1KYSC0013
    0,    0,2011-08-13,US1KYSC0013
  157,,2011-08-14,US1KYSC0013
    0,    0,2011-08-15,US1KYSC0013
    0,    0,2011-08-16,US1KYSC0013
    0,    0,2011-08-17,US1KYSC0013
    0,    0,2011-08-18,US1KYSC0013
  272,,2011-08-19,US1KYSC0013
    0,    0,2011-08-20,US1KYSC0013
    8,,2011-08-21,US1KYSC0013
    0,    0,2011-08-22,US1KYSC0013
    0,    0,2011-08-23,US1KYSC0013
    0,    0,2011-08-24,US1KYSC0013
    0,    0,2011-08-25,US1KYSC0013
   25,,2011-08-26,US1KYSC0013
    0,    0,2011-08-27,US1KYSC0013
    0,    0,2011-08-28,US1KYSC0013
    0,    0,2011-08-29,US1KYSC0013
    0,    0,2011-08-30,US1KYSC0013
    0,    0,2011-08-31,US1KYSC0013
    0,    0,2011-09-01,US1KYSC0013
    0,    0,2011-09-02,US1KYSC0013
    0,    0,2011-09-03,US1KYSC0013
    0,    0,2011-09-04,US1KYSC0013
  231,,2011-09-05,US1KYSC0013
  124,,2011-09-06,US1KYSC0013
   89,,2011-09-07,US1KYSC0013
   89,,2011-09-08,US1KYSC0013
    8,,2011-09-09,US1KYSC0013
   28,,2011-09-12,US1KYSC0013
  102,,2011-09-15,US1KYSC0013
   15,,2011-09-16,US1KYSC0013
    0,    0,2011-09-17,US1KYSC0013
    3,,2011-09-19,US1KYSC0013
  104,,2011-09-20,US1KYSC0013
   28,,2011-09-21,US1KYSC0013
   56,,2011-09-22,US1KYSC0013
   28,,2011-09-23,US1KYSC0013
   56,,2011-09-24,US1KYSC0013
    3,    0,2011-09-25,US1KYSC0013
   30,,2011-09-26,US1KYSC0013
  239,,2011-09-27,US1KYSC0013
    0,,2011-09-29,US1KYSC0013
    0,    0,2011-09-30,US1KYSC0013
    0,    0,2011-10-01,US1KYSC0013
    0,    0,2011-10-02,US1KYSC0013
    0,    0,2011-10-03,US1KYSC0013
    0,    0,2011-10-04,US1KYSC0013
    0,    0,2011-10-05,US1KYSC0013
    0,    0,2011-10-06,US1KYSC0013
    0,    0,2011-10-07,US1KYSC0013
    0,    0,2011-10-08,US1KYSC0013
    0,    0,2011-10-09,US1KYSC0013
    0,    0,2011-10-10,US1KYSC0013
    0,    0,2011-10-11,US1KYSC0013
    0,    0,2011-10-12,US1KYSC0013
    0,    0,2011-10-13,US1KYSC0013
  221,,2011-10-14,US1KYSC0013
    0,    0,2011-10-16,US1KYSC0013
    0,    0,2011-10-17,US1KYSC0013
    0,    0,2011-10-18,US1KYSC0013
  168,,2011-10-19,US1KYSC0013
  267,,2011-10-20,US1KYSC0013
   43,,2011-10-21,US1KYSC0013
   23,,2011-10-24,US1KYSC0013
    5,,2011-10-26,US1KYSC0013
  257,,2011-10-27,US1KYSC0013
    5,,2011-10-28,US1KYSC0013
    5,,2011-10-29,US1KYSC0013
    8,,2011-11-01,US1KYSC0013
    0,    0,2011-11-03,US1KYSC0013
  142,,2011-11-04,US1KYSC0013
    0,    0,2011-11-05,US1KYSC0013
    0,    0,2011-11-06,US1KYSC0013
    0,    0,2011-11-07,US1KYSC0013
    8,,2011-11-09,US1KYSC0013
    5,,2011-11-10,US1KYSC0013
  196,,2011-11-15,US1KYSC0013
  211,,2011-11-16,US1KYSC0013
   91,,2011-11-17,US1KYSC0013
   64,,2011-11-20,US1KYSC0013
  157,,2011-11-21,US1KYSC0013
  203,,2011-11-22,US1KYSC0013
  109,,2011-11-23,US1KYSC0013
    0,    0,2011-11-24,US1KYSC0013
    0,    0,2011-11-25,US1KYSC0013
    0,    0,2011-11-26,US1KYSC0013
  102,,2011-11-27,US1KYSC0013
  363,,2011-11-28,US1KYSC0013
  249,,2011-11-29,US1KYSC0013
   36,,2011-11-30,US1KYSC0013
  140,,2011-12-05,US1KYSC0013
  366,,2011-12-06,US1KYSC0013
   13,,2011-12-07,US1KYSC0013
    8,,2011-12-14,US1KYSC0013
   64,,2011-12-15,US1KYSC0013
   13,,2011-12-16,US1KYSC0013
    5,,2011-12-20,US1KYSC0013
  107,,2011-12-21,US1KYSC0013
   10,,2011-12-22,US1KYSC0013
   94,,2011-12-23,US1KYSC0013
    0,    0,2011-12-24,US1KYSC0013
    0,    0,2011-12-25,US1KYSC0013
    0,    0,2011-12-26,US1KYSC0013
  152,,2011-12-27,US1KYSC0013
   97,,2011-12-28,US1KYSC0013
    0,    0,2011-12-29,US1KYSC0013
    0,    0,2011-12-30,US1KYSC0013
    0,    0,2011-12-31,US1KYSC0013
    0,    0,2012-01-01,US1KYSC0013
    0,    0,2012-01-02,US1KYSC0013
    3,,2012-01-03,US1KYSC0013
    0,    0,2012-01-04,US1KYSC0013
    0,    0,2012-01-05,US1KYSC0013
    0,    0,2012-01-06,US1KYSC0013
    0,,2012-01-07,US1KYSC0013
    0,    0,2012-01-08,US1KYSC0013
    0,    0,2012-01-09,US1KYSC0013
    0,    0,2012-01-10,US1KYSC0013
  102,,2012-01-11,US1KYSC0013
  114,,2012-01-12,US1KYSC0013
   41,,2012-01-13,US1KYSC0013
    0,,2012-01-14,US1KYSC0013
    5,,2012-01-15,US1KYSC0013
    0,    0,2012-01-16,US1KYSC0013
   30,,2012-01-17,US1KYSC0013
  104,,2012-01-18,US1KYSC0013
    0,    0,2012-01-19,US1KYSC0013
    0,    0,2012-01-20,US1KYSC0013
   10,,2012-01-21,US1KYSC0013
    3,,2012-01-22,US1KYSC0013
  213,,2012-01-23,US1KYSC0013
    0,    0,2012-01-24,US1KYSC0013
    0,    0,2012-01-25,US1KYSC0013
   79,,2012-01-26,US1KYSC0013
   64,,2012-01-27,US1KYSC0013
    0,    0,2012-01-30,US1KYSC0013
   10,,2012-02-01,US1KYSC0013
   23,,2012-02-02,US1KYSC0013
    0,    0,2012-02-03,US1KYSC0013
   20,,2012-02-04,US1KYSC0013
   97,,2012-02-05,US1KYSC0013
    0,    0,2012-02-06,US1KYSC0013
    0,    0,2012-02-07,US1KYSC0013
   10,,2012-02-08,US1KYSC0013
    8,,2012-02-09,US1KYSC0013
    0,    0,2012-02-10,US1KYSC0013
   41,,2012-02-14,US1KYSC0013
   23,,2012-02-15,US1KYSC0013
   91,,2012-02-16,US1KYSC0013
    5,,2012-02-17,US1KYSC0013
    0,    0,2012-02-18,US1KYSC0013
    0,    0,2012-02-19,US1KYSC0013
    0,    0,2012-02-20,US1KYSC0013
    8,,2012-02-21,US1KYSC0013
    0,    0,2012-02-22,US1KYSC0013
   23,,2012-02-23,US1KYSC0013
   94,,2012-02-24,US1KYSC0013
  137,,2012-02-29,US1KYSC0013
   79,,2012-03-01,US1KYSC0013
    5,,2012-03-02,US1KYSC0013
   51,,2012-03-03,US1KYSC0013
  119,,2012-03-05,US1KYSC0013
    0,    0,2012-03-06,US1KYSC0013
  180,,2012-03-09,US1KYSC0013
    0,    0,2012-03-10,US1KYSC0013
    0,    0,2012-03-11,US1KYSC0013
   25,,2012-03-12,US1KYSC0013
    0,    0,2012-03-13,US1KYSC0013
  269,,2012-03-16,US1KYSC0013
    8,,2012-03-17,US1KYSC0013
   51,,2012-03-18,US1KYSC0013
    0,    0,2012-03-19,US1KYSC0013
  178,,2012-03-24,US1KYSC0013
  135,,2012-03-31,US1KYSC0013
  157,,2012-04-05,US1KYSC0013
    0,    0,2012-04-12,US1KYSC0013
    0,    0,2012-04-13,US1KYSC0013
    0,    0,2012-04-14,US1KYSC0013
   38,,2012-04-15,US1KYSC0013
    0,    0,2012-04-16,US1KYSC0013
  328,,2013-10-06,US1KYSC0013
  305,,2013-10-07,US1KYSC0013
