PRCP,SNOW,SNWD,DATE,STATION
    0,    0,,2011-04-30,US1KYSC0015
  112,,,2011-05-01,US1KYSC0015
,,,2011-05-03,US1KYSC0015
   81,,,2011-05-04,US1KYSC0015
    0,    0,,2011-05-05,US1KYSC0015
    0,    0,,2011-05-06,US1KYSC0015
    0,    0,,2011-05-07,US1KYSC0015
   33,,,2011-05-08,US1KYSC0015
,,    0,2011-05-10,US1KYSC0015
    0,    0,,2011-05-11,US1KYSC0015
    0,    0,,2011-05-12,US1KYSC0015
    0,    0,,2011-05-13,US1KYSC0015
   48,,,2011-05-14,US1KYSC0015
  221,,,2011-05-15,US1KYSC0015
,,,2011-05-17,US1KYSC0015
   15,,,2011-05-18,US1KYSC0015
   28,,,2011-05-19,US1KYSC0015
    0,,,2011-05-20,US1KYSC0015
    0,    0,,2011-05-21,US1KYSC0015
   84,,,2011-05-22,US1KYSC0015
,,,2011-05-24,US1KYSC0015
    8,,,2011-05-25,US1KYSC0015
  145,,,2011-05-26,US1KYSC0015
  114,,,2011-05-27,US1KYSC0015
    5,,,2011-05-28,US1KYSC0015
    0,    0,,2011-05-29,US1KYSC0015
,,    0,2011-05-31,US1KYSC0015
    0,    0,,2011-06-01,US1KYSC0015
    0,    0,,2011-06-02,US1KYSC0015
    0,    0,,2011-06-03,US1KYSC0015
    0,    0,,2011-06-04,US1KYSC0015
    0,    0,,2011-06-05,US1KYSC0015
    0,    0,,2011-06-07,US1KYSC0015
    0,    0,,2011-06-08,US1KYSC0015
    5,,,2011-06-11,US1KYSC0015
    0,    0,,2011-06-12,US1KYSC0015
    0,    0,,2011-06-14,US1KYSC0015
    0,    0,,2011-06-15,US1KYSC0015
   41,,,2011-06-16,US1KYSC0015
    0,    0,,2011-06-17,US1KYSC0015
    8,,,2011-06-18,US1KYSC0015
  193,,,2011-06-19,US1KYSC0015
   51,,,2011-06-21,US1KYSC0015
   28,,,2011-06-22,US1KYSC0015
  145,,,2011-06-23,US1KYSC0015
   51,,,2011-06-24,US1KYSC0015
    0,    0,,2011-06-25,US1KYSC0015
   46,,,2011-06-26,US1KYSC0015
  244,,,2011-06-28,US1KYSC0015
    0,    0,,2011-07-01,US1KYSC0015
    0,    0,,2011-07-02,US1KYSC0015
    0,    0,,2011-07-03,US1KYSC0015
,,,2011-07-05,US1KYSC0015
   58,,,2011-07-06,US1KYSC0015
   10,,,2011-07-07,US1KYSC0015
   25,,,2011-07-08,US1KYSC0015
  592,,,2011-07-09,US1KYSC0015
    0,    0,,2011-07-10,US1KYSC0015
,,    0,2011-07-12,US1KYSC0015
    5,,,2011-07-13,US1KYSC0015
    0,    0,,2011-07-14,US1KYSC0015
    0,    0,,2011-07-15,US1KYSC0015
   28,,,2011-07-17,US1KYSC0015
,,,2011-07-20,US1KYSC0015
    0,    0,,2011-07-21,US1KYSC0015
    0,    0,,2011-07-22,US1KYSC0015
    0,    0,,2011-07-23,US1KYSC0015
    0,    0,,2011-07-24,US1KYSC0015
,,,2011-07-26,US1KYSC0015
    0,    0,,2011-07-27,US1KYSC0015
    0,    0,,2011-07-28,US1KYSC0015
    0,    0,,2011-07-29,US1KYSC0015
    0,    0,,2011-07-30,US1KYSC0015
