PRCP,SNOW,SNWD,DATE,STATION
    0,    0,,2010-04-02,US1KYSH0007
    0,    0,,2010-04-03,US1KYSH0007
   10,,,2010-04-04,US1KYSH0007
    0,    0,,2010-04-05,US1KYSH0007
    0,    0,,2010-04-06,US1KYSH0007
    0,    0,,2010-04-07,US1KYSH0007
  244,,,2010-04-08,US1KYSH0007
    3,,,2010-04-09,US1KYSH0007
    0,,,2010-04-10,US1KYSH0007
    0,    0,,2010-04-11,US1KYSH0007
    0,    0,,2010-04-20,US1KYSH0007
    0,    0,,2010-04-21,US1KYSH0007
    0,    0,,2010-04-22,US1KYSH0007
   36,,,2010-04-23,US1KYSH0007
   56,,,2010-04-24,US1KYSH0007
  338,,,2010-04-25,US1KYSH0007
   69,,,2010-04-26,US1KYSH0007
   86,,,2010-04-27,US1KYSH0007
   43,,,2010-04-28,US1KYSH0007
    0,    0,,2010-04-29,US1KYSH0007
    0,    0,,2010-04-30,US1KYSH0007
  246,,,2010-05-01,US1KYSH0007
  569,,,2010-05-02,US1KYSH0007
  320,,,2010-05-03,US1KYSH0007
    5,,,2010-05-04,US1KYSH0007
    0,    0,,2010-05-05,US1KYSH0007
    0,    0,,2010-05-06,US1KYSH0007
    0,    0,,2010-05-07,US1KYSH0007
   43,,,2010-05-08,US1KYSH0007
    0,    0,,2010-05-09,US1KYSH0007
    0,    0,,2010-05-10,US1KYSH0007
   15,,,2010-05-11,US1KYSH0007
    8,,,2010-05-12,US1KYSH0007
  201,,,2010-05-13,US1KYSH0007
   20,,,2010-05-14,US1KYSH0007
    0,    0,,2010-05-15,US1KYSH0007
    0,    0,,2010-05-16,US1KYSH0007
   76,,,2010-05-17,US1KYSH0007
   48,,,2010-05-18,US1KYSH0007
    0,    0,,2010-05-19,US1KYSH0007
    0,,,2010-05-20,US1KYSH0007
    0,    0,,2010-05-21,US1KYSH0007
  201,,,2010-05-22,US1KYSH0007
    0,,,2010-05-23,US1KYSH0007
    0,    0,,2010-05-24,US1KYSH0007
    0,    0,,2010-05-25,US1KYSH0007
    0,    0,,2010-05-26,US1KYSH0007
    0,    0,,2010-05-27,US1KYSH0007
    0,    0,,2010-05-28,US1KYSH0007
   28,,,2010-05-29,US1KYSH0007
    0,,,2010-05-30,US1KYSH0007
  127,,,2010-05-31,US1KYSH0007
   58,,,2010-06-01,US1KYSH0007
    0,    0,,2010-06-02,US1KYSH0007
    3,,,2010-06-03,US1KYSH0007
    0,    0,,2010-06-04,US1KYSH0007
   91,,,2010-06-05,US1KYSH0007
    0,    0,,2010-06-06,US1KYSH0007
    0,    0,,2010-06-07,US1KYSH0007
    0,    0,,2010-06-08,US1KYSH0007
  264,,,2010-06-09,US1KYSH0007
   30,,,2010-06-10,US1KYSH0007
    0,    0,,2010-06-11,US1KYSH0007
   56,,,2010-06-12,US1KYSH0007
    0,    0,,2010-06-13,US1KYSH0007
  378,,,2010-06-14,US1KYSH0007
    0,    0,,2010-06-15,US1KYSH0007
  191,,,2010-06-16,US1KYSH0007
    0,    0,,2010-06-17,US1KYSH0007
    0,    0,,2010-06-18,US1KYSH0007
  272,,,2010-06-19,US1KYSH0007
    8,,,2010-06-20,US1KYSH0007
    0,    0,,2010-06-21,US1KYSH0007
    0,    0,,2010-06-22,US1KYSH0007
    0,    0,,2010-06-23,US1KYSH0007
    0,    0,,2010-06-25,US1KYSH0007
    0,    0,,2010-07-07,US1KYSH0007
    0,    0,,2010-07-08,US1KYSH0007
  518,,,2010-07-09,US1KYSH0007
   48,,,2010-07-10,US1KYSH0007
    0,    0,,2010-07-11,US1KYSH0007
    0,    0,,2010-07-12,US1KYSH0007
