PRCP,SNOW,DATE,STATION
    3,,2015-11-10,US1KYSC0020
    0,,2015-11-11,US1KYSC0020
   48,,2015-11-12,US1KYSC0020
    0,,2015-11-13,US1KYSC0020
    0,,2015-11-14,US1KYSC0020
    0,,2015-11-15,US1KYSC0020
    0,,2015-11-16,US1KYSC0020
    5,,2015-11-17,US1KYSC0020
    0,,2015-11-18,US1KYSC0020
  216,,2015-11-19,US1KYSC0020
    0,    0,2015-11-23,US1KYSC0020
    0,    0,2015-11-24,US1KYSC0020
    0,    0,2015-11-25,US1KYSC0020
    0,,2015-11-26,US1KYSC0020
    0,,2015-11-27,US1KYSC0020
   18,,2015-11-28,US1KYSC0020
  152,,2015-11-29,US1KYSC0020
   30,,2015-11-30,US1KYSC0020
  318,,2015-12-01,US1KYSC0020
   46,,2015-12-02,US1KYSC0020
    0,,2015-12-04,US1KYSC0020
    0,,2015-12-05,US1KYSC0020
    0,,2015-12-06,US1KYSC0020
   38,,2015-12-07,US1KYSC0020
    0,,2015-12-08,US1KYSC0020
    0,,2015-12-09,US1KYSC0020
    0,,2015-12-10,US1KYSC0020
    0,,2015-12-11,US1KYSC0020
    0,,2015-12-12,US1KYSC0020
    0,,2015-12-13,US1KYSC0020
   76,,2015-12-14,US1KYSC0020
    0,,2015-12-15,US1KYSC0020
    0,,2015-12-16,US1KYSC0020
  109,,2015-12-17,US1KYSC0020
    0,,2015-12-18,US1KYSC0020
    0,,2015-12-19,US1KYSC0020
    0,,2015-12-20,US1KYSC0020
    5,,2015-12-21,US1KYSC0020
  185,,2015-12-22,US1KYSC0020
   86,,2015-12-23,US1KYSC0020
  368,,2015-12-24,US1KYSC0020
   84,,2015-12-25,US1KYSC0020
  107,,2015-12-26,US1KYSC0020
  130,,2015-12-27,US1KYSC0020
  274,,2015-12-28,US1KYSC0020
  132,,2015-12-29,US1KYSC0020
    0,,2015-12-30,US1KYSC0020
    0,,2015-12-31,US1KYSC0020
    0,,2016-01-01,US1KYSC0020
    0,,2016-01-02,US1KYSC0020
    0,,2016-01-03,US1KYSC0020
    0,,2016-03-01,US1KYSC0020
  244,,2016-03-11,US1KYSC0020
    0,,2016-03-12,US1KYSC0020
  254,,2016-03-13,US1KYSC0020
   84,,2016-03-14,US1KYSC0020
   51,,2016-03-15,US1KYSC0020
    0,,2016-03-16,US1KYSC0020
    0,,2016-03-17,US1KYSC0020
    0,,2016-03-18,US1KYSC0020
    0,,2016-03-19,US1KYSC0020
    0,,2016-03-20,US1KYSC0020
    0,,2016-03-21,US1KYSC0020
    0,,2016-03-22,US1KYSC0020
    0,,2016-03-23,US1KYSC0020
    0,,2016-03-24,US1KYSC0020
  234,,2016-03-25,US1KYSC0020
    5,,2016-03-26,US1KYSC0020
    0,,2016-03-27,US1KYSC0020
  213,,2016-03-28,US1KYSC0020
    0,,2016-03-29,US1KYSC0020
    0,,2016-03-30,US1KYSC0020
    0,,2016-03-31,US1KYSC0020
   41,,2016-04-01,US1KYSC0020
    0,,2016-04-02,US1KYSC0020
    0,,2016-04-03,US1KYSC0020
    0,,2016-04-04,US1KYSC0020
    0,,2016-04-05,US1KYSC0020
    0,,2016-04-06,US1KYSC0020
   58,,2016-04-07,US1KYSC0020
   20,,2016-04-11,US1KYSC0020
  178,,2016-04-12,US1KYSC0020
    0,,2016-04-13,US1KYSC0020
    0,,2016-04-14,US1KYSC0020
    0,,2016-04-15,US1KYSC0020
    0,,2016-04-16,US1KYSC0020
    0,,2016-04-17,US1KYSC0020
    0,,2016-04-18,US1KYSC0020
    0,,2016-04-19,US1KYSC0020
    0,,2016-04-20,US1KYSC0020
    0,,2016-04-21,US1KYSC0020
   64,,2016-04-22,US1KYSC0020
    5,,2016-04-23,US1KYSC0020
    0,,2016-04-24,US1KYSC0020
    0,,2016-04-25,US1KYSC0020
    0,,2016-04-26,US1KYSC0020
  284,,2016-04-27,US1KYSC0020
  229,,2016-04-28,US1KYSC0020
    0,,2016-04-29,US1KYSC0020
  127,,2016-05-01,US1KYSC0020
    5,,2016-05-02,US1KYSC0020
    0,,2016-05-07,US1KYSC0020
   61,,2016-05-08,US1KYSC0020
   15,,2016-05-09,US1KYSC0020
    3,,2016-05-10,US1KYSC0020
  330,,2016-05-11,US1KYSC0020
   36,,2016-05-12,US1KYSC0020
   71,,2016-05-13,US1KYSC0020
    5,,2016-05-14,US1KYSC0020
    5,,2016-05-15,US1KYSC0020
    0,,2016-05-16,US1KYSC0020
   69,,2016-05-17,US1KYSC0020
   84,,2016-05-18,US1KYSC0020
    0,,2016-05-19,US1KYSC0020
    0,,2016-05-20,US1KYSC0020
  284,,2016-05-21,US1KYSC0020
   71,,2016-05-22,US1KYSC0020
    0,,2016-05-23,US1KYSC0020
    0,,2016-05-25,US1KYSC0020
    8,,2016-05-26,US1KYSC0020
   64,,2016-05-27,US1KYSC0020
    0,,2016-05-28,US1KYSC0020
    0,,2016-05-29,US1KYSC0020
   18,,2016-05-30,US1KYSC0020
    0,,2016-05-31,US1KYSC0020
  114,,2016-06-02,US1KYSC0020
   84,,2016-06-03,US1KYSC0020
   15,,2016-06-04,US1KYSC0020
  216,,2016-06-05,US1KYSC0020
    0,,2016-06-06,US1KYSC0020
    0,,2016-06-07,US1KYSC0020
    0,,2016-06-08,US1KYSC0020
    0,,2016-06-09,US1KYSC0020
    0,,2016-06-10,US1KYSC0020
    0,,2016-06-11,US1KYSC0020
    0,,2016-06-12,US1KYSC0020
   25,,2016-06-13,US1KYSC0020
    0,,2016-06-14,US1KYSC0020
   25,,2016-06-15,US1KYSC0020
  140,,2016-06-16,US1KYSC0020
    0,,2016-06-17,US1KYSC0020
    0,,2016-06-18,US1KYSC0020
    0,,2016-06-19,US1KYSC0020
    0,,2016-06-20,US1KYSC0020
    0,,2016-06-21,US1KYSC0020
   28,,2016-06-22,US1KYSC0020
  157,,2016-06-23,US1KYSC0020
   56,,2016-06-24,US1KYSC0020
    0,,2016-06-25,US1KYSC0020
    0,,2016-06-26,US1KYSC0020
    0,,2016-06-27,US1KYSC0020
    0,,2016-06-28,US1KYSC0020
    0,,2016-06-29,US1KYSC0020
    0,,2016-06-30,US1KYSC0020
    0,,2016-07-01,US1KYSC0020
   28,,2016-07-02,US1KYSC0020
    0,,2016-07-03,US1KYSC0020
  203,,2016-07-04,US1KYSC0020
  224,,2016-07-05,US1KYSC0020
    0,,2016-07-06,US1KYSC0020
    3,,2016-07-07,US1KYSC0020
    0,,2016-07-08,US1KYSC0020
   79,,2016-07-09,US1KYSC0020
    0,,2016-07-10,US1KYSC0020
    0,,2016-07-11,US1KYSC0020
    0,,2016-07-12,US1KYSC0020
   58,,2016-07-13,US1KYSC0020
    0,,2016-07-14,US1KYSC0020
   51,,2016-07-16,US1KYSC0020
    0,,2016-07-17,US1KYSC0020
    0,,2016-07-18,US1KYSC0020
    0,,2016-07-19,US1KYSC0020
    0,,2016-07-20,US1KYSC0020
    0,,2016-07-21,US1KYSC0020
    0,,2016-07-22,US1KYSC0020
    0,,2016-07-23,US1KYSC0020
    0,,2016-07-24,US1KYSC0020
    0,,2016-07-25,US1KYSC0020
    0,,2016-07-26,US1KYSC0020
   33,,2016-07-27,US1KYSC0020
  163,,2016-07-28,US1KYSC0020
  178,,2016-07-29,US1KYSC0020
   15,,2016-07-30,US1KYSC0020
    0,,2016-07-31,US1KYSC0020
    0,,2016-08-01,US1KYSC0020
  203,,2016-08-02,US1KYSC0020
    0,,2016-08-03,US1KYSC0020
    0,,2016-08-04,US1KYSC0020
   25,,2016-08-05,US1KYSC0020
    0,,2016-08-06,US1KYSC0020
    0,,2016-08-07,US1KYSC0020
    0,,2016-08-08,US1KYSC0020
    0,,2016-08-09,US1KYSC0020
   84,,2016-08-10,US1KYSC0020
    0,,2016-08-11,US1KYSC0020
    0,,2016-08-12,US1KYSC0020
    0,,2016-08-13,US1KYSC0020
    0,,2016-08-14,US1KYSC0020
   61,,2016-08-15,US1KYSC0020
   58,,2016-08-16,US1KYSC0020
   99,,2016-08-17,US1KYSC0020
  109,,2016-08-18,US1KYSC0020
    0,,2016-08-19,US1KYSC0020
    0,,2016-08-20,US1KYSC0020
  140,,2016-08-21,US1KYSC0020
    0,,2016-08-22,US1KYSC0020
    0,,2016-08-23,US1KYSC0020
    0,,2016-08-24,US1KYSC0020
    0,,2016-08-25,US1KYSC0020
    0,,2016-08-26,US1KYSC0020
    0,,2016-08-27,US1KYSC0020
    0,,2016-08-28,US1KYSC0020
   56,,2016-08-29,US1KYSC0020
    0,,2016-08-30,US1KYSC0020
    0,,2016-08-31,US1KYSC0020
  147,,2016-09-01,US1KYSC0020
    0,,2016-09-02,US1KYSC0020
    0,,2016-09-03,US1KYSC0020
    0,,2016-09-04,US1KYSC0020
    0,,2016-09-05,US1KYSC0020
    0,,2016-09-06,US1KYSC0020
    0,,2016-09-07,US1KYSC0020
    0,,2016-09-08,US1KYSC0020
    0,,2016-09-09,US1KYSC0020
    0,,2016-09-10,US1KYSC0020
  114,,2016-09-11,US1KYSC0020
    0,,2016-09-12,US1KYSC0020
    0,,2016-09-13,US1KYSC0020
    0,,2016-09-14,US1KYSC0020
    0,,2016-09-15,US1KYSC0020
    0,,2016-09-16,US1KYSC0020
    0,,2016-09-17,US1KYSC0020
  188,,2016-09-18,US1KYSC0020
    0,,2016-09-19,US1KYSC0020
    0,,2016-09-20,US1KYSC0020
    0,,2016-09-21,US1KYSC0020
    0,,2016-09-27,US1KYSC0020
    0,,2016-09-28,US1KYSC0020
  152,,2016-09-29,US1KYSC0020
   66,,2016-09-30,US1KYSC0020
    0,,2016-10-01,US1KYSC0020
  152,,2016-10-21,US1KYSC0020
    0,,2016-10-26,US1KYSC0020
    0,,2016-11-01,US1KYSC0020
    0,,2016-11-02,US1KYSC0020
    0,,2016-11-03,US1KYSC0020
    5,,2016-11-04,US1KYSC0020
    0,,2016-11-05,US1KYSC0020
    0,,2016-11-06,US1KYSC0020
    0,,2016-11-07,US1KYSC0020
    0,,2016-11-08,US1KYSC0020
   76,,2016-11-09,US1KYSC0020
    0,,2016-11-10,US1KYSC0020
    0,,2016-11-11,US1KYSC0020
    0,,2016-11-12,US1KYSC0020
    0,,2016-11-13,US1KYSC0020
    0,,2016-11-14,US1KYSC0020
    0,,2016-11-15,US1KYSC0020
    0,,2016-11-16,US1KYSC0020
    0,,2016-11-17,US1KYSC0020
    0,,2016-11-18,US1KYSC0020
   56,,2016-11-19,US1KYSC0020
    0,,2016-11-20,US1KYSC0020
    0,,2016-11-21,US1KYSC0020
    0,,2016-11-22,US1KYSC0020
   13,,2016-11-23,US1KYSC0020
   18,,2016-11-24,US1KYSC0020
    3,,2016-11-25,US1KYSC0020
    0,,2016-11-26,US1KYSC0020
    0,,2016-11-27,US1KYSC0020
    0,,2016-11-28,US1KYSC0020
  163,,2016-11-29,US1KYSC0020
   56,,2016-11-30,US1KYSC0020
    0,,2016-12-01,US1KYSC0020
    0,,2016-12-02,US1KYSC0020
    0,,2016-12-03,US1KYSC0020
    0,,2016-12-04,US1KYSC0020
   28,,2016-12-05,US1KYSC0020
  175,,2016-12-06,US1KYSC0020
   64,,2016-12-07,US1KYSC0020
    0,,2016-12-08,US1KYSC0020
    0,,2016-12-09,US1KYSC0020
    0,,2016-12-10,US1KYSC0020
    0,,2016-12-11,US1KYSC0020
  114,,2016-12-12,US1KYSC0020
    0,,2016-12-13,US1KYSC0020
    0,,2016-12-14,US1KYSC0020
    0,,2016-12-15,US1KYSC0020
    0,,2016-12-16,US1KYSC0020
   30,,2016-12-17,US1KYSC0020
  597,,2016-12-18,US1KYSC0020
    0,,2016-12-19,US1KYSC0020
    0,,2016-12-20,US1KYSC0020
    0,,2016-12-21,US1KYSC0020
    0,,2016-12-22,US1KYSC0020
    0,,2016-12-23,US1KYSC0020
  196,,2016-12-24,US1KYSC0020
    5,,2016-12-25,US1KYSC0020
    0,,2016-12-26,US1KYSC0020
  254,,2016-12-27,US1KYSC0020
    0,,2017-02-23,US1KYSC0020
    0,,2017-02-24,US1KYSC0020
  102,,2017-02-25,US1KYSC0020
    0,,2017-02-26,US1KYSC0020
   28,,2017-02-27,US1KYSC0020
   38,,2017-02-28,US1KYSC0020
  665,,2017-03-01,US1KYSC0020
  109,,2017-03-02,US1KYSC0020
    0,,2017-03-03,US1KYSC0020
    0,,2017-03-04,US1KYSC0020
    0,,2017-03-05,US1KYSC0020
   18,,2017-03-06,US1KYSC0020
   69,,2017-03-07,US1KYSC0020
   48,,2017-03-08,US1KYSC0020
    0,,2017-03-09,US1KYSC0020
    0,,2017-03-10,US1KYSC0020
    0,,2017-03-11,US1KYSC0020
    0,,2017-03-12,US1KYSC0020
    0,,2017-03-13,US1KYSC0020
    0,,2017-03-14,US1KYSC0020
    0,,2017-03-15,US1KYSC0020
    0,,2017-03-16,US1KYSC0020
    0,,2017-03-17,US1KYSC0020
   25,,2017-03-18,US1KYSC0020
    0,,2017-03-19,US1KYSC0020
   20,,2017-03-21,US1KYSC0020
    0,,2017-03-22,US1KYSC0020
    0,,2017-03-23,US1KYSC0020
    0,,2017-03-24,US1KYSC0020
    0,,2017-03-25,US1KYSC0020
   51,,2017-03-26,US1KYSC0020
  112,,2017-03-27,US1KYSC0020
  132,,2017-03-28,US1KYSC0020
    0,,2017-03-29,US1KYSC0020
    3,,2017-03-30,US1KYSC0020
  231,,2017-03-31,US1KYSC0020
    8,,2017-04-01,US1KYSC0020
    0,,2017-04-02,US1KYSC0020
    0,,2017-04-03,US1KYSC0020
  107,,2017-04-04,US1KYSC0020
    0,,2017-04-05,US1KYSC0020
  279,,2017-04-06,US1KYSC0020
   48,,2017-04-07,US1KYSC0020
    0,,2017-04-08,US1KYSC0020
    0,,2017-04-09,US1KYSC0020
    0,,2017-04-10,US1KYSC0020
    3,,2017-04-11,US1KYSC0020
   58,,2017-04-12,US1KYSC0020
    0,,2017-04-13,US1KYSC0020
    0,,2017-04-14,US1KYSC0020
    0,,2017-04-15,US1KYSC0020
    0,,2017-04-16,US1KYSC0020
  312,,2017-04-17,US1KYSC0020
    0,,2017-04-18,US1KYSC0020
    0,,2017-04-19,US1KYSC0020
    0,,2017-04-20,US1KYSC0020
    0,,2017-04-21,US1KYSC0020
   43,,2017-04-22,US1KYSC0020
   30,,2017-04-23,US1KYSC0020
    0,,2017-04-24,US1KYSC0020
    0,,2017-04-25,US1KYSC0020
    0,,2017-04-26,US1KYSC0020
    0,,2017-04-27,US1KYSC0020
    5,,2017-04-28,US1KYSC0020
  213,,2017-04-29,US1KYSC0020
    8,,2017-04-30,US1KYSC0020
   99,,2017-05-01,US1KYSC0020
   58,,2017-05-02,US1KYSC0020
    0,,2017-05-03,US1KYSC0020
    0,,2017-05-04,US1KYSC0020
  185,,2017-05-05,US1KYSC0020
   56,,2017-05-06,US1KYSC0020
    0,,2017-05-07,US1KYSC0020
    0,,2017-05-08,US1KYSC0020
   36,,2017-05-09,US1KYSC0020
    0,,2017-05-10,US1KYSC0020
   76,,2017-05-11,US1KYSC0020
  183,,2017-05-12,US1KYSC0020
   56,,2017-05-13,US1KYSC0020
    0,,2017-05-14,US1KYSC0020
    0,,2017-05-15,US1KYSC0020
    0,,2017-05-16,US1KYSC0020
    0,,2017-05-17,US1KYSC0020
    0,,2017-05-18,US1KYSC0020
    0,,2017-05-19,US1KYSC0020
   58,,2017-05-20,US1KYSC0020
   81,,2017-05-21,US1KYSC0020
   84,,2017-05-22,US1KYSC0020
    0,,2017-05-23,US1KYSC0020
    3,,2017-05-24,US1KYSC0020
  188,,2017-05-25,US1KYSC0020
  112,,2017-05-26,US1KYSC0020
    0,,2017-05-27,US1KYSC0020
   10,,2017-05-28,US1KYSC0020
    3,,2017-05-29,US1KYSC0020
    0,,2017-05-30,US1KYSC0020
   25,,2017-05-31,US1KYSC0020
    0,,2017-06-01,US1KYSC0020
    0,,2017-06-02,US1KYSC0020
    0,,2017-06-03,US1KYSC0020
    0,,2017-06-04,US1KYSC0020
   76,,2017-06-05,US1KYSC0020
  130,,2017-06-06,US1KYSC0020
    0,,2017-06-07,US1KYSC0020
    0,,2017-06-08,US1KYSC0020
    0,,2017-06-09,US1KYSC0020
