PRCP,DATE,STATION
    0,1962-11-01,BR047004750
    0,1962-11-02,BR047004750
    0,1962-11-03,BR047004750
  122,1962-11-04,BR047004750
   42,1962-11-05,BR047004750
    0,1962-11-06,BR047004750
   40,1962-11-07,BR047004750
    0,1962-11-08,BR047004750
   14,1962-11-09,BR047004750
  532,1962-11-10,BR047004750
  116,1962-11-11,BR047004750
  471,1962-11-12,BR047004750
    0,1962-11-13,BR047004750
    0,1962-11-14,BR047004750
  114,1962-11-15,BR047004750
    0,1962-11-16,BR047004750
  230,1962-11-17,BR047004750
    0,1962-11-18,BR047004750
  124,1962-11-19,BR047004750
   50,1962-11-20,BR047004750
    0,1962-11-21,BR047004750
  190,1962-11-22,BR047004750
    0,1962-11-23,BR047004750
    0,1962-11-24,BR047004750
    0,1962-11-25,BR047004750
  124,1962-11-26,BR047004750
    0,1962-11-27,BR047004750
   21,1962-11-28,BR047004750
    0,1962-11-29,BR047004750
    0,1962-11-30,BR047004750
    0,1962-12-01,BR047004750
    0,1962-12-02,BR047004750
    0,1962-12-03,BR047004750
    0,1962-12-04,BR047004750
   11,1962-12-05,BR047004750
  124,1962-12-06,BR047004750
    0,1962-12-07,BR047004750
   12,1962-12-08,BR047004750
    0,1962-12-09,BR047004750
    0,1962-12-10,BR047004750
    0,1962-12-11,BR047004750
  130,1962-12-12,BR047004750
  874,1962-12-13,BR047004750
  126,1962-12-14,BR047004750
   26,1962-12-15,BR047004750
  130,1962-12-16,BR047004750
   10,1962-12-17,BR047004750
  546,1962-12-18,BR047004750
    0,1962-12-19,BR047004750
   33,1962-12-20,BR047004750
  200,1962-12-21,BR047004750
  224,1962-12-22,BR047004750
    0,1962-12-23,BR047004750
    0,1962-12-24,BR047004750
    0,1962-12-25,BR047004750
    0,1962-12-26,BR047004750
    0,1962-12-27,BR047004750
  296,1962-12-28,BR047004750
    0,1962-12-29,BR047004750
   20,1962-12-30,BR047004750
    0,1962-12-31,BR047004750
    0,1963-01-01,BR047004750
    0,1963-01-02,BR047004750
    0,1963-01-03,BR047004750
    0,1963-01-04,BR047004750
    0,1963-01-05,BR047004750
  140,1963-01-06,BR047004750
    0,1963-01-07,BR047004750
  248,1963-01-08,BR047004750
    0,1963-01-09,BR047004750
   40,1963-01-10,BR047004750
   12,1963-01-11,BR047004750
    0,1963-01-12,BR047004750
  344,1963-01-13,BR047004750
    0,1963-01-14,BR047004750
    0,1963-01-15,BR047004750
    0,1963-01-16,BR047004750
  148,1963-01-17,BR047004750
    0,1963-01-18,BR047004750
    0,1963-01-19,BR047004750
    0,1963-01-20,BR047004750
    0,1963-01-21,BR047004750
    9,1963-01-22,BR047004750
    0,1963-01-23,BR047004750
    0,1963-01-24,BR047004750
    0,1963-01-25,BR047004750
    0,1963-01-26,BR047004750
    0,1963-01-27,BR047004750
    0,1963-01-28,BR047004750
    0,1963-01-29,BR047004750
    0,1963-01-30,BR047004750
   46,1963-01-31,BR047004750
    0,1963-02-01,BR047004750
    0,1963-02-02,BR047004750
    0,1963-02-03,BR047004750
   22,1963-02-04,BR047004750
  186,1963-02-05,BR047004750
   36,1963-02-06,BR047004750
  120,1963-02-07,BR047004750
    0,1963-02-08,BR047004750
  150,1963-02-09,BR047004750
   20,1963-02-10,BR047004750
  224,1963-02-11,BR047004750
  720,1963-02-12,BR047004750
    0,1963-02-13,BR047004750
   14,1963-02-14,BR047004750
    0,1963-02-15,BR047004750
    0,1963-02-16,BR047004750
  230,1963-02-17,BR047004750
  442,1963-02-18,BR047004750
    0,1963-02-19,BR047004750
    0,1963-02-20,BR047004750
    0,1963-02-21,BR047004750
  292,1963-02-22,BR047004750
    0,1963-02-23,BR047004750
  190,1963-02-24,BR047004750
   70,1963-02-25,BR047004750
    0,1963-02-26,BR047004750
   13,1963-02-27,BR047004750
    0,1963-02-28,BR047004750
    0,1963-03-01,BR047004750
    0,1963-03-02,BR047004750
    0,1963-03-03,BR047004750
    0,1963-03-04,BR047004750
   12,1963-03-05,BR047004750
    0,1963-03-06,BR047004750
   45,1963-03-07,BR047004750
    0,1963-03-08,BR047004750
    0,1963-03-09,BR047004750
    0,1963-03-10,BR047004750
    0,1963-03-11,BR047004750
    0,1963-03-12,BR047004750
    0,1963-03-13,BR047004750
    0,1963-03-14,BR047004750
    0,1963-03-15,BR047004750
    0,1963-03-16,BR047004750
   31,1963-03-17,BR047004750
  320,1963-03-18,BR047004750
    0,1963-03-19,BR047004750
  184,1963-03-20,BR047004750
    0,1963-03-21,BR047004750
