PRCP,DATE,STATION
    0,1964-10-01,BR046294670
    0,1964-10-02,BR046294670
    0,1964-10-03,BR046294670
    0,1964-10-04,BR046294670
    0,1964-10-05,BR046294670
    0,1964-10-06,BR046294670
    0,1964-10-07,BR046294670
    0,1964-10-08,BR046294670
    0,1964-10-09,BR046294670
    0,1964-10-10,BR046294670
    0,1964-10-11,BR046294670
    0,1964-10-12,BR046294670
    0,1964-10-13,BR046294670
    0,1964-10-14,BR046294670
   28,1964-10-15,BR046294670
   53,1964-10-16,BR046294670
   70,1964-10-17,BR046294670
    0,1964-10-18,BR046294670
    1,1964-10-19,BR046294670
    0,1964-10-20,BR046294670
   94,1964-10-21,BR046294670
   30,1964-10-22,BR046294670
    0,1964-10-23,BR046294670
    0,1964-10-24,BR046294670
    0,1964-10-25,BR046294670
    0,1964-10-26,BR046294670
   53,1964-10-27,BR046294670
    0,1964-10-28,BR046294670
    0,1964-10-29,BR046294670
    0,1964-10-30,BR046294670
    0,1964-10-31,BR046294670
    0,1964-11-01,BR046294670
    0,1964-11-02,BR046294670
  274,1964-11-03,BR046294670
  232,1964-11-04,BR046294670
    0,1964-11-05,BR046294670
  694,1964-11-06,BR046294670
    0,1964-11-07,BR046294670
    0,1964-11-08,BR046294670
    0,1964-11-09,BR046294670
  470,1964-11-10,BR046294670
    0,1964-11-11,BR046294670
  120,1964-11-12,BR046294670
    0,1964-11-13,BR046294670
    0,1964-11-14,BR046294670
    0,1964-11-15,BR046294670
    0,1964-11-16,BR046294670
    0,1964-11-17,BR046294670
    0,1964-11-18,BR046294670
    0,1964-11-19,BR046294670
  230,1964-11-20,BR046294670
  190,1964-11-21,BR046294670
    0,1964-11-22,BR046294670
  240,1964-11-23,BR046294670
 1400,1964-11-24,BR046294670
    0,1964-11-25,BR046294670
    0,1964-11-26,BR046294670
   15,1964-11-27,BR046294670
    0,1964-11-28,BR046294670
    0,1964-11-29,BR046294670
    0,1964-11-30,BR046294670
    0,1964-12-01,BR046294670
    0,1964-12-02,BR046294670
    0,1964-12-03,BR046294670
  150,1964-12-04,BR046294670
    4,1964-12-05,BR046294670
    0,1964-12-06,BR046294670
    0,1964-12-07,BR046294670
   84,1964-12-08,BR046294670
    2,1964-12-09,BR046294670
    0,1964-12-10,BR046294670
    0,1964-12-11,BR046294670
    0,1964-12-12,BR046294670
   35,1964-12-13,BR046294670
    0,1964-12-14,BR046294670
    0,1964-12-15,BR046294670
    0,1964-12-16,BR046294670
    0,1964-12-17,BR046294670
    0,1964-12-18,BR046294670
    0,1964-12-19,BR046294670
    0,1964-12-20,BR046294670
    0,1964-12-21,BR046294670
    0,1964-12-22,BR046294670
    0,1964-12-23,BR046294670
    0,1964-12-24,BR046294670
    0,1964-12-25,BR046294670
    0,1964-12-26,BR046294670
    0,1964-12-27,BR046294670
    0,1964-12-28,BR046294670
    0,1964-12-29,BR046294670
    0,1964-12-30,BR046294670
   40,1964-12-31,BR046294670
  244,1965-01-01,BR046294670
    0,1965-01-02,BR046294670
    0,1965-01-03,BR046294670
    0,1965-01-04,BR046294670
    0,1965-01-05,BR046294670
   86,1965-01-06,BR046294670
    0,1965-01-07,BR046294670
    0,1965-01-08,BR046294670
    0,1965-01-09,BR046294670
    0,1965-01-10,BR046294670
    0,1965-01-11,BR046294670
    0,1965-01-12,BR046294670
    0,1965-01-13,BR046294670
    0,1965-01-14,BR046294670
    0,1965-01-15,BR046294670
    0,1965-01-16,BR046294670
    0,1965-01-17,BR046294670
    0,1965-01-18,BR046294670
    0,1965-01-19,BR046294670
    0,1965-01-20,BR046294670
  172,1965-01-21,BR046294670
   40,1965-01-22,BR046294670
    0,1965-01-23,BR046294670
    0,1965-01-24,BR046294670
    0,1965-01-25,BR046294670
    0,1965-01-26,BR046294670
   84,1965-01-27,BR046294670
    0,1965-01-28,BR046294670
  156,1965-01-29,BR046294670
    0,1965-01-30,BR046294670
    0,1965-01-31,BR046294670
    0,1965-02-01,BR046294670
    4,1965-02-02,BR046294670
    0,1965-02-03,BR046294670
    0,1965-02-04,BR046294670
  484,1965-02-05,BR046294670
    0,1965-02-06,BR046294670
    0,1965-02-07,BR046294670
    0,1965-02-08,BR046294670
    0,1965-02-09,BR046294670
    0,1965-02-10,BR046294670
    0,1965-02-11,BR046294670
    0,1965-02-12,BR046294670
    0,1965-02-13,BR046294670
    0,1965-02-14,BR046294670
    0,1965-02-15,BR046294670
    0,1965-02-16,BR046294670
  366,1965-02-17,BR046294670
    0,1965-02-18,BR046294670
    0,1965-02-19,BR046294670
  186,1965-02-20,BR046294670
    0,1965-02-21,BR046294670
    0,1965-02-22,BR046294670
    0,1965-02-23,BR046294670
  182,1965-02-24,BR046294670
  110,1965-02-25,BR046294670
    0,1965-02-26,BR046294670
    0,1965-02-27,BR046294670
    0,1965-02-28,BR046294670
    0,1965-03-01,BR046294670
    0,1965-03-02,BR046294670
    0,1965-03-03,BR046294670
    0,1965-03-04,BR046294670
    0,1965-03-05,BR046294670
  180,1965-03-06,BR046294670
    0,1965-03-07,BR046294670
  196,1965-03-08,BR046294670
    0,1965-03-09,BR046294670
    0,1965-03-10,BR046294670
    0,1965-03-11,BR046294670
    4,1965-03-12,BR046294670
    0,1965-03-13,BR046294670
    0,1965-03-14,BR046294670
    0,1965-03-15,BR046294670
    0,1965-03-16,BR046294670
    0,1965-03-17,BR046294670
    0,1965-03-18,BR046294670
    0,1965-03-19,BR046294670
